Ticker,Date,3_day,3_day_single,7_day,7_day_single,15_day,15_day_single,30_day,30_day_single
LPNT,2015-07-31,-3.5082614031311,-3.2289743556997776,-3.9781396829529947,-4.191975355669193,-4.261080163634538,-4.819534522989125,-3.94309274969342,-6.0796771570610995
ALEX,2015-08-06,-3.558773357808976,-4.437984708829592,-3.9779807332951096,-4.103581340661066,-3.928920117656212,-4.664042122364589,-4.0433961333823945,-4.312662687386897
ILMN,2016-05-03,-4.573724304084052,-4.340429642940942,-3.977794497267469,-4.281139948431957,-4.079626467606457,-3.645700498701847,-4.247039959359091,-4.886365132653811
ACIW,2017-07-27,-3.736406468108559,-6.64939327390376,-3.976689968633015,-4.329822343505758,-4.011871033047491,-3.59548349500932,-4.175181590287058,-5.246139511791192
CUBI,2016-04-14,-3.541632588577338,-6.752247414505907,-3.9765278842263307,-4.3559317205939605,-4.022467136614189,-3.9516452003457556,-3.9417267997736722,-3.70406481460553
FISV,2016-02-02,-3.8016231840950137,-3.9071658628095123,-3.976417802706995,-4.4999175303763925,-4.225759767051366,-4.481357636875596,-4.286250503001882,-4.488838789980827
BBBY,2015-06-24,-3.475648302688482,-3.414077041486923,-3.976257514447157,-5.343493483452661,-4.22576923710229,-5.078511246956318,-4.431664015879413,-4.299082204151243
DIOD,2016-08-09,-4.480519454201491,-5.08399794180354,-3.976026144944751,-5.623478684484572,-4.315132779025783,-4.573241496364714,-4.027276833414904,-3.6835797686648877
ETN,2016-02-03,-4.088310450570776,-4.799642446959525,-3.9759184250436843,-3.8768797093399243,-4.1159478981443804,-4.773506568245944,-4.206182126864443,-3.261399695344588
LQDT,2017-05-04,-3.7588007573049214,-5.00395198750565,-3.9751580141491796,-4.9052709502484975,-3.9269386139080993,-3.4889039416008547,-3.8495459287947034,-3.77658442350353
EFII,2015-07-20,-3.6705171884619157,-5.951076447785978,-3.9749009210369293,-6.340359247027785,-4.294527345751222,-4.27512170997579,-4.287069025069599,-4.925667268780085
WDC,2015-04-28,-3.7840218419981304,-4.118579182002106,-3.9742759167167714,-8.058970843297656,-4.103369823309588,-3.7594616003051176,-4.01897683961191,-4.07753596566751
HST,2015-04-30,-4.068879947664003,-3.7249609012616607,-3.9739510562580476,-4.726427683358592,-4.240792429731456,-5.219411437518604,-4.429917110750592,-4.541741166471311
FLS,2016-07-29,-3.5690313205844344,-4.095019193387826,-3.9716610446964014,-4.96893330789475,-4.2411059897161545,-4.780382421921701,-4.249117434558157,-3.8746740067055576
EFX,2018-03-02,-3.8691187771301743,-6.108360634012511,-3.9703370742927033,-4.705040876243338,-4.067303434370366,-4.190937474496727,-4.141983693530162,-5.1690999849727985
ABM,2016-09-08,-3.5830450687007627,-8.261984759097786,-3.9698664529873615,-5.498972801644452,-4.187406469720545,-4.702760504974661,-4.423476555600425,-5.531030800681209
RMD,2016-07-28,-3.5812931799879975,-5.001293017649152,-3.969426337542682,-4.574909418429428,-4.172536889911343,-4.14038037144378,-4.2188725588086955,-3.7293565393233354
CXO,2016-05-05,-3.614978640756499,-3.4623065711236083,-3.9689812521177728,-3.9062553263953745,-4.1952952920952695,-4.024105061253037,-3.9884539768169343,-3.680765815372395
UAL,2015-04-23,-4.030590118460388,-4.706627776856668,-3.968809329565955,-4.851372028705966,-3.856062559374262,-4.768562833331045,-3.6057676369900036,-4.733454392991982
AIT,2018-04-26,-4.016135978099605,-4.58888821208564,-3.9686278044975385,-3.8546991179238552,-4.160485916918642,-5.876340604115629,-4.25827455157197,-6.184224803863821
SKYW,2015-10-27,-3.7677950858462923,-4.597216688302047,-3.9679523255554163,-4.016117321928041,-3.9736726519380623,-7.57488758277881,-3.9827424590205656,-3.5811321860585634
TXRH,2016-05-02,-3.795776912094608,-5.389258520977395,-3.9675913814866135,-4.097012688164009,-4.0903796493127125,-4.2624521060872365,-4.318598202238703,-4.549041657689599
O,2017-04-26,-4.185415580838006,-4.8215131852996365,-3.9658395946323286,-4.1957623760899,-4.158293568902764,-4.572041156208973,-4.315603684339134,-4.333293910471667
SPOK,2017-07-27,-4.733802103199362,-4.001251638108294,-3.965207436073785,-4.741979846351358,-4.098274073681686,-5.783798041702643,-3.896234539170729,-5.690363646632503
KSS,2016-08-11,-4.47254047437666,-6.488244471746831,-3.9635060112925684,-3.6675316061200687,-4.210284106388275,-4.569339446929123,-4.228945162159205,-5.670086755777767
AGCO,2016-08-04,-3.8748511734006295,-4.810966751522684,-3.9620382743049287,-4.209993844321179,-3.779495859029213,-4.457033770586622,-3.9899281645774423,-4.820014044822458
WRB,2018-01-30,-4.535775172739013,-6.416720086171405,-3.9615836813821295,-3.387473519781072,-4.199171335557121,-5.121790357029901,-4.293079450220174,-4.565469469791956
ULTA,2017-03-09,-3.577486974677716,-5.23390163418299,-3.960412122572751,-4.534364934323074,-4.25018275448917,-4.914589029681176,-4.50275464418084,-5.8916226067326125
DY,2016-05-25,-3.583274426105453,-4.038624829943551,-3.9596873722939994,-3.8809061162928336,-3.9747584787457435,-6.168562381245144,-3.9098710142337354,-3.59035704501629
WEX,2016-10-27,-3.9681346898341516,-3.548042269837781,-3.959562436284269,-3.9574351504118455,-4.04116318826508,-3.9713442408332607,-4.097298971589666,-5.491338297079352
SPOK,2016-04-28,-4.240350161035472,-4.616843183713635,-3.95952278293577,-4.595729858669204,-4.009664659296478,-3.95763732368105,-4.063940288117423,-3.9485003836032027
FTK,2016-05-04,-4.174059637771274,-5.3687910249797115,-3.9589460770874805,-4.447167470400507,-3.6972770076253623,-3.0395853984989447,-3.6007722900694734,-6.451300583182127
NSP,2015-05-01,-3.5984232339516287,-4.743365060288174,-3.95874542522987,-4.774850502166373,-4.349893493599632,-6.78248263336057,-4.436919862424992,-4.012206391051194
DLR,2016-07-28,-3.610603098835261,-3.9471254202898263,-3.9580498808077147,-5.108947587925841,-4.132812228302126,-5.20266172305782,-4.187820920153847,-3.1770511633820893
SYNA,2015-07-30,-3.7393311772562243,-3.263377916848057,-3.957055164560021,-3.974932970180687,-3.945321667076331,-3.4448714021399556,-3.796806043744533,-4.808865011810083
CBT,2015-08-04,-4.008930708285447,-3.782174610180664,-3.9557740612922037,-4.286062269194311,-4.023106998059198,-3.872723365061041,-3.8096288163592464,-3.4630673737635767
V,2018-04-25,-3.5263110290817505,-4.9756375873461005,-3.955181335620492,-4.865797379122575,-4.320417544168248,-6.436545283147357,-4.4526291786517325,-4.022721290113814
TDS,2017-02-24,-3.602359398319166,-6.515919423232736,-3.954605591849896,-4.2712705504865465,-3.8497644314412125,-5.794183464556648,-4.037054339309647,-6.0855516628602855
PFG,2016-04-29,-3.623494666855732,-5.292806991200744,-3.9542929831319027,-3.6962933326950975,-4.003029789963077,-3.932535564927234,-4.1562778444039,-4.050135009161802
CTB,2015-05-01,-3.490604579794739,-3.643743316299638,-3.954252794998764,-4.761898175133054,-4.2519941721608525,-4.70528164430404,-4.17275856290236,-3.0790789959898395
COTY,2016-08-16,-3.6567711866839794,-5.760706792232187,-3.9530999836826006,-5.097363791860705,-3.891836856740605,-3.5019247265845217,-4.0969182751616895,-4.149125915030162
K,2017-10-31,-4.666557934351034,-5.000765309028244,-3.9526717554406443,-4.916807681223107,-3.9884408619477716,-3.9923455263586862,-4.232718688883772,-6.309159568859351
ASGN,2017-02-14,-4.0263577573330185,-4.509609751660523,-3.952647507783088,-4.9761125767352175,-4.202075922519972,-4.898270455516661,-4.312859050180768,-5.507048865597634
TTWO,2015-08-10,-5.497119442082695,-5.53008323332045,-3.952545432622378,-3.711965870976767,-3.789153713565686,-3.824617614320804,-3.9558672835920423,-4.785155681208814
FULT,2017-04-19,-4.252506894644803,-3.964891212504863,-3.9521411604652683,-3.8527944068788633,-4.254954473602443,-5.899890870977544,-4.228863184800035,-3.912034983886225
UNP,2015-10-22,-3.654071322758132,-2.9603211259704687,-3.9519636436930186,-5.878853666717349,-4.309694909461306,-5.302636253697451,-4.26121620473211,-4.488504830756849
PNW,2016-02-19,-4.7639151526186545,-5.593971681154404,-3.949773828989676,-4.325931843041698,-4.298356110085302,-5.928614567000547,-4.559564239261384,-6.444467957845254
GRMN,2016-07-27,-4.648305441880705,-3.6444288968636673,-3.9496675209913383,-4.966503901626017,-4.2245429430659325,-4.854545663991792,-4.130015875487128,-5.6086107986158975
GEO,2016-08-02,-3.5291701024053643,-4.056676089289351,-3.9491573308801815,-7.384786725550065,-2.1115927267975834,-3.0906346391341613,-2.44125802011712,-4.915420224969296
EXPO,2016-02-03,-3.5238921535546264,-4.204070822176931,-3.9486790314626563,-4.667301202248922,-4.262928440544278,-6.846937509183341,-4.299872366967406,-4.176203631417995
ACC,2016-10-25,-4.611879436944905,-5.639342685946531,-3.9457383576068557,-7.113955986668457,-4.015552369603092,-3.5297403300831793,-4.162385147452022,-4.9338196830373535
EBS,2015-05-07,-3.561722047235312,-3.6482486625840442,-3.9439596829069616,-5.085642265755383,-4.114948168605186,-5.665162061029778,-4.178788823080326,-3.7816965182990403
ILMN,2017-10-24,-3.729304986021683,-4.79090758217195,-3.9435800779348105,-5.259326965941125,-4.107054603418215,-4.214835321048274,-3.9906880394217112,-4.280557949599857
INVA,2017-02-09,-4.043503973136434,-3.8329798099815355,-3.943511883592988,-3.874528793016211,-3.855737999177073,-5.265286364548261,-3.781108991931547,-5.371421789282296
ORCL,2016-09-15,-3.5348691892561948,-5.501944210592354,-3.9433352144685556,-5.278925255533116,-4.278466099257216,-4.940321811448134,-4.546634863661018,-6.053752161365793
AAP,2016-02-11,-3.583738363808509,-4.031963466138559,-3.9427937527881656,-6.13576864236794,-4.068448731576047,-4.624038212351795,-4.257043183488857,-7.899503624434904
GEO,2015-04-30,-4.341203407635986,-3.40647242529515,-3.942480143371071,-7.112357837249217,-4.23318546472929,-6.859849857269338,-4.425547104120335,-5.186488080641137
THRM,2017-02-21,-4.970364716930918,-4.211455309658354,-3.9418529847654473,-4.124445089201975,-4.1244951803961545,-5.8861192543551395,-3.9039692787684532,-5.899912575987418
DKS,2016-03-08,-4.2884656798897955,-3.847536893132651,-3.940862684994932,-3.626662286661411,-4.183936787087665,-5.324533934323166,-4.219708591058452,-4.112143739816469
WCG,2016-02-09,-4.200005117624324,-5.607516255215358,-3.9402313815054466,-4.310799117935507,-3.5688146727198533,-23.025850929940457,-3.630918080553506,-4.475727449623741
DISH,2016-02-18,-3.5132407431014667,-4.754882447601419,-3.9401718157792285,-4.687714224108908,-4.054315461903545,-5.317915704220828,-4.193761469095978,-7.34083539992329
A,2016-08-17,-3.58995804111877,-7.081991216911321,-3.940144519464493,-6.6691070782802875,-4.324466302288109,-6.260530803128035,-4.19844712503501,-4.115336117649612
SYK,2015-10-22,-3.8042536799908,-7.355675587604192,-3.939426460694585,-4.474204142141232,-4.245313530141038,-3.8780925282613574,-4.2660011712383845,-3.962755403610839
BANR,2016-07-27,-5.037945984709141,-5.392220560427748,-3.93872346224921,-3.229058362928264,-4.302343620605371,-7.255018211378942,-4.471872090622105,-5.554416240149801
KLXI,2017-03-07,-4.213947801075513,-4.868635190660736,-3.938539813452276,-5.116063281941067,-4.039270718036263,-4.4433384456312846,-3.9500128689722507,-3.784401896840025
VVI,2018-04-26,-3.804858484869299,-4.843164902640086,-3.9382807477395616,-6.233430866005271,-4.262863370292049,-5.537335309053662,-4.321925912949562,-5.615862075881896
HNI,2018-02-09,-3.68850024934237,-3.267267748080528,-3.9380275515349807,-5.4251855771661175,-3.9766480254868326,-5.283451259293024,-3.827527147726755,-3.932990506143548
GGP,2017-08-02,-4.075433395585298,-3.6272744752657586,-3.9371733722563045,-4.092490987584018,-3.8888916452715496,-3.5685608755601366,-4.062894996388383,-4.841404140643506
MSFT,2015-07-21,-3.683390379339183,-5.602900713907538,-3.936928816413971,-4.362555556789651,-4.1488334405285485,-3.9405239317464744,-3.802554612100473,-3.2426013747668376
LPNT,2016-07-29,-3.394040324279271,-3.3589014413432747,-3.934505073529827,-6.185499560094454,-4.141408727043416,-8.631760056295416,-4.246845668743266,-6.367344386094554
LDOS,2017-02-23,-3.789660850944614,-4.290827641959128,-3.9329849697249957,-4.637136637218832,-4.07506637859726,-3.8827425055709583,-4.277333921376488,-6.213649960709223
DAKT,2018-05-30,-4.173359181954157,-4.732423943228044,-3.9322934779128818,-5.3057802010716,-4.08867358336995,-5.134622257563524,-4.230492068452298,-4.947576356081636
OHI,2018-02-14,-3.79593044992043,-4.52403915468023,-3.9300226583056825,-6.07785747291954,-4.075107298959933,-5.835889862901093,-4.207760585479999,-5.508727784865946
FLR,2015-10-29,-4.958622959511662,-4.037389433956774,-3.9297676221263127,-7.8063297423406235,-3.8397986336027037,-4.613245805801468,-4.042312020606032,-4.551451384046499
PAHC,2017-11-07,-3.5406977720482944,-4.329276976945307,-3.9293163537407785,-4.044530150895162,-4.115081080045294,-4.941631188929242,-3.988428606087432,-5.859333418143193
CTRE,2016-05-12,-5.08771034223245,-4.246976926217815,-3.929265423211553,-4.869061374905694,-4.0568857278572885,-3.7962325438440017,-4.3037491850575265,-5.587208309678325
ANGO,2015-07-16,-3.4860808299687482,-3.5815783479890975,-3.9292012937635308,-7.353699278954943,-4.169920790805591,-5.063233477008823,-4.1475021255394555,-4.254598833713051
FL,2015-08-21,-3.5230976926724997,-3.222114923910216,-3.9289192289449355,-5.201351598712876,-4.174084655749615,-6.486434796303984,-4.25551843811784,-4.021975144632373
BBBY,2016-04-06,-3.810809829274706,-4.377567547232774,-3.928818048676666,-5.4772999981566235,-4.123548853371282,-4.159694436025497,-4.047041065938118,-3.722909198561753
AEGN,2016-08-02,-3.5445530945930757,-4.59830455627054,-3.9284256425632593,-5.925324707163483,-3.947805870283944,-5.607376429302231,-3.836134251919644,-3.7001790053224135
MLM,2017-02-14,-4.644280951332633,-4.019284923048745,-3.9283428740321127,-5.025983347712288,-3.951073058960666,-5.430093718887045,-4.053734873958306,-3.876534338873535
ADSK,2017-03-02,-4.714683256511746,-4.557376385068394,-3.9282063910348786,-5.017861142829659,-3.980174642640658,-4.351752904868764,-4.240429271905117,-4.792410519159107
MOV,2018-05-30,-3.7733538118547725,-3.125561417069307,-3.928116125282102,-5.011513828908577,-3.966400213386623,-5.791946653126219,-4.021138793018512,-4.908426720851081
MGLN,2017-04-26,-4.905198244031735,-4.829040733185833,-3.9269948891664637,-4.54045386189507,-4.125795750179761,-3.4510451842363885,-4.268527511050399,-4.013134501264554
UNM,2016-07-28,-5.466408255549345,-5.3940002185324465,-3.9269307821165294,-5.303517896192291,-4.190130437282565,-5.937611426076128,-4.425246626407218,-5.455289985581862
FINL,2016-01-07,-4.019212076261917,-4.091955115733744,-3.9265752227235238,-4.453777833288659,-3.772227911179901,-3.3057433080993297,-3.8751133743166766,-3.774402284019177
NUVA,2015-10-27,-4.370709201734884,-4.925120109664113,-3.9265031189608597,-4.361038681947812,-4.0576310451605915,-6.469444031956395,-4.019833837322706,-4.355919552872137
ROCK,2018-05-04,-3.8993590468901083,-4.406717584996432,-3.9263495126919175,-4.973971337474316,-4.037494131062138,-3.3505547762728605,-4.239972568214711,-5.987684532168906
RUTH,2017-02-17,-3.4820820335920377,-4.744932116862873,-3.926108723939084,-4.2106450111783245,-3.489746292324688,-5.9269259884701055,-3.8127369707349175,-5.993961387206231
BOH,2015-10-26,-3.5334764238194305,-5.631493655638355,-3.9244475676634094,-5.665886604012219,-4.079942445127965,-4.603814624817566,-4.201063503083977,-3.7443106327401674
ILG,2017-05-04,-3.7043379365983533,-3.7015028864877464,-3.924119365293353,-6.763402057880728,-4.1531042170159544,-4.774725471349295,-4.0122669496307175,-4.158528246360416
UVE,2016-07-28,-3.507573894576384,-4.728257222224753,-3.9237676970654447,-6.577532602475896,-4.267102803156468,-4.1204015051230805,-4.161551169521795,-3.4925567044921877
MUR,2017-05-04,-3.850151757802477,-5.060329197164686,-3.9237109200280935,-6.499159217617732,-3.8463752577348207,-3.1811054059263117,-3.688593704373369,-3.162152996544754
DGX,2016-01-28,-3.6351394932739662,-3.5509584559182272,-3.9230724722473074,-3.715823468912175,-3.9575573141086084,-5.5375444156498075,-4.049624129350706,-3.2304100870275727
WNC,2016-10-25,-3.7359060129230883,-4.604228733279837,-3.920966871285449,-6.29153225393518,-3.6551201775793825,-4.524907426512736,-3.8568873521041698,-3.905113170402303
POWL,2016-08-03,-3.4111746072137947,-5.025550733881281,-3.920443542200686,-8.232222808787935,-4.143316031297502,-6.360433008687021,-3.9268275172911964,-3.7331112932427715
LABL,2015-06-05,-3.611919168527544,-3.9608131643475932,-3.920307351799827,-4.031117344622468,-4.169354638490553,-4.419949686189121,-4.110863332691787,-6.180971715216541
TRIP,2016-08-04,-3.495323511882733,-4.425652648404322,-3.920241901822687,-4.966252463784201,-4.269888818487789,-7.632640679922268,-4.367847713884655,-4.759110625594436
GEF,2017-03-02,-3.4389838478133883,-3.3358196220180667,-3.9202086695477623,-8.590450404286273,-3.856806241527006,-4.2730223182640374,-4.04830539001135,-4.928393421021491
APEI,2018-05-08,-4.254691303470718,-5.56706123047362,-3.919775475235991,-4.179504926626546,-4.0663508536515565,-6.055627618963368,-4.222182669959238,-6.778800086048611
CIEN,2017-03-08,-4.856308514987319,-4.105395950898049,-3.9197105459676638,-4.7698329778278366,-4.287956044101574,-4.87222259189872,-4.28207186752302,-4.849729322092902
PWR,2017-02-21,-3.910383988100843,-4.092729062438506,-3.919488673664149,-3.9588543833176906,-4.133970984931293,-4.449851940725798,-4.27033743092464,-5.636938144748106
ENSG,2017-05-01,-3.4547200381887606,-4.097465132937052,-3.917686368239337,-3.946158895702134,-4.102023031830928,-5.2273402722964954,-4.128168924068987,-3.8536201217643073
PNC,2016-01-15,-4.952528622582951,-7.65137286484359,-3.917543568662108,-4.946994385336065,-4.049717728006995,-3.8378929163920374,-3.8854469203067254,-3.2445330924695837
PGNX,2015-08-06,-4.715099112096045,-3.407351244218014,-3.9168223781557674,-4.406719239064234,-3.0519097069328325,-3.6941288059790214,-3.220765251846715,-5.938854558885719
MDC,2017-05-09,-4.3187902169955095,-4.1775752098510415,-3.9167456035254893,-4.515304607673763,-4.24838805788823,-4.494826505819019,-4.324392163444559,-6.779353476226605
BCO,2016-07-28,-7.200361934640724,-5.210693405628762,-3.916481842988376,-4.3620014974102,-4.125155475317793,-8.216909747367694,-4.219711031564995,-3.718052840823551
NPO,2016-02-25,-4.1573299370036665,-3.466494407123295,-3.916354609326096,-3.474528568906115,-3.4012468661302115,-3.500226068901475,-3.604885860567796,-4.237742390330831
PII,2016-10-25,-4.182952499537502,-5.787694363636085,-3.916111556296851,-5.068828793448797,-3.5497480315150716,-3.9701775398254378,-3.691367701771522,-3.7709406895256254
REX,2016-08-25,-3.7555665213854454,-5.128912936037503,-3.9151628224822677,-5.950992018845909,-3.7478276324405977,-4.28999256975172,-3.9942966649619693,-4.1999412892790495
IIIN,2016-01-21,-3.5741737356276753,-3.434433466707544,-3.915130780834234,-3.9330488200290876,-3.832124086019838,-7.087193941976214,-3.904411147263169,-4.832108815750463
THRM,2016-07-28,-3.4616107500695037,-3.340789975616126,-3.914987239907672,-5.073606286471882,-4.219426819321418,-5.2149353123727815,-3.8420002544481773,-4.485741826237643
COLB,2018-01-25,-4.953096671443291,-5.22692799649433,-3.9148395302814674,-3.0725478574496234,-3.9826041403469894,-5.644529861015201,-4.165396683042549,-4.430818888668928
AZZ,2015-04-22,-4.083217399742669,-5.075814775307365,-3.9145358660143548,-5.609073042029491,-4.16452656155852,-3.756287800239236,-4.32372252014137,-3.927159242599391
OCLR,2015-11-03,-3.6803253259867534,-3.847104399595252,-3.9143055955254513,-4.4367465529937995,-4.088194870893126,-5.8200599747727315,-3.985237412087995,-3.7658398580908297
ISRG,2016-01-21,-3.809811050502512,-3.761343177898883,-3.9128872962850862,-5.455888876672829,-3.783037931954791,-5.211458611501099,-4.0445565029577475,-5.1318682049830215
DLTR,2015-11-24,-5.462933617158908,-5.2861454704836035,-3.9126014883620814,-3.1578775814052262,-4.077997294490024,-3.929498088056427,-4.156906685660484,-4.777982883409776
CHK,2018-05-02,-3.721826766388943,-3.6408702311150796,-3.9121765188754116,-5.814130498325094,-3.0789174233880696,-3.8155121005073047,-3.1550480147026354,-5.066805549696648
ARW,2015-04-30,-3.4008671783457616,-4.917217898360677,-3.9121489760017227,-6.0177970484928345,-4.127364352762115,-4.149148364777331,-4.214335347531577,-5.001422538291813
ANDV,2016-05-05,-3.744069111496871,-3.990432123257302,-3.912045146048213,-3.849753498491217,-3.928250889066897,-4.4651583958206285,-3.926644471990847,-4.3583359834091855
TREX,2015-10-27,-3.4031661334940932,-5.8698047844117065,-3.911498400592141,-6.3235948907556665,-3.7284905722077317,-3.995964386653178,-3.796163475520999,-3.4037774782725165
SPPI,2015-11-04,-4.237131412277305,-6.263398210091652,-3.911429531337073,-3.3952976565526156,-3.8036626624540526,-3.2617528466150705,-3.5542519838039692,-6.371611788731732
LGIH,2017-03-07,-4.139552311698008,-8.078545694001527,-3.9101794026182444,-4.089302693291196,-4.078311742188855,-3.566468178990307,-4.013506897128483,-5.956485730916336
RAVN,2018-05-18,-3.492299763911625,-6.660575071741314,-3.9100275178332544,-4.560434282584097,-4.032334715822013,-4.1972019410118016,-4.149273885598499,-4.247195689716389
KFY,2017-12-06,-4.212290592326425,-3.985177527389858,-3.909384249502178,-3.209747157826776,-4.297463943494664,-6.392274324199294,-4.389022115752,-4.787764525547541
CMTL,2017-03-09,-3.638404188954085,-4.367323863989545,-3.909235251558061,-6.614031163023974,-4.070090574554469,-3.623304512305569,-4.034736183825564,-4.013858405204403
BCO,2016-10-26,-3.4907706498921423,-6.087789329925329,-3.908676697843708,-4.354132895958875,-4.023224011934921,-5.116794818594564,-3.8060742084713484,-4.060439846569182
VECO,2017-02-16,-4.279383068958956,-23.025850929940457,-3.9083579210125827,-3.344627040794484,-4.2147179689065934,-5.248779418366355,-4.318893212839004,-5.012306255063501
MOH,2016-02-08,-3.4223978408199547,-2.8195159099656752,-3.907782173950673,-3.91574464116674,-3.777776203714888,-3.59715064956599,-3.8580674995379303,-6.672958868657994
NX,2017-05-31,-4.234580831775765,-4.9487478344401445,-3.907503461467016,-3.5214343088779,-4.10157672219013,-3.5742169711753733,-4.2496730812639685,-5.347037102463384
UAL,2015-07-23,-4.1192741722421395,-3.563480198496304,-3.907453897806075,-3.374771663034626,-4.128265856891114,-4.112095360081283,-3.790788898291886,-7.266978898125863
LYB,2016-07-29,-3.4864459193660995,-3.812512932561049,-3.9067574827139193,-4.462342441394965,-4.0110494000643655,-3.792799271146578,-4.1549891149176075,-4.913052400390127
FLS,2016-04-29,-3.9672043354178785,-3.364796779416422,-3.9062613960607946,-3.7541614293448466,-4.129467361531604,-3.8989781840936764,-4.0487149670653135,-4.0563119985998455
COLB,2017-07-27,-3.4591060854503954,-7.19181949471783,-3.9047099636805678,-5.968528878794882,-3.96736496587463,-3.418262251421981,-4.144954630226571,-4.272754093227612
HZO,2017-07-20,-3.564921280114727,-3.853686760956844,-3.9046860305179383,-5.000590691143154,-3.4049746494327358,-4.33073427381275,-3.587593599869327,-3.9671448665681233
INCY,2017-05-04,-3.5854492098266535,-4.106214148140318,-3.904670133487032,-3.9764765698118323,-3.6838407969594558,-6.0991689171008465,-3.718990024111389,-3.9490032958841743
KHC,2018-05-02,-3.7265429560077257,-4.259051875332864,-3.9026903640449193,-5.687628658959968,-4.071827410943559,-4.9519574969468545,-4.216017064866704,-4.658107256968473
LFUS,2016-05-05,-3.4045249877894097,-4.081076295854765,-3.901510098166217,-5.413853112047306,-4.000979201181983,-5.998092485835422,-4.263451514077881,-5.414816464691014
FAF,2016-02-11,-4.013479261071185,-5.3712366040289465,-3.901281240622403,-4.822726550249946,-4.118326051760498,-4.77440049646442,-4.25124038327703,-6.2617220618501666
AGCO,2015-07-28,-3.551395029426508,-6.0454488855477475,-3.901144727344313,-4.713843205287908,-3.9068419124605422,-4.676881800982135,-3.7897618636710355,-7.792973386330993
EXPR,2015-12-03,-3.6360819550145234,-5.501258186044742,-3.901124350135209,-5.2487769019546,-3.9910333107899185,-4.181201599770928,-3.716132044321344,-4.767046039864615
CNMD,2016-01-27,-3.437671973491136,-4.36432262831878,-3.901045251862731,-4.225202911121427,-4.102267706553528,-4.486537866789905,-4.120695439460468,-7.619006569744838
AMPH,2018-03-12,-3.4477838369839224,-3.8061710679656002,-3.9007483990854204,-5.626597195329063,-3.975878514111267,-3.81990865308675,-4.177200067570309,-5.487387863093866
PII,2015-04-23,-3.774228836724946,-4.689031913961892,-3.8996952919789383,-4.339272875323694,-4.173603086803516,-6.982558269933182,-4.110867074797048,-5.165759316864317
LGIH,2016-05-10,-3.565624140510632,-4.5464401723044086,-3.899573258101392,-6.023456480370227,-3.6773452821434263,-5.416833869570135,-3.7804958971225435,-5.359618385176331
WSM,2016-08-24,-3.378419462519336,-4.581384398992132,-3.8995625272124315,-6.612627205808562,-3.751831140317464,-4.136404211439754,-4.033494048667543,-4.144320319147995
LQDT,2016-08-04,-3.559122414808017,-5.0530490373057395,-3.8974012958658975,-5.750431106973291,-4.1586048499289205,-6.880456419707174,-4.110405958942197,-5.507362887687771
GES,2015-08-26,-3.461450817722358,-3.9592604538478873,-3.896964971785702,-5.106357404270458,-4.1639175975843905,-4.342073522222098,-4.030855070965049,-3.5448557286183555
DAKT,2017-02-21,-4.336927331875423,-23.025850929940457,-3.8965267921500795,-4.145224727684017,-4.178990730786101,-4.895720408480221,-4.177576911268465,-6.1093379267799435
STE,2016-02-09,-3.949166030982912,-6.100916026827556,-3.8962421169104067,-6.679902271052503,-3.9913830584411514,-5.412412827290887,-4.117557474078931,-5.4398913181447055
ROCK,2016-07-28,-3.687808122695202,-4.709524670736801,-3.8961731144546707,-4.0685088488121,-4.0375415290827465,-6.0231767817828485,-3.87671345743654,-2.69026825969666
FE,2017-02-22,-3.736633562413725,-4.149015146792819,-3.895825364685543,-5.757002496085453,-4.192080035014856,-3.961607291458663,-4.399374691915109,-6.452833776461223
DHX,2015-10-28,-4.091365150494953,-3.475731405043017,-3.8956996677898843,-5.115004170859127,-3.5445600749020554,-3.8895537691377284,-3.699782782723638,-23.025850929940457
COTY,2018-05-09,-4.3649843699216495,-4.55737509218887,-3.8954401794991083,-4.366620768332895,-4.08748860380679,-3.6881466423915024,-4.024108259178389,-6.582750566890124
DEA,2016-05-09,-3.5484821190801106,-3.463534919868783,-3.895319471987028,-4.725137903331779,-4.089831817923305,-5.142733100786646,-4.183974157950504,-4.641739382838196
VG,2016-10-26,-5.019721716104259,-4.242764560380381,-3.8950076043147646,-4.6314874840388125,-3.728645627305929,-5.390592620723847,-3.7742467363003454,-3.6331905444700148
NSP,2018-04-30,-4.072907125133142,-3.9053404369331552,-3.8943816731015897,-3.662962008365438,-4.1297745784962245,-4.40944285967628,-4.111047618400904,-4.519199851208966
HOG,2016-07-28,-3.4659853915533607,-5.554123265616974,-3.894277242020171,-4.734542127287721,-4.045564920759107,-4.059694340178651,-4.246829701157902,-3.5733853053448037
AGN,2016-05-10,-3.419079657272223,-3.38339547714463,-3.8937614910122136,-4.576151482384981,-4.054392736383913,-3.5681550633008183,-4.167824204826169,-4.346183536540341
CHK,2017-02-23,-4.446442207484768,-3.498288502531594,-3.8927861259572745,-5.178031182940185,-3.546018140209938,-23.025850929940457,-3.448989562080786,-3.581883611521261
CDNS,2017-07-24,-3.6794767308095824,-5.22520506965555,-3.8920792405040823,-4.003796199456198,-4.208368616466695,-3.9933993612613277,-4.337340168447826,-4.454095602544672
MOV,2018-03-29,-3.960999721618597,-4.424191237609099,-3.891465765358235,-3.637578995808733,-4.192142881708846,-4.719724971461137,-4.261042883830773,-4.887791357610634
