,TPX_Open,TPX_High,TPX_Low,TPX_Close,TPX_Adj Close,TPX_Volume,TPX_Dividend Amount,TPX_Split Coefficient
2014-02-05,47.81,48.09,46.89,47.43,11.3860743016145,739600,0.0,1.0
2014-02-04,47.53,48.67,47.22,48.1,11.5469149042306,826900,0.0,1.0
2014-02-03,49.29,49.29,46.94,47.34,11.3644688475317,1830400,0.0,1.0
2014-01-31,48.35,49.85,48.31,49.29,11.8325870193249,735000,0.0,1.0
2014-01-30,47.65,50.0,47.53,49.19,11.8085809592329,1162500,0.0,1.0
2014-01-29,46.79,47.38,46.33,47.21,11.3332609694122,924400,0.0,1.0
2014-01-28,48.16,48.58,46.78,46.96,11.2732458191823,1076700,0.0,1.0
2014-01-27,47.78,48.55,47.04,48.13,11.5541167222582,897000,0.0,1.0
2014-01-24,49.25,49.41,47.44,47.71,11.453291269872,864200,0.0,1.0
2014-01-23,48.48,49.09,47.89,49.0,11.7629694450582,685200,0.0,1.0
2014-01-22,48.13,49.37,48.02,48.85,11.7269603549203,617800,0.0,1.0
2014-01-21,48.51,49.02,47.14,47.96,11.5133064201019,578700,0.0,1.0
2014-01-17,48.56,48.68,48.1,48.15,11.5589179342766,509200,0.0,1.0
2014-01-16,48.79,48.88,47.86,48.52,11.6477403566168,1102800,0.0,1.0
2014-01-15,49.7,50.04,48.74,48.88,11.7341621729478,775700,0.0,1.0
2014-01-14,49.64,50.25,49.02,49.76,11.9454155017571,756500,0.0,1.0
2014-01-13,51.25,51.4,49.1,49.42,11.8637948974444,807300,0.0,1.0
2014-01-10,51.3,51.96,50.68,51.44,12.3487173113019,604200,0.0,1.0
2014-01-09,52.58,52.73,50.98,51.31,12.3175094331824,481100,0.0,1.0
2014-01-08,51.36,52.35,51.17,52.08,12.5023560958904,691500,0.0,1.0
2014-01-07,51.51,51.95,50.64,51.35,12.3271118572191,1062500,0.0,1.0
2014-01-06,53.12,53.31,50.32,51.14,12.276699131026,1946600,0.0,1.0
2014-01-03,54.76,55.2,54.0,54.38,13.0544954780054,732200,0.0,1.0
2014-01-02,53.81,55.25,53.27,54.39,13.0568960840146,1402000,0.0,1.0
2013-12-31,54.19,54.31,53.41,53.96,12.9536700256192,518700,0.0,1.0
2013-12-30,53.25,54.38,53.08,54.19,13.0088839638307,596300,0.0,1.0
2013-12-27,53.44,53.63,52.74,53.31,12.7976306350215,426800,0.0,1.0
2013-12-26,52.82,54.13,52.41,53.44,12.828838513141,589700,0.0,1.0
2013-12-24,52.91,53.35,52.62,52.7,12.6511936684605,225200,0.0,1.0
2013-12-23,51.71,52.98,51.57,52.87,12.6920039706169,720100,0.0,1.0
2013-12-20,51.2,51.7,50.4,51.44,12.3487173113019,1411300,0.0,1.0
2013-12-19,51.63,51.93,51.04,51.15,12.2790997370352,539200,0.0,1.0
2013-12-18,51.29,51.99,50.61,51.81,12.4375397336421,1115400,0.0,1.0
2013-12-17,51.48,51.56,50.39,50.95,12.2310876168513,874600,0.0,1.0
2013-12-16,49.84,51.85,49.84,51.54,12.3727233713939,553500,0.0,1.0
2013-12-13,49.96,50.09,49.53,49.82,11.9598191378122,555900,0.0,1.0
2013-12-12,50.11,50.11,49.35,49.78,11.9502167137754,372600,0.0,1.0
2013-12-11,51.34,51.45,49.78,50.01,12.0054306519869,534000,0.0,1.0
2013-12-10,51.05,51.93,51.01,51.27,12.3079070091456,671200,0.0,1.0
2013-12-09,51.31,51.91,51.07,51.32,12.3199100391916,665500,0.0,1.0
2013-12-06,51.43,51.86,50.36,51.17,12.2839009490536,743800,0.0,1.0
2013-12-05,51.25,51.25,50.13,50.68,12.166271254603,826700,0.0,1.0
2013-12-04,49.79,51.14,49.68,50.22,12.05584337818,929800,0.0,1.0
2013-12-03,50.25,50.25,49.43,49.77,11.9478161077663,993100,0.0,1.0
2013-12-02,50.87,51.84,50.3,50.41,12.1014548923548,1142100,0.0,1.0
2013-11-29,50.27,51.34,49.79,51.02,12.2478918589157,334700,0.0,1.0
2013-11-27,50.38,50.53,49.66,50.11,12.0294367120789,606200,0.0,1.0
2013-11-26,49.48,50.49,49.48,50.2,12.0510421661617,808700,0.0,1.0
2013-11-25,48.92,49.59,48.38,49.37,11.8517918673984,705900,0.0,1.0
2013-11-22,48.79,49.33,48.33,49.0,11.7629694450582,604700,0.0,1.0
2013-11-21,47.09,49.33,46.93,48.94,11.748565809003,1799300,0.0,1.0
2013-11-20,46.9,48.13,46.77,47.05,11.2948512732651,760200,0.0,1.0
2013-11-19,46.38,47.39,46.13,46.75,11.2228330929892,684900,0.0,1.0
2013-11-18,46.79,47.29,46.25,46.37,11.1316100646398,1345600,0.0,1.0
2013-11-15,46.77,46.84,46.09,46.54,11.1724203667961,1338300,0.0,1.0
2013-11-14,45.6,46.88,45.14,46.76,11.2252336989984,896000,0.0,1.0
2013-11-13,44.12,45.93,44.0,45.69,10.9683688560145,981300,0.0,1.0
2013-11-12,44.29,44.99,43.82,44.24,10.6202809846811,863400,0.0,1.0
2013-11-11,44.07,45.33,43.81,44.79,10.7523143151869,953900,0.0,1.0
2013-11-08,45.03,45.79,44.61,44.88,10.7739197692696,1664200,0.0,1.0
2013-11-07,45.44,47.37,44.8,44.96,10.7931246173432,8508900,0.0,1.0
2013-11-06,40.48,40.49,39.71,40.11,9.62883070288335,3712200,0.0,1.0
2013-11-05,40.01,40.73,39.61,40.31,9.67684282306726,1234800,0.0,1.0
2013-11-04,39.01,40.87,38.97,40.39,9.69604767114082,1191700,0.0,1.0
2013-11-01,38.24,39.01,37.93,38.98,9.35756222384425,912000,0.0,1.0
2013-10-31,38.84,38.84,37.95,38.35,9.20632404526493,741400,0.0,1.0
2013-10-30,38.92,39.61,38.38,38.87,9.3311555577431,983900,0.0,1.0
2013-10-29,38.65,38.89,37.28,38.81,9.31675192168793,2011300,0.0,1.0
2013-10-28,39.1,39.27,38.22,38.46,9.23273071136608,1014700,0.0,1.0
2013-10-25,40.62,40.62,38.91,39.12,9.39117070797299,1028100,0.0,1.0
2013-10-24,40.16,40.87,40.01,40.44,9.7080507011868,752100,0.0,1.0
2013-10-23,39.73,40.99,39.65,40.15,9.63843312692013,1428000,0.0,1.0
2013-10-22,39.2,40.1,38.39,39.86,9.56881555265346,1229900,0.0,1.0
2013-10-21,39.22,39.9,38.78,39.04,9.37196585989942,1270500,0.0,1.0
2013-10-18,39.1,39.45,38.44,39.29,9.43198101012931,1552200,0.0,1.0
2013-10-17,37.6,38.99,37.33,38.7,9.29034525558678,4513600,0.0,1.0
2013-10-16,40.16,40.19,38.98,39.81,9.55681252260748,2173200,0.0,1.0
2013-10-15,40.85,40.96,39.08,39.84,9.56401434063507,2519200,0.0,1.0
2013-10-14,41.1,41.59,40.97,41.28,9.90970160595923,812700,0.0,1.0
2013-10-11,40.79,41.59,40.4,41.52,9.96731615017992,1871800,0.0,1.0
2013-10-10,41.49,41.81,40.26,40.84,9.80407494155462,2059300,0.0,1.0
2013-10-09,42.14,42.24,40.45,40.98,9.83768342568336,1975800,0.0,1.0
2013-10-08,44.57,44.94,41.7,41.85,10.0465361484834,1782900,0.0,1.0
2013-10-07,44.53,45.4,44.01,44.45,10.6706937108742,822600,0.0,1.0
2013-10-04,45.33,45.74,44.72,45.11,10.8291337074811,817000,0.0,1.0
2013-10-03,44.93,45.37,44.35,45.16,10.8411367375271,962900,0.0,1.0
2013-10-02,44.53,45.38,43.93,44.93,10.7859227993156,1078600,0.0,1.0
2013-10-01,43.99,45.47,43.62,45.0,10.80272704138,2485800,0.0,1.0
2013-09-30,43.48,44.36,43.26,43.96,10.5530640164236,1448100,0.0,1.0
2013-09-27,43.76,44.26,43.4,43.87,10.5314585623409,931200,0.0,1.0
2013-09-26,44.23,44.72,43.31,44.34,10.6442870447731,1083900,0.0,1.0
2013-09-25,43.22,44.62,43.13,44.08,10.581871288534,1114800,0.0,1.0
2013-09-24,42.57,43.9,42.33,43.11,10.349012505642,758300,0.0,1.0
2013-09-23,43.75,43.78,42.31,42.44,10.1881719030259,945600,0.0,1.0
2013-09-20,44.53,44.64,43.21,43.82,10.5194555322949,1207500,0.0,1.0
2013-09-19,45.41,45.98,43.73,44.5,10.6826967409202,1004300,0.0,1.0
2013-09-18,42.95,45.77,42.95,45.36,10.889148857711,2188800,0.0,1.0
2013-09-17,42.07,43.11,41.95,43.06,10.337009475596,868600,0.0,1.0
2013-09-16,43.1,43.22,41.89,42.0,10.0825452386213,768400,0.0,1.0
2013-09-13,42.02,42.68,41.57,42.49,10.2001749330719,968300,0.0,1.0
2013-09-12,42.02,42.31,41.62,42.03,10.0897470566489,1089400,0.0,1.0
2013-09-11,41.43,42.19,39.84,42.06,10.0969488746765,2143900,0.0,1.0
2013-09-10,43.5,43.92,40.07,41.63,9.99372281628107,3340100,0.0,1.0
2013-09-09,42.49,43.22,42.22,42.75,10.262590689311,2565300,0.0,1.0
2013-09-06,39.9,42.65,39.76,42.15,10.1185543287592,3954800,0.0,1.0
2013-09-05,41.88,42.22,41.2,41.76,10.0249306944006,1033200,0.0,1.0
2013-09-04,40.21,42.57,40.21,41.96,10.0729428145845,2984600,0.0,1.0
2013-09-03,39.21,40.0,39.1,39.75,9.54240888655231,2054100,0.0,1.0
2013-08-30,38.74,39.26,38.33,38.51,9.24473374141206,963500,0.0,1.0
2013-08-29,37.74,39.3,37.38,38.78,9.30955010366034,1135500,0.0,1.0
2013-08-28,37.34,37.94,37.34,37.77,9.06708889673159,578100,0.0,1.0
2013-08-27,37.9,38.34,37.2,37.46,8.99267011044653,820600,0.0,1.0
2013-08-26,38.36,38.84,38.16,38.45,9.23033010535689,1157700,0.0,1.0
2013-08-23,37.22,38.55,36.77,38.35,9.20632404526493,1520400,0.0,1.0
2013-08-22,36.58,37.19,36.37,36.68,8.80542284172927,644500,0.0,1.0
2013-08-21,37.26,37.47,36.31,36.36,8.72860344943502,909700,0.0,1.0
2013-08-20,36.31,37.89,36.16,37.46,8.99267011044653,1241100,0.0,1.0
2013-08-19,37.02,37.14,36.12,36.16,8.68059132925111,1420900,0.0,1.0
2013-08-16,36.98,38.17,36.95,36.98,8.87744102200514,1091800,0.0,1.0
2013-08-15,38.01,38.17,37.04,37.2,8.93025435420745,1954100,0.0,1.0
2013-08-14,39.51,39.51,38.46,38.63,9.27354101352241,1207300,0.0,1.0
2013-08-13,40.13,40.13,39.51,39.76,9.5448094925615,552100,0.0,1.0
2013-08-12,39.3,40.35,39.05,40.11,9.62883070288335,1590400,0.0,1.0
2013-08-09,39.46,39.94,39.17,39.62,9.51120100843277,813100,0.0,1.0
2013-08-08,39.59,39.95,39.37,39.64,9.51600222045116,1076800,0.0,1.0
2013-08-07,39.66,40.01,39.27,39.46,9.47279131228564,1342100,0.0,1.0
2013-08-06,40.36,40.42,39.42,40.08,9.62162888485576,1498100,0.0,1.0
2013-08-05,39.68,40.51,39.68,40.5,9.72245433724198,1226600,0.0,1.0
2013-08-02,39.75,40.25,39.31,39.87,9.57121615866265,854900,0.0,1.0
2013-08-01,40.11,41.62,40.01,40.1,9.62643009687415,2218700,0.0,1.0
2013-07-31,39.11,40.16,39.01,39.65,9.51840282646035,2207200,0.0,1.0
2013-07-30,37.02,39.84,37.0,39.06,9.37676707191782,3052500,0.0,1.0
2013-07-29,37.1,37.32,36.51,36.61,8.78861859966491,1904300,0.0,1.0
2013-07-26,37.05,39.1,36.7,37.05,8.89424526406951,5889800,0.0,1.0
2013-07-25,42.17,42.61,41.57,41.96,10.0729428145845,2063500,0.0,1.0
2013-07-24,43.53,43.66,42.05,42.48,10.1977743270627,1103900,0.0,1.0
2013-07-23,44.11,44.25,43.49,43.6,10.4666422000926,885000,0.0,1.0
2013-07-22,43.85,44.63,43.45,43.99,10.5602658344512,1032300,0.0,1.0
2013-07-19,43.71,44.51,43.29,43.89,10.5362597743593,1020800,0.0,1.0
2013-07-18,44.59,45.85,43.7,43.86,10.5290579563317,1418600,0.0,1.0
2013-07-17,45.1,45.37,44.51,44.91,10.7811215872972,1429400,0.0,1.0
2013-07-16,45.5,45.7,44.41,45.0,10.80272704138,1145100,0.0,1.0
2013-07-15,46.36,46.51,45.4,45.48,10.9179561298214,1186900,0.0,1.0
2013-07-12,46.93,47.28,45.88,46.32,11.1196070345938,1402500,0.0,1.0
2013-07-11,46.67,47.8,46.67,46.93,11.2660440011547,1795800,0.0,1.0
2013-07-10,44.43,46.56,44.43,45.89,11.0163809761984,1420500,0.0,1.0
2013-07-09,43.93,44.7,43.43,44.52,10.6874979529386,1081100,0.0,1.0
2013-07-08,44.58,44.96,43.43,43.54,10.4522385640374,655900,0.0,1.0
2013-07-05,44.3,44.65,42.81,44.49,10.680296134911,651500,0.0,1.0
2013-07-03,43.73,44.37,43.48,44.01,10.5650670464696,322500,0.0,1.0
2013-07-02,44.89,45.19,43.86,44.08,10.581871288534,722200,0.0,1.0
2013-07-01,43.97,45.35,43.75,44.81,10.7571155272053,1152000,0.0,1.0
2013-06-28,43.81,44.4,43.58,43.9,10.5386603803685,836400,0.0,1.0
2013-06-27,42.06,44.79,41.77,44.1,10.5866725005524,1608300,0.0,1.0
2013-06-26,42.08,42.89,41.7,41.72,10.0153282703638,1521600,0.0,1.0
2013-06-25,40.96,42.0,40.66,41.62,9.99132221027188,1094600,0.0,1.0
2013-06-24,40.78,40.93,39.44,40.29,9.67204161104887,1335000,0.0,1.0
2013-06-21,41.72,41.88,39.55,41.28,9.90970160595923,1867800,0.0,1.0
2013-06-20,44.07,44.07,41.07,41.49,9.96011433215233,1947500,0.0,1.0
2013-06-19,45.65,45.87,44.68,44.72,10.7355100731225,819600,0.0,1.0
2013-06-18,44.77,45.69,44.64,45.68,10.9659682500053,810000,0.0,1.0
2013-06-17,44.44,45.03,43.88,44.76,10.7451124971593,915400,0.0,1.0
2013-06-14,44.45,44.97,43.49,44.05,10.5746694705064,670600,0.0,1.0
2013-06-13,42.67,44.76,42.28,44.48,10.6778955289018,952000,0.0,1.0
2013-06-12,43.5,43.88,42.62,42.77,10.2673919013294,670000,0.0,1.0
2013-06-11,43.18,43.98,42.71,43.05,10.3346088695868,658400,0.0,1.0
2013-06-10,44.17,44.52,43.23,44.02,10.5674676524788,548900,0.0,1.0
2013-06-07,43.51,44.74,42.9,44.1,10.5866725005524,1123600,0.0,1.0
2013-06-06,41.77,43.56,41.74,43.34,10.4042264438535,1632000,0.0,1.0
2013-06-05,41.46,43.7,41.02,41.59,9.98412039224429,2038600,0.0,1.0
2013-06-04,41.52,42.5,40.49,41.21,9.89289736389486,1151900,0.0,1.0
2013-06-03,42.25,42.29,39.98,41.41,9.94090948407877,1888200,0.0,1.0
2013-05-31,42.21,43.09,42.05,42.28,10.1497622068788,660200,0.0,1.0
2013-05-30,41.72,43.22,41.72,42.43,10.1857712970167,1322600,0.0,1.0
2013-05-29,42.55,43.07,41.35,41.9,10.0585391785294,1505100,0.0,1.0
2013-05-28,43.58,44.94,42.43,42.85,10.2865967494029,1865500,0.0,1.0
2013-05-24,42.24,43.26,42.0,43.08,10.3418106876144,803200,0.0,1.0
2013-05-23,42.7,43.1,42.07,42.44,10.1881719030259,2032500,0.0,1.0
2013-05-22,47.41,47.58,43.11,43.28,10.3898228077983,3785100,0.0,1.0
2013-05-21,47.18,47.94,46.77,47.55,11.4148815737248,888200,0.0,1.0
2013-05-20,47.75,48.24,46.89,47.14,11.3164567273478,1177400,0.0,1.0
2013-05-17,46.87,48.27,46.83,47.9,11.4989027840467,892200,0.0,1.0
2013-05-16,48.34,48.78,46.79,46.81,11.2372367290444,1086400,0.0,1.0
2013-05-15,47.72,48.54,47.54,48.41,11.6213336905157,771200,0.0,1.0
2013-05-14,47.28,47.82,46.75,47.78,11.4700955119363,1313100,0.0,1.0
2013-05-13,48.62,48.62,47.02,47.27,11.3476646054674,1050700,0.0,1.0
2013-05-10,47.32,48.99,47.3,48.61,11.6693458106996,1127800,0.0,1.0
2013-05-09,46.16,47.79,45.85,47.3,11.3548664234949,1660000,0.0,1.0
2013-05-08,45.3,46.25,44.69,46.16,11.0811973384467,1534700,0.0,1.0
2013-05-07,45.57,46.27,44.08,45.25,10.8627421916099,2278800,0.0,1.0
2013-05-06,46.2,46.57,45.16,45.44,10.9083537057846,1997300,0.0,1.0
2013-05-03,46.52,47.38,45.3,46.17,11.0835979444559,4026400,0.0,1.0
2013-05-02,47.4,48.02,46.88,47.8,11.4748967239547,1372800,0.0,1.0
2013-05-01,48.33,48.81,46.93,47.16,11.3212579393662,1166900,0.0,1.0
2013-04-30,49.14,49.83,48.3,48.5,11.6429391445984,1027400,0.0,1.0
2013-04-29,48.94,49.92,48.47,49.26,11.8253852012973,820300,0.0,1.0
2013-04-26,48.93,49.38,48.32,48.79,11.7125567188651,475200,0.0,1.0
2013-04-25,48.79,49.2,48.68,48.92,11.7437645969846,455700,0.0,1.0
2013-04-24,48.31,48.82,47.27,48.55,11.6549421746444,747700,0.0,1.0
2013-04-23,47.28,48.89,47.28,48.37,11.6117312664789,898500,0.0,1.0
2013-04-22,46.25,47.19,45.51,46.95,11.2708452131731,746300,0.0,1.0
2013-04-19,45.76,46.48,44.92,46.01,11.0451882483087,871300,0.0,1.0
2013-04-18,45.46,46.4,44.7,45.65,10.9587664319777,1173300,0.0,1.0
2013-04-17,46.23,46.23,44.36,45.56,10.9371609778949,1285100,0.0,1.0
2013-04-16,46.92,47.27,45.45,46.73,11.2180318809708,1395300,0.0,1.0
2013-04-15,47.98,48.08,45.76,46.33,11.122007640603,1577700,0.0,1.0
2013-04-12,47.37,48.75,47.17,48.22,11.5757221763409,1398800,0.0,1.0
2013-04-11,47.4,48.47,47.19,47.52,11.4076797556973,970300,0.0,1.0
2013-04-10,47.42,47.95,47.22,47.38,11.3740712715685,931000,0.0,1.0
2013-04-09,47.53,47.92,46.62,47.07,11.2996524852835,609700,0.0,1.0
2013-04-08,46.68,47.65,46.47,47.53,11.4100803617064,725200,0.0,1.0
2013-04-05,45.67,46.6,45.03,46.51,11.1652185487685,582200,0.0,1.0
2013-04-04,46.74,47.16,46.24,46.67,11.2036282449156,593300,0.0,1.0
2013-04-03,48.8,49.22,46.21,46.61,11.1892246088605,1916200,0.0,1.0
2013-04-02,49.34,49.6,48.25,48.58,11.662143992672,2437900,0.0,1.0
2013-04-01,49.82,50.49,48.95,49.05,11.7749724751042,710200,0.0,1.0
2013-03-28,49.79,50.54,49.09,49.63,11.9142076236375,910300,0.0,1.0
2013-03-27,46.59,51.02,46.59,50.07,12.0198342880421,3275800,0.0,1.0
2013-03-26,46.45,46.97,46.39,46.81,11.2372367290444,577200,0.0,1.0
2013-03-25,45.46,47.15,45.34,46.31,11.1172064285846,1158400,0.0,1.0
2013-03-22,45.67,46.12,45.0,45.45,10.9107543117938,846000,0.0,1.0
2013-03-21,46.0,46.61,45.15,45.42,10.9035524937662,831200,0.0,1.0
2013-03-20,46.43,47.13,46.24,46.49,11.1604173367501,956100,0.0,1.0
2013-03-19,46.6,46.94,45.24,46.01,11.0451882483087,985300,0.0,1.0
2013-03-18,45.09,46.98,45.0,46.36,11.1292094586306,1668700,0.0,1.0
2013-03-15,45.21,46.02,44.58,45.65,10.9587664319777,3282700,0.0,1.0
2013-03-14,45.78,45.91,45.3,45.54,10.9323597658765,1062900,0.0,1.0
2013-03-13,45.52,46.06,44.9,45.54,10.9323597658765,1766000,0.0,1.0
2013-03-12,46.51,46.64,45.11,45.49,10.9203567358306,1397700,0.0,1.0
2013-03-11,45.13,45.99,44.4,45.97,11.0355858242719,1708500,0.0,1.0
2013-03-08,45.6,46.44,44.62,45.1,10.8267331014719,7220600,0.0,1.0
2013-03-07,42.94,43.4,42.36,42.62,10.2313828111914,1599200,0.0,1.0
2013-03-06,42.99,43.7,42.66,42.88,10.2937985674305,1574500,0.0,1.0
2013-03-05,40.91,43.72,40.85,43.0,10.3226058395409,2508400,0.0,1.0
2013-03-04,39.5,41.43,38.63,41.41,9.94090948407877,3798100,0.0,1.0
2013-03-01,40.8,41.4,39.83,40.7,9.77046645742589,1178000,0.0,1.0
2013-02-28,41.1,41.78,40.43,41.07,9.85928887976612,1903500,0.0,1.0
2013-02-27,38.29,41.24,38.29,41.19,9.88809615187647,3357300,0.0,1.0
2013-02-26,37.11,38.32,36.6,37.88,9.09349556283274,1912300,0.0,1.0
2013-02-25,37.23,38.38,36.5,37.0,8.88224223402353,2604500,0.0,1.0
2013-02-22,35.81,37.08,35.34,37.05,8.89424526406951,1873600,0.0,1.0
2013-02-21,36.0,36.45,35.08,35.54,8.53175375668098,1843100,0.0,1.0
2013-02-20,39.06,39.43,36.13,36.14,8.67579011723272,3385100,0.0,1.0
2013-02-19,38.57,39.25,38.15,39.23,9.41757737407414,1250900,0.0,1.0
2013-02-15,38.9,39.56,38.16,38.45,9.23033010535689,1268000,0.0,1.0
2013-02-14,39.45,39.45,38.14,39.02,9.36716464788103,1719600,0.0,1.0
2013-02-13,39.08,40.45,39.08,39.7,9.53040585650633,3229900,0.0,1.0
2013-02-12,38.37,39.65,38.23,39.17,9.40317373801897,1881000,0.0,1.0
2013-02-11,38.38,38.72,38.03,38.41,9.2207276813201,762100,0.0,1.0
2013-02-08,38.58,38.8,37.83,38.41,9.2207276813201,713700,0.0,1.0
2013-02-07,38.57,38.98,37.93,38.53,9.24953495343045,1390000,0.0,1.0
2013-02-06,38.67,39.14,38.47,38.58,9.26153798347643,950100,0.0,1.0
2013-02-05,38.91,39.41,38.51,38.7,9.29034525558678,1525900,0.0,1.0
2013-02-04,38.9,39.54,38.36,38.73,9.29754707361436,1065600,0.0,1.0
2013-02-01,39.37,39.87,38.88,39.03,9.36956525389023,1106300,0.0,1.0
2013-01-31,39.81,39.98,38.83,38.96,9.35276101182586,1768500,0.0,1.0
2013-01-30,40.27,41.11,39.94,39.98,9.59762282476381,2248700,0.0,1.0
2013-01-29,40.08,40.47,39.39,39.84,9.56401434063507,1371600,0.0,1.0
2013-01-28,39.97,40.71,38.91,40.15,9.63843312692013,3971800,0.0,1.0
2013-01-25,42.05,43.45,40.37,40.79,9.79207191150865,11118300,0.0,1.0
2013-01-24,35.42,38.6,35.42,38.35,9.20632404526493,6960900,0.0,1.0
2013-01-23,35.3,35.96,34.95,35.12,8.43092830429477,2227100,0.0,1.0
2013-01-22,35.06,35.36,34.55,35.19,8.44773254635914,1790500,0.0,1.0
2013-01-18,35.07,35.42,34.59,34.99,8.39972042617523,1643000,0.0,1.0
2013-01-17,34.85,35.23,34.53,34.98,8.39731982016603,1828100,0.0,1.0
2013-01-16,35.02,35.41,34.59,34.62,8.31089800383499,906900,0.0,1.0
2013-01-15,34.75,35.68,34.4,35.16,8.44053072833155,1167900,0.0,1.0
2013-01-14,35.26,35.85,34.5,34.98,8.39731982016603,1453200,0.0,1.0
2013-01-11,34.87,35.59,34.06,35.3,8.47413921246029,2250000,0.0,1.0
2013-01-10,34.04,35.15,34.03,34.85,8.36611194204649,1773700,0.0,1.0
2013-01-09,33.69,34.26,33.53,33.91,8.14045497718211,878100,0.0,1.0
2013-01-08,33.57,33.75,32.85,33.52,8.04683134282348,1763000,0.0,1.0
2013-01-07,34.35,34.99,33.43,33.51,8.04443073681429,1048900,0.0,1.0
2013-01-04,33.78,34.6,33.54,34.44,8.26768709566947,961400,0.0,1.0
2013-01-03,32.67,34.22,32.53,33.65,8.07803922094302,1575700,0.0,1.0
2013-01-02,32.12,32.89,32.11,32.69,7.84758104406025,1174200,0.0,1.0
2012-12-31,30.21,31.69,29.77,31.49,7.55950832295678,754200,0.0,1.0
2012-12-28,29.79,30.58,29.72,30.34,7.2834386318993,585500,0.0,1.0
2012-12-27,30.94,31.1,29.5,29.98,7.19701681556826,1099300,0.0,1.0
2012-12-26,30.34,31.09,30.29,30.85,7.40586953836827,771300,0.0,1.0
2012-12-24,30.79,31.36,30.26,30.33,7.2810380258901,337700,0.0,1.0
2012-12-21,30.45,30.85,29.85,30.7,7.36986044823034,2628600,0.0,1.0
2012-12-20,31.45,31.51,30.49,30.95,7.42987559846023,1484500,0.0,1.0
2012-12-19,31.8,32.27,31.12,31.49,7.55950832295678,3096700,0.0,1.0
2012-12-18,30.74,32.0,30.74,31.64,7.59551741309472,1501900,0.0,1.0
2012-12-17,30.24,30.94,29.79,30.69,7.36745984222114,1454400,0.0,1.0
2012-12-14,30.46,31.09,29.7,30.1,7.2258240876786,1593500,0.0,1.0
2012-12-13,28.4,30.81,28.4,30.6,7.34585438813838,2883800,0.0,1.0
2012-12-12,28.17,29.18,28.09,28.5,6.84172712620732,1121600,0.0,1.0
2012-12-11,28.0,28.38,27.8,28.0,6.72169682574754,1223200,0.0,1.0
2012-12-10,27.32,28.03,27.01,27.99,6.71929621973834,1333700,0.0,1.0
2012-12-07,27.36,27.57,26.91,27.2,6.52964834501189,985400,0.0,1.0
2012-12-06,27.28,27.69,26.91,27.36,6.56805804115902,1484600,0.0,1.0
2012-12-05,25.76,27.74,25.51,27.4,6.57766046519581,2423500,0.0,1.0
2012-12-04,26.5,27.49,26.36,27.41,6.580061071205,1845100,0.0,1.0
2012-12-03,26.62,26.99,25.78,26.12,6.27038289601878,1293400,0.0,1.0
2012-11-30,26.26,26.88,26.04,26.65,6.39761501450614,2354200,0.0,1.0
2012-11-29,26.45,26.65,25.77,26.21,6.29198835010154,2210400,0.0,1.0
2012-11-28,26.19,26.6,25.9,26.43,6.34480168230384,806200,0.0,1.0
2012-11-27,26.28,26.84,26.21,26.27,6.30639198615671,814500,0.0,1.0
2012-11-26,25.97,26.65,25.75,26.24,6.29919016812912,810000,0.0,1.0
2012-11-23,25.6,26.3,25.54,25.8,6.19356350372452,410500,0.0,1.0
2012-11-21,24.84,25.45,24.55,25.32,6.07833441528313,1132700,0.0,1.0
2012-11-20,24.78,24.87,24.28,24.7,5.92949684271301,1426400,0.0,1.0
2012-11-19,25.15,26.06,24.75,24.89,5.97510835688772,1036500,0.0,1.0
2012-11-16,24.5,24.87,24.12,24.65,5.91749381266703,1232200,0.0,1.0
2012-11-15,24.75,24.96,24.02,24.54,5.89108714656588,1111000,0.0,1.0
2012-11-14,25.54,25.57,24.75,24.77,5.94630108477738,1220600,0.0,1.0
2012-11-13,25.6,25.85,25.34,25.38,6.0927380513383,959100,0.0,1.0
2012-11-12,26.56,26.63,25.71,25.82,6.19836471574291,770100,0.0,1.0
2012-11-09,26.15,26.75,25.32,26.48,6.35680471234982,1257100,0.0,1.0
2012-11-08,27.08,27.15,25.95,26.15,6.27758471404636,1702900,0.0,1.0
2012-11-07,26.6,27.14,26.25,27.1,6.50564228491994,1646800,0.0,1.0
2012-11-06,26.87,27.24,26.64,26.99,6.47923561881879,1061500,0.0,1.0
2012-11-05,27.02,27.02,26.51,26.77,6.42642228661649,1229200,0.0,1.0
2012-11-02,27.7,27.98,26.87,27.04,6.49123864886477,1525800,0.0,1.0
2012-11-01,26.6,27.64,26.6,27.56,6.61607016134293,1494600,0.0,1.0
2012-10-31,25.4,26.61,25.25,26.44,6.34720228831303,1757900,0.0,1.0
2012-10-26,25.73,26.1,24.96,25.4,6.09753926335669,2086100,0.0,1.0
2012-10-25,25.72,26.18,25.66,25.82,6.19836471574291,1864600,0.0,1.0
2012-10-24,25.99,26.24,24.5,25.66,6.15995501959578,10678100,0.0,1.0
2012-10-23,32.72,33.0,31.73,31.87,7.65073135130622,2709600,0.0,1.0
2012-10-22,33.1,33.72,32.48,33.41,8.02042467672233,1521000,0.0,1.0
2012-10-19,32.94,33.19,32.56,33.12,7.95080710245566,1152400,0.0,1.0
2012-10-18,33.12,33.21,32.03,33.19,7.96761134452003,1300400,0.0,1.0
2012-10-17,32.74,33.62,32.65,33.39,8.01562346470394,1533200,0.0,1.0
2012-10-16,33.11,33.65,32.58,32.71,7.85238225607864,1114400,0.0,1.0
