,EXPE_Open,EXPE_High,EXPE_Low,EXPE_Close,EXPE_Adj Close,EXPE_Volume,EXPE_Dividend Amount,EXPE_Split Coefficient
2016-04-21,108.55,108.86,107.0,108.34,103.984616440034,1373089,0.0,1.0
2016-04-20,107.71,108.98,106.73,108.29,103.936626493366,1616974,0.0,1.0
2016-04-19,109.12,109.81,106.32,107.56,103.235973272014,3681061,0.0,1.0
2016-04-18,109.16,111.25,109.16,111.03,106.566475570767,2300575,0.0,1.0
2016-04-15,108.98,109.23,107.805,109.16,104.771651565388,2246261,0.0,1.0
2016-04-14,109.06,109.5,107.63,108.82,104.445319928046,3084223,0.0,1.0
2016-04-13,104.94,107.21,104.69,106.92,102.621701954665,2304669,0.0,1.0
2016-04-12,102.05,104.85,102.05,104.57,100.366174461273,1891973,0.0,1.0
2016-04-11,103.0,104.115,101.84,101.96,97.861099245208,1677545,0.0,1.0
2016-04-08,104.1,104.1,102.51,102.97,98.8304961678999,2265713,0.0,1.0
2016-04-07,105.01,105.8699,103.375,103.57,99.4063755279148,2143624,0.0,1.0
2016-04-06,104.55,106.87,104.22,105.74,101.489139213302,2175854,0.0,1.0
2016-04-05,104.62,104.98,102.42,104.05,99.8670790159268,3831404,0.0,1.0
2016-04-04,108.32,108.625,103.75,105.14,100.913259853287,3443008,0.0,1.0
2016-04-01,106.79,108.79,106.06,108.2,103.850244589364,2488262,0.0,1.0
2016-03-31,107.96,108.27,106.66,107.82,103.485520994687,2588896,0.0,1.0
2016-03-30,108.24,109.19,107.51,107.8,103.46632501602,1386426,0.0,1.0
2016-03-29,106.45,107.96,104.96,107.24,102.92883761334,2783538,0.0,1.0
2016-03-28,108.03,108.03,105.34,106.6,102.31456629599,2320432,0.0,1.0
2016-03-24,108.14,108.3762,106.5,107.69,103.360747133351,2320028,0.0,1.0
2016-03-23,109.34,109.72,108.38,108.99,104.608485746717,1642723,0.0,1.0
2016-03-22,108.09,109.61,107.85,108.92,104.541299821382,2584761,0.0,1.0
2016-03-21,110.14,111.52,108.42,110.88,106.422505730764,2390230,0.0,1.0
2016-03-18,111.9,111.9,109.0,110.19,105.760244466746,4113775,0.0,1.0
2016-03-17,114.6,115.0936,111.25,111.48,106.998385090779,2735638,0.0,1.0
2016-03-16,116.2,116.93,111.2,114.3,109.705018082849,4239700,0.0,1.0
2016-03-15,115.56,117.62,114.859,116.27,111.595821981565,2505350,0.0,1.0
2016-03-14,113.42,118.64,113.42,116.39,111.710997853568,4030327,0.0,1.0
2016-03-11,110.55,115.01,110.24,114.93,110.309691410865,3803089,0.0,1.0
2016-03-10,108.6,111.45,107.18,109.38,104.982807330726,3707864,0.0,1.0
2016-03-09,105.13,106.23,103.49,105.69,101.441149266634,1891805,0.0,1.0
2016-03-08,104.94,106.36,103.35,104.86,100.644516151947,2287394,0.24,1.0
2016-03-07,107.53,107.87,104.79,105.39,100.92222223838,2392330,0.0,1.0
2016-03-04,108.89,109.09,107.14,108.53,103.929108829408,1689294,0.0,1.0
2016-03-03,106.43,109.22,105.24,108.51,103.909956685516,2283313,0.0,1.0
2016-03-02,107.83,108.19,105.66,106.73,102.205415879137,1677315,0.0,1.0
2016-03-01,105.02,108.88,102.85,108.19,103.603522383246,2227808,0.0,1.0
2016-02-29,104.19,106.195,104.01,104.11,99.6964850292978,1856576,0.0,1.0
2016-02-26,105.88,107.15,104.39,105.45,100.979678670055,1538362,0.0,1.0
2016-02-25,105.0,105.26,102.7035,105.13,100.673244367785,1993062,0.0,1.0
2016-02-24,103.16,105.36,100.47,104.4,99.9741911157304,2812021,0.0,1.0
2016-02-23,106.6,107.64,103.28,104.16,99.7443653890276,2358544,0.0,1.0
2016-02-22,106.59,108.24,105.62,106.96,102.425665533894,2593743,0.0,1.0
2016-02-19,107.04,108.76,104.94,108.67,104.063173836652,1992657,0.0,1.0
2016-02-18,110.01,111.53,107.28,107.47,102.914045203137,3387816,0.0,1.0
2016-02-17,107.96,112.62,107.7,110.88,106.179485736707,4596244,0.0,1.0
2016-02-16,103.35,105.45,101.14,105.44,100.970102598109,3984180,0.0,1.0
2016-02-12,104.71,106.21,99.37,102.25,97.9153356473509,4894954,0.0,1.0
2016-02-11,100.1,104.95,96.88,103.37,98.9878557052974,11008859,0.0,1.0
2016-02-10,93.36,96.51,93.02,94.35,90.3502388100495,6023010,0.0,1.0
2016-02-09,90.25,94.4,89.24,92.64,88.7127305072918,4471170,0.0,1.0
2016-02-08,91.37,92.27,88.4,91.53,87.6497865212912,4856876,0.0,1.0
2016-02-05,99.07,99.11,91.91,93.54,89.5745769824274,5815090,0.0,1.0
2016-02-04,95.97,100.21,94.5,99.9,95.6649587400524,2331051,0.0,1.0
2016-02-03,98.85,99.075,92.41,96.3,92.2175728395099,3239739,0.0,1.0
2016-02-02,101.44,101.79,97.35,98.71,94.5254061784842,2910446,0.0,1.0
2016-02-01,100.16,102.93,98.71,102.15,97.8195749278914,2689025,0.0,1.0
2016-01-29,99.22,101.27,98.13,101.04,96.7566309418908,2056699,0.0,1.0
2016-01-28,101.29,101.49,97.22,98.69,94.5062540345923,2624969,0.0,1.0
2016-01-27,102.91,104.0,99.0,99.53,95.3106440780522,3269688,0.0,1.0
2016-01-26,104.66,105.93,102.36,104.93,100.481722928866,2388457,0.0,1.0
2016-01-25,106.88,107.86,104.98,105.21,100.749852943352,1852687,0.0,1.0
2016-01-22,108.0,109.24,106.04,107.12,102.578882685029,1630098,0.0,1.0
2016-01-21,106.39,107.62,105.19,106.4,101.889405504921,2277278,0.0,1.0
2016-01-20,103.75,107.88,100.07,106.28,101.774492641569,3142810,0.0,1.0
2016-01-19,104.81,106.77,104.08,105.32,100.855189734758,3304083,0.0,1.0
2016-01-15,103.56,104.02,99.56,102.76,98.4037153165944,4698636,0.0,1.0
2016-01-14,106.74,109.49,102.87,107.67,103.105566642056,2696255,0.0,1.0
2016-01-13,112.44,112.91,105.33,106.37,101.860677289083,3646403,0.0,1.0
2016-01-12,112.05,113.12,110.15,111.9,107.156245075194,1847121,0.0,1.0
2016-01-11,112.11,112.78,109.25,111.2,106.485920038977,2177941,0.0,1.0
2016-01-08,116.06,116.5,111.25,111.41,106.687017549842,2456073,0.0,1.0
2016-01-07,117.01,117.78,114.0,114.81,109.942882011466,2008848,0.0,1.0
2016-01-06,117.56,120.16,116.51,119.04,113.993560444603,2123207,0.0,1.0
2016-01-05,121.25,122.13,118.39,119.93,114.845830847793,3723842,0.0,1.0
2016-01-04,121.26,122.0,119.06,120.8,115.67894910709,3063693,0.0,1.0
2015-12-31,125.49,126.21,123.96,124.3,119.030574288173,1355396,0.0,1.0
2015-12-30,127.68,127.97,126.01,126.27,120.917060461526,1083633,0.0,1.0
2015-12-29,126.43,128.92,126.43,127.7,122.286438749797,1209325,0.0,1.0
2015-12-28,126.3,127.48,124.6624,126.1,120.754267238444,1023009,0.0,1.0
2015-12-24,126.17,127.43,125.6,126.47,121.108581900445,761107,0.0,1.0
2015-12-23,128.3,128.52,125.0,126.28,120.926636533472,2003153,0.0,1.0
2015-12-22,126.33,128.025,125.05,127.52,122.11406945477,2030020,0.0,1.0
2015-12-21,126.06,127.39,124.52,125.58,120.256311497255,1572520,0.0,1.0
2015-12-18,128.66,129.54,125.0,125.36,120.045637914444,6896103,0.0,1.0
2015-12-17,131.23,131.9,128.45,128.67,123.215317728554,2237823,0.0,1.0
2015-12-16,131.12,133.07,128.3,131.16,125.599759643096,5717814,0.0,1.0
2015-12-15,125.77,132.0,125.73,130.24,124.718761024068,4148913,0.0,1.0
2015-12-14,123.48,126.0,123.44,124.3,119.030574288173,2458412,0.0,1.0
2015-12-11,123.55,125.61,122.74,123.21,117.986782446065,2941819,0.0,1.0
2015-12-10,124.8,126.598,123.1205,125.61,120.285039713093,2589290,0.0,1.0
2015-12-09,125.03,126.86,123.31,125.02,119.720051468282,2949301,0.0,1.0
2015-12-08,123.92,126.17,123.01,125.63,120.304191856985,1309394,0.0,1.0
2015-12-07,126.34,126.48,123.92,125.04,119.739203612174,1622761,0.0,1.0
2015-12-04,123.11,126.06,122.21,125.92,120.581897943417,2009676,0.0,1.0
2015-12-03,123.39,125.13,121.58,122.27,117.086631683145,3311314,0.0,1.0
2015-12-02,125.0,125.6,122.78,123.11,117.891021726605,1489780,0.0,1.0
2015-12-01,124.09,125.23,122.76,125.04,119.739203612174,2262175,0.0,1.0
2015-11-30,123.49,124.347,122.14,123.11,117.891021726605,1560229,0.0,1.0
2015-11-27,124.09,124.19,121.66,123.63,118.388977467795,707663,0.0,1.0
2015-11-25,121.82,124.0,121.5,123.62,118.379401395849,1501619,0.0,1.0
2015-11-24,122.75,123.2,120.03,121.27,116.12902448855,2861519,0.0,1.0
2015-11-23,126.61,127.22,123.84,124.92,119.624290748822,1999911,0.0,1.0
2015-11-20,128.55,128.87,125.87,126.25,120.897908317634,2632588,0.0,1.0
2015-11-19,126.0,129.97,124.38,128.09,122.659905555689,4699953,0.0,1.0
2015-11-18,121.26,125.99,121.0,125.3,119.988181482768,4405760,0.0,1.0
2015-11-17,123.58,124.01,119.355,120.89,115.765133754604,2840785,0.24,1.0
2015-11-16,122.62,123.38,120.71,122.53,117.103127540259,5572247,0.0,1.0
2015-11-13,127.75,128.66,124.83,125.2,119.654872831474,3062178,0.0,1.0
2015-11-12,128.43,129.16,127.75,127.94,122.273517811971,2743879,0.0,1.0
2015-11-11,129.76,130.29,128.5,128.74,123.038085689488,2257660,0.0,1.0
2015-11-10,129.68,130.3199,128.13,129.01,123.29612734815,2107651,0.0,1.0
2015-11-09,131.76,133.23,129.34,129.48,123.745310976192,3757267,0.0,1.0
2015-11-06,138.08,138.2005,131.6,133.32,127.415236788275,5418199,0.0,1.0
2015-11-05,139.0,140.51,136.41,137.31,131.228519077393,8745840,0.0,1.0
2015-11-04,137.02,137.3,132.49,134.17,128.227590158138,2767345,0.0,1.0
2015-11-03,135.41,137.5,133.57,136.39,130.349266018248,2012326,0.0,1.0
2015-11-02,136.2,137.27,133.42,135.41,129.41267036829,2661533,0.0,1.0
2015-10-30,136.17,139.58,135.7,136.3,130.263252132028,7583106,0.0,1.0
2015-10-29,125.75,127.57,124.54,127.06,121.432493146702,4313775,0.0,1.0
2015-10-28,127.98,128.02,124.61,125.8,120.228298739612,2596714,0.0,1.0
2015-10-27,128.84,129.75,125.88,127.11,121.480278639047,1672578,0.0,1.0
2015-10-26,125.88,129.26,125.705,128.39,122.703587243074,2173034,0.0,1.0
2015-10-23,129.35,129.35,125.21,125.41,119.855571899322,3703597,0.0,1.0
2015-10-22,126.9,129.74,125.6,127.58,121.929462267088,2607166,0.0,1.0
2015-10-21,130.0,131.51,128.14,129.14,123.420369628247,1392253,0.0,1.0
2015-10-20,130.44,131.26,128.115,129.04,123.324798643557,1771865,0.0,1.0
2015-10-19,127.43,131.07,126.5,130.45,124.672349527682,1775614,0.0,1.0
2015-10-16,125.63,127.86,125.63,127.38,121.738320297709,1786274,0.0,1.0
2015-10-15,122.49,125.7325,121.84,125.18,119.635758634536,1818433,0.0,1.0
2015-10-14,124.2,126.12,119.56,121.85,116.45324484437,4258908,0.0,1.0
2015-10-13,126.19,129.15,125.4,128.1,122.426431387474,1780583,0.0,1.0
2015-10-12,126.26,128.68,124.792,127.02,121.394264752826,1907738,0.0,1.0
2015-10-09,123.17,125.7,122.01,125.34,119.788672210039,1038172,0.0,1.0
2015-10-08,122.41,123.08,118.89,122.88,117.437625986673,1368939,0.0,1.0
2015-10-07,122.93,124.05,120.6,122.93,117.485411479018,832580,0.0,1.0
2015-10-06,123.95,124.64,120.43,122.22,116.806857487721,1226098,0.0,1.0
2015-10-05,123.75,125.83,122.79,123.95,118.460235522853,1219493,0.0,1.0
2015-10-02,118.08,122.73,118.01,122.62,117.18914142648,1379758,0.0,1.0
2015-10-01,118.5,119.99,116.55,119.92,114.608724839859,1305159,0.0,1.0
2015-09-30,115.59,117.9,114.055,117.68,112.46793478281,1460699,0.0,1.0
2015-09-29,116.67,117.21,113.22,114.01,108.960479644699,1877838,0.0,1.0
2015-09-28,119.97,120.26,115.96,116.72,111.550453329789,2552625,0.0,1.0
2015-09-25,121.98,123.3,119.045,120.05,114.732967119955,1790999,0.0,1.0
2015-09-24,121.53,122.0,119.0,120.5,115.163036551059,2194096,0.0,1.0
2015-09-23,124.31,125.63,121.8,122.14,116.73040069997,1658989,0.0,1.0
2015-09-22,125.34,125.77,123.72,124.88,119.349045680467,1272532,0.0,1.0
2015-09-21,127.4,128.39,125.37,126.33,120.734824958467,1077324,0.0,1.0
2015-09-18,127.0,130.99,126.32,126.49,120.887738533971,2482060,0.0,1.0
2015-09-17,125.46,130.75,125.312,128.83,123.124099575709,3965610,0.0,1.0
2015-09-16,118.95,129.1,117.45,124.68,119.157903711087,5111355,0.0,1.0
2015-09-15,116.12,119.24,115.01,118.83,113.567001106741,1463858,0.0,1.0
2015-09-14,116.96,117.4199,115.28,115.75,110.623414778299,967684,0.0,1.0
2015-09-11,115.74,117.175,115.414,116.61,111.445325246631,990894,0.0,1.0
2015-09-10,112.99,117.07,112.77,115.94,110.80499964921,1249368,0.0,1.0
2015-09-09,115.1,116.4,113.09,113.35,108.329711145747,1495527,0.0,1.0
2015-09-08,113.15,114.69,112.62,114.46,109.390549075803,986845,0.0,1.0
2015-09-04,111.28,112.41,110.27,111.23,106.303606270326,1297356,0.0,1.0
2015-09-03,113.61,115.34,112.63,112.89,107.890084616175,817888,0.0,1.0
2015-09-02,112.48,113.39,110.8801,113.38,108.358382441154,919236,0.0,1.0
2015-09-01,111.25,113.59,109.76,110.365,105.47691725276,1842361,0.0,1.0
2015-08-31,115.34,116.5,114.05,114.99,109.897075294658,1026943,0.0,1.0
2015-08-28,116.55,117.6391,115.39,116.51,111.349754261941,850461,0.0,1.0
2015-08-27,116.8,117.7,114.7778,117.45,112.248121518024,1528649,0.0,1.0
2015-08-26,111.47,115.55,109.75,115.24,110.136002756382,1959773,0.0,1.0
2015-08-25,112.15,113.08,108.31,108.42,103.618061600546,1854458,0.24,1.0
2015-08-24,107.5,112.72,104.76,108.34,103.312909937449,3173197,0.0,1.0
2015-08-21,117.0,118.67,114.45,114.51,109.196615441547,1987975,0.0,1.0
2015-08-20,121.63,122.6299,118.59,118.7,113.19219503023,1206247,0.0,1.0
2015-08-19,122.99,123.985,122.12,123.14,117.426174355708,807595,0.0,1.0
2015-08-18,123.34,124.0295,122.5,123.32,117.597822166201,944182,0.0,1.0
2015-08-17,121.49,123.29,120.0,123.01,117.302206492575,789156,0.0,1.0
2015-08-14,120.56,122.1599,119.655,121.65,116.00531192441,907107,0.0,1.0
2015-08-13,120.22,122.33,119.75,120.66,115.061248966703,783975,0.0,1.0
2015-08-12,119.89,121.4,117.89,120.78,115.175680840364,1293394,0.0,1.0
2015-08-11,120.5,121.9315,119.8,121.13,115.509440471877,1019468,0.0,1.0
2015-08-10,121.34,122.49,120.76,121.49,115.852736092862,991360,0.0,1.0
2015-08-07,121.2,122.89,120.16,121.04,115.423616566631,1574554,0.0,1.0
2015-08-06,125.99,125.99,120.79,121.6,115.957631977051,3194550,0.0,1.0
2015-08-05,126.24,128.465,126.21,126.79,120.906810512914,1949427,0.0,1.0
2015-08-04,121.87,125.98,121.65,124.56,118.780284860703,2368416,0.0,1.0
2015-08-03,121.85,123.75,120.74,122.59,116.901694934759,3273791,0.0,1.0
2015-07-31,116.36,122.19,116.0,121.44,115.805056145503,7887044,0.0,1.0
2015-07-30,107.75,112.0,107.23,107.61,102.616782706007,4192934,0.0,1.0
2015-07-29,107.46,107.57,105.82,106.87,101.911119485095,1213519,0.0,1.0
2015-07-28,105.8,107.7,104.715,107.17,102.197199169248,1338946,0.0,1.0
2015-07-27,105.51,105.7,104.0,104.92,100.051601538094,1491713,0.0,1.0
2015-07-24,109.0,109.0,105.33,105.7,100.795408716894,2592641,0.0,1.0
2015-07-23,111.24,111.252,109.08,109.52,104.438156695121,781695,0.0,1.0
2015-07-22,109.46,110.93,109.46,110.66,105.525259494906,825979,0.0,1.0
2015-07-21,109.5,110.27,107.88,110.09,104.981708095013,963639,0.0,1.0
2015-07-20,110.14,110.84,109.34,109.56,104.476300653008,891374,0.0,1.0
2015-07-17,110.37,111.8,110.06,110.79,105.649227358039,1952142,0.0,1.0
2015-07-16,108.39,110.71,108.21,110.05,104.943564137126,1998904,0.0,1.0
2015-07-15,107.08,108.035,106.2501,107.45,102.464206874459,1148773,0.0,1.0
2015-07-14,110.33,110.33,107.03,107.26,102.283023074495,2553339,0.0,1.0
2015-07-13,108.97,111.2,108.8,111.12,105.963915010608,1558209,0.0,1.0
2015-07-10,106.07,108.16,105.73,107.97,102.960078326992,1024327,0.0,1.0
2015-07-09,106.53,107.05,104.5,104.55,99.6987699276376,991982,0.0,1.0
2015-07-08,105.79,106.38,104.32,104.865,99.9991535959992,906745,0.0,1.0
2015-07-07,107.1,107.15,104.22,107.06,102.092303285059,1390571,0.0,1.0
2015-07-06,106.31,107.83,105.84,106.505,101.563055869374,1350666,0.0,1.0
2015-07-02,107.53,108.2,105.775,107.07,102.10183927453,1176031,0.0,1.0
2015-07-01,109.2,111.0,106.51,107.19,102.216271148192,2062683,0.0,1.0
2015-06-30,108.28,110.7,107.78,109.35,104.2760448741,1442599,0.0,1.0
2015-06-29,109.22,109.72,106.51,106.95,101.987407400869,1208975,0.0,1.0
2015-06-26,109.5,110.78,109.0,110.71,105.572939442265,1301761,0.0,1.0
2015-06-25,109.67,109.83,108.6,109.27,104.199756958326,861017,0.0,1.0
2015-06-24,109.62,110.5,108.94,108.98,103.923213263644,1008691,0.0,1.0
2015-06-23,109.95,110.14,109.09,109.83,104.733772368746,837077,0.0,1.0
2015-06-22,111.2,111.33,109.15,109.5,104.419084716177,1314423,0.0,1.0
2015-06-19,110.0,110.51,108.22,108.68,103.63713357949,1425194,0.0,1.0
2015-06-18,107.99,110.54,107.6,109.68,104.590732526669,1168753,0.0,1.0
2015-06-17,108.13,109.04,106.88,107.89,102.883790411218,1710737,0.0,1.0
2015-06-16,107.22,108.415,107.04,107.95,102.941006348049,979214,0.0,1.0
2015-06-15,107.19,107.97,106.67,107.22,102.244879116607,988176,0.0,1.0
2015-06-12,107.12,108.25,107.1,107.69,102.693070621782,852496,0.0,1.0
2015-06-11,108.24,109.25,107.57,107.87,102.864718432274,903524,0.0,1.0
2015-06-10,105.99,108.37,105.58,108.17,103.150798116428,1429919,0.0,1.0
2015-06-09,104.92,105.34,103.46,105.02,100.146961432812,1328475,0.0,1.0
2015-06-08,106.0,106.55,104.72,104.79,99.9276336749607,949040,0.0,1.0
2015-06-05,105.81,106.93,105.3,106.4,101.46292797992,1661644,0.0,1.0
2015-06-04,105.8,106.34,104.9754,105.635,100.733424785328,2149434,0.0,1.0
2015-06-03,109.02,109.562,106.46,106.61,101.663183758828,1686552,0.0,1.0
2015-06-02,107.09,108.18,106.03,107.63,102.635854684951,1473742,0.0,1.0
2015-06-01,107.42,108.02,106.225,107.45,102.464206874459,1349535,0.0,1.0
2015-05-29,109.04,109.45,106.98,107.26,102.283023074495,2813363,0.0,1.0
2015-05-28,110.25,110.86,108.77,109.24,104.17114898991,2029010,0.0,1.0
2015-05-27,111.32,111.82,110.37,110.93,105.782731210644,2704124,0.0,1.0
2015-05-26,113.38,113.55,110.56,110.64,105.506187515962,2680771,0.18,1.0
2015-05-22,111.21,115.0,110.0,113.0,107.581656644141,4853224,0.0,1.0
2015-05-21,105.23,105.96,105.04,105.89,100.812580726089,1000188,0.0,1.0
2015-05-20,103.8,105.58,102.63,105.5,100.441281203158,1411180,0.0,1.0
2015-05-19,104.25,104.67,103.64,103.72,98.7466320984983,1177796,0.0,1.0
2015-05-18,103.51,104.18,102.94,103.45,98.4895785826229,1175419,0.0,1.0
2015-05-15,104.52,104.9,103.11,103.41,98.451496580271,949725,0.0,1.0
2015-05-14,103.36,104.22,102.282,104.14,99.1464931231933,1105923,0.0,1.0
2015-05-13,103.56,103.82,101.87,101.99,97.0995854967782,973028,0.0,1.0
2015-05-12,102.7,103.48,101.6,103.215,98.2658468188054,1411203,0.0,1.0
2015-05-11,102.4,104.0,102.35,103.81,98.83231660379,2077465,0.0,1.0
2015-05-08,101.46,102.82,101.46,102.76,97.8326640420525,2094893,0.0,1.0
2015-05-07,98.9,101.155,98.42,100.965,96.1237341865106,1620225,0.0,1.0
2015-05-06,98.77,99.5,97.65,99.1,94.3481608268528,1400818,0.0,1.0
2015-05-05,100.42,101.02,98.75,98.77,94.0339843074496,1527035,0.0,1.0
2015-05-04,101.35,102.3099,100.22,100.9,96.0618509326887,1836359,0.0,1.0
2015-05-01,100.1,102.69,99.12,101.69,96.8139704791389,5729974,0.0,1.0
2015-04-30,95.4,96.25,92.96,94.23,89.711677040508,4436110,0.0,1.0
2015-04-29,97.7,97.99,95.74,96.26,91.6443386598674,1514308,0.0,1.0
2015-04-28,98.53,98.62,97.06,97.8,93.1104957504158,1031176,0.0,1.0
2015-04-27,99.44,100.21,98.41,98.82,94.0815868103895,1074223,0.0,1.0
2015-04-24,98.95,100.51,98.465,98.895,94.1529905647993,1146931,0.0,1.0
2015-04-23,99.49,99.686,98.87,98.915,94.1720315659753,1012296,0.0,1.0
2015-04-22,98.45,99.78,98.28,99.47,94.700419348608,856750,0.0,1.0
2015-04-21,96.97,98.63,96.92,98.31,93.5960412804026,1221057,0.0,1.0
2015-04-20,96.72,97.73,96.5,97.4,92.7296757268967,761396,0.0,1.0
2015-04-17,96.18,96.5,95.29,96.095,91.4872504001657,1451332,0.0,1.0
2015-04-16,97.95,98.54,97.13,97.17,92.5107042133733,1288040,0.0,1.0
2015-04-15,98.66,98.83,97.77,97.955,93.2580635095295,1036114,0.0,1.0
2015-04-14,98.72,98.97,97.635,98.09,93.3865902674672,826996,0.0,1.0
2015-04-13,99.36,99.82,98.6,98.76,94.0244638068616,756735,0.0,1.0
2015-04-10,98.33,99.59,98.255,99.195,94.4386055824386,1013804,0.0,1.0
2015-04-09,98.97,98.97,97.27,97.82,93.1295367515918,1214073,0.0,1.0
2015-04-08,98.95,100.07,98.44,98.65,93.9197383003939,1470211,0.0,1.0
2015-04-07,98.62,99.43,98.3,98.47,93.7483692898103,1027246,0.0,1.0
2015-04-06,97.03,100.09,96.8,98.58,93.853094796278,1908353,0.0,1.0
2015-04-02,94.84,98.31,94.5,97.98,93.2818647609994,2659175,0.0,1.0
2015-04-01,93.81,94.18,92.6,94.17,89.6545540369801,1356887,0.0,1.0
2015-03-31,93.69,96.12,93.69,94.13,89.6164720346282,1243620,0.0,1.0
2015-03-30,94.41,94.4499,93.75,94.19,89.6735950381561,1301377,0.0,1.0
2015-03-27,92.87,94.56,92.54,93.68,89.1880495081693,922472,0.0,1.0
2015-03-26,93.27,93.92,92.27,92.76,88.3121634540754,1381690,0.0,1.0
2015-03-25,95.36,95.54,93.79,93.95,89.4451030240446,1848427,0.0,1.0
2015-03-24,95.21,96.25,94.84,95.47,90.8922191134172,1078400,0.0,1.0
2015-03-23,95.26,96.45,95.15,95.4,90.8255756093013,1505002,0.0,1.0
2015-03-20,95.0,96.03,94.76,95.91,91.3111211392881,1663685,0.0,1.0
2015-03-19,93.83,94.88,93.83,94.68,90.140099566967,1221863,0.0,1.0
2015-03-18,92.29,94.4169,92.1,94.04,89.5307875293365,1802202,0.0,1.0
2015-03-17,92.52,93.28,91.62,92.33,87.9027819287924,1583259,0.0,1.0
2015-03-16,91.71,93.22,91.04,92.965,88.5073337161289,1377615,0.0,1.0
2015-03-13,91.23,92.17,90.29,91.35,86.9697728711706,1132531,0.0,1.0
2015-03-12,88.92,91.61,88.71,91.39,87.0078548735225,1262374,0.0,1.0
2015-03-11,89.4,89.92,88.72,88.95,84.6848527300561,922590,0.0,1.0
2015-03-10,89.62,90.28,89.0,89.35,85.0656727535752,1164992,0.0,1.0
2015-03-09,90.25,90.78,89.88,90.55,86.2081328241324,822097,0.0,1.0
2015-03-06,90.35,91.35,89.99,90.25,85.9225178064931,1753341,0.18,1.0
2015-03-05,89.85,92.57,89.81,91.38,86.8251650686425,1833938,0.0,1.0
2015-03-04,90.52,91.35,89.86,89.87,85.3904309993314,1773576,0.0,1.0
2015-03-03,91.95,92.02,90.12,91.02,86.4831092640385,1628717,0.0,1.0
2015-03-02,90.33,92.47,90.32,92.18,87.5852890788736,1724623,0.0,1.0
2015-02-27,93.18,93.57,91.635,91.75,87.1767224233744,1663468,0.0,1.0
2015-02-26,93.71,95.0,92.65,93.25,88.6019549425576,2062422,0.0,1.0
2015-02-25,94.01,94.98,94.01,94.61,89.8941657599504,1221854,0.0,1.0
2015-02-24,94.48,94.84,93.9,94.175,89.4808483293873,1437088,0.0,1.0
2015-02-23,92.31,94.96,92.1,94.75,90.0271874617408,3524992,0.0,1.0
2015-02-20,91.2,92.34,90.28,92.3,87.6993076804082,1798240,0.0,1.0
2015-02-19,90.1,91.44,89.0,91.3,86.7491526676194,2537280,0.0,1.0
2015-02-18,88.92,89.36,88.55,89.16,84.7158209402513,2029000,0.0,1.0
2015-02-17,89.62,90.77,88.48,88.69,84.2692480842406,2602394,0.0,1.0
2015-02-13,89.53,90.77,88.52,89.485,85.0246213194077,3424899,0.0,1.0
2015-02-12,87.8,92.52,86.35,89.565,85.1006337204308,15944581,0.0,1.0
2015-02-11,78.29,78.69,77.92,78.22,74.3211251003416,1964253,0.0,1.0
2015-02-10,78.64,78.66,76.92,78.19,74.292620449958,2415048,0.0,1.0
2015-02-09,77.27,78.81,76.34,78.2,74.3021220000858,4057042,0.0,1.0
2015-02-06,79.23,80.7,76.7,77.87,73.9885708458655,12395075,0.0,1.0
2015-02-05,88.13,88.59,87.11,88.0,83.6136411254163,3438277,0.0,1.0
2015-02-04,87.14,88.32,87.14,87.87,83.4901209737537,1823178,0.0,1.0
2015-02-03,86.65,87.87,85.39,87.82,83.4426132231143,1454855,0.0,1.0
2015-02-02,86.28,86.49,83.92,86.22,81.9223652026522,1396824,0.0,1.0
2015-01-30,86.12,87.26,85.6,85.93,81.6468202489434,1476079,0.0,1.0
2015-01-29,86.22,86.73,84.63,86.57,82.2549194571283,832744,0.0,1.0
2015-01-28,87.21,87.77,85.83,85.87,81.5898109481761,908765,0.0,1.0
2015-01-27,87.06,87.5,85.78,86.68,82.3594365085351,913972,0.0,1.0
2015-01-26,87.56,87.81,86.45,87.29,82.9390310663362,1526199,0.0,1.0
2015-01-23,84.33,88.65,84.14,87.44,83.0815543182545,3680895,0.0,1.0
2015-01-22,84.92,86.02,83.7,85.71,81.4377861461299,1698074,0.0,1.0
2015-01-21,83.7,84.5,83.19,84.08,79.8890334752841,2544228,0.0,1.0
2015-01-20,84.03,84.41,82.49,83.94,79.7560117734937,2140867,0.0,1.0
2015-01-16,82.61,84.09,81.97,83.48,79.3189404676108,2939363,0.0,1.0
2015-01-15,85.81,85.81,82.2801,82.53,78.4162932054614,2982659,0.0,1.0
2015-01-14,84.26,85.82,83.72,85.39,81.1337365420375,1607213,0.0,1.0
2015-01-13,85.84,87.18,83.88,85.02,80.7821791873056,1470673,0.0,1.0
2015-01-12,87.39,87.9,84.92,85.17,80.9247024392239,1480510,0.0,1.0
2015-01-09,88.03,88.76,87.22,87.55,83.1860713696613,1564952,0.0,1.0
2015-01-08,84.66,88.19,84.1,87.89,83.5091240740095,2266610,0.0,1.0
2015-01-07,85.01,85.63,83.81,84.17,79.9745474264351,1663584,0.0,1.0
2015-01-06,84.72,85.78,83.31,84.17,79.9745474264351,2083808,0.0,1.0
2015-01-05,85.45,85.87,83.81,84.2,80.0030520768188,1686543,0.0,1.0
2015-01-02,85.58,86.26,84.48,85.76,81.4852938967693,1260485,0.0,1.0
2014-12-31,86.41,86.465,85.263,85.36,81.1052318916538,1241318,0.0,1.0
