,CLB_Open,CLB_High,CLB_Low,CLB_Close,CLB_Adj Close,CLB_Volume,CLB_Dividend Amount,CLB_Split Coefficient
2005-02-09,23.85,24.05,23.73,23.85,9.63634743542157,193800,0.0,1.0
2005-02-08,23.18,23.83,23.05,23.7,9.57574147670823,166200,0.0,1.0
2005-02-07,22.68,23.15,22.68,23.09,9.3292772446073,209400,0.0,1.0
2005-02-04,22.48,22.99,22.46,22.58,9.12321698498193,319100,0.0,1.0
2005-02-03,22.09,22.62,21.97,22.45,9.0706918207637,304700,0.0,1.0
2005-02-02,22.05,22.13,21.71,22.11,8.93331831434679,67100,0.0,1.0
2005-02-01,21.59,22.25,21.43,22.01,8.89291434187123,211800,0.0,1.0
2005-01-31,21.83,21.83,21.43,21.59,8.72321765747387,122400,0.0,1.0
2005-01-28,21.98,22.01,21.85,21.96,8.87271235563345,81800,0.0,1.0
2005-01-27,21.94,22.14,21.79,21.98,8.88079315012856,82700,0.0,1.0
2005-01-26,22.4,22.4,22.05,22.11,8.93331831434679,57300,0.0,1.0
2005-01-25,22.28,22.75,22.28,22.41,9.05453023177348,35100,0.0,1.0
2005-01-24,22.37,22.4,22.16,22.33,9.02220705379303,49300,0.0,1.0
2005-01-21,22.29,22.6,22.22,22.37,9.03836864278325,82400,0.0,1.0
2005-01-20,22.45,22.53,22.17,22.3,9.01008586205036,59500,0.0,1.0
2005-01-19,22.71,23.03,22.58,22.61,9.1353381767246,126500,0.0,1.0
2005-01-18,22.65,22.9,22.43,22.71,9.17574214920016,196700,0.0,1.0
2005-01-14,22.4,22.75,22.4,22.65,9.15149976571483,128000,0.0,1.0
2005-01-13,22.1,22.7,22.1,22.5,9.09089380700148,213500,0.0,1.0
2005-01-12,22.35,22.37,22.03,22.16,8.95352030058457,67200,0.0,1.0
2005-01-11,22.49,22.49,22.2,22.31,9.01412625929792,128200,0.0,1.0
2005-01-10,22.4,22.76,22.37,22.49,9.08685340975393,99400,0.0,1.0
2005-01-07,22.35,22.42,22.03,22.22,8.97776268406991,66100,0.0,1.0
2005-01-06,22.02,22.57,22.02,22.44,9.06665142351615,59500,0.0,1.0
2005-01-05,22.5,22.7,21.96,22.08,8.92119712260412,56500,0.0,1.0
2005-01-04,22.75,23.13,22.5,22.53,9.10301499874415,50500,0.0,1.0
2005-01-03,23.27,23.34,22.68,22.83,9.22422691617084,214400,0.0,1.0
2004-12-31,23.33,23.47,23.32,23.35,9.43432757304376,17300,0.0,1.0
2004-12-30,23.1,23.56,23.0,23.4,9.45452955928154,42700,0.0,1.0
2004-12-29,23.1,23.45,23.02,23.2,9.37372161433042,54000,0.0,1.0
2004-12-28,23.0,23.25,23.0,23.15,9.35351962809264,63400,0.0,1.0
2004-12-27,23.28,23.65,22.81,23.0,9.29291366937929,98300,0.0,1.0
2004-12-23,23.45,24.2,23.35,23.38,9.44644876478643,82600,0.0,1.0
2004-12-22,23.0,23.57,23.0,23.5,9.49493353175711,58600,0.0,1.0
2004-12-21,23.1,23.35,22.95,23.21,9.37776201157797,87000,0.0,1.0
2004-12-20,23.55,23.55,22.77,23.0,9.29291366937929,156700,0.0,1.0
2004-12-17,23.05,23.6,23.0,23.55,9.51513551799489,55500,0.0,1.0
2004-12-16,23.35,23.57,23.14,23.16,9.35756002534019,50400,0.0,1.0
2004-12-15,22.52,23.51,22.52,23.46,9.47877194276688,64400,0.0,1.0
2004-12-14,22.65,22.82,22.5,22.55,9.11109579323927,32500,0.0,1.0
2004-12-13,22.45,22.87,22.45,22.76,9.19594413543795,44300,0.0,1.0
2004-12-10,22.03,22.59,21.97,22.5,9.09089380700148,81500,0.0,1.0
2004-12-09,22.12,22.3,21.9,22.05,8.90907593086146,43800,0.0,1.0
2004-12-08,21.9,22.18,21.8,22.02,8.89695473911878,75100,0.0,1.0
2004-12-07,22.45,22.78,21.85,21.95,8.86867195838589,79600,0.0,1.0
2004-12-06,23.3,23.5,22.7,22.7,9.17170175195261,58300,0.0,1.0
2004-12-03,22.26,23.25,22.26,23.06,9.31715605286463,156200,0.0,1.0
2004-12-02,22.6,22.66,22.18,22.37,9.03836864278325,181300,0.0,1.0
2004-12-01,23.5,23.56,22.79,22.83,9.22422691617084,69200,0.0,1.0
2004-11-30,23.9,24.1,23.51,23.55,9.51513551799489,72600,0.0,1.0
2004-11-29,24.25,24.37,23.6,24.0,9.69695339413492,81600,0.0,1.0
2004-11-26,24.45,24.48,24.29,24.34,9.83432690055183,19900,0.0,1.0
2004-11-24,24.27,24.5,24.06,24.2,9.77776133908604,91400,0.0,1.0
2004-11-23,23.6,24.4,23.6,24.2,9.77776133908604,121000,0.0,1.0
2004-11-22,23.54,23.88,23.4,23.7,9.57574147670823,100000,0.0,1.0
2004-11-19,23.45,23.69,23.4,23.59,9.53129710698511,91800,0.0,1.0
2004-11-18,23.82,23.88,23.35,23.35,9.43432757304376,113300,0.0,1.0
2004-11-17,23.6,23.93,23.5,23.82,9.6242262436789,94600,0.0,1.0
2004-11-16,23.0,23.75,23.0,23.75,9.59594346294601,340800,0.0,1.0
2004-11-15,24.02,24.02,22.8,23.1,9.33331764185486,119100,0.0,1.0
2004-11-12,24.15,24.15,23.82,23.99,9.69291299688736,41400,0.0,1.0
2004-11-11,23.85,24.05,23.8,23.98,9.6888725996398,58500,0.0,1.0
2004-11-10,24.01,24.22,23.9,23.93,9.66867061340202,123500,0.0,1.0
2004-11-09,23.89,24.19,23.86,23.91,9.66058981890691,144300,0.0,1.0
2004-11-08,24.1,24.29,23.47,23.88,9.64846862716424,115200,0.0,1.0
2004-11-05,24.1,24.78,24.1,24.22,9.78584213358115,235300,0.0,1.0
2004-11-04,24.05,24.29,23.7,24.1,9.73735736661048,95400,0.0,1.0
2004-11-03,24.5,24.5,24.01,24.2,9.77776133908604,160100,0.0,1.0
2004-11-02,24.38,24.38,23.6,23.76,9.59998386019357,123600,0.0,1.0
2004-11-01,24.81,24.84,24.09,24.34,9.83432690055183,115000,0.0,1.0
2004-10-29,24.55,25.12,24.35,24.8,10.0201851739394,193300,0.0,1.0
2004-10-28,24.85,25.51,24.3,24.5,9.89897325651273,144200,0.0,1.0
2004-10-27,25.32,25.5,24.58,24.95,10.0807911326528,98800,0.0,1.0
2004-10-26,25.1,25.81,25.1,25.32,10.2302858308123,115900,0.0,1.0
2004-10-25,25.0,25.12,24.64,25.1,10.1413970913661,53400,0.0,1.0
2004-10-22,25.08,25.37,24.9,24.9,10.060589146415,48600,0.0,1.0
2004-10-21,24.9,25.07,24.7,24.96,10.0848315299003,51200,0.0,1.0
2004-10-20,24.0,25.14,24.0,24.97,10.0888719271479,103900,0.0,1.0
2004-10-19,24.47,24.48,23.99,24.19,9.77372094183849,80600,0.0,1.0
2004-10-18,24.3,24.61,24.3,24.4,9.85856928403716,135300,0.0,1.0
2004-10-15,24.24,24.65,24.05,24.3,9.8181653115616,74900,0.0,1.0
2004-10-14,23.27,24.34,23.27,24.24,9.79392292807626,110600,0.0,1.0
2004-10-13,23.8,23.9,23.04,23.25,9.3939236005682,88400,0.0,1.0
2004-10-12,24.1,24.2,23.98,23.99,9.69291299688736,58900,0.0,1.0
2004-10-11,24.78,24.79,23.96,24.0,9.69695339413492,85500,0.0,1.0
2004-10-08,25.45,25.51,24.63,25.01,10.1050335161381,185500,0.0,1.0
2004-10-07,25.12,25.5,25.12,25.5,10.3030129812683,160000,0.0,1.0
2004-10-06,24.8,25.25,24.8,25.06,10.1252355023759,131900,0.0,1.0
2004-10-05,25.0,25.34,24.74,24.74,9.99594279045407,100000,0.0,1.0
2004-10-04,24.68,25.14,24.68,25.04,10.1171547078808,178700,0.0,1.0
2004-10-01,24.6,24.81,24.54,24.75,9.99998318770163,173200,0.0,1.0
2004-09-30,24.4,24.75,24.4,24.59,9.93533683174073,63700,0.0,1.0
2004-09-29,24.29,24.86,24.23,24.39,9.85452888678961,172300,0.0,1.0
2004-09-28,24.29,24.4,24.2,24.28,9.81008451706649,108500,0.0,1.0
2004-09-27,24.1,24.43,23.95,24.29,9.81412491431405,115800,0.0,1.0
2004-09-24,23.78,24.27,23.75,24.2,9.77776133908604,243100,0.0,1.0
2004-09-23,23.7,24.0,23.31,23.78,9.60806465468868,116500,0.0,1.0
2004-09-22,23.51,23.7,23.4,23.55,9.51513551799489,131500,0.0,1.0
2004-09-21,23.3,23.59,23.3,23.47,9.48281234001444,70000,0.0,1.0
2004-09-20,23.23,23.45,23.2,23.35,9.43432757304376,49100,0.0,1.0
2004-09-17,23.6,23.6,23.1,23.22,9.38180240882553,92400,0.0,1.0
2004-09-16,23.53,23.6,23.44,23.55,9.51513551799489,46100,0.0,1.0
2004-09-15,23.45,23.7,23.29,23.52,9.50301432625222,166200,0.0,1.0
2004-09-14,23.4,23.57,23.318,23.45,9.47473154551932,258900,0.0,1.0
2004-09-13,22.95,23.75,22.95,23.4,9.45452955928154,228500,0.0,1.0
2004-09-10,22.89,22.98,22.65,22.95,9.27271168314151,82100,0.0,1.0
2004-09-09,22.3,22.87,22.21,22.8,9.21210572442817,65400,0.0,1.0
2004-09-08,22.55,22.8,22.36,22.39,9.04644943727837,71200,0.0,1.0
2004-09-07,22.7,22.73,22.47,22.52,9.0989746014966,74700,0.0,1.0
2004-09-03,22.71,22.94,22.63,22.8,9.21210572442817,42600,0.0,1.0
2004-09-02,22.67,22.99,22.64,22.81,9.21614612167573,97300,0.0,1.0
2004-09-01,22.0,22.74,21.97,22.66,9.15554016296238,76800,0.0,1.0
2004-08-31,21.43,21.97,21.42,21.87,8.83634878040544,54900,0.0,1.0
2004-08-30,21.35,21.59,21.35,21.36,8.63028852078008,43500,0.0,1.0
2004-08-27,21.5,21.56,21.05,21.42,8.65453090426541,142700,0.0,1.0
2004-08-26,21.39,21.55,21.33,21.5,8.68685408224586,63500,0.0,1.0
2004-08-25,21.1,21.5,21.05,21.39,8.64240971252274,94300,0.0,1.0
2004-08-24,21.62,21.65,21.05,21.05,8.50503620610583,84400,0.0,1.0
2004-08-23,22.53,22.69,21.72,21.72,8.7757428216921,174200,0.0,1.0
2004-08-20,21.75,22.67,21.75,22.33,9.02220705379303,333200,0.0,1.0
2004-08-19,20.93,21.17,20.93,21.13,8.53735938408628,118000,0.0,1.0
2004-08-18,20.6,21.07,20.54,20.88,8.43634945289738,105800,0.0,1.0
2004-08-17,20.84,20.86,20.65,20.65,8.34342031620358,153300,0.0,1.0
2004-08-16,20.6,20.83,20.54,20.82,8.41210706941204,80000,0.0,1.0
2004-08-13,20.2,20.62,20.2,20.62,8.33129912446092,98000,0.0,1.0
2004-08-12,20.15,20.24,20.1,20.15,8.14140045382577,110300,0.0,1.0
2004-08-11,20.18,20.25,20.1,20.18,8.15352164556844,110900,0.0,1.0
2004-08-10,19.9,20.36,19.9,20.17,8.14948124832089,54000,0.0,1.0
2004-08-09,19.96,20.09,19.61,19.83,8.01210774190397,432600,0.0,1.0
2004-08-06,20.85,20.86,19.94,19.95,8.06059250887465,132600,0.0,1.0
2004-08-05,21.55,21.63,20.72,20.76,8.3878646859267,69400,0.0,1.0
2004-08-04,21.95,22.0,21.3,21.6,8.72725805472142,52200,0.0,1.0
2004-08-03,22.0,22.02,21.89,22.0,8.88887394462367,86900,0.0,1.0
2004-08-02,21.8,22.09,21.6,22.0,8.88887394462367,120500,0.0,1.0
2004-07-30,22.17,22.44,21.8,22.0,8.88887394462367,173600,0.0,1.0
2004-07-29,22.89,23.33,22.25,22.25,8.98988387581258,213900,0.0,1.0
2004-07-28,22.86,22.88,22.3,22.74,9.18786334094283,178400,0.0,1.0
2004-07-27,22.33,22.97,22.19,22.86,9.23634810791351,108700,0.0,1.0
2004-07-26,23.05,23.32,22.33,22.45,9.0706918207637,75700,0.0,1.0
2004-07-23,23.36,23.36,22.83,23.1,9.33331764185486,81500,0.0,1.0
2004-07-22,22.87,23.52,21.688,23.36,9.43836797029132,343600,0.0,1.0
2004-07-21,23.9,24.0,22.8,22.92,9.26059049139885,97100,0.0,1.0
2004-07-20,23.88,24.1,23.54,23.8,9.61614544918379,54000,0.0,1.0
2004-07-19,23.6,24.5,23.6,23.84,9.63230703817402,255900,0.0,1.0
2004-07-16,23.4,23.8,23.4,23.6,9.53533750423267,245300,0.0,1.0
2004-07-15,22.56,23.55,22.52,23.4,9.45452955928154,178600,0.0,1.0
2004-07-14,22.24,22.71,22.02,22.6,9.13129777947705,223400,0.0,1.0
2004-07-13,22.66,22.7,22.27,22.28,9.00200506755525,94500,0.0,1.0
2004-07-12,22.95,23.0,22.5,22.71,9.17574214920016,140500,0.0,1.0
2004-07-09,22.87,23.0,22.5,22.9,9.25250969690373,96100,0.0,1.0
2004-07-08,22.9,23.25,22.82,22.82,9.22018651892328,147000,0.0,1.0
2004-07-07,22.95,23.0,22.9,22.9,9.25250969690373,69700,0.0,1.0
2004-07-06,22.95,23.01,22.77,22.9,9.25250969690373,148700,0.0,1.0
2004-07-02,23.0,23.15,22.97,23.05,9.31311565561708,94300,0.0,1.0
2004-07-01,23.0,23.1,22.78,23.0,9.29291366937929,172300,0.0,1.0
2004-06-30,22.85,23.2,22.85,23.0,9.29291366937929,176400,0.0,1.0
2004-06-29,23.15,23.39,22.89,22.89,9.24846929965618,112800,0.0,1.0
2004-06-28,23.61,23.67,23.12,23.24,9.38988320332064,90300,0.0,1.0
2004-06-25,23.5,23.63,23.46,23.51,9.49897392900466,141100,0.0,1.0
2004-06-24,23.75,23.77,23.38,23.46,9.47877194276688,68200,0.0,1.0
2004-06-23,23.74,23.9,23.65,23.7,9.57574147670823,113800,0.0,1.0
2004-06-22,23.6,23.92,23.42,23.69,9.57170107946067,76000,0.0,1.0
2004-06-21,23.52,24.0,23.45,23.6,9.53533750423267,118700,0.0,1.0
2004-06-18,23.08,23.77,23.08,23.51,9.49897392900466,143300,0.0,1.0
2004-06-17,23.06,23.5,22.83,22.99,9.28887327213174,149300,0.0,1.0
2004-06-16,21.2,23.34,21.2,23.05,9.31311565561708,631500,0.0,1.0
2004-06-15,20.35,21.15,20.35,21.1,8.52523819234361,61000,0.0,1.0
2004-06-14,20.42,20.42,20.05,20.3,8.20200641253912,96400,0.0,1.0
2004-06-10,20.4,20.75,20.34,20.5,8.28281435749024,85600,0.0,1.0
2004-06-09,20.85,21.0,20.31,20.4,8.24241038501468,138300,0.0,1.0
2004-06-08,21.18,21.18,20.77,20.82,8.41210706941204,93200,0.0,1.0
2004-06-07,21.0,21.5,21.0,21.14,8.54139978133384,78500,0.0,1.0
2004-06-04,21.25,21.41,20.75,20.95,8.46463223363027,44900,0.0,1.0
2004-06-03,21.15,21.56,21.1,21.33,8.61816732903741,128600,0.0,1.0
2004-06-02,21.08,21.3,21.04,21.05,8.50503620610583,82300,0.0,1.0
2004-06-01,20.97,21.34,20.9,21.05,8.50503620610583,106300,0.0,1.0
2004-05-28,20.84,21.1,20.84,20.95,8.46463223363027,87800,0.0,1.0
2004-05-27,21.46,21.5,20.65,20.74,8.37978389143159,194300,0.0,1.0
2004-05-26,21.25,21.64,21.25,21.45,8.66665209600808,321100,0.0,1.0
2004-05-25,20.97,21.25,20.85,21.25,8.58584415105696,147900,0.0,1.0
2004-05-24,20.35,21.38,20.35,20.97,8.47271302812538,168800,0.0,1.0
2004-05-21,20.11,20.5,20.11,20.25,8.18180442630134,218300,0.0,1.0
2004-05-20,20.3,20.5,20.2,20.21,8.16564283731111,100200,0.0,1.0
2004-05-19,20.68,20.68,20.4,20.4,8.24241038501468,72700,0.0,1.0
2004-05-18,20.69,20.85,20.5,20.68,8.35554150794625,88700,0.0,1.0
2004-05-17,20.8,21.39,20.6,20.69,8.35958190519381,126600,0.0,1.0
2004-05-14,21.08,21.2,20.97,20.98,8.47675342537294,119800,0.0,1.0
2004-05-13,20.65,21.25,20.65,21.07,8.51311700060094,107700,0.0,1.0
2004-05-12,20.6,20.92,20.3,20.6,8.3232183299658,310600,0.0,1.0
2004-05-11,20.05,20.7,20.0,20.49,8.27877396024268,302400,0.0,1.0
2004-05-10,21.75,21.75,19.65,19.8,7.99998655016131,424400,0.0,1.0
2004-05-07,22.17,22.74,22.0,22.0,8.88887394462367,141000,0.0,1.0
2004-05-06,22.05,22.08,21.3,22.07,8.91715672535657,311300,0.0,1.0
2004-05-05,22.85,22.88,22.02,22.05,8.90907593086146,257600,0.0,1.0
2004-05-04,23.07,23.35,23.04,23.35,9.43432757304376,357400,0.0,1.0
2004-05-03,22.99,23.35,22.75,23.22,9.38180240882553,361400,0.0,1.0
2004-04-30,22.0,23.35,22.0,22.74,9.18786334094283,538200,0.0,1.0
2004-04-29,24.3,24.3,22.16,22.4,9.05048983452592,484100,0.0,1.0
2004-04-28,24.5,24.66,24.2,24.32,9.82624610605671,171500,0.0,1.0
2004-04-27,23.65,24.68,23.65,24.5,9.89897325651273,225700,0.0,1.0
2004-04-26,23.39,24.1,23.35,23.62,9.54341829872778,232900,0.0,1.0
2004-04-23,22.77,23.44,22.6,23.38,9.44644876478643,282000,0.0,1.0
2004-04-22,22.2,23.2,22.2,22.87,9.24038850516106,93800,0.0,1.0
2004-04-21,22.45,22.8,21.86,22.28,9.00200506755525,116500,0.0,1.0
2004-04-20,23.0,23.07,22.52,22.59,9.12725738222949,130200,0.0,1.0
2004-04-19,22.8,23.26,22.8,22.95,9.27271168314151,99000,0.0,1.0
2004-04-16,22.35,23.1,22.26,22.64,9.14745936846727,174800,0.0,1.0
2004-04-15,22.4,22.5,21.76,22.3,9.01008586205036,72900,0.0,1.0
2004-04-14,22.33,22.7,22.13,22.35,9.03028784828814,122300,0.0,1.0
2004-04-13,23.0,23.7,22.31,22.4,9.05048983452592,257000,0.0,1.0
2004-04-12,20.9,22.8,20.9,22.35,9.03028784828814,296000,0.0,1.0
2004-04-08,21.07,21.1,20.64,20.76,8.3878646859267,95600,0.0,1.0
2004-04-07,21.3,21.48,21.0,21.1,8.52523819234361,121700,0.0,1.0
2004-04-06,21.24,21.29,20.93,21.2,8.56564216481918,60200,0.0,1.0
2004-04-05,21.7,22.0,21.15,21.34,8.62220772628496,196700,0.0,1.0
2004-04-02,21.75,21.78,21.49,21.65,8.7474600409592,171000,0.0,1.0
2004-04-01,21.28,21.28,20.84,21.05,8.50503620610583,111500,0.0,1.0
2004-03-31,20.71,21.63,20.47,21.2,8.56564216481918,248300,0.0,1.0
2004-03-30,20.21,20.62,20.19,20.57,8.31109713822313,228300,0.0,1.0
2004-03-29,20.41,20.66,20.12,20.24,8.17776402905378,179700,0.0,1.0
2004-03-26,19.89,20.48,19.85,20.21,8.16564283731111,78400,0.0,1.0
2004-03-25,20.15,20.26,19.75,19.79,7.99594615291375,142100,0.0,1.0
2004-03-24,20.3,20.81,20.1,20.1,8.12119846758799,130000,0.0,1.0
2004-03-23,20.5,20.75,19.59,20.2,8.16160244006355,191700,0.0,1.0
2004-03-22,20.85,20.99,20.53,20.56,8.30705674097558,46300,0.0,1.0
2004-03-19,21.55,21.6,20.84,20.9,8.44443024739249,143700,0.0,1.0
2004-03-18,20.95,21.62,20.95,21.4,8.6464501097703,227800,0.0,1.0
2004-03-17,21.0,21.25,20.95,21.0,8.48483421986805,187800,0.0,1.0
2004-03-16,21.1,21.18,20.95,21.12,8.53331898683873,184500,0.0,1.0
2004-03-15,21.8,21.8,20.88,21.06,8.50907660335339,164600,0.0,1.0
2004-03-12,20.89,21.52,20.78,21.5,8.68685408224586,282600,0.0,1.0
2004-03-11,20.6,21.45,20.6,20.79,8.39998587766937,332000,0.0,1.0
2004-03-10,21.4,21.55,21.1,21.35,8.62624812353252,270500,0.0,1.0
2004-03-09,21.43,21.54,21.29,21.45,8.66665209600808,245400,0.0,1.0
2004-03-08,20.89,21.74,20.89,21.58,8.71917726022631,350400,0.0,1.0
2004-03-05,21.35,21.65,20.75,20.94,8.46059183638272,298600,0.0,1.0
2004-03-04,21.05,21.9,21.05,21.25,8.58584415105696,175800,0.0,1.0
2004-03-03,20.82,21.48,20.5,21.02,8.49291501436316,277900,0.0,1.0
2004-03-02,21.0,21.0,20.64,20.72,8.37170309693648,232900,0.0,1.0
2004-03-01,19.75,20.91,19.65,20.83,8.4161474666596,397200,0.0,1.0
2004-02-27,19.5,19.93,19.44,19.65,7.93938059144796,421700,0.0,1.0
2004-02-26,18.27,19.35,18.27,19.35,7.81816867402128,374800,0.0,1.0
2004-02-25,18.31,18.41,17.99,18.22,7.36160378504742,112900,0.0,1.0
2004-02-24,18.21,18.37,18.21,18.3,7.39392696302787,70700,0.0,1.0
2004-02-23,18.15,18.45,18.15,18.21,7.35756338779987,54600,0.0,1.0
2004-02-20,18.26,18.34,18.16,18.2,7.35352299055231,33400,0.0,1.0
2004-02-19,18.29,18.45,18.2,18.25,7.37372497679009,50700,0.0,1.0
2004-02-18,18.65,18.65,18.25,18.31,7.39796736027543,68100,0.0,1.0
2004-02-17,17.65,18.92,17.65,18.66,7.5393812639399,167700,0.0,1.0
2004-02-13,17.77,18.25,17.69,17.7,7.1515031281745,42700,0.0,1.0
2004-02-12,17.65,17.98,17.65,17.79,7.18786670340251,86200,0.0,1.0
2004-02-11,17.13,18.0,17.13,17.67,7.13938193643183,137600,0.0,1.0
2004-02-10,17.0,17.2,17.0,17.12,6.91716008781624,75400,0.0,1.0
2004-02-09,16.4,17.15,16.2,17.04,6.88483690983579,76500,0.0,1.0
2004-02-06,16.01,16.44,16.01,16.44,6.64241307498242,44100,0.0,1.0
2004-02-05,16.01,16.14,16.0,16.01,6.4686759933375,44400,0.0,1.0
2004-02-04,16.0,16.1,15.9,16.01,6.4686759933375,55500,0.0,1.0
2004-02-03,16.2,16.2,16.01,16.09,6.50099917131795,26500,0.0,1.0
2004-02-02,16.1,16.35,16.0,16.2,6.54544354104107,22000,0.0,1.0
2004-01-30,16.25,16.26,16.05,16.05,6.48483758232773,59100,0.0,1.0
2004-01-29,16.32,16.35,16.26,16.3,6.58584751351663,28200,0.0,1.0
2004-01-28,16.52,16.59,16.2,16.2,6.54544354104107,36800,0.0,1.0
2004-01-27,16.54,16.8,16.5,16.5,6.66665545846775,35200,0.0,1.0
2004-01-26,16.85,16.9,16.45,16.59,6.70301903369576,43200,0.0,1.0
2004-01-23,16.67,16.98,16.67,16.92,6.83635214286512,41100,0.0,1.0
2004-01-22,16.67,16.8,16.5,16.55,6.68685744470554,63700,0.0,1.0
2004-01-21,15.95,16.72,15.95,16.67,6.73534221167621,103000,0.0,1.0
2004-01-20,15.8,16.11,15.8,15.95,6.44443360985216,79900,0.0,1.0
2004-01-16,15.95,16.01,15.77,15.86,6.40807003462416,66100,0.0,1.0
2004-01-15,16.1,16.14,15.73,15.91,6.42827202086194,77500,0.0,1.0
2004-01-14,15.97,16.0,15.84,16.0,6.46463559608994,50000,0.0,1.0
2004-01-13,15.85,16.15,15.85,16.0,6.46463559608994,76400,0.0,1.0
2004-01-12,16.45,16.5,16.0,16.0,6.46463559608994,96200,0.0,1.0
2004-01-09,16.45,16.5,16.3,16.49,6.6626150612202,126600,0.0,1.0
2004-01-08,16.77,16.77,16.59,16.59,6.70301903369576,166900,0.0,1.0
2004-01-07,16.7,17.0,16.67,16.8,6.78786737589444,51500,0.0,1.0
2004-01-06,16.75,16.9,16.75,16.8,6.78786737589444,57200,0.0,1.0
2004-01-05,16.9,17.0,16.82,16.85,6.80806936213222,84200,0.0,1.0
2004-01-02,16.75,17.05,16.75,16.84,6.80402896488467,32700,0.0,1.0
2003-12-31,17.05,17.05,16.65,16.69,6.74342300617132,45100,0.0,1.0
2003-12-30,16.92,17.0,16.85,16.95,6.84847333460778,65300,0.0,1.0
2003-12-29,16.9,16.98,16.88,16.9,6.82827134837,65900,0.0,1.0
2003-12-26,16.92,17.0,16.82,16.95,6.84847333460778,51600,0.0,1.0
2003-12-24,16.65,17.04,16.65,16.92,6.83635214286512,23800,0.0,1.0
2003-12-23,16.9,16.99,16.41,16.59,6.70301903369576,59000,0.0,1.0
2003-12-22,16.85,17.04,16.85,16.95,6.84847333460778,71200,0.0,1.0
2003-12-19,16.85,17.0,16.83,16.9,6.82827134837,65000,0.0,1.0
2003-12-18,16.91,17.2,16.91,17.05,6.88887730708335,475200,0.0,1.0
2003-12-17,16.8,17.05,16.75,16.95,6.84847333460778,268800,0.0,1.0
2003-12-16,16.55,17.0,16.55,16.83,6.79998856763711,105400,0.0,1.0
2003-12-15,16.3,17.25,16.3,16.6,6.70705943094332,168900,0.0,1.0
2003-12-12,15.85,16.41,15.85,16.4,6.62625148599219,61000,0.0,1.0
2003-12-11,15.65,15.88,15.59,15.85,6.4040296373766,47900,0.0,1.0
2003-12-10,15.5,15.64,15.5,15.61,6.30706010343525,38300,0.0,1.0
2003-12-09,15.49,15.68,15.45,15.53,6.2747369254548,122800,0.0,1.0
2003-12-08,15.42,15.49,15.4,15.45,6.24241374747435,103700,0.0,1.0
2003-12-05,15.15,15.49,15.15,15.39,6.21817136398901,151500,0.0,1.0
2003-12-04,15.1,15.37,15.1,15.18,6.13332302179033,80000,0.0,1.0
2003-12-03,15.1,15.3,15.1,15.3,6.18180778876101,37500,0.0,1.0
2003-12-02,14.92,15.25,14.92,15.13,6.11312103555255,34700,0.0,1.0
2003-12-01,14.8,15.04,14.8,14.92,6.02827269335387,64100,0.0,1.0
2003-11-28,14.9,14.93,14.7,14.9,6.02019189885876,31900,0.0,1.0
2003-11-26,14.92,15.1,14.92,14.94,6.03635348784899,25900,0.0,1.0
2003-11-25,14.32,15.07,14.32,14.86,6.00403030986854,48000,0.0,1.0
2003-11-24,14.4,14.4,14.22,14.25,5.75756607776761,18400,0.0,1.0
2003-11-21,14.41,14.49,14.4,14.41,5.82221243372851,11100,0.0,1.0
2003-11-20,14.23,14.5,14.14,14.46,5.84241441996629,73600,0.0,1.0
2003-11-19,14.35,14.48,14.12,14.23,5.74948528327249,43900,0.0,1.0
2003-11-18,14.59,14.74,14.4,14.45,5.83837402271873,47600,0.0,1.0
2003-11-17,14.7,14.7,14.51,14.69,5.93534355666008,33400,0.0,1.0
2003-11-14,14.91,14.91,14.76,14.76,5.96362633739297,44700,0.0,1.0
2003-11-13,15.0,15.0,14.85,14.92,6.02827269335387,49900,0.0,1.0
2003-11-12,14.84,15.07,14.84,15.04,6.07675746032455,27100,0.0,1.0
2003-11-11,14.85,14.9,14.78,14.81,5.98382832363075,8200,0.0,1.0
2003-11-10,14.9,15.0,14.81,14.9,6.02019189885876,38500,0.0,1.0
2003-11-07,14.95,15.0,14.85,14.93,6.03231309060143,56300,0.0,1.0
2003-11-06,14.95,15.07,14.9,14.95,6.04039388509654,153000,0.0,1.0
2003-11-05,15.12,15.18,14.8,15.0,6.06059587133432,72000,0.0,1.0
2003-11-04,15.05,15.49,15.05,15.1,6.10099984380988,65500,0.0,1.0
2003-11-03,15.0,15.33,15.0,15.1,6.10099984380988,33700,0.0,1.0
2003-10-31,15.05,15.5,15.05,15.31,6.18584818600857,61800,0.0,1.0
2003-10-30,15.3,15.45,15.25,15.31,6.18584818600857,75500,0.0,1.0
2003-10-29,15.3,15.59,15.3,15.38,6.21413096674146,67300,0.0,1.0
2003-10-28,15.15,15.39,15.15,15.3,6.18180778876101,36500,0.0,1.0
2003-10-27,14.84,15.24,14.84,15.2,6.14140381628545,39600,0.0,1.0
2003-10-24,14.88,15.14,14.88,14.89,6.0161515016112,39300,0.0,1.0
2003-10-23,14.73,15.09,14.73,14.89,6.0161515016112,51700,0.0,1.0
2003-10-22,15.04,15.04,14.7,14.75,5.95958594014542,57800,0.0,1.0
2003-10-21,14.66,15.09,14.58,15.01,6.06463626858188,53900,0.0,1.0
2003-10-20,15.15,15.32,14.7,14.7,5.93938395390764,54700,0.0,1.0
2003-10-17,15.02,15.29,15.02,15.1,6.10099984380988,31700,0.0,1.0
