,CRZO_Open,CRZO_High,CRZO_Low,CRZO_Close,CRZO_Adj Close,CRZO_Volume,CRZO_Dividend Amount,CRZO_Split Coefficient
2004-12-30,11.0,11.2,10.91,11.19,11.19,62800,0.0,1.0
2004-12-29,11.05,11.15,10.75,11.08,11.08,62700,0.0,1.0
2004-12-28,10.85,11.15,10.83,11.06,11.06,116100,0.0,1.0
2004-12-27,10.99,10.99,10.681,10.85,10.85,57800,0.0,1.0
2004-12-23,10.98,11.17,10.9,11.0,11.0,75900,0.0,1.0
2004-12-22,11.41,11.5,10.85,10.92,10.92,122300,0.0,1.0
2004-12-21,11.52,11.54,11.27,11.5,11.5,130400,0.0,1.0
2004-12-20,10.7,11.57,10.4,11.57,11.57,300200,0.0,1.0
2004-12-17,9.74,10.77,9.74,10.5,10.5,248600,0.0,1.0
2004-12-16,9.7,9.97,9.39,9.9,9.9,108400,0.0,1.0
2004-12-15,9.74,9.93,9.53,9.93,9.93,145700,0.0,1.0
2004-12-14,9.57,9.69,9.44,9.63,9.63,91200,0.0,1.0
2004-12-13,9.46,9.75,9.37,9.58,9.58,86800,0.0,1.0
2004-12-10,9.61,9.61,9.21,9.44,9.44,65500,0.0,1.0
2004-12-09,9.5,9.79,9.35,9.36,9.36,55300,0.0,1.0
2004-12-08,9.26,9.6,9.0,9.48,9.48,160800,0.0,1.0
2004-12-07,9.75,9.81,9.2,9.32,9.32,85400,0.0,1.0
2004-12-06,9.85,9.85,9.43,9.75,9.75,29900,0.0,1.0
2004-12-03,9.42,9.87,9.38,9.71,9.71,53600,0.0,1.0
2004-12-02,10.06,10.16,9.45,9.54,9.54,140300,0.0,1.0
2004-12-01,9.91,10.22,9.8,10.1,10.1,841200,0.0,1.0
2004-11-30,9.59,9.92,9.59,9.67,9.67,63600,0.0,1.0
2004-11-29,9.54,9.6,9.45,9.59,9.59,203700,0.0,1.0
2004-11-26,9.59,9.59,9.46,9.5,9.5,75100,0.0,1.0
2004-11-24,9.43,9.6,9.3,9.59,9.59,189400,0.0,1.0
2004-11-23,9.45,9.58,9.45,9.5,9.5,136900,0.0,1.0
2004-11-22,9.5,9.53,9.43,9.5,9.5,133300,0.0,1.0
2004-11-19,9.46,9.46,9.2,9.42,9.42,115800,0.0,1.0
2004-11-18,9.35,9.6,9.25,9.32,9.32,86900,0.0,1.0
2004-11-17,9.34,9.57,9.31,9.57,9.57,116000,0.0,1.0
2004-11-16,9.39,9.48,9.29,9.47,9.47,129700,0.0,1.0
2004-11-15,9.69,9.69,9.05,9.33,9.33,140400,0.0,1.0
2004-11-12,9.4,9.69,9.28,9.6,9.6,354800,0.0,1.0
2004-11-11,9.2,9.7,9.2,9.22,9.22,266200,0.0,1.0
2004-11-10,9.13,9.5,9.08,9.39,9.39,173900,0.0,1.0
2004-11-09,9.52,9.52,9.13,9.22,9.22,57900,0.0,1.0
2004-11-08,9.92,9.93,9.35,9.35,9.35,83400,0.0,1.0
2004-11-05,10.16,10.22,9.83,9.91,9.91,170600,0.0,1.0
2004-11-04,9.821,10.09,9.821,10.06,10.06,59100,0.0,1.0
2004-11-03,10.0,10.11,9.87,9.95,9.95,116700,0.0,1.0
2004-11-02,10.08,10.14,9.84,9.94,9.94,41400,0.0,1.0
2004-11-01,10.0,10.06,9.84,9.95,9.95,157500,0.0,1.0
2004-10-29,10.04,10.06,9.83,9.95,9.95,189900,0.0,1.0
2004-10-28,10.03,10.06,9.61,9.96,9.96,104200,0.0,1.0
2004-10-27,10.3,10.34,10.06,10.1,10.1,655100,0.0,1.0
2004-10-26,10.5,10.5,10.21,10.34,10.34,497500,0.0,1.0
2004-10-25,10.4,10.48,10.25,10.46,10.46,96200,0.0,1.0
2004-10-22,10.25,10.5,10.15,10.39,10.39,79600,0.0,1.0
2004-10-21,10.15,10.24,10.04,10.2,10.2,117500,0.0,1.0
2004-10-20,9.67,10.15,9.67,10.04,10.04,199000,0.0,1.0
2004-10-19,9.51,9.86,9.5,9.8,9.8,85500,0.0,1.0
2004-10-18,9.91,9.91,9.5,9.66,9.66,134600,0.0,1.0
2004-10-15,9.91,9.91,9.64,9.8,9.8,141400,0.0,1.0
2004-10-14,9.62,9.9,9.62,9.85,9.85,70900,0.0,1.0
2004-10-13,10.15,10.15,9.72,9.73,9.73,179100,0.0,1.0
2004-10-12,10.1,10.15,9.79,10.1,10.1,257700,0.0,1.0
2004-10-11,10.02,10.35,10.0,10.17,10.17,188700,0.0,1.0
2004-10-08,9.84,10.17,9.76,10.15,10.15,288900,0.0,1.0
2004-10-07,9.65,10.06,9.6,9.98,9.98,320200,0.0,1.0
2004-10-06,9.2,9.62,9.2,9.54,9.54,371300,0.0,1.0
2004-10-05,9.35,9.48,8.96,9.2,9.2,824500,0.0,1.0
2004-10-04,9.61,9.68,9.2,9.24,9.24,105300,0.0,1.0
2004-10-01,9.729,9.82,9.4,9.58,9.58,262600,0.0,1.0
2004-09-30,9.74,9.75,9.56,9.59,9.59,119500,0.0,1.0
2004-09-29,9.8,9.96,9.69,9.74,9.74,156600,0.0,1.0
2004-09-28,9.92,9.92,9.78,9.8,9.8,177600,0.0,1.0
2004-09-27,9.7,10.05,9.7,9.97,9.97,206500,0.0,1.0
2004-09-24,9.0,9.9,9.0,9.8,9.8,422800,0.0,1.0
2004-09-23,9.13,9.47,9.0,9.0,9.0,68900,0.0,1.0
2004-09-22,9.5,9.5,9.15,9.22,9.22,154400,0.0,1.0
2004-09-21,9.5,9.7,9.35,9.47,9.47,141900,0.0,1.0
2004-09-20,9.22,9.55,9.21,9.31,9.31,94700,0.0,1.0
2004-09-17,9.2,9.85,9.0,9.45,9.45,450900,0.0,1.0
2004-09-16,8.99,9.32,8.94,9.2,9.2,315400,0.0,1.0
2004-09-15,8.38,9.24,8.36,8.84,8.84,184500,0.0,1.0
2004-09-14,8.09,8.55,8.09,8.34,8.34,156200,0.0,1.0
2004-09-13,8.249,8.35,8.03,8.03,8.03,122800,0.0,1.0
2004-09-10,8.28,8.37,8.04,8.04,8.04,36800,0.0,1.0
2004-09-09,8.25,8.4,8.25,8.33,8.33,98200,0.0,1.0
2004-09-08,8.17,8.35,8.14,8.14,8.14,21700,0.0,1.0
2004-09-07,8.21,8.29,8.14,8.25,8.25,55100,0.0,1.0
2004-09-03,8.2,8.38,8.15,8.23,8.23,96700,0.0,1.0
2004-09-02,8.3,8.4,8.07,8.25,8.25,258800,0.0,1.0
2004-09-01,7.8,8.34,7.79,8.19,8.19,365000,0.0,1.0
2004-08-31,8.1,8.39,7.35,7.8,7.8,699200,0.0,1.0
2004-08-30,8.37,8.44,8.11,8.16,8.16,73100,0.0,1.0
2004-08-27,8.43,8.5,8.25,8.3,8.3,39300,0.0,1.0
2004-08-26,8.5,8.5,8.25,8.27,8.27,88900,0.0,1.0
2004-08-25,8.34,8.45,8.26,8.38,8.38,108800,0.0,1.0
2004-08-24,8.41,8.51,8.35,8.37,8.37,68200,0.0,1.0
2004-08-23,8.35,8.6,8.35,8.4,8.4,96200,0.0,1.0
2004-08-20,8.5,8.55,8.38,8.45,8.45,200700,0.0,1.0
2004-08-19,8.57,8.7,8.44,8.5,8.5,227000,0.0,1.0
2004-08-18,8.84,8.89,8.6,8.64,8.64,396000,0.0,1.0
2004-08-17,8.92,9.21,8.29,8.9,8.9,354700,0.0,1.0
2004-08-16,9.42,9.42,8.89,9.0,9.0,72200,0.0,1.0
2004-08-13,8.87,9.25,8.6,8.97,8.97,181900,0.0,1.0
2004-08-12,9.5,9.66,8.87,8.9,8.9,141400,0.0,1.0
2004-08-11,9.51,9.73,9.44,9.5,9.5,140400,0.0,1.0
2004-08-10,8.97,9.65,8.97,9.6,9.6,87800,0.0,1.0
2004-08-09,8.8,9.36,8.8,9.1,9.1,92800,0.0,1.0
2004-08-06,9.35,9.61,8.76,8.82,8.82,177500,0.0,1.0
2004-08-05,9.6,9.7,9.43,9.53,9.53,60900,0.0,1.0
2004-08-04,10.0,10.39,9.35,9.4,9.4,230700,0.0,1.0
2004-08-03,9.71,10.0,9.71,10.0,10.0,167200,0.0,1.0
2004-08-02,9.8,9.84,9.329,9.71,9.71,147300,0.0,1.0
2004-07-30,9.39,10.02,9.39,9.9,9.9,113200,0.0,1.0
2004-07-29,9.8,9.8,9.48,9.5,9.5,81500,0.0,1.0
2004-07-28,9.6,9.98,9.6,9.79,9.79,77000,0.0,1.0
2004-07-27,9.52,9.64,9.22,9.64,9.64,59300,0.0,1.0
2004-07-26,9.3,9.54,9.15,9.4,9.4,166300,0.0,1.0
2004-07-23,9.23,9.54,9.13,9.39,9.39,148900,0.0,1.0
2004-07-22,9.262,9.4,9.13,9.39,9.39,28900,0.0,1.0
2004-07-21,9.35,9.5,9.25,9.35,9.35,104700,0.0,1.0
2004-07-20,9.72,9.8,9.23,9.35,9.35,326300,0.0,1.0
2004-07-19,9.75,9.98,9.61,9.88,9.88,39800,0.0,1.0
2004-07-16,9.98,10.23,9.75,9.84,9.84,42900,0.0,1.0
2004-07-15,9.79,10.15,9.74,9.98,9.98,60900,0.0,1.0
2004-07-14,9.85,10.11,9.85,9.88,9.88,89900,0.0,1.0
2004-07-13,10.35,10.4,9.78,10.0,10.0,243600,0.0,1.0
2004-07-12,10.5,10.56,10.4,10.4,10.4,112800,0.0,1.0
2004-07-09,10.41,10.5,10.37,10.4,10.4,70400,0.0,1.0
2004-07-08,10.43,10.66,10.4,10.4,10.4,85200,0.0,1.0
2004-07-07,10.36,10.6,10.35,10.57,10.57,136300,0.0,1.0
2004-07-06,10.451,10.66,10.17,10.22,10.22,80200,0.0,1.0
2004-07-02,10.15,10.62,10.0,10.46,10.46,304400,0.0,1.0
2004-07-01,10.29,10.29,9.9,10.1,10.1,70300,0.0,1.0
2004-06-30,10.39,10.45,9.89,10.21,10.21,86500,0.0,1.0
2004-06-29,10.65,10.67,10.4,10.46,10.46,417200,0.0,1.0
2004-06-28,10.51,10.82,10.5,10.6,10.6,107700,0.0,1.0
2004-06-25,10.69,10.85,10.6,10.75,10.75,277700,0.0,1.0
2004-06-24,10.5,10.87,10.42,10.69,10.69,268700,0.0,1.0
2004-06-23,10.0,10.8,10.0,10.59,10.59,250800,0.0,1.0
2004-06-22,10.019,10.24,9.87,10.15,10.15,179700,0.0,1.0
2004-06-21,10.0,10.0,9.7,9.92,9.92,457500,0.0,1.0
2004-06-18,9.889,10.0,9.7,9.84,9.84,167600,0.0,1.0
2004-06-17,9.37,10.16,9.3,10.0,10.0,528000,0.0,1.0
2004-06-16,9.26,9.55,9.26,9.41,9.41,43800,0.0,1.0
2004-06-15,9.28,9.57,9.1,9.56,9.56,174700,0.0,1.0
2004-06-14,9.2,9.29,9.15,9.25,9.25,221400,0.0,1.0
2004-06-10,9.16,9.27,9.09,9.23,9.23,34000,0.0,1.0
2004-06-09,9.5,9.5,8.93,9.15,9.15,53500,0.0,1.0
2004-06-08,8.79,9.65,8.79,9.51,9.51,111100,0.0,1.0
2004-06-07,8.551,8.91,8.45,8.85,8.85,47200,0.0,1.0
2004-06-04,8.62,8.65,8.55,8.65,8.65,8800,0.0,1.0
2004-06-03,8.75,8.8,8.25,8.68,8.68,883800,0.0,1.0
2004-06-02,8.76,8.89,8.64,8.68,8.68,130100,0.0,1.0
2004-06-01,8.48,8.48,8.48,8.48,8.48,198100,0.0,1.0
2004-05-28,8.75,8.85,8.44,8.48,8.48,32000,0.0,1.0
2004-05-27,9.18,9.18,8.58,8.75,8.75,42100,0.0,1.0
2004-05-26,8.9,9.4,8.9,9.0,9.0,115400,0.0,1.0
2004-05-25,8.38,9.07,8.33,9.07,9.07,177800,0.0,1.0
2004-05-24,8.251,8.59,8.25,8.38,8.38,50500,0.0,1.0
2004-05-21,8.25,8.35,8.25,8.25,8.25,13000,0.0,1.0
2004-05-20,8.3,8.37,8.0,8.25,8.25,91800,0.0,1.0
2004-05-19,8.3,8.48,8.12,8.23,8.23,23600,0.0,1.0
2004-05-18,8.32,8.66,8.03,8.25,8.25,202600,0.0,1.0
2004-05-17,8.2,8.5,8.0,8.4,8.4,2101500,0.0,1.0
2004-05-14,8.67,8.711,8.249,8.5,8.5,52700,0.0,1.0
2004-05-13,8.75,8.9,8.11,8.6,8.6,298200,0.0,1.0
2004-05-12,8.87,8.96,8.8,8.88,8.88,116700,0.0,1.0
2004-05-11,9.0,9.11,8.85,8.92,8.92,101000,0.0,1.0
2004-05-10,9.19,9.24,8.34,8.96,8.96,205000,0.0,1.0
2004-05-07,9.27,9.45,9.1,9.35,9.35,296700,0.0,1.0
2004-05-06,8.61,9.64,8.61,9.46,9.46,318600,0.0,1.0
2004-05-05,8.74,8.82,8.641,8.75,8.75,84900,0.0,1.0
2004-05-04,8.25,8.65,8.15,8.65,8.65,123700,0.0,1.0
2004-05-03,7.97,8.28,7.97,8.1,8.1,43100,0.0,1.0
2004-04-30,7.96,8.17,7.85,8.01,8.01,136600,0.0,1.0
2004-04-29,8.15,8.47,7.95,8.18,8.18,80800,0.0,1.0
2004-04-28,8.34,8.65,8.11,8.3,8.3,139400,0.0,1.0
2004-04-27,8.15,8.41,7.932,8.25,8.25,52500,0.0,1.0
2004-04-26,8.0,8.15,7.85,8.15,8.15,22700,0.0,1.0
2004-04-23,8.0,8.08,8.0,8.01,8.01,35700,0.0,1.0
2004-04-22,7.93,8.1,7.9,8.1,8.1,41000,0.0,1.0
2004-04-21,7.84,8.11,7.63,8.1,8.1,60900,0.0,1.0
2004-04-20,8.05,8.14,7.96,7.96,7.96,66200,0.0,1.0
2004-04-19,7.97,8.05,7.56,8.0,8.0,46500,0.0,1.0
2004-04-16,7.8,7.97,7.61,7.96,7.96,41900,0.0,1.0
2004-04-15,7.67,7.81,7.62,7.81,7.81,89000,0.0,1.0
2004-04-14,7.7,7.93,7.63,7.79,7.79,166800,0.0,1.0
2004-04-13,7.9,8.0,7.75,7.83,7.83,60400,0.0,1.0
2004-04-12,7.65,7.9,7.65,7.89,7.89,103500,0.0,1.0
2004-04-08,7.4,7.65,7.39,7.65,7.65,135400,0.0,1.0
2004-04-07,7.37,7.45,7.21,7.36,7.36,135500,0.0,1.0
2004-04-06,7.28,7.45,7.28,7.44,7.44,26700,0.0,1.0
2004-04-05,7.25,7.34,7.25,7.34,7.34,15600,0.0,1.0
2004-04-02,7.27,7.33,7.16,7.32,7.32,53000,0.0,1.0
2004-04-01,7.289,7.31,7.2,7.281,7.281,49900,0.0,1.0
2004-03-31,7.21,7.3,7.15,7.25,7.25,40700,0.0,1.0
2004-03-30,7.18,7.2,7.095,7.19,7.19,47400,0.0,1.0
2004-03-29,6.92,7.17,6.89,7.11,7.11,114600,0.0,1.0
2004-03-26,6.52,6.8,6.52,6.76,6.76,94400,0.0,1.0
2004-03-25,6.75,6.77,6.52,6.55,6.55,89400,0.0,1.0
2004-03-24,6.8,6.85,6.79,6.82,6.82,43900,0.0,1.0
2004-03-23,7.1,7.1,6.85,6.9,6.9,84400,0.0,1.0
2004-03-22,7.0,7.25,6.89,7.01,7.01,54900,0.0,1.0
2004-03-19,6.95,7.15,6.95,7.1,7.1,39200,0.0,1.0
2004-03-18,6.76,7.06,6.76,6.99,6.99,41800,0.0,1.0
2004-03-17,6.95,7.23,6.73,6.88,6.88,79700,0.0,1.0
2004-03-16,7.23,7.29,6.92,6.99,6.99,68500,0.0,1.0
2004-03-15,7.0,7.29,7.0,7.16,7.16,50100,0.0,1.0
2004-03-12,7.29,7.29,7.08,7.19,7.19,32400,0.0,1.0
2004-03-11,7.13,7.19,7.0,7.08,7.08,77300,0.0,1.0
2004-03-10,7.25,7.39,7.07,7.09,7.09,42500,0.0,1.0
2004-03-09,7.68,7.7,7.2,7.32,7.32,103400,0.0,1.0
2004-03-08,7.65,7.7,7.57,7.68,7.68,94500,0.0,1.0
2004-03-05,7.38,7.68,7.35,7.63,7.63,89400,0.0,1.0
2004-03-04,7.5,7.55,7.38,7.45,7.45,124100,0.0,1.0
2004-03-03,7.39,7.58,7.35,7.55,7.55,143500,0.0,1.0
2004-03-02,7.2,7.36,7.07,7.36,7.36,254200,0.0,1.0
2004-03-01,6.9,7.04,6.79,7.04,7.04,105200,0.0,1.0
2004-02-27,6.68,6.9,6.68,6.76,6.76,58000,0.0,1.0
2004-02-26,6.85,6.88,6.66,6.86,6.86,72300,0.0,1.0
2004-02-25,6.63,6.79,6.52,6.74,6.74,184500,0.0,1.0
2004-02-24,6.725,6.73,6.6,6.6,6.6,36700,0.0,1.0
2004-02-23,6.9,6.91,6.5,6.85,6.85,63800,0.0,1.0
2004-02-20,6.9,6.989,6.8,6.901,6.901,57300,0.0,1.0
2004-02-19,7.1,7.19,6.77,6.9,6.9,44700,0.0,1.0
2004-02-18,7.19,7.19,7.09,7.09,7.09,25800,0.0,1.0
2004-02-17,7.15,7.29,7.149,7.23,7.23,35900,0.0,1.0
2004-02-13,7.36,7.36,7.16,7.16,7.16,25100,0.0,1.0
2004-02-12,7.25,7.37,7.17,7.28,7.28,118600,0.0,1.0
2004-02-11,7.205,7.3,7.15,7.25,7.25,89200,0.0,1.0
2004-02-10,7.1,7.22,7.1,7.15,7.15,110400,0.0,1.0
2004-02-09,7.2,7.229,7.0,7.22,7.22,130200,0.0,1.0
2004-02-06,7.03,7.12,6.9,7.09,7.09,1652400,0.0,1.0
2004-02-05,7.61,7.61,7.23,7.31,7.31,39400,0.0,1.0
2004-02-04,7.69,7.8,7.51,7.58,7.58,32300,0.0,1.0
2004-02-03,7.66,7.76,7.55,7.76,7.76,7800,0.0,1.0
2004-02-02,7.74,7.89,7.7,7.7,7.7,17400,0.0,1.0
2004-01-30,7.93,7.98,7.75,7.8,7.8,12500,0.0,1.0
2004-01-29,8.02,8.03,7.55,7.8,7.8,50200,0.0,1.0
2004-01-28,8.16,8.16,8.06,8.07,8.07,28900,0.0,1.0
2004-01-27,8.1,8.15,7.9,8.06,8.06,69900,0.0,1.0
2004-01-26,7.75,8.15,7.64,8.1,8.1,83200,0.0,1.0
2004-01-23,7.52,7.79,7.5,7.75,7.75,62600,0.0,1.0
2004-01-22,7.4,7.54,7.25,7.52,7.52,88600,0.0,1.0
2004-01-21,7.49,7.49,7.24,7.45,7.45,38000,0.0,1.0
2004-01-20,7.4,7.54,7.2,7.35,7.35,44600,0.0,1.0
2004-01-16,7.6,7.6,7.4,7.4,7.4,34100,0.0,1.0
2004-01-15,7.6,7.67,7.53,7.58,7.58,52700,0.0,1.0
2004-01-14,7.6,7.65,7.55,7.6,7.6,71200,0.0,1.0
2004-01-13,7.55,7.64,7.55,7.6,7.6,43300,0.0,1.0
2004-01-12,7.45,7.6,7.38,7.549,7.549,46900,0.0,1.0
2004-01-09,7.51,7.6,7.5,7.5,7.5,44000,0.0,1.0
2004-01-08,7.5,7.53,7.48,7.51,7.51,30400,0.0,1.0
2004-01-07,7.8,7.8,7.45,7.5,7.5,30100,0.0,1.0
2004-01-06,7.57,7.65,7.5,7.52,7.52,31000,0.0,1.0
2004-01-05,7.65,7.78,7.5,7.55,7.55,58200,0.0,1.0
2004-01-02,7.71,7.75,7.45,7.6,7.6,55600,0.0,1.0
2003-12-31,7.5,7.5,7.15,7.201,7.201,23600,0.0,1.0
2003-12-30,7.3,7.57,7.2,7.3,7.3,44600,0.0,1.0
2003-12-29,7.289,7.3,7.2,7.29,7.29,33200,0.0,1.0
2003-12-26,7.25,7.45,7.18,7.3,7.3,24800,0.0,1.0
2003-12-24,7.36,7.42,7.16,7.35,7.35,33400,0.0,1.0
2003-12-23,7.9,7.9,7.22,7.36,7.36,91600,0.0,1.0
2003-12-22,7.621,7.9,7.51,7.89,7.89,27500,0.0,1.0
2003-12-19,7.85,7.9,7.8,7.81,7.81,27600,0.0,1.0
2003-12-18,7.3,7.82,7.29,7.82,7.82,155800,0.0,1.0
2003-12-17,7.04,7.29,7.039,7.18,7.18,16800,0.0,1.0
2003-12-16,6.95,7.41,6.91,7.0,7.0,40700,0.0,1.0
2003-12-15,7.21,7.25,7.0,7.03,7.03,52300,0.0,1.0
2003-12-12,7.35,7.36,7.2,7.32,7.32,41200,0.0,1.0
2003-12-11,7.3,7.44,7.28,7.39,7.39,19400,0.0,1.0
2003-12-10,7.75,7.75,7.41,7.45,7.45,24500,0.0,1.0
2003-12-09,7.7,7.77,7.5,7.5,7.5,14600,0.0,1.0
2003-12-08,7.16,7.7,7.15,7.65,7.65,32700,0.0,1.0
2003-12-05,7.75,7.75,7.54,7.65,7.65,12900,0.0,1.0
2003-12-04,7.52,7.9,7.19,7.51,7.51,49300,0.0,1.0
2003-12-03,7.82,7.94,7.52,7.52,7.52,53500,0.0,1.0
2003-12-02,7.65,7.9,7.54,7.61,7.61,82400,0.0,1.0
2003-12-01,6.76,7.65,6.75,7.649,7.649,36500,0.0,1.0
2003-11-28,7.48,7.6,7.39,7.39,7.39,32000,0.0,1.0
2003-11-26,7.0,7.49,6.81,7.44,7.44,124200,0.0,1.0
2003-11-25,6.5,6.95,6.4,6.92,6.92,67500,0.0,1.0
2003-11-24,6.55,6.55,6.25,6.5255,6.5255,28800,0.0,1.0
2003-11-21,6.55,6.55,6.26,6.49,6.49,18500,0.0,1.0
2003-11-20,6.5,6.5,6.4,6.45,6.45,24800,0.0,1.0
2003-11-19,6.9,6.9,6.4,6.4,6.4,13600,0.0,1.0
2003-11-18,6.85,6.9,6.6,6.6,6.6,24400,0.0,1.0
2003-11-17,6.64,6.92,6.64,6.75,6.75,39000,0.0,1.0
2003-11-14,6.45,6.72,6.45,6.719,6.719,31000,0.0,1.0
2003-11-13,6.5,6.58,6.16,6.449,6.449,32300,0.0,1.0
2003-11-12,6.3,6.4,6.29,6.39,6.39,49800,0.0,1.0
2003-11-11,6.35,6.4,6.15,6.3,6.3,30000,0.0,1.0
2003-11-10,6.0,6.48,5.75,6.39,6.39,42800,0.0,1.0
2003-11-07,6.45,6.64,6.35,6.599,6.599,6400,0.0,1.0
2003-11-06,6.21,6.53,6.21,6.449,6.449,15700,0.0,1.0
2003-11-05,6.37,6.59,6.0,6.54,6.54,26900,0.0,1.0
2003-11-04,6.7,6.7,6.589,6.59,6.59,25000,0.0,1.0
2003-11-03,6.7,6.7,6.39,6.6,6.6,15400,0.0,1.0
2003-10-31,6.65,6.65,6.5,6.53,6.53,14200,0.0,1.0
2003-10-30,6.7,6.7,6.55,6.67,6.67,20800,0.0,1.0
2003-10-29,6.55,6.7,6.55,6.7,6.7,12400,0.0,1.0
2003-10-28,6.7,6.701,6.45,6.56,6.56,29100,0.0,1.0
2003-10-27,6.8,7.15,6.7,6.74,6.74,45000,0.0,1.0
2003-10-24,7.0,7.08,6.8,7.0,7.0,17700,0.0,1.0
2003-10-23,7.23,7.27,7.0,7.27,7.27,39800,0.0,1.0
2003-10-22,7.25,7.25,7.1,7.25,7.25,19300,0.0,1.0
2003-10-21,7.22,7.25,7.19,7.21,7.21,12600,0.0,1.0
2003-10-20,7.2,7.39,7.1,7.2,7.2,38700,0.0,1.0
2003-10-17,7.19,7.2,7.17,7.2,7.2,12300,0.0,1.0
2003-10-16,7.12,7.19,7.03,7.19,7.19,2900,0.0,1.0
2003-10-15,7.25,7.25,7.09,7.25,7.25,21000,0.0,1.0
2003-10-14,6.84,7.16,6.75,7.1,7.1,15900,0.0,1.0
2003-10-13,7.15,7.19,6.85,6.94,6.94,16000,0.0,1.0
2003-10-10,7.2,7.31,6.951,7.1,7.1,100400,0.0,1.0
2003-10-09,7.03,7.22,7.03,7.16,7.16,123500,0.0,1.0
2003-10-08,7.0,7.1,6.89,7.03,7.03,23800,0.0,1.0
2003-10-07,7.0,7.0,6.81,6.84,6.84,32700,0.0,1.0
2003-10-06,7.0,7.0,6.85,6.92,6.92,14600,0.0,1.0
2003-10-03,7.0,7.21,6.82,6.9,6.9,28100,0.0,1.0
2003-10-02,7.07,7.07,6.85,6.99,6.99,43700,0.0,1.0
2003-10-01,7.2,7.2,6.99,7.0,7.0,43200,0.0,1.0
2003-09-30,7.3,7.3,7.05,7.1,7.1,50500,0.0,1.0
2003-09-29,7.44,7.44,7.08,7.14,7.14,121400,0.0,1.0
2003-09-26,6.94,7.0,6.9,6.95,6.95,10500,0.0,1.0
2003-09-25,7.01,7.1,6.75,6.96,6.96,38500,0.0,1.0
2003-09-24,7.28,7.35,7.06,7.07,7.07,206500,0.0,1.0
2003-09-23,7.13,7.4,7.06,7.16,7.16,28700,0.0,1.0
2003-09-22,6.92,7.15,6.71,7.12,7.12,34700,0.0,1.0
2003-09-19,7.0,7.3,6.81,6.99,6.99,37400,0.0,1.0
2003-09-18,6.28,7.36,6.26,7.15,7.15,56600,0.0,1.0
2003-09-17,6.85,6.99,6.8,6.92,6.92,20100,0.0,1.0
2003-09-16,6.96,6.96,6.775,6.85,6.85,170500,0.0,1.0
2003-09-15,6.85,6.85,6.7,6.83,6.83,117500,0.0,1.0
2003-09-12,6.6,6.85,6.6,6.72,6.72,35400,0.0,1.0
2003-09-11,6.95,6.99,6.809,6.81,6.81,26100,0.0,1.0
2003-09-10,6.85,6.95,6.59,6.95,6.95,12400,0.0,1.0
2003-09-09,6.92,6.95,6.8,6.95,6.95,20800,0.0,1.0
2003-09-08,6.75,6.95,6.51,6.92,6.92,51900,0.0,1.0
2003-09-05,6.75,6.92,6.75,6.8,6.8,73800,0.0,1.0
2003-09-04,6.88,6.88,6.75,6.75,6.75,36700,0.0,1.0
2003-09-03,6.66,6.88,6.66,6.83,6.83,26300,0.0,1.0
2003-09-02,6.94,6.94,6.75,6.75,6.75,49300,0.0,1.0
2003-08-29,6.84,6.96,6.75,6.941,6.941,49700,0.0,1.0
2003-08-28,6.5,6.8,6.32,6.8,6.8,93200,0.0,1.0
2003-08-27,6.5,6.54,6.26,6.54,6.54,3300,0.0,1.0
2003-08-26,6.6,6.8,6.511,6.53,6.53,11500,0.0,1.0
2003-08-25,6.3,6.6,6.17,6.6,6.6,50000,0.0,1.0
2003-08-22,6.22,6.43,6.07,6.43,6.43,11300,0.0,1.0
2003-08-21,6.1,6.1,6.01,6.02,6.02,22700,0.0,1.0
2003-08-20,6.18,6.18,6.01,6.05,6.05,12900,0.0,1.0
2003-08-19,6.0,6.25,5.99,6.0,6.0,15200,0.0,1.0
2003-08-18,6.0,6.039,5.88,5.9,5.9,7300,0.0,1.0
2003-08-15,5.95,5.99,5.85,5.99,5.99,3900,0.0,1.0
2003-08-14,5.9,5.9,5.8,5.871,5.871,8900,0.0,1.0
2003-08-13,5.95,5.95,5.75,5.75,5.75,3800,0.0,1.0
2003-08-12,5.8,5.8,5.65,5.74,5.74,14100,0.0,1.0
2003-08-11,5.82,5.89,5.65,5.7,5.7,16700,0.0,1.0
2003-08-08,6.0,6.0,5.75,5.75,5.75,7000,0.0,1.0
2003-08-07,5.85,5.97,5.831,5.97,5.97,12300,0.0,1.0
2003-08-06,5.37,5.82,5.37,5.82,5.82,11700,0.0,1.0
2003-08-05,5.35,5.5,5.35,5.5,5.5,7000,0.0,1.0
2003-08-04,5.73,5.73,5.35,5.42,5.42,15100,0.0,1.0
2003-08-01,5.6,5.931,5.0,5.58,5.58,19300,0.0,1.0
2003-07-31,5.76,5.9,5.7,5.85,5.85,16500,0.0,1.0
2003-07-30,5.95,6.05,5.24,5.75,5.75,26200,0.0,1.0
2003-07-29,5.76,5.83,5.7,5.71,5.71,10100,0.0,1.0
2003-07-28,5.928,5.928,5.76,5.76,5.76,9400,0.0,1.0
2003-07-25,6.1,6.3,5.91,5.99,5.99,20400,0.0,1.0
2003-07-24,6.25,6.4,5.99,6.1,6.1,13000,0.0,1.0
2003-07-23,6.1,6.4,6.0,6.11,6.11,9900,0.0,1.0
2003-07-22,6.28,6.28,6.11,6.11,6.11,4100,0.0,1.0
2003-07-21,6.29,6.31,6.29,6.29,6.29,5600,0.0,1.0
