,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Adj Close,AAPL_Volume,AAPL_Dividend Amount,AAPL_Split Coefficient
2011-10-03,380.37,382.64,373.171,374.6,11.296837655402,23896400,0.0,1.0
2011-09-30,387.12,388.89,381.18,381.32,11.4994931520499,19558600,0.0,1.0
2011-09-29,401.92,402.21,386.21,390.57,11.7784460306203,23253100,0.0,1.0
2011-09-28,400.19,403.74,396.51,397.01,11.9726575482412,15344200,0.0,1.0
2011-09-27,408.73,409.25,398.06,399.26,12.0405109511367,22589200,0.0,1.0
2011-09-26,399.86,403.98,391.3,403.17,12.1584250868351,29031300,0.0,1.0
2011-09-23,400.28,406.74,399.85,404.3,12.1925025736226,19509900,0.0,1.0
2011-09-22,401.03,409.82,396.7,401.82,12.1177130450978,34588600,0.0,1.0
2011-09-21,419.64,421.59,412.0,412.14,12.4289339863785,21642000,0.0,1.0
2011-09-20,415.25,422.86,411.19,413.45,12.4684397453977,27705500,0.0,1.0
2011-09-19,397.0,413.23,395.2045,411.63,12.4135538817222,29423600,0.0,1.0
2011-09-16,395.54,400.503,395.03,400.5,12.0779057153991,24946900,0.0,1.0
2011-09-15,391.43,393.66,389.9,392.96,11.8505214230293,14922100,0.0,1.0
2011-09-14,387.02,392.21,385.76,389.3,11.7401465543193,19097300,0.0,1.0
2011-09-13,382.14,386.21,380.25,384.62,11.5990114762967,15734300,0.0,1.0
2011-09-12,375.89,380.88,371.9,379.94,11.457876398274,16708300,0.0,1.0
2011-09-09,383.93,386.0,375.02,377.48,11.3836900111083,20171900,0.0,1.0
2011-09-08,382.4,388.61,382.31,384.14,11.584536083679,14862800,0.0,1.0
2011-09-07,385.56,385.6,382.0,383.93,11.5782030994087,12520600,0.0,1.0
2011-09-06,367.37,380.33,366.48,379.74,11.4518449846833,18203500,0.0,1.0
2011-09-02,374.74,378.0,371.83,374.05,11.2802512680276,15676400,0.0,1.0
2011-09-01,385.82,387.3399,380.72,381.03,11.4907476023434,12275900,0.0,1.0
2011-08-31,390.57,392.08,381.86,384.83,11.6053444605669,18663800,0.0,1.0
2011-08-30,388.25,391.84,386.21,389.99,11.7609549312073,14925800,0.0,1.0
2011-08-29,388.18,391.5,388.0,389.97,11.7603517898482,14473900,0.0,1.0
2011-08-26,371.17,383.8,370.8008,383.58,11.567648125625,22909900,0.0,1.0
2011-08-25,365.08,375.45,365.0,373.72,11.2702994356029,31119500,0.0,1.0
2011-08-24,373.47,378.96,370.6,376.18,11.3444858227687,22366700,0.0,1.0
2011-08-23,360.3,373.64,357.0,373.6,11.2666805874485,23458400,0.0,1.0
2011-08-22,364.51,364.88,355.09,356.44,10.7491853013655,19118400,0.0,1.0
2011-08-19,362.17,367.0,356.0,356.03,10.7368209035045,27710300,0.0,1.0
2011-08-18,370.84,372.65,361.37,366.05,11.0389947243991,30408400,0.0,1.0
2011-08-17,382.31,384.52,378.0,380.44,11.4729549322508,15787900,0.0,1.0
2011-08-16,381.52,383.37,376.06,380.48,11.4741612149689,17812500,0.0,1.0
2011-08-15,379.63,384.97,378.09,383.41,11.5625214240729,16448000,0.0,1.0
2011-08-12,378.07,379.64,374.23,376.99,11.368913047811,18892000,0.0,1.0
2011-08-11,370.52,375.45,364.72,373.7,11.2696962942438,26498900,0.0,1.0
2011-08-10,371.15,374.65,362.5,363.69,10.9678240440287,31380600,0.0,1.0
2011-08-09,361.3,374.61,355.0,374.01,11.2790449853094,38663700,0.0,1.0
2011-08-08,361.69,367.77,353.02,353.21,10.6517779718755,40851200,0.0,1.0
2011-08-05,380.44,383.5,362.57,373.62,11.2672837288076,43021100,0.0,1.0
2011-08-04,389.41,391.32,377.35,377.37,11.3803727336334,31121700,0.0,1.0
2011-08-03,390.98,393.55,382.24,392.57,11.8387601665274,26161000,0.0,1.0
2011-08-02,397.65,397.9,388.35,388.91,11.7283852978174,22840700,0.0,1.0
2011-08-01,397.78,399.5,392.37,396.75,11.9648167105733,21887000,0.0,1.0
2011-07-29,387.64,395.15,384.0,390.48,11.7757318945045,22592300,0.0,1.0
2011-07-28,391.62,396.99,388.13,391.82,11.8161423655623,21215500,0.0,1.0
2011-07-27,400.59,402.64,392.15,392.59,11.8393633078865,23547300,0.0,1.0
2011-07-26,400.0,404.5,399.68,403.41,12.165662783144,17020800,0.0,1.0
2011-07-25,390.35,400.0,389.62,398.5,12.017591579492,21064500,0.0,1.0
2011-07-22,388.32,395.05,387.75,393.3,11.8607748261335,18454600,0.0,1.0
2011-07-21,386.95,390.06,383.9,387.29,11.6795308477327,18804800,0.0,1.0
2011-07-20,396.12,396.27,386.0,386.9,11.6677695912308,33619300,0.0,1.0
2011-07-19,378.0,378.65,373.32,376.85,11.3646910582975,29255200,0.0,1.0
2011-07-18,365.43,374.65,365.28,373.8,11.2727120010392,20451900,0.0,1.0
2011-07-15,361.17,365.0,359.17,364.92,11.0049172376116,17302400,0.0,1.0
2011-07-14,361.01,361.61,356.34,357.77,10.7892942017437,15376200,0.0,1.0
2011-07-13,358.33,360.0,356.38,358.02,10.7968334687321,13987100,0.0,1.0
2011-07-12,353.53,357.68,348.62,353.75,10.6680627885704,16128900,0.0,1.0
2011-07-11,356.34,359.77,352.82,354.0,10.6756020555588,15809800,0.0,1.0
2011-07-08,353.34,360.0,352.2,359.71,10.8477989135736,17486900,0.0,1.0
2011-07-07,354.67,358.0,354.0,357.2,10.7721046730102,14273700,0.0,1.0
2011-07-06,348.95,354.1,346.71,351.76,10.6080502233428,15879500,0.0,1.0
2011-07-05,343.0,349.83,342.5,349.43,10.537784255011,12680500,0.0,1.0
2011-07-01,335.95,343.5,334.2,343.26,10.3517151457376,15546900,0.0,1.0
2011-06-30,334.7,336.13,332.84,335.67,10.1228229999701,11534100,0.0,1.0
2011-06-29,336.04,336.37,331.88,334.04,10.0736669792058,12590900,0.0,1.0
2011-06-28,333.65,336.7,333.44,335.26,10.1104586021091,10510700,0.0,1.0
2011-06-27,327.59,333.9,327.25,332.04,10.0133528432987,12136200,0.0,1.0
2011-06-24,331.37,333.15,325.09,326.35,9.84175912664297,15707400,0.0,1.0
2011-06-23,318.94,331.69,318.12,331.23,9.98892561825632,19991400,0.0,1.0
2011-06-22,325.16,328.9,322.38,322.61,9.72897169249667,13949400,0.0,1.0
2011-06-21,316.68,325.8,315.2,325.3,9.81009420529173,17620800,0.0,1.0
2011-06-20,317.355,317.7,310.5,315.32,9.50912666711525,22880200,0.0,1.0
2011-06-17,328.99,329.25,319.36,320.26,9.65810258280581,21965000,0.0,1.0
2011-06-16,326.9,328.6811,318.33,325.16,9.80587221577824,18235400,0.0,1.0
2011-06-15,329.75,330.3,324.88,326.75,9.85382195382439,14257000,0.0,1.0
2011-06-14,330.0,333.25,329.31,332.44,10.0254156704801,11948900,0.0,1.0
2011-06-13,327.2,328.31,325.07,326.6,9.84929839363136,11766900,0.0,1.0
2011-06-10,330.55,331.66,325.51,325.9,9.82818844606387,15498400,0.0,1.0
2011-06-09,333.25,333.67,330.75,331.49,9.99676645592424,9824600,0.0,1.0
2011-06-08,331.78,334.8,330.65,332.24,10.0193842568894,11918700,0.0,1.0
2011-06-07,338.17,338.22,331.9,332.04,10.0133528432987,18920900,0.0,1.0
2011-06-06,344.84,347.05,337.81,338.04,10.19429525102,16497900,0.0,1.0
2011-06-03,343.18,345.33,342.01,343.44,10.3571434179692,11187500,0.0,1.0
2011-06-02,346.5,347.98,344.3,346.102,10.4374215328616,12099400,0.0,1.0
2011-06-01,348.87,352.132,344.65,345.51,10.4195685486331,19810100,0.0,1.0
2011-05-31,341.1,347.83,341.0,347.83,10.4895329462853,14919800,0.0,1.0
2011-05-27,334.8,337.63,334.31,337.41,10.1752962982093,7271400,0.0,1.0
2011-05-26,335.97,336.89,334.435,335.0,10.1026177644412,7948600,0.0,1.0
2011-05-25,333.43,338.56,332.85,336.78,10.1562973453986,10508000,0.0,1.0
2011-05-24,335.5,335.899,331.34,332.19,10.0178764034917,11497400,0.0,1.0
2011-05-23,329.97,335.98,329.42,334.4,10.0845235236691,13700000,0.0,1.0
2011-05-20,339.56,340.95,335.02,335.22,10.109252319391,12070300,0.0,1.0
2011-05-19,342.08,342.414,338.67,340.53,10.2693863502244,9327500,0.0,1.0
2011-05-18,336.47,341.05,336.0,339.87,10.249482685375,11956300,0.0,1.0
2011-05-17,332.0,336.14,330.73,336.14,10.1369968219083,16154800,0.0,1.0
2011-05-16,339.2,341.22,332.6,333.3,10.0513507489202,16063400,0.0,1.0
2011-05-13,345.66,346.25,340.35,340.5,10.2684816381858,11647000,0.0,1.0
2011-05-12,346.12,347.12,342.27,346.57,10.4515350406639,11500000,0.0,1.0
2011-05-11,349.02,350.0,345.24,347.23,10.4714387055132,12000000,0.0,1.0
2011-05-10,348.89,349.69,346.66,349.45,10.5383873963701,10074700,0.0,1.0
2011-05-09,347.86,349.2,346.5276,347.6,10.482596820656,7312400,0.0,1.0
2011-05-06,349.69,350.0,346.21,346.66,10.4542491767797,10004800,0.0,1.0
2011-05-05,348.4,350.95,346.05,346.75,10.4569633128955,11998900,0.0,1.0
2011-05-04,348.26,351.83,346.88,349.57,10.5420062445245,13901800,0.0,1.0
2011-05-03,347.99,349.89,345.62,348.2,10.5006910614282,11191000,0.0,1.0
2011-05-02,349.74,350.469,345.5,346.28,10.4427894909573,15811200,0.0,1.0
2011-04-29,346.78,353.95,346.666,350.13,10.5588942025785,35940900,0.0,1.0
2011-04-28,346.19,349.75,345.52,346.75,10.4569633128955,12891400,0.0,1.0
2011-04-27,352.24,352.35,347.1,350.15,10.5594973439376,12721900,0.0,1.0
2011-04-26,353.62,354.99,349.35,350.42,10.5676397522851,12100000,0.0,1.0
2011-04-25,350.34,353.75,350.3,353.009,10.6457164012168,9519500,0.0,1.0
2011-04-21,355.0,355.13,348.52,350.696,10.5759631030402,26921800,0.0,1.0
2011-04-20,343.51,345.75,341.5,342.41,10.3260816379771,25023800,0.0,1.0
2011-04-19,333.1,337.98,331.71,337.86,10.1888669787884,14977800,0.0,1.0
2011-04-18,326.1,332.23,320.16,331.85,10.0076230003875,21782100,0.0,1.0
2011-04-15,333.3,333.64,326.8,327.46,9.87523347207141,16200200,0.0,1.0
2011-04-14,334.8,336.0,332.06,332.42,10.024812529121,10778600,0.0,1.0
2011-04-13,335.02,336.14,332.52,336.13,10.1366952512287,12365000,0.0,1.0
2011-04-12,330.49,333.73,330.2,332.4,10.024209387762,15201400,0.0,1.0
2011-04-11,334.06,335.67,330.02,330.8,9.97595807903629,14248100,0.0,1.0
2011-04-08,339.92,340.15,333.95,335.06,10.1044271885184,13483400,0.0,1.0
2011-04-07,338.1,340.43,336.03,338.08,10.1955015337382,13337400,0.0,1.0
2011-04-06,341.22,343.9,337.14,338.04,10.19429525102,14376400,0.0,1.0
2011-04-05,336.99,342.25,336.0,338.89,10.2199287587806,17240400,0.0,1.0
2011-04-04,344.31,344.6,338.4,341.19,10.2892900150737,16431600,0.0,1.0
2011-04-01,351.11,351.5872,343.3,344.56,10.3909193340772,14952200,0.0,1.0
2011-03-31,346.36,349.8,346.06,348.5075,10.5099643598239,9786400,0.0,1.0
2011-03-30,350.64,350.88,347.44,348.63,10.5136586006482,11764500,0.0,1.0
2011-03-29,347.66,350.96,346.06,350.96,10.58392456898,12603600,0.0,1.0
2011-03-28,353.15,354.32,350.44,350.44,10.5682428936441,11048400,0.0,1.0
2011-03-25,348.07,352.06,347.02,351.54,10.601415668393,16032500,0.0,1.0
2011-03-24,341.85,346.0,338.86,344.97,10.4032837319382,14454000,0.0,1.0
2011-03-23,339.28,340.22,335.95,339.19,10.2289758791666,13321300,0.0,1.0
2011-03-22,342.56,342.62,339.14,341.2,10.2895915857533,11640100,0.0,1.0
2011-03-21,335.99,339.74,335.26,339.3,10.2322931566415,14621500,0.0,1.0
2011-03-18,337.13,338.2,330.0,330.67,9.97203766020233,26900500,0.0,1.0
2011-03-17,336.83,339.61,330.6596,334.64,10.0917612199779,23550800,0.0,1.0
2011-03-16,342.0,343.0,326.26,330.01,9.95213399535298,41500400,0.0,1.0
2011-03-15,342.1,347.84,340.1,345.43,10.4171559831968,25752900,0.0,1.0
2011-03-14,353.18,356.4844,351.31,353.56,10.6623329456592,15569900,0.0,1.0
2011-03-11,345.33,352.32,345.0,351.99,10.6149863489721,16824300,0.0,1.0
2011-03-10,349.12,349.77,344.9,346.67,10.4545507474592,18126400,0.0,1.0
2011-03-09,354.69,354.76,350.6,352.47,10.6294617415898,16189500,0.0,1.0
2011-03-08,354.91,357.4,352.25,355.76,10.728678495157,12725600,0.0,1.0
2011-03-07,361.4,361.67,351.31,355.36,10.7166156679756,19504400,0.0,1.0
2011-03-04,360.07,360.29,357.75,360.0,10.8565444632801,16188100,0.0,1.0
2011-03-03,357.19,359.79,355.92,359.56,10.8432753533806,17885300,0.0,1.0
2011-03-02,349.96,354.35,348.4,352.12,10.6189067678061,21521100,0.0,1.0
2011-03-01,355.47,355.72,347.681,349.31,10.5341654068566,16290600,0.0,1.0
2011-02-28,351.24,355.05,351.12,353.21,10.6517779718755,14395500,0.0,1.0
2011-02-25,345.26,348.43,344.8,348.16,10.49948477871,13572100,0.0,1.0
2011-02-24,344.02,345.15,338.37,342.88,10.3402554599152,17853600,0.0,1.0
2011-02-23,338.77,344.64,338.61,342.62,10.3324146222473,23994800,0.0,1.0
2011-02-22,342.15,345.4,337.72,338.61,10.2114847797536,31162700,0.0,1.0
2011-02-18,358.71,359.5,349.52,350.56,10.5718617417986,29144900,0.0,1.0
2011-02-17,357.25,360.27,356.52,358.3,10.8052774477591,18949400,0.0,1.0
2011-02-16,360.8,364.9,360.5,363.13,10.9509360859748,17184200,0.0,1.0
2011-02-15,359.19,359.97,357.55,359.9,10.8535287564848,10149100,0.0,1.0
2011-02-14,356.79,359.48,356.71,359.18,10.8318156675582,11086300,0.0,1.0
2011-02-11,354.7526,357.8,353.5401,356.85,10.7615496992264,13127600,0.0,1.0
2011-02-10,357.39,360.0,348.0,354.54,10.6918868722537,33162500,0.0,1.0
2011-02-09,355.19,359.0,354.87,358.16,10.8010554582456,17240900,0.0,1.0
2011-02-08,353.68,355.52,352.15,355.2,10.7117905371031,13608600,0.0,1.0
2011-02-07,347.89,353.25,347.64,351.88,10.6116690714972,17322200,0.0,1.0
2011-02-04,343.64,346.7,343.51,346.5,10.4494240459071,11494300,0.0,1.0
2011-02-03,343.8,344.24,338.55,343.44,10.3571434179692,14064200,0.0,1.0
2011-02-02,344.45,345.25,343.55,344.32,10.3836816377684,9248400,0.0,1.0
2011-02-01,341.3,345.65,340.98,345.03,10.4050931560154,15236900,0.0,1.0
2011-01-31,335.8,340.04,334.3,339.32,10.2328962980006,13473100,0.0,1.0
2011-01-28,344.17,344.4,333.528,336.1,10.1357905391901,21144900,0.0,1.0
2011-01-27,343.78,344.6928,342.831,343.21,10.3502072923399,10179500,0.0,1.0
2011-01-26,342.96,345.6,341.5,343.85,10.3695078158302,18102700,0.0,1.0
2011-01-25,336.33,341.44,334.57,341.4,10.295622999344,19531000,0.0,1.0
2011-01-24,326.87,337.45,326.72,337.45,10.1765025809274,20524400,0.0,1.0
2011-01-21,333.77,334.88,326.63,326.72,9.85291724178578,26942900,0.0,1.0
2011-01-20,336.43,338.3,330.12,332.68,10.032653366789,27313900,0.0,1.0
2011-01-19,348.35,348.6,336.88,338.84,10.2184209053829,40557600,0.0,1.0
2011-01-18,329.52,344.7625,326.0,340.65,10.2730051983788,67178500,0.0,1.0
2011-01-14,345.89,348.48,344.44,348.48,10.5091350404552,11030000,0.0,1.0
2011-01-13,345.16,346.64,343.85,345.68,10.4246952501852,10599300,0.0,1.0
2011-01-12,343.25,344.43,342.0,344.42,10.3866973445637,10806800,0.0,1.0
2011-01-11,344.88,344.96,339.47,341.64,10.3028606956528,15861000,0.0,1.0
2011-01-10,338.83,343.23,337.17,342.455,10.327438706035,16020000,0.0,1.0
2011-01-07,333.99,336.35,331.9,336.12,10.1363936805492,11140400,0.0,1.0
2011-01-06,334.7194,335.25,332.9,333.73,10.0643182881402,10729600,0.0,1.0
2011-01-05,329.55,334.34,329.5,334.0,10.0724606964877,9125700,0.0,1.0
2011-01-04,332.44,332.5,328.15,331.29,9.99073504233353,11038600,0.0,1.0
2011-01-03,325.64,330.26,324.8365,329.57,9.93886488545342,15897800,0.0,1.0
2010-12-31,322.95,323.48,321.31,322.56,9.72746383909899,6911000,0.0,1.0
2010-12-30,325.48,325.51,323.05,323.66,9.7606366138479,5624800,0.0,1.0
2010-12-29,326.22,326.45,325.1,325.29,9.8097926346122,5826400,0.0,1.0
2010-12-28,325.9102,326.66,325.06,325.47,9.81522090684384,6283000,0.0,1.0
2010-12-27,322.8519,325.44,321.52,324.68,9.79139682316053,8922000,0.0,1.0
2010-12-23,325.0,325.15,323.17,323.6,9.75882718977069,7969900,0.0,1.0
2010-12-22,324.36,325.72,323.55,325.16,9.80587221577824,9497200,0.0,1.0
2010-12-21,323.0,324.39,322.05,324.205,9.77707221588259,9155500,0.0,1.0
2010-12-20,321.6,323.25,318.23,322.21,9.71690886531524,13771800,0.0,1.0
2010-12-17,321.63,321.79,320.23,320.61,9.66865755658956,13818900,0.0,1.0
2010-12-16,321.09,322.61,320.1,321.25,9.68795808007983,11501100,0.0,1.0
2010-12-15,320.0,323.0,319.19,320.36,9.66111828960117,14904000,0.0,1.0
2010-12-14,321.73,322.54,319.0,320.29,9.65900729484442,12536000,0.0,1.0
2010-12-13,324.37,325.06,321.0,321.67,9.70062404862033,15707700,0.0,1.0
2010-12-10,319.65,321.05,318.6,320.56,9.66714970319188,9375400,0.0,1.0
2010-12-09,322.1317,322.5,319.02,319.7575,9.64294865615915,10505400,0.0,1.0
2010-12-08,319.63,321.02,317.11,321.01,9.68072038377098,11497700,0.0,1.0
2010-12-07,323.8,323.99,318.12,318.21,9.59628059350102,13980500,0.0,1.0
2010-12-06,318.64,322.33,318.42,320.15,9.65478530533092,16017200,0.0,1.0
2010-12-03,317.01,318.65,316.34,317.44,9.57305965117678,12217600,0.0,1.0
2010-12-02,317.53,319.0,314.89,318.15,9.59447116942381,16529900,0.0,1.0
2010-12-01,315.27,317.75,315.0,316.4,9.54169630050508,16491100,0.0,1.0
2010-11-30,313.54,314.36,310.87,311.15,9.38337169374892,17923500,0.0,1.0
2010-11-29,315.5,317.48,311.38,316.87,9.55587012244326,15920900,0.0,1.0
2010-11-26,313.74,317.6999,312.94,315.0,9.49947640537011,8485200,0.0,1.0
2010-11-24,312.0,315.4,311.75,314.795,9.49329420643963,14775900,0.0,1.0
2010-11-23,310.45,311.75,306.56,308.73,9.31039158930131,18551700,0.0,1.0
2010-11-22,306.68,313.36,305.87,313.36,9.45001881392628,14038400,0.0,1.0
2010-11-19,307.97,308.4,305.24,306.73,9.2500774533942,13744400,0.0,1.0
2010-11-18,305.2,309.67,304.69,308.43,9.30134446891524,17660400,0.0,1.0
2010-11-17,301.2,303.99,297.76,300.5,9.06219892004355,17123200,0.0,1.0
2010-11-16,305.72,307.6,299.32,301.59,9.09507012411292,23487500,0.0,1.0
2010-11-15,308.46,310.54,306.27,307.035,9.25927535912003,14414500,0.0,1.0
2010-11-12,316.0,316.5,303.63,308.03,9.28928164173382,28423100,0.0,1.0
2010-11-11,315.0,318.4,314.25,316.655,9.54938635283324,12903000,0.0,1.0
2010-11-10,316.64,318.77,313.55,318.03,9.59085232126938,13722400,0.0,1.0
2010-11-09,321.05,321.3,314.5,316.08,9.53204603875995,13698000,0.0,1.0
2010-11-08,317.2,319.7702,316.76,318.62,9.60864499136198,10062800,0.0,1.0
2010-11-05,317.99,319.57,316.75,317.13,9.56371096011118,12901900,0.0,1.0
2010-11-04,315.45,320.18,315.03,318.27,9.59809001757823,22946000,0.0,1.0
2010-11-03,311.37,312.88,308.53,312.8,9.43313085587228,18155300,0.0,1.0
2010-11-02,307.0,310.19,307.0,309.36,9.32939054211205,15497500,0.0,1.0
2010-11-01,302.22,305.6,302.2,304.18,9.17317693011263,15138900,0.0,1.0
2010-10-29,304.23,305.88,300.87,300.98,9.07667431266125,15375400,0.0,1.0
2010-10-28,307.95,308.0,300.9,305.24,9.2051434221434,19680400,0.0,1.0
2010-10-27,307.65,309.9,305.6,307.83,9.28325022814311,14250100,0.0,1.0
2010-10-26,306.87,309.74,305.65,308.05,9.28988478309289,14033200,0.0,1.0
2010-10-25,309.09,311.6,308.44,308.84,9.3137088667762,14016500,0.0,1.0
2010-10-22,309.07,310.04,306.3,307.47,9.27239368367983,13313500,0.0,1.0
2010-10-21,312.36,314.74,306.8,309.52,9.33421567298462,19695000,0.0,1.0
2010-10-20,309.0,314.25,306.87,310.53,9.36467431161771,25772300,0.0,1.0
2010-10-19,303.4,313.77,300.02,309.49,9.33331096094601,44028000,0.0,1.0
2010-10-18,318.47,319.0,314.29,318.0,9.58994760923077,39036100,0.0,1.0
2010-10-15,307.44,315.0,304.91,314.74,9.49163556770218,32935500,0.0,1.0
2010-10-14,301.69,302.47,300.4,302.31,9.11678321303948,15546300,0.0,1.0
2010-10-13,300.2,301.96,299.8,300.14,9.05134237558027,22503300,0.0,1.0
2010-10-12,295.41,299.5,292.49,298.54,9.00309106685458,19948000,0.0,1.0
2010-10-11,294.74,297.24,294.6,295.36,8.90719159076227,15276900,0.0,1.0
2010-10-08,291.7129,294.5,290.0,294.07,8.86828897310218,23514400,0.0,1.0
2010-10-07,290.3362,290.48,286.91,289.22,8.72202719352744,14585700,0.0,1.0
2010-10-06,289.59,291.99,285.26,289.19,8.72112248148883,23959600,0.0,1.0
2010-10-05,282.0,289.45,281.82,288.94,8.71358321450044,17927400,0.0,1.0
2010-10-04,281.6,282.9,277.77,278.64,8.40296541457881,15546500,0.0,1.0
2010-10-01,283.75,286.58,281.35,282.52,8.51997483823861,16005100,0.0,1.0
2010-09-30,289.0,290.0,281.25,283.75,8.55706803182149,24049700,0.0,1.0
2010-09-29,287.23,289.81,286.0,287.37,8.66623661781336,16773000,0.0,1.0
2010-09-28,291.77,291.77,275.0,286.86,8.65085651315704,36965800,0.0,1.0
2010-09-27,293.975,294.73,291.01,291.164,8.78065253362915,17244100,0.0,1.0
2010-09-24,292.1,293.53,290.55,292.32,8.81551410418346,23196000,0.0,1.0
2010-09-23,286.33,292.76,286.0,288.92,8.71298007314137,28075600,0.0,1.0
2010-09-22,282.71,287.98,282.41,287.75,8.67769630363571,20903200,0.0,1.0
2010-09-21,283.86,287.35,282.79,283.77,8.55767117318056,23859800,0.0,1.0
2010-09-20,276.08,283.78,275.85,283.23,8.54138635648564,23524200,0.0,1.0
2010-09-17,277.69,277.96,273.68,275.37,8.30435180237069,22659900,0.0,1.0
2010-09-16,270.24,276.67,269.5,276.57,8.34054028391495,23289400,0.0,1.0
2010-09-15,268.17,270.38,267.84,270.22,8.14904290240987,15334600,0.0,1.0
2010-09-14,266.21,269.17,265.52,268.06,8.08390363563019,14576800,0.0,1.0
2010-09-13,265.82,268.28,265.76,267.04,8.05314342631757,13885000,0.0,1.0
2010-09-10,263.19,264.5,261.4,263.41,7.94367326964616,13840800,0.0,1.0
2010-09-09,265.04,266.52,262.92,263.07,7.93341986654195,15663400,0.0,1.0
2010-09-08,259.78,264.3899,259.1,262.92,7.92889630634892,18805400,0.0,1.0
2010-09-07,256.64,259.53,256.25,257.81,7.77479368910624,12234200,0.0,1.0
2010-09-03,255.09,258.78,254.5,258.77,7.80374447434166,18599600,0.0,1.0
2010-09-02,251.2623,252.17,248.57,252.17,7.60470782584819,14836700,0.0,1.0
2010-09-01,247.47,251.46,246.28,250.33,7.54921882081365,24894200,0.0,1.0
2010-08-31,241.85,244.56,240.35,243.1,7.33118321950944,15028100,0.0,1.0
2010-08-30,240.76,245.75,240.6801,242.5,7.3130889787373,13688900,0.0,1.0
2010-08-27,241.75,242.61,235.56,241.62,7.28655075893818,19585400,0.0,1.0
2010-08-26,245.45,245.75,240.2778,240.28,7.24614028788041,16660900,0.0,1.0
2010-08-25,238.04,243.99,237.2,242.89,7.32485023523919,21316700,0.0,1.0
2010-08-24,242.67,243.0,238.65,239.93,7.23558531409667,21520200,0.0,1.0
2010-08-23,251.79,252.0,245.25,245.8,7.41260730298404,14787200,0.0,1.0
2010-08-20,249.39,253.92,249.0,249.64,7.52841044392569,13722500,0.0,1.0
2010-08-19,252.84,253.48,248.68,249.88,7.53564814023455,15239500,0.0,1.0
2010-08-18,252.36,254.67,251.58,253.07,7.63184918700639,12132000,0.0,1.0
2010-08-17,250.08,254.63,249.2,251.97,7.59867641225748,15094300,0.0,1.0
2010-08-16,247.58,250.01,246.62,247.64,7.46809630801858,11372500,0.0,1.0
2010-08-13,251.65,251.88,249.09,249.1,7.51212562723077,12673900,0.0,1.0
2010-08-12,246.69,253.1,246.12,251.79,7.59324814002584,19104300,0.0,1.0
2010-08-11,255.4,255.69,249.81,250.19,7.54499683130015,22144800,0.0,1.0
2010-08-10,259.85,260.45,257.55,259.41,7.82304499783193,16140000,0.0,1.0
2010-08-09,261.48,262.15,259.57,261.75,7.89361253684326,10826000,0.0,1.0
2010-08-06,259.78,261.49,257.63,260.091,7.84358196110831,15889200,0.0,1.0
2010-08-05,261.73,263.18,260.55,261.7,7.89210468344558,10324900,0.0,1.0
2010-08-04,262.84,264.28,260.311,262.98,7.93070573042613,15013400,0.0,1.0
2010-08-03,261.01,263.26,259.42,261.93,7.8990408090749,14916200,0.0,1.0
2010-08-02,260.44,262.59,259.62,261.85,7.89662824363861,15287700,0.0,1.0
2010-07-30,255.8925,259.7,254.9,257.25,7.75790573105225,16007500,0.0,1.0
2010-07-29,260.71,262.65,256.1,258.11,7.78384080949231,22993100,0.0,1.0
2010-07-28,263.67,265.99,260.25,260.96,7.86978845315995,18570900,0.0,1.0
2010-07-27,260.87,264.8,260.3,264.08,7.96387850517504,20884700,0.0,1.0
2010-07-26,260.0,260.0998,257.71,259.28,7.81912457899797,15019700,0.0,1.0
2010-07-23,257.09,260.38,256.28,259.94,7.83902824384732,19049600,0.0,1.0
2010-07-22,257.68,260.0,255.31,259.024,7.81140436960186,23047100,0.0,1.0
2010-07-21,265.09,265.15,254.0,254.24,7.66713295651205,42345400,0.0,1.0
2010-07-20,242.9,252.9,240.01,251.89,7.59626384682119,38391100,0.0,1.0
2010-07-19,249.88,249.88,239.6,245.58,7.40597274803426,36588500,0.0,1.0
2010-07-16,253.18,254.97,248.41,249.9,7.53625128159362,37137800,0.0,1.0
2010-07-15,248.23,256.97,247.3,251.45,7.58299473692163,29459500,0.0,1.0
2010-07-14,249.38,255.8,249.0,252.727,7.62150531269832,29001700,0.0,1.0
2010-07-13,256.32,256.4,246.43,251.798,7.59348939656947,42533000,0.0,1.0
2010-07-12,258.53,261.85,254.86,257.285,7.75896122843063,20102800,0.0,1.0
2010-07-09,256.89,259.9,255.16,259.62,7.82937798210218,15475800,0.0,1.0
2010-07-08,262.48,262.9,254.89,258.09,7.78323766813324,26362300,0.0,1.0
2010-07-07,250.49,258.77,249.75,258.665,7.80057798220654,23377000,0.0,1.0
2010-07-06,251.0,252.8,246.16,248.63,7.4979518052926,21972700,0.0,1.0
2010-07-02,250.49,250.93,243.2,246.94,7.44698636045109,24780100,0.0,1.0
2010-07-01,254.3,254.8,243.22,248.48,7.49342824509957,36532000,0.0,1.0
2010-06-30,256.71,257.97,250.01,251.53,7.58540730235791,26409000,0.0,1.0
2010-06-29,264.1205,264.39,254.3,256.17,7.72533609766241,40476600,0.0,1.0
2010-06-28,266.93,269.75,264.52,268.3,8.09114133193905,20891000,0.0,1.0
2010-06-25,270.06,270.27,265.81,266.7,8.04289002321336,19640800,0.0,1.0
2010-06-24,271.0,273.195,268.1,269.0,8.11225127950654,25509900,0.0,1.0
