,DPZ_Open,DPZ_High,DPZ_Low,DPZ_Close,DPZ_Adj Close,DPZ_Volume,DPZ_Dividend Amount,DPZ_Split Coefficient
2015-08-27,106.89,108.52,106.2701,107.8,97.8158422995508,328161,0.0,1.0
2015-08-26,106.66,106.66,103.26,106.3,96.454768427108,572468,0.0,1.0
2015-08-25,103.53,106.3,103.08,105.02,95.2933187226236,1039181,0.0,1.0
2015-08-24,99.25,105.26,99.0,101.78,92.3533991581473,736406,0.0,1.0
2015-08-21,106.18,107.08,104.45,104.48,94.8033321285442,888475,0.0,1.0
2015-08-20,109.88,110.303,107.32,107.66,97.6888087381228,569851,0.0,1.0
2015-08-19,112.4,112.4,110.41,110.53,100.292996747397,751256,0.0,1.0
2015-08-18,115.0,115.06,112.86,112.9,102.443493465856,320014,0.0,1.0
2015-08-17,113.75,114.99,112.88,114.99,104.33992306146,295909,0.0,1.0
2015-08-14,114.2,114.499,113.17,114.17,103.595869344524,239408,0.0,1.0
2015-08-13,111.97,114.46,111.94,114.2,103.623090821973,333316,0.0,1.0
2015-08-12,112.0,112.41,109.58,111.88,101.517963232595,412245,0.0,1.0
2015-08-11,112.69,113.56,111.6,113.49,102.978849189017,556537,0.0,1.0
2015-08-10,113.73,114.4,112.51,113.14,102.661265285447,295020,0.0,1.0
2015-08-07,111.94,113.58,110.8,113.43,102.924406234119,416295,0.0,1.0
2015-08-06,114.42,114.78,111.66,111.84,101.48166792933,482251,0.0,1.0
2015-08-05,115.54,116.27,114.25,114.4,103.804567338299,399844,0.0,1.0
2015-08-04,114.42,115.61,113.95,115.23,104.55769488105,354783,0.0,1.0
2015-08-03,113.84,114.69,113.388,114.27,103.686607602687,337142,0.0,1.0
2015-07-31,114.19,114.91,113.404,113.84,103.296433092587,366146,0.0,1.0
2015-07-30,113.51,114.08,112.09,113.84,103.296433092587,295122,0.0,1.0
2015-07-29,111.6,113.8,111.6,113.51,102.996996840649,436536,0.0,1.0
2015-07-28,111.47,111.99,110.745,111.77,101.418151148616,371433,0.0,1.0
2015-07-27,110.72,112.41,110.56,111.31,101.000755161067,452931,0.0,1.0
2015-07-24,112.33,112.76,110.89,110.96,100.683171257497,530798,0.0,1.0
2015-07-23,112.71,113.23,111.53,111.65,101.30926523882,467507,0.0,1.0
2015-07-22,111.22,112.8563,111.22,112.31,101.908137742695,608613,0.0,1.0
2015-07-21,110.95,111.57,110.1001,111.37,101.055198115964,536075,0.0,1.0
2015-07-20,109.97,111.83,109.97,111.04,100.755761864027,762342,0.0,1.0
2015-07-17,115.2,115.32,109.57,110.04,99.8483792823986,2244778,0.0,1.0
2015-07-16,116.96,119.0,114.53,115.57,104.866204958804,1306755,0.0,1.0
2015-07-15,118.8,119.31,117.9,118.54,107.561131226241,548343,0.0,1.0
2015-07-14,119.22,119.7,118.22,118.79,107.787976871648,536755,0.0,1.0
2015-07-13,117.31,119.729,116.69,119.43,108.36870172389,703492,0.0,1.0
2015-07-10,115.02,116.25,114.01,115.92,105.183788862374,345633,0.0,1.0
2015-07-09,114.45,115.0,113.57,113.69,103.160325705343,599461,0.0,1.0
2015-07-08,112.41,114.49,112.4,113.24,102.75200354361,424767,0.0,1.0
2015-07-07,113.37,113.95,112.1,113.42,102.915332408303,445071,0.0,1.0
2015-07-06,113.01,113.34,112.48,113.13,102.652191459631,412025,0.0,1.0
2015-07-02,114.68,115.02,113.21,113.88,103.332728395852,295780,0.0,1.0
2015-07-01,114.77,115.43,114.41,114.55,103.940674725543,381878,0.0,1.0
2015-06-30,114.11,114.97,113.08,113.4,102.89718475667,558530,0.0,1.0
2015-06-29,112.15,114.41,111.85,114.0,103.441614305647,734243,0.0,1.0
2015-06-26,112.46,115.24,112.04,114.9,104.258258629113,878015,0.0,1.0
2015-06-25,112.28,112.87,111.17,111.72,101.372782019534,589432,0.0,1.0
2015-06-24,113.31,113.8206,111.56,111.64,101.300191413004,379734,0.0,1.0
2015-06-23,113.98,113.98,112.83,113.62,103.096808924629,211069,0.0,1.0
2015-06-22,112.79,113.88,112.15,113.86,103.314580744219,346414,0.0,1.0
2015-06-19,112.71,112.77,111.83,111.91,101.545184710044,356814,0.0,1.0
2015-06-18,111.35,113.2,111.291,112.57,102.144057213919,269211,0.0,1.0
2015-06-17,110.97,111.5,109.9,110.92,100.646875954232,211706,0.0,1.0
2015-06-16,110.54,111.41,110.35,110.76,100.501694741171,203670,0.0,1.0
2015-06-15,111.16,111.35,110.3201,110.81,100.547063870253,220212,0.0,1.0
2015-06-12,111.67,113.09,111.39,112.29,101.889990091063,226280,0.0,1.0
2015-06-11,112.44,112.9,111.41,111.93,101.563332361676,255333,0.31,1.0
2015-06-10,110.52,112.58,109.99,112.39,101.69906382866,310890,0.0,1.0
2015-06-09,109.96,110.55,108.79,110.43,99.9255059934063,355652,0.0,1.0
2015-06-08,109.7,110.6,109.011,109.87,99.4187751833338,443808,0.0,1.0
2015-06-05,108.84,110.18,108.2,110.0,99.5364091213864,526560,0.0,1.0
2015-06-04,108.75,109.35,108.21,109.03,98.658678968225,580934,0.0,1.0
2015-06-03,109.49,109.83,108.75,108.99,98.6224839103627,484846,0.0,1.0
2015-06-02,108.48,109.43,108.05,108.87,98.5138987367758,606391,0.0,1.0
2015-06-01,109.58,109.73,108.44,109.05,98.6767764971562,546029,0.0,1.0
2015-05-29,109.11,109.69,108.25,108.66,98.3238746829986,404881,0.0,1.0
2015-05-28,108.85,109.99,108.602,109.21,98.8215567286055,367231,0.0,1.0
2015-05-27,108.53,109.42,108.53,108.65,98.314825918533,421005,0.0,1.0
2015-05-26,108.8,109.18,107.44,108.56,98.2333870383428,324161,0.0,1.0
2015-05-22,110.07,110.24,108.94,109.03,98.658678968225,190258,0.0,1.0
2015-05-21,110.03,110.38,109.61,110.07,99.5997504726454,168813,0.0,1.0
2015-05-20,110.28,111.14,109.2472,110.41,99.9074084644752,178845,0.0,1.0
2015-05-19,111.36,111.42,110.27,110.55,100.034091166993,256279,0.0,1.0
2015-05-18,110.25,111.29,109.796,111.09,100.522724448135,287847,0.0,1.0
2015-05-15,110.23,110.4,109.23,110.34,99.8440671132161,246685,0.0,1.0
2015-05-14,109.32,110.18,108.4801,109.91,99.4549702411961,290016,0.0,1.0
2015-05-13,109.01,109.74,108.5,108.68,98.3419722119297,227803,0.0,1.0
2015-05-12,109.13,109.94,107.51,109.06,98.6858252616218,528655,0.0,1.0
2015-05-11,109.1,110.51,108.57,109.84,99.3916288899371,350190,0.0,1.0
2015-05-08,109.16,109.9799,108.36,109.13,98.7491666128808,363694,0.0,1.0
2015-05-07,105.88,108.595,105.628,107.93,97.6633148770112,348709,0.0,1.0
2015-05-06,106.1,106.82,105.25,106.13,96.0345372732067,343236,0.0,1.0
2015-05-05,107.93,109.47,105.63,105.71,95.6544891656523,493577,0.0,1.0
2015-05-04,108.8,109.92,107.85,107.93,97.6633148770112,410325,0.0,1.0
2015-05-01,108.56,110.05,107.47,108.34,98.0343142201,350678,0.0,1.0
2015-04-30,108.81,109.68,107.72,107.85,97.5909247612865,429971,0.0,1.0
2015-04-29,111.14,111.4025,108.12,109.39,98.9844344889859,517122,0.0,1.0
2015-04-28,110.35,112.16,109.1,111.79,101.156137960725,496522,0.0,1.0
2015-04-27,113.73,113.82,110.04,110.25,99.7626282330259,786599,0.0,1.0
2015-04-24,110.0,114.0,109.7,113.96,103.119719849756,1178338,0.0,1.0
2015-04-23,106.86,110.6595,106.86,109.23,98.8396542575367,2410911,0.0,1.0
2015-04-22,98.97,100.52,98.6,99.8,90.3066693664942,607593,0.0,1.0
2015-04-21,99.95,100.13,99.3,99.4,89.944718787871,270356,0.0,1.0
2015-04-20,100.0,100.64,99.33,99.66,90.179986663976,292024,0.0,1.0
2015-04-17,100.08,100.32,98.72,99.24,89.7999385564217,298301,0.0,1.0
2015-04-16,98.77,100.65,98.77,100.43,90.8767415278258,559140,0.0,1.0
2015-04-15,98.95,100.08,98.01,98.36,89.0036472834506,522264,0.0,1.0
2015-04-14,100.2,100.502,98.1,98.49,89.1212812215031,554162,0.0,1.0
2015-04-13,100.22,101.0,100.0001,100.2,90.6686199451174,320178,0.0,1.0
2015-04-10,99.42,100.94,99.41,100.5,90.9400828790848,434655,0.0,1.0
2015-04-09,99.82,100.67,98.65,99.2,89.7637434985593,602267,0.0,1.0
2015-04-08,99.31,100.84,99.31,100.29,90.7500588253076,521195,0.0,1.0
2015-04-07,100.76,100.95,99.35,99.39,89.9356700234054,377625,0.0,1.0
2015-04-06,100.18,101.54,100.0,100.81,91.2205945775178,499173,0.0,1.0
2015-04-02,100.29,101.08,99.585,100.99,91.3834723378983,241203,0.0,1.0
2015-04-01,100.28,100.81,99.21,100.5,90.9400828790848,324470,0.0,1.0
2015-03-31,102.39,102.56,100.46,100.55,90.9853267014127,323576,0.0,1.0
2015-03-30,101.74,102.735,101.17,102.55,92.7950795945288,267426,0.0,1.0
2015-03-27,100.6,101.83,100.34,101.05,91.4377649246917,287868,0.0,1.0
2015-03-26,100.65,101.51,99.68,100.54,90.9762779369471,260068,0.0,1.0
2015-03-25,103.98,103.98,101.11,101.11,91.4920575114852,213141,0.0,1.0
2015-03-24,103.88,104.83,103.38,104.09,94.1885893222282,376066,0.0,1.0
2015-03-23,104.64,104.8,103.4135,104.02,94.1252479709692,255855,0.0,1.0
2015-03-20,104.4,105.0,104.21,104.63,94.6772226033696,696549,0.0,1.0
2015-03-19,102.16,104.22,102.16,103.77,93.8990288593297,292248,0.0,1.0
2015-03-18,102.15,102.39,100.64,102.17,92.4512265448368,362107,0.0,1.0
2015-03-17,101.53,102.42,101.26,102.15,92.4331290159056,314702,0.0,1.0
2015-03-16,100.41,101.7,100.0,101.53,91.8721056190396,314649,0.0,1.0
2015-03-13,100.46,101.2499,99.53,99.72,90.2342792507695,212605,0.0,1.0
2015-03-12,98.17,100.89,98.16,100.72,91.1391556973276,483599,0.0,1.0
2015-03-11,99.08,99.45,98.0,98.16,88.822671994139,490045,0.31,1.0
2015-03-10,100.97,100.97,99.02,99.03,89.3278075310204,581583,0.0,1.0
2015-03-09,100.82,101.95,100.72,101.36,91.4295321755451,320015,0.0,1.0
2015-03-06,103.1,103.1,100.68,100.87,90.9875385807738,353788,0.0,1.0
2015-03-05,103.74,104.52,103.22,103.38,93.2516282192961,303600,0.0,1.0
2015-03-04,102.15,103.325,101.73,103.28,93.161425444853,347959,0.0,1.0
2015-03-03,104.56,104.56,102.615,102.83,92.7555129598589,476146,0.0,1.0
2015-03-02,101.91,104.51,101.74,104.44,94.2077776283931,591766,0.0,1.0
2015-02-27,104.0,104.0,101.35,101.53,91.5828768920984,667753,0.0,1.0
2015-02-26,103.9,104.89,103.69,104.0,93.8108854208434,364569,0.0,1.0
2015-02-25,103.53,104.92,102.51,103.93,93.7477434787332,661630,0.0,1.0
2015-02-24,103.5,106.459,102.07,103.53,93.3869323809608,1615811,0.0,1.0
2015-02-23,102.53,104.77,102.5,104.5,94.261899293059,922842,0.0,1.0
2015-02-20,101.93,103.08,101.666,102.5,92.4578438041966,461515,0.0,1.0
2015-02-19,102.23,102.5088,101.57,101.75,91.7813229958733,300955,0.0,1.0
2015-02-18,100.74,102.09,100.53,101.85,91.8715257703164,366237,0.0,1.0
2015-02-17,100.0,100.89,99.46,100.67,90.8071330318876,202042,0.0,1.0
2015-02-13,100.1,100.64,99.18,100.0,90.2027744431187,228795,0.0,1.0
2015-02-12,100.51,100.92,99.5701,100.56,90.7079099800001,320005,0.0,1.0
2015-02-11,101.13,101.3393,99.72,100.45,90.6086869281127,220204,0.0,1.0
2015-02-10,99.33,101.5,99.2005,100.93,91.0416602454397,305596,0.0,1.0
2015-02-09,99.19,99.87,98.0,98.63,88.9669964332479,249977,0.0,1.0
2015-02-06,99.77,100.38,98.95,99.86,90.0764905588983,283997,0.0,1.0
2015-02-05,100.0,100.42,99.04,99.74,89.9682472295666,230650,0.0,1.0
2015-02-04,98.32,100.51,98.27,99.72,89.9502066746779,300944,0.0,1.0
2015-02-03,98.8,99.44,97.47,99.37,89.634496964127,286759,0.0,1.0
2015-02-02,99.6,99.78,96.762,98.08,88.4708811738108,423172,0.0,1.0
2015-01-30,100.43,101.17,99.02,99.05,89.345848085909,468751,0.0,1.0
2015-01-29,100.13,101.6,99.03,101.29,91.3663902334349,530808,0.0,1.0
2015-01-28,99.8,100.95,98.94,99.89,90.1035513912312,478756,0.0,1.0
2015-01-27,98.05,99.38,97.76,98.93,89.2376047565773,346464,0.0,1.0
2015-01-26,98.0,98.92,97.98,98.74,89.0662194851354,372731,0.0,1.0
2015-01-23,99.14,99.58,98.08,98.1,88.4889217286994,399598,0.0,1.0
2015-01-22,98.0,99.15,97.4,99.01,89.3097669761318,325418,0.0,1.0
2015-01-21,97.28,97.81,96.841,97.38,87.839461752709,391158,0.0,1.0
2015-01-20,98.95,98.95,97.13,97.51,87.956725359485,477077,0.0,1.0
2015-01-16,96.49,98.57,95.79,98.49,88.8407125490276,704424,0.0,1.0
2015-01-15,98.01,98.39,94.88,96.83,87.3433464932718,1481796,0.0,1.0
2015-01-14,100.24,102.1,98.77,98.91,89.2195642016887,767570,0.0,1.0
2015-01-13,102.5,103.92,101.24,101.7,91.7362216086517,634504,0.0,1.0
2015-01-12,100.71,102.21,100.51,102.12,92.1150732613128,427073,0.0,1.0
2015-01-09,100.78,100.9,99.794,100.5,90.6537883153343,678474,0.0,1.0
2015-01-08,98.44,100.8,98.17,100.78,90.906356083775,706508,0.0,1.0
2015-01-07,95.35,97.59,94.96,97.5,87.9477050820407,624700,0.0,1.0
2015-01-06,94.42,95.64,93.165,94.29,85.0521960224166,727764,0.0,1.0
2015-01-05,95.36,95.94,94.09,95.47,86.1165887608454,570766,0.0,1.0
2015-01-02,94.3,95.018,93.55,94.29,85.0521960224166,401049,0.0,1.0
2014-12-31,95.36,95.58,94.15,94.17,84.9439526930849,293615,0.0,1.0
2014-12-30,95.53,96.39,94.8,94.92,85.6204735014082,347863,0.0,1.0
2014-12-29,95.55,96.11,95.33,95.44,86.0895279285125,327071,0.0,1.0
2014-12-26,95.34,95.85,95.27,95.45,86.0985482059568,162634,0.0,1.0
2014-12-24,95.61,96.63,95.32,95.39,86.0444265412909,125564,0.0,1.0
2014-12-23,96.02,96.945,95.49,95.62,86.2518929225101,317800,0.0,1.0
2014-12-22,95.83,97.15,95.06,95.9,86.5044606909508,339935,0.0,1.0
2014-12-19,94.7,96.43,94.66,95.69,86.3150348646203,759164,0.0,1.0
2014-12-18,93.89,94.45,93.13,94.45,85.1965204615256,432460,0.0,1.0
2014-12-17,93.16,93.92,91.9,93.43,84.2764521622058,433806,0.0,1.0
2014-12-16,93.73,93.85,92.26,92.92,83.8164180125459,418003,0.0,1.0
2014-12-15,94.91,95.31,93.52,94.0,84.7906079765315,322174,0.0,1.0
2014-12-12,93.68,95.68,93.0432,95.07,85.7557776630729,257798,0.0,1.0
2014-12-11,93.49,94.63,93.39,94.12,84.8988513058633,380806,0.25,1.0
2014-12-10,94.56,95.25,93.21,93.32,83.9542312584843,239810,0.0,1.0
2014-12-09,94.94,95.03,93.88,94.92,85.3936522830618,191090,0.0,1.0
2014-12-08,94.25,96.08,94.02,95.4,85.8254785904351,270821,0.0,1.0
2014-12-05,96.1,96.21,94.67,94.89,85.366663138851,361181,0.0,1.0
2014-12-04,95.73,96.35,95.47,95.93,86.3022868048264,308472,0.0,1.0
2014-12-03,95.31,95.97,94.86,95.7,86.0953700325434,232451,0.0,1.0
2014-12-02,94.2,95.23,94.16,95.09,85.5465907669232,582114,0.0,1.0
2014-12-01,93.79,95.719,93.58,94.2,84.7459128220019,382573,0.0,1.0
2014-11-28,92.83,95.49,92.83,93.85,84.4310394728756,228630,0.0,1.0
2014-11-26,93.11,93.613,92.82,93.23,83.8732638258518,194175,0.0,1.0
2014-11-25,93.28,93.64,92.82,93.16,83.8102891560265,312834,0.0,1.0
2014-11-24,92.82,93.65,92.32,93.37,83.9992131655023,254574,0.0,1.0
2014-11-21,93.2,93.28,92.3,92.7,83.3964556114605,337909,0.0,1.0
2014-11-20,91.17,93.09,91.07,92.47,83.1895388391775,361321,0.0,1.0
2014-11-19,91.61,91.715,90.63,91.41,82.2359224103948,271543,0.0,1.0
2014-11-18,91.16,91.83,91.0,91.52,82.3348826058346,305263,0.0,1.0
2014-11-17,91.46,92.1,91.0,91.02,81.8850635356541,295065,0.0,1.0
2014-11-14,91.95,92.48,91.28,91.46,82.2809043174129,241949,0.0,1.0
2014-11-13,91.99,92.45,91.36,91.87,82.6497559549609,256268,0.0,1.0
2014-11-12,91.21,91.86,90.76,91.65,82.4518355640815,432388,0.0,1.0
2014-11-11,92.23,92.38,91.28,91.57,82.3798645128526,265091,0.0,1.0
2014-11-10,90.87,92.2402,90.61,92.08,82.8386799644367,264877,0.0,1.0
2014-11-07,90.64,90.89,90.35,90.8,81.6871431447747,299529,0.0,1.0
2014-11-06,90.62,91.22,90.06,90.85,81.7321250517927,490821,0.0,1.0
2014-11-05,89.85,90.53,89.59,90.5,81.4172517026664,486304,0.0,1.0
2014-11-04,89.65,90.37,89.65,90.25,81.1923421675762,464517,0.0,1.0
2014-11-03,89.15,89.679,88.83,89.55,80.5625954693235,395752,0.0,1.0
2014-10-31,89.2,89.32,88.63,88.79,79.8788704826492,533605,0.0,1.0
2014-10-30,88.97,89.3,88.62,88.88,79.9598379152816,275671,0.0,1.0
2014-10-29,88.53,89.1,88.18,88.98,80.0498017293177,342707,0.0,1.0
2014-10-28,88.66,89.0,88.01,89.0,80.067794492125,393605,0.0,1.0
2014-10-27,87.65,88.35,87.36,88.26,79.4020622682579,319978,0.0,1.0
2014-10-24,87.33,88.03,87.05,87.68,78.8802721468485,488951,0.0,1.0
2014-10-23,86.945,87.43,86.55,87.3,78.5384096535113,765930,0.0,1.0
2014-10-22,86.12,86.84,85.77,86.45,77.7737172342045,553450,0.0,1.0
2014-10-21,85.9,86.27,85.251,85.99,77.3598836896385,858449,0.0,1.0
2014-10-20,84.86,86.15,84.86,86.0,77.3688800710421,400061,0.0,1.0
2014-10-17,84.7,85.0,84.31,84.84,76.3252998282234,562027,0.0,1.0
2014-10-16,82.55,84.33,82.51,83.93,75.5066291204949,1071097,0.0,1.0
2014-10-15,83.6,84.73,83.31,83.65,75.2547304411939,1553706,0.0,1.0
2014-10-14,78.22,84.51,78.0,84.3,75.8394952324285,2278220,0.0,1.0
2014-10-13,76.14,77.44,75.64,75.72,68.1205999881315,782830,0.0,1.0
2014-10-10,76.56,77.38,76.2,76.41,68.7413503049805,496135,0.0,1.0
2014-10-09,77.91,77.95,76.64,76.7,69.0022453656852,403692,0.0,1.0
2014-10-08,77.05,78.01,76.31,77.92,70.0998038969256,607252,0.0,1.0
2014-10-07,77.45,77.68,76.73,76.81,69.1012055611249,459969,0.0,1.0
2014-10-06,77.83,78.05,77.34,77.85,70.0368292271003,349919,0.0,1.0
2014-10-03,77.91,78.18,77.58,77.7,69.9018835060462,553672,0.0,1.0
2014-10-02,77.23,77.79,76.87,77.58,69.7939269292029,553479,0.0,1.0
2014-10-01,76.9,77.32,76.08,77.1,69.3621006218296,1339626,0.0,1.0
2014-09-30,77.43,77.54,76.51,76.96,69.2361512821791,599898,0.0,1.0
2014-09-29,76.6,77.76,76.4376,77.63,69.8389088362209,359318,0.0,1.0
2014-09-26,76.4,77.86,76.21,77.27,69.515039105691,338008,0.0,1.0
2014-09-25,76.43,76.49,75.76,76.3,68.6423901095408,302368,0.0,1.0
2014-09-24,75.83,76.485,75.81,76.36,68.6963683979625,170626,0.0,1.0
2014-09-23,75.79,76.39,75.67,75.83,68.2195601835712,268889,0.0,1.0
2014-09-22,76.94,76.96,75.66,75.86,68.246549327782,225481,0.0,1.0
2014-09-19,76.77,77.23,76.3,77.0,69.2721368077935,510500,0.0,1.0
2014-09-18,76.8,77.0,76.28,76.74,69.0382308912996,378700,0.0,1.0
2014-09-17,76.59,76.944,76.23,76.57,68.8852924074383,304700,0.0,1.0
2014-09-16,75.96,76.76,75.758,76.58,68.8942887888419,420300,0.0,1.0
2014-09-15,76.17,76.34,75.85,76.21,68.5614226769084,203900,0.0,1.0
2014-09-12,76.24,76.26,75.71,76.03,68.3994878116434,271500,0.0,1.0
2014-09-11,75.86,76.38,75.75,76.24,68.5884118211192,198300,0.25,1.0
2014-09-10,75.46,76.26,75.45,76.22,68.3463034253589,262100,0.0,1.0
2014-09-09,75.85,76.24,75.44,75.54,67.7365489471479,268900,0.0,1.0
2014-09-08,76.33,76.5,75.68,76.06,68.2028317834269,334500,0.0,1.0
2014-09-05,75.24,76.47,75.15,76.43,68.5346099553947,198100,0.0,1.0
2014-09-04,75.55,75.94,75.14,75.38,67.5930773052159,162800,0.0,1.0
2014-09-03,76.15,76.24,75.305,75.61,67.7993177904932,325500,0.0,1.0
2014-09-02,75.65,76.15,75.43,76.0,68.1490299177024,311400,0.0,1.0
2014-08-29,75.29,75.71,75.03,75.45,67.6558461485612,276000,0.0,1.0
2014-08-28,74.96,75.42,74.63,75.26,67.4854735737669,184600,0.0,1.0
2014-08-27,75.34,75.41,74.98,75.16,67.3958037975594,230800,0.0,1.0
2014-08-26,75.01,75.52,74.73,75.25,67.4765065961462,221900,0.0,1.0
2014-08-25,74.6,75.09,74.35,75.03,67.2792330884896,177200,0.0,1.0
2014-08-22,74.6,74.6,74.02,74.03,66.3825353264146,253200,0.0,1.0
2014-08-21,74.82,74.91,74.21,74.75,67.0281577151086,337700,0.0,1.0
2014-08-20,75.04,75.15,74.41,74.66,66.9474549165219,261400,0.0,1.0
2014-08-19,75.3,75.396,74.97,75.15,67.3868368199387,157700,0.0,1.0
2014-08-18,74.81,75.365,74.81,75.04,67.2882000661104,225100,0.0,1.0
2014-08-15,74.99,74.99,74.03,74.55,66.8488181626936,214200,0.0,1.0
2014-08-14,74.46,74.77,74.12,74.75,67.0281577151086,192600,0.0,1.0
2014-08-13,74.0,74.63,73.57,74.49,66.7950162969691,333100,0.0,1.0
2014-08-12,72.78,73.81,72.76,73.7,66.0866250649298,541800,0.0,1.0
2014-08-11,72.43,72.765,71.99,72.75,65.2347621909586,271400,0.0,1.0
2014-08-08,71.48,72.06,71.4,72.06,64.6160407351268,405400,0.0,1.0
2014-08-07,71.65,72.13,71.23,71.34,63.9704183464328,315900,0.0,1.0
2014-08-06,71.1,72.04,71.04,71.33,63.961451368812,453800,0.0,1.0
2014-08-05,71.06,71.86,70.94,71.3,63.9345504359498,575400,0.0,1.0
2014-08-04,71.38,71.59,70.85,71.3,63.9345504359498,811300,0.0,1.0
2014-08-01,71.6,72.41,69.76,70.17,62.921281964805,985100,0.0,1.0
2014-07-31,72.71,73.274,72.0,72.0,64.5622388694023,395700,0.0,1.0
2014-07-30,74.16,74.32,73.12,73.55,65.9521204006186,301900,0.0,1.0
2014-07-29,74.42,74.61,73.82,73.87,66.2390636844826,393300,0.0,1.0
2014-07-28,74.38,74.64,73.96,74.04,66.3915023040354,332500,0.0,1.0
2014-07-25,74.45,74.64,73.97,74.23,66.5618748788296,439200,0.0,1.0
2014-07-24,75.54,75.61,74.59,74.61,66.9026200284181,449100,0.0,1.0
2014-07-23,76.29,76.426,75.36,75.43,67.6379121933197,588300,0.0,1.0
2014-07-22,74.28,76.44,74.05,76.11,68.2476666715307,1233300,0.0,1.0
2014-07-21,73.18,73.6,72.95,73.39,65.8086487586866,529200,0.0,1.0
2014-07-18,73.01,73.875,72.7,73.23,65.6651771167546,385600,0.0,1.0
2014-07-17,72.56,73.17,72.0,72.6,65.1002575266473,424000,0.0,1.0
2014-07-16,73.63,73.87,72.69,73.04,65.4948045419603,626000,0.0,1.0
2014-07-15,73.63,73.88,72.865,73.25,65.6831110719961,265600,0.0,1.0
2014-07-14,73.83,73.98,73.47,73.65,66.0417901768261,196600,0.0,1.0
2014-07-11,73.58,73.83,73.2172,73.58,65.9790213334808,186700,0.0,1.0
2014-07-10,73.7,74.071,73.34,73.7,66.0866250649298,316400,0.0,1.0
2014-07-09,73.68,74.68,73.68,74.63,66.9205539836596,269600,0.0,1.0
2014-07-08,73.38,73.9299,73.021,73.4,65.8176157363073,488500,0.0,1.0
2014-07-07,73.58,73.89,73.32,73.55,65.9521204006186,290500,0.0,1.0
2014-07-03,73.43,73.771,73.17,73.63,66.0238562215846,271600,0.0,1.0
2014-07-02,73.86,74.05,73.101,73.42,65.8355496915488,320200,0.0,1.0
2014-07-01,73.24,74.32,73.24,74.04,66.3915023040354,419100,0.0,1.0
2014-06-30,72.81,73.13,72.455,73.09,65.5396394300641,431400,0.0,1.0
2014-06-27,72.44,73.35,72.28,72.98,65.4410026762358,421100,0.0,1.0
2014-06-26,72.42,72.7099,71.96,72.57,65.073356593785,422000,0.0,1.0
2014-06-25,71.88,72.72,71.57,72.42,64.9388519294738,324500,0.0,1.0
2014-06-24,71.6,72.4,71.26,72.12,64.6698426008513,526200,0.0,1.0
2014-06-23,71.95,71.95,71.19,71.58,64.1856258093308,569900,0.0,1.0
2014-06-20,71.66,72.0,71.54,71.8,64.3828993169873,634400,0.0,1.0
2014-06-19,72.42,72.68,71.77,71.84,64.4187672274703,334500,0.0,1.0
2014-06-18,70.9,71.99,70.56,71.99,64.5532718917815,423600,0.0,1.0
2014-06-17,70.87,71.3,70.2326,71.0,63.6655411073273,975400,0.0,1.0
2014-06-16,72.39,72.575,72.06,72.18,64.7236444665758,239300,0.0,1.0
2014-06-13,72.37,72.89,72.13,72.54,65.0464556609228,213300,0.0,1.0
2014-06-12,73.38,73.38,72.25,72.36,64.8850500637493,262400,0.0,1.0
2014-06-11,72.54,73.52,72.36,73.36,65.7817478258243,240900,0.25,1.0
2014-06-10,73.73,73.94,72.3,73.06,65.2902390457102,358000,0.0,1.0
2014-06-09,73.87,74.06,73.24,73.42,65.6119538836031,145500,0.0,1.0
2014-06-06,73.35,74.11,73.1,73.91,66.0498435240684,210100,0.0,1.0
2014-06-05,73.37,73.75,72.87,73.31,65.5136521275802,212600,0.0,1.0
2014-06-04,72.5,73.46,72.47,73.23,65.4421599413818,204200,0.0,1.0
2014-06-03,72.75,73.02,72.28,72.67,64.9417146379929,241500,0.0,1.0
2014-06-02,72.59,73.04,71.69,72.99,65.2276833827866,245000,0.0,1.0
2014-05-30,72.3,72.51,71.96,72.45,64.7451111259472,311500,0.0,1.0
2014-05-29,72.67,72.9,72.081,72.47,64.7629841724968,206900,0.0,1.0
2014-05-28,73.37,73.44,72.42,72.42,64.7183015561228,316500,0.0,1.0
2014-05-27,73.23,73.4,72.919,73.34,65.5404616974047,281300,0.0,1.0
2014-05-23,73.3,73.32,72.62,72.9,65.1472546733133,288100,0.0,1.0
2014-05-22,71.78,73.27,71.78,73.16,65.3796042784582,378100,0.0,1.0
2014-05-21,71.28,71.94,70.96,71.74,64.1106179734362,223500,0.0,1.0
2014-05-20,71.91,71.91,70.79,71.24,63.663791809696,438800,0.0,1.0
2014-05-19,71.31,72.59,71.31,72.02,64.3608406251307,281400,0.0,1.0
2014-05-16,71.13,71.6198,70.83,71.53,63.9229509846653,172200,0.0,1.0
2014-05-15,71.12,71.34,70.3,71.21,63.6369822398716,371800,0.0,1.0
2014-05-14,71.51,71.66,71.0003,71.25,63.6727283329708,317600,0.0,1.0
2014-05-13,72.39,72.59,71.59,71.71,64.0838084036118,287000,0.0,1.0
2014-05-12,71.59,72.56,71.31,72.45,64.7451111259472,412300,0.0,1.0
2014-05-09,71.09,71.44,70.58,71.2,63.6280457165968,491200,0.0,1.0
2014-05-08,71.29,72.26,70.69,71.13,63.5654900536732,518200,0.0,1.0
2014-05-07,72.55,72.83,71.07,71.55,63.9408240312149,504800,0.0,1.0
2014-05-06,72.22,72.9,71.92,72.25,64.5663806604511,481600,0.0,1.0
