,BFH_Open,BFH_High,BFH_Low,BFH_Close,BFH_Adj Close,BFH_Volume,BFH_Dividend Amount,BFH_Split Coefficient
2014-03-10,288.06,289.29,282.99,284.2,199.57476244445,489500,0.0,1.0
2014-03-07,287.28,288.53,284.97,287.78,202.088758396424,415500,0.0,1.0
2014-03-06,285.53,286.77,282.03,286.14,200.937095446358,485700,0.0,1.0
2014-03-05,285.5,286.36,282.01,284.0,199.434315743222,398400,0.0,1.0
2014-03-04,281.96,287.53,281.6,287.13,201.632306617434,525900,0.0,1.0
2014-03-03,281.32,281.325,274.05,278.2,195.361361407621,758700,0.0,1.0
2014-02-28,284.72,287.39,282.02,285.11,200.213794935035,649600,0.0,1.0
2014-02-27,282.6,286.28,280.7104,284.27,199.623918789879,633200,0.0,1.0
2014-02-26,287.18,288.45,284.14,285.28,200.333174631079,679200,0.0,1.0
2014-02-25,285.54,289.78,284.29,285.48,200.473621332306,589800,0.0,1.0
2014-02-24,280.0,288.22,278.6,286.3,201.04945280734,649000,0.0,1.0
2014-02-21,285.01,285.7,282.352,282.95,198.696970561777,688800,0.0,1.0
2014-02-20,282.64,284.43,279.2601,284.23,199.595829449634,879900,0.0,1.0
2014-02-19,284.63,285.53,279.98,280.69,197.109922837905,402000,0.0,1.0
2014-02-18,279.59,284.03,279.51,283.93,199.385159397792,488600,0.0,1.0
2014-02-14,279.39,281.8,276.6,280.11,196.702627404345,430100,0.0,1.0
2014-02-13,275.51,279.64,272.91,279.4,196.204041614987,686900,0.0,1.0
2014-02-12,273.89,278.33,273.1,276.5,194.167564447186,720300,0.0,1.0
2014-02-11,267.51,275.44,266.62,273.9,192.341757331227,737800,0.0,1.0
2014-02-10,266.65,268.07,263.05,268.0,188.198579645012,921000,0.0,1.0
2014-02-07,260.03,270.595,259.05,265.08,186.148057807089,1287600,0.0,1.0
2014-02-06,238.51,258.772,237.63,258.55,181.562473012007,1937300,0.0,1.0
2014-02-05,235.13,237.45,230.525,234.2,164.463087137544,1069600,0.0,1.0
2014-02-04,236.11,238.19,235.43,236.68,166.204626232767,601400,0.0,1.0
2014-02-03,240.0,243.73,233.76,235.73,165.537504401936,1719600,0.0,1.0
2014-01-31,244.82,247.4,239.0,239.66,168.297282081058,1202100,0.0,1.0
2014-01-30,248.3,249.91,246.03,248.95,174.821031353081,659000,0.0,1.0
2014-01-29,241.61,248.56,241.355,244.95,172.012097328529,734400,0.0,1.0
2014-01-28,242.31,246.37,242.31,245.89,172.672196824299,676300,0.0,1.0
2014-01-27,251.34,251.34,240.48,241.96,169.912419145176,1242500,0.0,1.0
2014-01-24,253.44,254.89,249.11,249.72,175.361751152808,676900,0.0,1.0
2014-01-23,259.46,263.36,254.87,255.94,179.729643560987,791400,0.0,1.0
2014-01-22,254.6,262.65,254.225,261.94,183.943044597815,695300,0.0,1.0
2014-01-21,258.17,259.008,254.01,254.73,178.87994101856,598400,0.0,1.0
2014-01-17,255.33,257.48,253.43,256.89,180.396765391818,530400,0.0,1.0
2014-01-16,252.9,256.42,252.546,254.96,179.041454724971,523900,0.0,1.0
2014-01-15,256.35,258.57,253.295,253.5,178.01619380601,634000,0.0,1.0
2014-01-14,252.36,255.83,250.17,255.82,179.64537554025,469600,0.0,1.0
2014-01-13,256.95,258.37,249.61,251.01,176.267632375726,657600,0.0,1.0
2014-01-10,258.94,260.55,257.14,258.26,181.358825295227,1020400,0.0,1.0
2014-01-09,259.15,263.31,258.84,258.97,181.857411084585,611600,0.0,1.0
2014-01-08,256.02,258.25,255.0,257.99,181.16922224857,832900,0.0,1.0
2014-01-07,254.99,255.27,251.669,255.19,179.202968431383,1290300,0.0,1.0
2014-01-06,264.05,264.08,258.08,258.29,181.379892300411,668900,0.0,1.0
2014-01-03,263.1,265.3499,262.36,263.7,185.178975568618,498000,0.0,1.0
2014-01-02,262.44,262.68,258.78,262.34,184.223938000271,547800,0.0,1.0
2013-12-31,260.99,264.31,260.5,262.93,184.638255768892,580800,0.0,1.0
2013-12-30,257.47,260.6,256.738,260.05,182.615823271214,468800,0.0,1.0
2013-12-27,256.16,259.36,256.0,258.15,181.281579609552,457100,0.0,1.0
2013-12-26,255.72,258.26,253.18,255.3,179.280214117058,436000,0.0,1.0
2013-12-24,255.46,256.07,252.26,254.22,178.521801930429,335000,0.0,1.0
2013-12-23,252.0,259.42,251.87,255.87,179.680487215557,869000,0.0,1.0
2013-12-20,251.05,256.77,250.5,250.5,175.909493287595,5801700,0.0,1.0
2013-12-19,252.34,255.38,250.0883,251.0,176.260610040665,711200,0.0,1.0
2013-12-18,248.97,254.4,246.59,254.17,178.486690255122,614800,0.0,1.0
2013-12-17,254.4,254.4,243.03,248.12,174.238177542987,768900,0.0,1.0
2013-12-16,252.55,255.54,248.16,248.64,174.603338966179,780700,0.0,1.0
2013-12-13,245.97,250.96,244.7523,250.87,176.169319684867,806800,0.0,1.0
2013-12-12,248.0,248.27,240.4,245.97,172.72837550479,1164500,0.0,1.0
2013-12-11,248.38,249.51,243.312,243.7,171.134305445856,513900,0.0,1.0
2013-12-10,245.85,250.91,245.85,247.28,173.648301397831,493200,0.0,1.0
2013-12-09,248.97,250.8061,245.6,245.84,172.637085148992,490800,0.0,1.0
2013-12-06,242.9,249.58,242.07,248.7,174.645472976547,615000,0.0,1.0
2013-12-05,240.0,242.18,239.444,241.42,169.533213051861,299700,0.0,1.0
2013-12-04,238.91,241.68,238.49,241.09,169.301475994836,342800,0.0,1.0
2013-12-03,240.34,243.35,238.985,240.99,169.231252644222,540000,0.0,1.0
2013-12-02,240.77,242.82,238.055,239.94,168.493907462777,694100,0.0,1.0
2013-11-29,242.18,244.725,241.968,242.26,170.123089197017,224000,0.0,1.0
2013-11-27,241.87,243.99,240.82,241.63,169.68068208815,388700,0.0,1.0
2013-11-26,244.39,244.39,239.22,240.72,169.041649597565,566200,0.0,1.0
2013-11-25,243.28,244.25,240.8117,242.82,170.516339960455,405400,0.0,1.0
2013-11-22,243.5,244.75,241.97,243.27,170.832345038217,528700,0.0,1.0
2013-11-21,245.66,245.98,242.35,243.14,170.741054682419,716300,0.0,1.0
2013-11-20,247.73,250.015,243.92,244.58,171.752270931258,694200,0.0,1.0
2013-11-19,248.46,250.73,246.57,247.7,173.943239470409,484000,0.0,1.0
2013-11-18,249.0,251.64,247.26,248.4,174.434802924705,423200,0.0,1.0
2013-11-15,251.01,253.77,247.25,249.11,174.933388714064,580600,0.0,1.0
2013-11-14,248.97,251.67,248.86,251.27,176.450213087322,407000,0.0,1.0
2013-11-13,242.47,248.68,240.06,248.48,174.490981605196,476700,0.0,1.0
2013-11-12,244.89,246.48,243.405,244.15,171.450310523618,492200,0.0,1.0
2013-11-11,242.95,246.35,242.95,244.63,171.787382606565,365600,0.0,1.0
2013-11-08,237.67,243.04,237.61,242.86,170.5444293007,627200,0.0,1.0
2013-11-07,243.32,245.63,237.24,237.45,166.745346032493,556200,0.0,1.0
2013-11-06,241.58,243.85,240.47,243.21,170.790211027849,726900,0.0,1.0
2013-11-05,239.1,241.55,237.46,240.03,168.557108478329,569400,0.0,1.0
2013-11-04,238.29,240.47,237.03,239.56,168.227058730445,451100,0.0,1.0
2013-11-01,236.73,238.49,235.02,236.78,166.274849583381,399200,0.0,1.0
2013-10-31,235.0,238.67,234.01,237.06,166.471474965099,544600,0.0,1.0
2013-10-30,236.82,236.93,233.79,235.45,165.340879020217,345500,0.0,1.0
2013-10-29,235.03,236.5096,233.18,236.09,165.790308464145,279400,0.0,1.0
2013-10-28,234.51,235.44,231.74,233.59,164.0347246988,373900,0.0,1.0
2013-10-25,236.72,237.04,233.72,234.47,164.652690184202,310900,0.0,1.0
2013-10-24,233.3,236.005,232.78,235.8,165.586660747365,558800,0.0,1.0
2013-10-23,233.73,234.65,230.59,233.33,163.852143987204,254100,0.0,1.0
2013-10-22,233.82,234.97,231.1,232.33,163.149910481066,267600,0.0,1.0
2013-10-21,233.15,233.99,231.5,232.62,163.353558197846,330000,0.0,1.0
2013-10-18,228.45,231.934,227.416,231.08,162.272118598393,449700,0.0,1.0
2013-10-17,226.63,231.74,224.49,227.07,159.45616223878,620900,0.0,1.0
2013-10-16,225.56,226.26,224.2,225.49,158.346633299081,528900,0.0,1.0
2013-10-15,225.37,226.04,223.83,223.89,157.22305968926,372400,0.0,1.0
2013-10-14,223.1,225.98,222.51,225.64,158.451968325002,353500,0.0,1.0
2013-10-11,219.83,225.43,219.495,223.55,156.984300297174,420000,0.0,1.0
2013-10-10,215.77,220.49,214.15,220.37,154.751197747654,265000,0.0,1.0
2013-10-09,215.49,215.49,211.82,214.01,150.284992648616,589000,0.0,1.0
2013-10-08,215.87,218.1,214.75,215.51,151.338342907823,713500,0.0,1.0
2013-10-07,216.39,217.14,214.43,215.99,151.675414990769,386400,0.0,1.0
2013-10-04,215.81,218.275,213.11,217.86,152.988591647248,426300,0.0,1.0
2013-10-03,213.77,214.21,209.71,212.47,149.203553049163,267200,0.0,1.0
2013-10-02,213.66,214.17,212.074,213.93,150.228813968125,428500,0.0,1.0
2013-10-01,211.23,214.99,211.23,214.36,150.530774375764,479600,0.0,1.0
2013-09-30,207.19,211.99,207.0,211.47,148.501319543025,368100,0.0,1.0
2013-09-27,209.94,210.74,208.98,209.28,146.963428164583,199400,0.0,1.0
2013-09-26,209.54,212.02,209.54,211.18,148.297671826245,251200,0.0,1.0
2013-09-25,210.15,211.71,209.04,209.52,147.131964206056,208700,0.0,1.0
2013-09-24,209.17,212.66,207.03,210.69,147.953577408237,402100,0.0,1.0
2013-09-23,209.05,209.84,206.47,208.84,146.654445421882,213000,0.0,1.0
2013-09-20,210.57,220.02,208.87,209.75,147.293477912468,484700,0.0,1.0
2013-09-19,211.0,212.25,210.095,210.43,147.770996696642,290700,0.0,1.0
2013-09-18,209.7,211.59,207.68,210.75,147.995711418606,287000,0.0,1.0
2013-09-17,204.98,209.825,204.98,209.75,147.293477912468,285600,0.0,1.0
2013-09-16,208.65,208.65,203.62,205.06,144.00000276868,386700,0.0,1.0
2013-09-13,208.25,208.25,205.63,206.09,144.723303280002,214100,0.0,1.0
2013-09-12,206.95,209.38,206.34,208.05,146.099680952033,350800,0.0,1.0
2013-09-11,205.42,207.7,204.59,207.25,145.537894147122,284000,0.0,1.0
2013-09-10,204.4,206.03,202.98,205.93,144.61094591902,279400,0.0,1.0
2013-09-09,199.54,203.61,199.14,202.92,142.497223065544,349100,0.0,1.0
2013-09-06,198.35,202.31,196.19,199.43,140.046428129122,516600,0.0,1.0
2013-09-05,198.36,199.02,197.02,197.97,139.021167210161,199300,0.0,1.0
2013-09-04,196.67,199.09,196.15,198.85,139.639132695562,248500,0.0,1.0
2013-09-03,198.28,200.48,194.29,196.74,138.157419997611,880000,0.0,1.0
2013-08-30,198.62,199.8125,195.27,195.7,137.427097151227,263600,0.0,1.0
2013-08-29,196.6,199.52,196.285,198.7,139.533797669642,292200,0.0,1.0
2013-08-28,196.23,197.15,195.26,196.61,138.066129641813,222500,0.0,1.0
2013-08-27,199.9,200.48,195.98,196.22,137.792258574419,358900,0.0,1.0
2013-08-26,202.07,203.33,200.8,201.34,141.387694125846,186800,0.0,1.0
2013-08-23,202.37,203.02,200.9,202.3,142.061838291739,179300,0.0,1.0
2013-08-22,201.87,202.73,200.53,202.25,142.026726616432,330700,0.0,1.0
2013-08-21,201.19,203.66,200.8,201.43,141.450895141399,420300,0.0,1.0
2013-08-20,199.9,202.04,199.61,201.6,141.570274837442,609900,0.0,1.0
2013-08-19,201.61,203.1,199.85,199.85,140.3413662017,396800,0.0,1.0
2013-08-16,199.8,203.11,198.26,202.55,142.237396668273,560300,0.0,1.0
2013-08-15,202.05,203.56,198.89,199.7,140.23603117578,785300,0.0,1.0
2013-08-14,207.45,208.84,205.312,205.39,144.231739825706,252700,0.0,1.0
2013-08-13,207.0,208.08,206.49,207.75,145.889010900191,319900,0.0,1.0
2013-08-12,205.62,207.41,205.02,206.7,145.151665718746,211300,0.0,1.0
2013-08-09,206.38,206.56,204.47,206.01,144.667124599511,210000,0.0,1.0
2013-08-08,204.65,207.12,203.12,206.14,144.758414955309,242200,0.0,1.0
2013-08-07,204.49,204.49,201.46,203.46,142.876429158859,293100,0.0,1.0
2013-08-06,204.54,206.87,203.155,204.65,143.712087031163,480500,0.0,1.0
2013-08-05,202.96,205.11,201.73,205.04,143.985958098557,398700,0.0,1.0
2013-08-02,201.77,203.93,201.575,203.11,142.630647431711,335700,0.0,1.0
2013-08-01,199.38,203.82,197.62,203.23,142.714915452447,744000,0.0,1.0
2013-07-31,194.86,199.91,193.74,197.78,138.887742843995,813300,0.0,1.0
2013-07-30,192.0,195.07,190.24,193.58,135.938362118215,1201600,0.0,1.0
2013-07-29,192.14,193.16,191.15,192.02,134.842877848639,1193800,0.0,1.0
2013-07-26,191.14,191.97,190.34,191.76,134.660297137043,1311900,0.0,1.0
2013-07-25,190.06,191.55,189.01,191.29,134.330247389158,1272200,0.0,1.0
2013-07-24,190.66,191.74,189.4,190.54,133.803572259555,969900,0.0,1.0
2013-07-23,189.12,191.208,188.4,190.31,133.642058553143,910100,0.0,1.0
2013-07-22,188.41,189.0,187.22,188.76,132.553596618629,766800,0.0,1.0
2013-07-19,187.75,189.0,186.78,188.79,132.574663623813,928500,0.0,1.0
2013-07-18,188.21,190.524,187.6,188.78,132.567641288752,790400,0.0,1.0
2013-07-17,188.74,189.41,186.83,188.1,132.090122504578,850600,0.0,1.0
2013-07-16,189.71,191.0,187.55,187.96,131.991809813718,906900,0.0,1.0
2013-07-15,191.46,192.17,189.61,190.05,133.459477841547,666500,0.0,1.0
2013-07-12,187.94,191.35,187.45,190.51,133.782505254371,1315200,0.0,1.0
2013-07-11,183.88,187.9,183.36,187.61,131.74602808657,1441200,0.0,1.0
2013-07-10,183.4,185.38,181.14,182.72,128.312106241555,1166700,0.0,1.0
2013-07-09,184.12,185.0,183.28,183.78,129.056473758061,683400,0.0,1.0
2013-07-08,182.72,184.65,181.96,183.86,129.112652438552,792900,0.0,1.0
2013-07-05,181.25,183.27,179.62,182.32,128.031212839099,664800,0.0,1.0
2013-07-03,178.49,181.69,171.3,180.09,126.465232120411,703200,0.0,1.0
2013-07-02,180.38,180.94,178.28,179.51,126.057936686851,733000,0.0,1.0
2013-07-01,180.99,182.76,180.0,180.19,126.535455471025,867300,0.0,1.0
2013-06-28,179.67,182.65,179.51,181.03,127.125331616181,1316100,0.0,1.0
2013-06-27,179.1,180.82,178.75,180.07,126.451187450289,812100,0.0,1.0
2013-06-26,176.85,181.0,176.1,178.36,125.250368154793,1076900,0.0,1.0
2013-06-25,173.1,174.84,171.51,174.1,122.258853418644,846900,0.0,1.0
2013-06-24,171.54,173.57,169.93,172.16,120.896520416736,1031400,0.0,1.0
2013-06-21,173.75,174.07,170.87,172.63,121.226570164621,1052200,0.0,1.0
2013-06-20,177.04,177.87,172.66,173.09,121.549597577445,1060100,0.0,1.0
2013-06-19,179.45,181.65,178.57,178.73,125.510194552064,784800,0.0,1.0
2013-06-18,178.49,180.42,177.705,179.84,126.289673743877,838500,0.0,1.0
2013-06-17,179.7,180.39,177.402,178.82,125.573395567616,727400,0.0,1.0
2013-06-14,179.54,181.0,177.12,177.79,124.850095056294,616300,0.0,1.0
2013-06-13,178.33,180.89,177.03,180.35,126.647812832007,718300,0.0,1.0
2013-06-12,177.83,181.738,177.7,178.57,125.397837191082,1099300,0.0,1.0
2013-06-11,174.62,178.57,173.79,177.42,124.590268659023,932300,0.0,1.0
2013-06-10,178.55,179.22,176.29,176.49,123.937191498314,867100,0.0,1.0
2013-06-07,178.53,180.46,177.25,178.37,125.257390489854,895100,0.0,1.0
2013-06-06,173.46,178.39,173.46,178.31,125.215256479486,879500,0.0,1.0
2013-06-05,176.25,176.55,173.3665,173.58,121.893691995452,924300,0.0,1.0
2013-06-04,174.41,178.49,174.28,176.66,124.056571194358,1015400,0.0,1.0
2013-06-03,177.74,178.39,173.42,174.03,122.209697073215,1267700,0.0,1.0
2013-05-31,180.27,181.16,177.04,177.09,124.358531601997,1322000,0.0,1.0
2013-05-30,181.12,181.4,177.93,180.97,127.083197605813,1151900,0.0,1.0
2013-05-29,181.5,183.09,180.52,181.13,127.195554966795,579400,0.0,1.0
2013-05-28,182.75,185.324,182.1,183.03,128.529798628457,557800,0.0,1.0
2013-05-24,180.0,182.355,179.01,181.63,127.546671719864,530900,0.0,1.0
2013-05-23,178.14,179.41,175.77,178.44,125.306546835284,491100,0.0,1.0
2013-05-22,181.21,182.72,178.2,179.03,125.720864603905,299000,0.0,1.0
2013-05-21,179.66,182.258,179.66,180.88,127.019996590261,355700,0.0,1.0
2013-05-20,178.08,180.54,177.81,179.62,126.135182372527,287000,0.0,1.0
2013-05-17,177.35,178.89,177.32,178.08,125.053742773074,285100,0.0,1.0
2013-05-16,178.43,179.99,177.21,177.36,124.548134648654,287200,0.0,1.0
2013-05-15,176.77,178.84,176.22,178.64,125.446993536511,402800,0.0,1.0
2013-05-14,175.45,177.92,175.45,177.23,124.456844292856,346700,0.0,1.0
2013-05-13,177.13,177.835,175.505,176.05,123.628208755614,193200,0.0,1.0
2013-05-10,176.5,177.56,175.89,177.19,124.428754952611,324000,0.0,1.0
2013-05-09,174.22,177.45,173.76,176.43,123.895057487946,472100,0.0,1.0
2013-05-08,173.47,174.37,172.85,174.34,122.427389460117,453900,0.0,1.0
2013-05-07,173.12,174.4,172.475,173.49,121.8304909799,406600,0.0,1.0
2013-05-06,173.79,174.49,172.04,172.66,121.247637169805,341600,0.0,1.0
2013-05-03,174.86,175.45,172.84,173.95,122.153518392723,371700,0.0,1.0
2013-05-02,167.45,172.82,167.45,172.54,121.163369149069,420300,0.0,1.0
2013-05-01,170.49,171.63,169.57,170.44,119.688678786179,605300,0.0,1.0
2013-04-30,168.26,171.77,168.01,171.77,120.622649349342,790500,0.0,1.0
2013-04-29,167.13,169.12,167.07,168.44,118.284211773903,363000,0.0,1.0
2013-04-26,166.07,167.34,165.7,166.89,117.195749839388,298700,0.0,1.0
2013-04-25,166.29,167.25,165.46,166.19,116.704186385092,288500,0.0,1.0
2013-04-24,166.38,167.0,165.29,165.85,116.465426993005,414100,0.0,1.0
2013-04-23,165.91,167.51,165.495,166.42,116.865700091504,709300,0.0,1.0
2013-04-22,160.32,165.77,159.85,164.96,115.840439172542,930900,0.0,1.0
2013-04-19,158.78,160.43,157.73,160.07,112.406517327527,728200,0.0,1.0
2013-04-18,158.25,161.5,157.27,158.34,111.191653361908,1104400,0.0,1.0
2013-04-17,157.16,158.24,156.37,157.1,110.320883814296,770100,0.0,1.0
2013-04-16,156.22,157.7,155.21,157.64,110.700089907611,734900,0.0,1.0
2013-04-15,156.2,157.46,155.58,155.93,109.499270612115,718000,0.0,1.0
2013-04-12,158.12,158.49,156.8,157.87,110.861603614023,364500,0.0,1.0
2013-04-11,156.5,158.68,156.15,158.51,111.311033057951,436300,0.0,1.0
2013-04-10,154.75,157.205,154.73,156.22,109.702918328895,517800,0.0,1.0
2013-04-09,155.91,155.91,152.8,154.32,108.368674667232,733700,0.0,1.0
2013-04-08,155.42,155.97,153.76,155.05,108.881305126713,453700,0.0,1.0
2013-04-05,156.94,157.04,154.64,155.35,109.091975178555,568500,0.0,1.0
2013-04-04,158.4,159.32,157.43,158.02,110.966938639943,345600,0.0,1.0
2013-04-03,159.6,160.11,157.41,158.41,111.240809707337,389700,0.0,1.0
2013-04-02,160.36,161.11,159.305,159.84,112.245003621115,217400,0.0,1.0
2013-04-01,161.54,163.25,159.8,160.37,112.617187379368,339700,0.0,1.0
2013-03-28,159.71,162.07,159.23,161.89,113.684582308698,364200,0.0,1.0
2013-03-27,157.13,160.25,156.81,159.71,112.153713265317,366300,0.0,1.0
2013-03-26,158.18,159.065,156.45,157.94,110.910759959452,474600,0.0,1.0
2013-03-25,157.91,159.41,157.22,157.62,110.686045237488,279900,0.0,1.0
2013-03-22,157.03,157.87,156.46,157.46,110.573687876506,349700,0.0,1.0
2013-03-21,155.35,157.22,154.76,156.5,109.899543710614,388100,0.0,1.0
2013-03-20,157.5,157.99,155.89,156.2,109.688873658772,601500,0.0,1.0
2013-03-19,157.08,157.81,155.92,156.74,110.068079752087,484100,0.0,1.0
2013-03-18,156.9,158.18,156.34,156.57,109.948700056043,452100,0.0,1.0
2013-03-15,157.74,158.52,157.448,157.84,110.840536608839,381600,0.0,1.0
2013-03-14,157.41,158.11,157.0,157.83,110.833514273777,385300,0.0,1.0
2013-03-13,157.1,157.65,156.52,156.89,110.173414778007,486100,0.0,1.0
2013-03-12,157.67,158.485,156.77,156.81,110.117236097516,251300,0.0,1.0
2013-03-11,157.7,158.63,157.21,157.82,110.826491938716,242300,0.0,1.0
2013-03-08,158.98,159.2,157.32,157.85,110.8475589439,334200,0.0,1.0
2013-03-07,159.36,159.36,157.55,158.48,111.289966052767,497300,0.0,1.0
2013-03-06,159.62,160.0,158.62,159.61,112.083489914703,603000,0.0,1.0
2013-03-05,159.28,159.975,158.255,158.96,111.627038135713,411300,0.0,1.0
2013-03-04,158.42,159.29,157.26,158.93,111.605971130529,697300,0.0,1.0
2013-03-01,157.79,158.79,156.3,158.58,111.360189403381,368400,0.0,1.0
2013-02-28,158.06,159.965,157.76,158.69,111.437435089056,567200,0.0,1.0
2013-02-27,154.65,158.42,154.65,157.75,110.777335593286,412000,0.0,1.0
2013-02-26,155.45,156.108,154.1001,155.64,109.295622895335,386500,0.0,1.0
2013-02-25,154.33,157.65,153.97,155.43,109.148153859046,936100,0.0,1.0
2013-02-22,152.27,154.52,151.62,154.02,108.158004615391,337500,0.0,1.0
2013-02-21,152.27,153.25,151.4,152.05,106.774604608299,496300,0.0,1.0
2013-02-20,154.94,155.95,152.69,152.77,107.280212732718,362200,0.0,1.0
2013-02-19,155.64,156.63,154.77,154.94,108.804059441038,382500,0.0,1.0
2013-02-15,152.75,157.33,152.75,155.41,109.134109188923,680100,0.0,1.0
2013-02-14,152.27,152.618,151.68,152.37,106.999319330263,410100,0.0,1.0
2013-02-13,152.38,152.93,151.68,152.32,106.964207654956,540800,0.0,1.0
2013-02-12,153.49,153.64,152.0,152.32,106.964207654956,389400,0.0,1.0
2013-02-11,154.06,154.35,153.21,153.42,107.736664511708,359000,0.0,1.0
2013-02-08,153.88,154.77,153.31,154.08,108.200138625759,217100,0.0,1.0
2013-02-07,154.46,154.81,152.8,153.74,107.961379233672,462800,0.0,1.0
2013-02-06,155.5,155.73,154.7,155.15,108.951528477327,413500,0.0,1.0
2013-02-05,155.5,156.89,155.2001,155.75,109.37286858101,331200,0.0,1.0
2013-02-04,155.92,157.05,154.62,154.9,108.775970100793,297000,0.0,1.0
2013-02-01,159.38,159.38,156.5,156.75,110.075102087148,493200,0.0,1.0
2013-01-31,157.0,159.05,155.43,157.6,110.672000567365,701400,0.0,1.0
2013-01-30,156.16,156.585,153.38,153.45,107.757731516892,987900,0.0,1.0
2013-01-29,157.3,157.9,155.1,155.98,109.534382287422,426600,0.0,1.0
2013-01-28,158.58,158.58,157.22,157.24,110.419196505156,237500,0.0,1.0
2013-01-25,157.5,158.78,157.31,158.05,110.988005645128,217100,0.0,1.0
2013-01-24,156.83,157.97,156.71,157.53,110.622844221936,256900,0.0,1.0
2013-01-23,155.99,157.55,155.99,157.37,110.510486860954,440700,0.0,1.0
2013-01-22,156.0,157.13,155.34,157.08,110.306839144174,640800,0.0,1.0
2013-01-18,155.79,156.295,154.6,155.8,109.407980256317,452000,0.0,1.0
2013-01-17,157.2,157.974,154.75,156.11,109.62567264322,517700,0.0,1.0
2013-01-16,155.11,157.575,154.7401,156.43,109.850387365184,662000,0.0,1.0
2013-01-15,151.77,155.21,149.83,155.15,108.951528477327,404600,0.0,1.0
2013-01-14,155.84,156.22,153.83,156.22,109.702918328895,785200,0.0,1.0
2013-01-11,155.33,155.88,154.34,155.53,109.21837720966,558500,0.0,1.0
2013-01-10,155.7,156.22,153.58,154.83,108.726813755363,565600,0.0,1.0
2013-01-09,155.97,156.23,155.01,155.57,109.246466549905,416400,0.0,1.0
2013-01-08,154.87,156.67,153.7,155.21,108.993662487695,1050900,0.0,1.0
2013-01-07,150.5,155.32,150.5,154.41,108.431875682785,1237000,0.0,1.0
2013-01-04,150.74,152.48,150.19,151.1,106.107482777468,509800,0.0,1.0
2013-01-03,148.91,152.1,148.78,150.24,105.503561962189,572700,0.0,1.0
2013-01-02,146.87,149.228,146.39,149.04,104.660881754823,573900,0.0,1.0
2012-12-31,143.54,144.97,143.19,144.76,101.655322348552,364500,0.0,1.0
2012-12-28,144.04,144.66,143.62,144.02,101.13566955401,264000,0.0,1.0
2012-12-27,145.17,145.22,142.59,144.38,101.38847361622,478200,0.0,1.0
2012-12-26,146.25,146.62,144.22,145.05,101.858970065332,281200,0.0,1.0
2012-12-24,145.88,146.714,145.66,146.62,102.961476669969,139800,0.0,1.0
2012-12-21,146.04,146.9,145.06,146.31,102.743784283066,1168700,0.0,1.0
2012-12-20,147.09,148.3,147.04,148.02,103.944603578562,384200,0.0,1.0
2012-12-19,145.22,148.41,145.22,146.98,103.214280732179,532000,0.0,1.0
2012-12-18,145.57,146.83,145.28,145.86,102.427779205304,543000,0.0,1.0
2012-12-17,144.21,145.5,143.73,145.46,102.146885802849,307100,0.0,1.0
2012-12-14,144.11,145.03,143.832,144.1,101.191848234501,401300,0.0,1.0
2012-12-13,144.22,144.79,143.38,144.0,101.121624883887,444700,0.0,1.0
2012-12-12,144.85,146.96,144.3,144.8,101.683411688798,607100,0.0,1.0
2012-12-11,142.94,144.98,142.9225,144.83,101.704478693982,1798000,0.0,1.0
2012-12-10,142.47,143.4,141.955,142.62,100.152542645417,335000,0.0,1.0
2012-12-07,142.77,143.64,141.9,142.96,100.391302037504,222400,0.0,1.0
2012-12-06,142.87,143.01,141.42,142.91,100.356190362197,207200,0.0,1.0
2012-12-05,142.52,143.58,141.98,142.74,100.236810666153,418200,0.0,1.0
2012-12-04,142.54,142.99,141.23,142.2,99.8576045728386,435600,0.0,1.0
2012-12-03,143.09,143.73,142.16,142.42,100.012095944189,287000,0.0,1.0
2012-11-30,142.1,143.25,141.584,142.49,100.061252289619,474400,0.0,1.0
2012-11-29,140.54,142.47,140.0,142.13,99.808448227409,441800,0.0,1.0
2012-11-28,139.46,140.36,137.916,140.23,98.4742045657465,288700,0.0,1.0
2012-11-27,140.01,140.48,138.99,139.53,97.9826411114499,757500,0.0,1.0
2012-11-26,140.18,141.81,139.26,140.15,98.4180258852555,487100,0.0,1.0
2012-11-23,140.84,141.02,140.19,140.83,98.8955446694294,212500,0.0,1.0
2012-11-21,140.65,140.92,139.88,140.35,98.5584725864831,296400,0.0,1.0
2012-11-20,141.0,141.387,139.03,140.56,98.7059416227721,261800,0.0,1.0
2012-11-19,137.4,141.8,135.91,140.87,98.923634009675,856800,0.0,1.0
2012-11-16,138.72,140.06,137.01,139.66,98.0739314672478,559900,0.0,1.0
2012-11-15,139.95,140.38,137.95,139.3,97.8211274050381,831300,0.0,1.0
2012-11-14,143.24,143.45,140.25,140.41,98.6006065968514,547700,0.0,1.0
2012-11-13,142.86,143.28,141.92,142.31,99.9348502585138,256400,0.0,1.0
2012-11-12,142.66,144.03,142.23,142.77,100.257877671337,302200,0.0,1.0
2012-11-09,141.57,143.69,139.6401,142.32,99.9418725935752,655700,0.0,1.0
2012-11-08,142.02,143.4099,140.76,141.76,99.5486218301378,488700,0.0,1.0
2012-11-07,142.5,143.73,140.96,142.1,99.7873812222248,328400,0.0,1.0
2012-11-06,143.76,144.77,142.97,143.19,100.552815743915,359200,0.0,1.0
2012-11-05,143.55,143.59,141.65,143.18,100.545793408854,451700,0.0,1.0
2012-11-02,145.0,145.08,143.15,143.43,100.721351785389,358800,0.0,1.0
