,OXM_Open,OXM_High,OXM_Low,OXM_Close,OXM_Adj Close,OXM_Volume,OXM_Dividend Amount,OXM_Split Coefficient
2012-07-09,44.43,44.64,43.38,44.17,35.3860193050747,91400,0.0,1.0
2012-07-06,45.0,45.08,43.83,44.3,35.4901665205979,62400,0.0,1.0
2012-07-05,45.15,46.49,44.85,45.53,36.4755594059328,96600,0.0,1.0
2012-07-03,44.4,45.3,43.99,45.28,36.2752762991574,35600,0.0,1.0
2012-07-02,44.84,44.93,43.76,44.22,35.4260759264298,101900,0.0,1.0
2012-06-29,43.84,44.73,42.82,44.7,35.8106194914386,126900,0.0,1.0
2012-06-28,43.54,44.08,41.45,42.73,34.2323886100485,102100,0.0,1.0
2012-06-27,43.74,44.26,43.49,44.07,35.3059060623646,99200,0.0,1.0
2012-06-26,44.51,44.81,42.99,43.57,34.9053398488138,146500,0.0,1.0
2012-06-25,44.96,45.04,44.2,44.3,35.4901665205979,108400,0.0,1.0
2012-06-22,46.02,47.26,45.74,45.78,36.6758425127082,269100,0.0,1.0
2012-06-21,47.48,47.5,45.35,45.69,36.6037405942691,103800,0.0,1.0
2012-06-20,47.13,47.63,46.63,47.63,38.157937502846,201200,0.0,1.0
2012-06-19,46.7,48.07,46.7,47.03,37.6772580465851,138100,0.0,1.0
2012-06-18,46.0,46.71,45.64,46.44,37.2045899145952,78800,0.0,1.0
2012-06-15,45.56,46.65,44.96,46.48,37.2366352116793,91700,0.0,1.0
2012-06-14,45.19,46.55,44.99,45.32,36.3073215962415,163400,0.0,1.0
2012-06-13,46.44,47.02,44.55,45.01,36.05897054384,195300,0.0,1.0
2012-06-12,45.74,46.64,45.06,46.43,37.1965785903242,117700,0.0,1.0
2012-06-11,47.57,47.75,45.32,45.4,36.3714121904096,140300,0.0,1.0
2012-06-08,45.98,47.62,45.48,46.89,37.5650995067909,101700,0.0,1.0
2012-06-07,48.07,48.4,45.79,46.26,37.0603860777169,358300,0.0,1.0
2012-06-06,47.76,50.44,46.11,47.22,37.8294732077344,493600,0.0,1.0
2012-06-05,43.71,44.05,42.32,43.84,35.1216456041312,348700,0.0,1.0
2012-06-04,43.81,44.2,42.93,43.71,35.017498388608,203500,0.0,1.0
2012-06-01,45.31,45.31,43.27,43.77,35.0655663342341,243600,0.0,1.0
2012-05-31,44.79,46.12,44.71,46.05,36.8921482680256,250500,0.0,1.0
2012-05-30,44.41,44.91,44.05,44.69,35.8026081671675,142800,0.0,1.0
2012-05-29,44.26,45.26,44.26,44.93,35.9948799496719,119000,0.0,1.0
2012-05-25,42.8,44.0,42.7,43.87,35.1456795769443,156700,0.0,1.0
2012-05-24,40.86,43.14,40.86,42.66,34.1763093401514,168000,0.0,1.0
2012-05-23,39.97,40.58,39.12,40.31,32.2936481364628,147000,0.0,1.0
2012-05-22,40.94,41.53,40.07,40.37,32.3417160820889,117000,0.0,1.0
2012-05-21,39.82,40.77,39.4,40.72,32.6221124315744,139300,0.0,1.0
2012-05-18,40.47,40.87,39.55,39.84,31.9171158957251,131200,0.0,1.0
2012-05-17,42.2,42.2,40.44,40.51,32.4538746218831,91300,0.0,1.0
2012-05-16,42.52,42.76,42.01,42.2,33.8077884236847,101800,0.0,1.0
2012-05-15,42.75,43.57,42.29,42.32,33.9039243149369,77000,0.0,1.0
2012-05-14,43.41,43.5,42.16,42.68,34.1923319886935,224900,0.0,1.0
2012-05-11,43.56,44.49,43.55,43.89,35.1617022254863,94000,0.0,1.0
2012-05-10,44.26,44.5,43.71,43.99,35.2418154681965,99700,0.0,1.0
2012-05-09,42.8,44.1,42.71,43.82,35.1056229555892,163000,0.0,1.0
2012-05-08,43.73,43.81,42.44,43.35,34.7290907148515,251300,0.0,1.0
2012-05-07,43.96,44.5,43.74,44.2,35.4100532778878,188000,0.0,1.0
2012-05-04,45.55,45.55,44.02,44.22,35.4260759264298,137400,0.0,1.0
2012-05-03,46.88,46.88,45.28,45.9,36.7719784039604,181300,0.0,1.0
2012-05-02,46.5,47.24,46.06,47.03,37.6772580465851,205000,0.0,1.0
2012-05-01,47.97,48.46,46.51,46.66,37.3808390485576,229400,0.0,1.0
2012-04-30,49.22,49.22,47.55,47.99,38.4463451766026,83000,0.0,1.0
2012-04-27,48.81,49.5,47.95,49.24,39.4477607104795,127500,0.0,1.0
2012-04-26,47.62,48.84,47.4,48.53,38.8789566872374,123100,0.0,1.0
2012-04-25,47.22,47.81,46.97,47.7,38.2140167727432,166100,0.0,1.0
2012-04-24,47.38,47.75,46.15,46.63,37.3568050757445,238900,0.0,1.0
2012-04-23,46.94,47.66,46.33,47.5,38.0537902873228,331700,0.0,1.0
2012-04-20,46.7,47.87,46.18,47.56,38.1018582329489,272700,0.0,1.0
2012-04-19,45.74,46.92,45.57,46.2,37.0123181320909,331500,0.0,1.0
2012-04-18,44.99,46.03,44.65,45.81,36.6998764855213,251900,0.0,1.0
2012-04-17,44.93,45.38,44.66,45.29,36.2832876234285,229800,0.0,1.0
2012-04-16,44.91,45.09,44.03,44.6,35.7305062487284,127800,0.0,1.0
2012-04-13,45.38,45.69,44.51,44.85,35.9307893555038,92900,0.0,1.0
2012-04-12,45.2,45.72,45.09,45.51,36.4595367573908,112900,0.0,1.0
2012-04-11,44.32,45.45,44.32,45.27,36.2672649748864,156600,0.15,1.0
2012-04-10,46.78,47.27,43.87,43.9,35.0535652223143,247100,0.0,1.0
2012-04-09,47.19,47.52,46.41,46.82,37.3851463259397,199400,0.0,1.0
2012-04-05,48.38,48.76,47.98,48.2,38.4870579434066,159700,0.0,1.0
2012-04-04,49.04,49.1,47.76,48.51,38.7345888139969,140200,0.0,1.0
2012-04-03,49.59,50.44,49.56,49.61,39.6129241612531,106100,0.0,1.0
2012-04-02,50.61,50.8,49.2,49.67,39.6608333620125,230500,0.0,1.0
2012-03-30,50.81,51.9,50.23,50.82,40.5790930432349,326600,0.0,1.0
2012-03-29,48.09,50.65,47.92,50.5,40.3235773058513,220600,0.0,1.0
2012-03-28,48.95,50.32,48.05,48.27,38.5429520109592,414600,0.0,1.0
2012-03-27,50.35,50.4,49.55,49.62,39.6209090280463,270700,0.0,1.0
2012-03-26,48.97,50.5,48.64,50.39,40.2357437711257,267600,0.0,1.0
2012-03-23,48.74,48.84,47.09,48.41,38.6547401460645,136700,0.0,1.0
2012-03-22,48.11,48.83,47.3,48.72,38.9022710166549,209600,0.0,1.0
2012-03-21,47.04,48.54,46.93,48.29,38.5589217445457,132100,0.0,1.0
2012-03-20,46.48,47.45,46.22,47.09,37.6007377293572,104400,0.0,1.0
2012-03-19,46.06,47.64,46.0,46.86,37.4170857931127,184900,0.0,1.0
2012-03-16,47.81,48.28,45.99,46.06,36.7782964496537,268900,0.0,1.0
2012-03-15,49.03,49.41,47.88,47.89,38.2395270728162,133000,0.0,1.0
2012-03-14,50.63,50.77,48.81,49.15,39.2456202887642,114100,0.0,1.0
2012-03-13,48.99,50.9,48.44,50.73,40.5072292420957,324300,0.0,1.0
2012-03-12,48.92,49.49,48.22,48.51,38.7345888139969,174900,0.0,1.0
2012-03-09,47.32,49.12,47.27,48.89,39.03801375214,248500,0.0,1.0
2012-03-08,47.58,47.76,47.09,47.21,37.696556130876,160500,0.0,1.0
2012-03-07,47.75,48.13,47.2,47.37,37.8243139995678,104900,0.0,1.0
2012-03-06,47.63,47.88,46.4,47.55,37.9680416018461,136500,0.0,1.0
2012-03-05,49.37,49.52,47.72,48.22,38.503027676993,387500,0.0,1.0
2012-03-02,51.02,51.93,49.21,49.34,39.3973327578357,155600,0.0,1.0
2012-03-01,50.64,51.35,50.25,51.2,40.8825179813779,153000,0.0,1.0
2012-02-29,50.76,51.07,49.52,50.4,40.2437286379189,122200,0.0,1.0
2012-02-28,51.0,51.53,50.25,50.63,40.4273805741634,190300,0.0,1.0
2012-02-27,50.24,51.82,49.71,50.96,40.6908811783402,171200,0.0,1.0
2012-02-24,51.8,51.8,50.15,50.8,40.5631233096484,202400,0.0,1.0
2012-02-23,51.4,52.47,51.39,51.87,41.4175040565249,59700,0.0,1.0
2012-02-22,51.25,52.12,50.8,51.35,41.0022909832765,76900,0.0,1.0
2012-02-21,52.3,52.46,50.85,51.29,40.9543817825171,86700,0.0,1.0
2012-02-17,52.41,52.64,51.51,52.17,41.657050060322,113600,0.0,1.0
2012-02-16,51.05,52.37,50.96,52.0,41.5213073248369,108900,0.0,1.0
2012-02-15,51.8,52.39,50.78,50.92,40.6589417111673,91700,0.0,1.0
2012-02-14,51.24,51.8,50.1,51.72,41.2977310546263,85600,0.0,1.0
2012-02-13,51.17,52.04,51.17,51.63,41.2258672534872,84400,0.0,1.0
2012-02-10,50.86,51.8,50.64,50.76,40.5311838424754,72800,0.0,1.0
2012-02-09,51.59,52.2,51.03,51.52,41.1380337187615,71700,0.0,1.0
2012-02-08,50.63,51.87,50.61,51.56,41.1699731859345,74400,0.0,1.0
2012-02-07,49.75,50.37,49.48,50.33,40.1878345703662,197300,0.0,1.0
2012-02-06,51.0,51.41,49.48,49.75,39.7247122963584,130300,0.0,1.0
2012-02-03,50.33,51.27,50.17,51.2,40.8825179813779,207600,0.0,1.0
2012-02-02,51.39,51.39,49.45,49.67,39.6608333620125,166400,0.0,1.0
2012-02-01,51.4,51.5,50.87,51.16,40.850578514205,155200,0.0,1.0
2012-01-31,50.23,51.77,49.88,50.93,40.6669265779605,241800,0.0,1.0
2012-01-30,48.77,50.05,48.16,49.87,39.8205306978773,102600,0.0,1.0
2012-01-27,49.4,49.55,48.62,49.24,39.3174840899033,79500,0.0,1.0
2012-01-26,48.62,49.68,48.38,49.68,39.6688182288058,120900,0.0,1.0
2012-01-25,48.83,49.02,47.33,48.31,38.5748914781322,180800,0.0,1.0
2012-01-24,48.58,49.26,48.45,49.01,39.1338321536588,133500,0.0,1.0
2012-01-23,49.12,49.12,48.44,48.7,38.8863012830685,184300,0.0,1.0
2012-01-20,48.75,49.53,48.6,49.0,39.1258472868656,129800,0.0,1.0
2012-01-19,49.05,49.05,48.24,48.73,38.9102558834482,109800,0.0,1.0
2012-01-18,48.08,48.93,47.4,48.85,39.006074284967,109400,0.0,1.0
2012-01-17,47.55,48.48,47.4,48.05,38.367284941508,170300,0.0,1.0
2012-01-13,46.08,47.74,46.08,47.34,37.8003593991881,200600,0.0,1.0
2012-01-12,45.75,46.96,44.67,46.27,36.9459786523117,138800,0.0,1.0
2012-01-11,44.68,45.98,43.99,45.78,36.554720179443,93600,0.13,1.0
2012-01-10,44.27,44.96,43.7,44.88,35.7346077467524,127700,0.0,1.0
2012-01-09,43.36,44.63,43.04,43.9,34.9543065972021,122700,0.0,1.0
2012-01-06,44.11,44.47,43.06,43.14,34.3491750934692,136900,0.0,1.0
2012-01-05,44.09,44.44,42.61,44.2,35.193174296044,129300,0.0,1.0
2012-01-04,43.3,44.79,43.3,44.51,35.440004251514,162500,0.0,1.0
2012-01-03,46.07,46.15,43.18,43.39,34.5482315091708,248300,0.0,1.0
2011-12-30,45.48,45.94,45.1,45.12,35.9257019058259,112000,0.0,1.0
2011-12-29,45.13,45.86,44.62,45.56,36.2760411974607,78700,0.0,1.0
2011-12-28,45.71,45.85,44.73,44.9,35.7505322600085,97000,0.0,1.0
2011-12-27,44.7,46.66,44.38,45.71,36.3954750468817,139400,0.0,1.0
2011-12-23,43.09,44.87,42.78,44.82,35.686834206984,82000,0.0,1.0
2011-12-22,43.99,44.04,42.82,43.08,34.3014015537008,107900,0.0,1.0
2011-12-21,43.45,44.07,42.6,44.07,35.0896649598792,138700,0.0,1.0
2011-12-20,42.72,43.68,42.46,43.44,34.5880427923111,152100,0.0,1.0
2011-12-19,42.32,42.75,41.7,42.04,33.4733268643821,165900,0.0,1.0
2011-12-16,41.52,42.23,41.17,42.09,33.5131381475224,250600,0.0,1.0
2011-12-15,41.45,41.82,40.78,41.11,32.7328369979722,152500,0.0,1.0
2011-12-14,41.29,41.53,40.2,41.03,32.6691389449476,235500,0.0,1.0
2011-12-13,42.99,43.33,41.22,41.58,33.1070630594912,190300,0.0,1.0
2011-12-12,41.76,42.74,41.21,42.67,33.9749490319502,168200,0.0,1.0
2011-12-09,40.74,42.88,40.59,42.48,33.8236661560169,215900,0.0,1.0
2011-12-08,39.0,41.69,38.98,40.78,32.470082529246,368800,0.0,1.0
2011-12-07,38.01,40.78,38.01,39.31,31.2996308049206,579300,0.0,1.0
2011-12-06,38.71,40.83,36.68,40.42,32.1834412906357,498300,0.0,1.0
2011-12-05,37.73,38.26,37.71,38.09,30.3282354962967,193400,0.0,1.0
2011-12-02,37.29,37.52,36.36,37.06,29.5081230636061,391000,0.0,1.0
2011-12-01,37.67,38.16,36.65,36.73,29.24536859488,113800,0.0,1.0
2011-11-30,37.84,38.2,37.44,37.93,30.2008393902477,163700,0.0,1.0
2011-11-29,35.96,36.26,35.17,36.15,28.7835577104523,157800,0.0,1.0
2011-11-28,34.95,36.09,34.93,36.01,28.6720861176594,207000,0.0,1.0
2011-11-25,34.02,34.44,33.61,33.61,26.761144526924,87900,0.0,1.0
2011-11-23,35.4,35.4,34.08,34.15,27.1911063848394,100200,0.0,1.0
2011-11-22,35.68,36.38,35.42,35.9,28.5845012947507,82800,0.0,1.0
2011-11-21,36.16,36.57,35.52,35.85,28.5446900116104,127400,0.0,1.0
2011-11-18,37.28,37.86,36.63,36.98,29.4444250105816,148600,0.0,1.0
2011-11-17,39.1,39.42,36.93,37.23,29.6434814262832,257400,0.0,1.0
2011-11-16,40.38,40.62,39.19,39.21,31.2200082386399,285800,0.0,1.0
2011-11-15,40.36,41.12,39.85,40.81,32.4939692991302,110400,0.0,1.0
2011-11-14,40.62,41.37,40.2,40.5,32.2471393436602,89600,0.0,1.0
2011-11-11,40.56,41.67,40.56,40.98,32.6293276618073,123800,0.0,1.0
2011-11-10,39.65,40.3,39.11,39.88,31.7534794327202,196700,0.0,1.0
2011-11-09,39.24,39.98,38.89,38.96,31.0209518229383,133000,0.0,1.0
2011-11-08,39.95,40.78,39.59,40.7,32.4063844762215,199400,0.0,1.0
2011-11-07,39.89,39.95,38.92,39.69,31.602196556787,111300,0.0,1.0
2011-11-04,39.67,40.08,39.45,39.84,31.721630406208,85900,0.0,1.0
2011-11-03,40.07,40.21,39.46,40.12,31.9445735917938,275500,0.0,1.0
2011-11-02,39.74,40.08,38.98,39.59,31.5225739905064,111000,0.0,1.0
2011-11-01,38.06,39.9,37.51,38.95,31.0129895663103,165700,0.0,1.0
2011-10-31,38.99,40.07,38.75,39.5,31.4509136808538,140300,0.0,1.0
2011-10-28,39.7,40.07,39.05,39.7,31.6101588134151,128800,0.0,1.0
2011-10-27,38.33,39.87,37.6,39.79,31.6818191230677,184300,0.0,1.0
2011-10-26,37.65,37.65,35.67,37.03,29.4842362937219,124200,0.0,1.0
2011-10-25,37.45,37.45,36.58,36.95,29.4205382406974,167800,0.0,1.0
2011-10-24,37.36,38.46,37.14,37.91,30.1849148769916,109000,0.0,1.0
2011-10-21,37.51,37.83,36.81,37.08,29.5240475768623,114900,0.0,1.0
2011-10-20,35.93,36.86,35.37,36.79,29.2931421346484,131600,0.0,1.0
2011-10-19,37.06,37.76,35.68,35.9,28.5845012947507,110500,0.0,1.0
2011-10-18,37.55,37.58,35.83,37.33,29.7231039925639,191100,0.0,1.0
2011-10-17,37.62,37.89,37.05,37.55,29.8982736383813,198200,0.0,1.0
2011-10-14,37.84,38.32,37.49,37.98,30.240650673388,98300,0.0,1.0
2011-10-13,37.02,37.46,36.38,37.39,29.7708775323322,120000,0.0,1.0
2011-10-12,36.8,37.95,36.17,37.17,29.5957078865148,128700,0.13,1.0
2011-10-11,37.26,38.17,36.09,36.63,29.0640959754166,210700,0.0,1.0
2011-10-10,36.78,37.49,36.22,37.41,29.6829874540086,200000,0.0,1.0
2011-10-07,37.17,37.54,35.77,35.97,28.5404185704541,182100,0.0,1.0
2011-10-06,35.97,37.09,35.33,36.99,29.3497381963052,109000,0.0,1.0
2011-10-05,35.02,36.23,34.46,36.13,28.6673706686268,249900,0.0,1.0
2011-10-04,32.27,34.9,32.09,34.8,27.6120813525661,172400,0.0,1.0
2011-10-03,33.89,35.32,32.69,32.7,25.9458350640492,286200,0.0,1.0
2011-09-30,36.07,36.47,34.25,34.3,27.2153560457764,180500,0.0,1.0
2011-09-29,37.57,37.87,34.5,36.72,29.1355065306387,297800,0.0,1.0
2011-09-28,38.35,38.66,36.39,36.68,29.1037685060956,280900,0.0,1.0
2011-09-27,38.81,39.64,37.81,38.26,30.3574204755511,261800,0.0,1.0
2011-09-26,38.13,38.85,36.58,38.12,30.24633738965,156700,0.0,1.0
2011-09-23,37.34,38.6,37.09,37.98,30.1352543037489,309200,0.0,1.0
2011-09-22,36.74,37.71,36.31,37.4,29.6750529478728,253200,0.0,1.0
2011-09-21,38.76,39.78,37.83,37.92,30.0876472669341,157700,0.0,1.0
2011-09-20,40.35,40.62,38.56,38.68,30.6906697332545,192500,0.0,1.0
2011-09-19,40.13,41.04,39.57,40.52,32.1506188622408,146500,0.0,1.0
2011-09-16,40.58,41.2,39.45,40.96,32.4997371322158,236200,0.0,1.0
2011-09-15,40.45,40.56,39.02,40.33,31.9998632456607,156200,0.0,1.0
2011-09-14,39.75,40.73,38.51,40.01,31.7459590493152,279300,0.0,1.0
2011-09-13,37.14,39.63,36.67,39.55,31.3809717670687,495100,0.0,1.0
2011-09-12,35.59,37.05,34.84,37.02,29.3735417147126,263500,0.0,1.0
2011-09-09,37.69,38.07,35.24,36.16,28.6911741870342,219200,0.0,1.0
2011-09-08,37.13,38.74,36.8,38.14,30.2622064019216,222900,0.0,1.0
2011-09-07,37.11,37.62,36.31,37.46,29.7226599846876,160500,0.0,1.0
2011-09-06,35.64,36.48,35.02,36.28,28.7863882606638,284500,0.0,1.0
2011-09-02,37.41,37.56,35.53,37.26,29.5639698619717,344400,0.0,1.0
2011-09-01,35.32,39.8,35.04,38.39,30.4605690553165,1384200,0.0,1.0
2011-08-31,35.5,36.19,34.32,35.82,28.4214009784172,481300,0.0,1.0
2011-08-30,34.19,35.63,34.04,35.15,27.8897890673189,311900,0.0,1.0
2011-08-29,33.54,34.76,33.17,34.37,27.2708975887269,495000,0.0,1.0
2011-08-26,32.87,33.18,32.43,33.02,26.1997392603946,658700,0.0,1.0
2011-08-25,34.37,34.41,32.54,33.0,26.183870248123,306400,0.0,1.0
2011-08-24,34.36,35.0,33.78,34.0,26.9773208617025,281400,0.0,1.0
2011-08-23,33.12,34.68,32.61,34.46,27.3423081439491,232300,0.0,1.0
2011-08-22,33.0,33.68,32.46,32.94,26.1362632113083,219500,0.0,1.0
2011-08-19,31.65,33.72,31.45,31.99,25.3824851284078,300300,0.0,1.0
2011-08-18,33.23,33.52,31.69,32.01,25.3983541406794,219100,0.0,1.0
2011-08-17,34.98,35.24,33.96,34.78,27.5962123402945,159300,0.0,1.0
2011-08-16,35.32,35.74,34.06,34.7,27.5327362912082,146300,0.0,1.0
2011-08-15,35.43,35.9,34.72,35.86,28.4531390029604,106400,0.0,1.0
2011-08-12,34.1,35.31,33.45,35.21,27.9373961041337,317900,0.0,1.0
2011-08-11,31.62,34.46,30.2,33.26,26.3901674076537,288500,0.0,1.0
2011-08-10,32.77,33.29,31.06,31.39,24.9064147602601,323300,0.0,1.0
2011-08-09,33.39,34.34,29.81,33.58,26.6440716039991,424000,0.0,1.0
2011-08-08,33.95,34.91,32.88,33.33,26.4457089506043,463400,0.0,1.0
2011-08-05,35.46,35.72,33.23,35.41,28.0960862268496,262300,0.0,1.0
2011-08-04,38.17,38.65,34.8,34.96,27.7390334507388,176100,0.0,1.0
2011-08-03,37.62,38.94,36.21,38.89,30.8572943621062,152100,0.0,1.0
2011-08-02,38.3,39.32,37.5,37.75,29.9527606626256,219700,0.0,1.0
2011-08-01,39.89,39.89,37.94,38.69,30.6986042393903,142200,0.0,1.0
2011-07-29,37.91,39.53,37.25,39.18,31.0873950400443,255000,0.0,1.0
2011-07-28,37.56,39.01,37.36,38.34,30.4208965246375,212800,0.0,1.0
2011-07-27,38.0,38.12,37.4,37.56,29.8020050460455,195200,0.0,1.0
2011-07-26,37.71,38.44,37.45,38.1,30.2304683773784,98700,0.0,1.0
2011-07-25,37.19,38.0,37.07,37.62,29.8496120828603,90800,0.0,1.0
2011-07-22,38.82,38.82,37.64,37.72,29.9289571442182,92200,0.0,1.0
2011-07-21,37.38,38.86,37.38,38.78,30.7700147946125,146700,0.0,1.0
2011-07-20,37.96,37.96,36.3,37.06,29.4052797392558,128900,0.0,1.0
2011-07-19,36.65,38.28,36.24,38.0,30.1511233160205,152600,0.0,1.0
2011-07-18,36.27,36.42,35.72,36.25,28.7625847422564,108800,0.0,1.0
2011-07-15,36.46,36.6,35.94,36.47,28.9371438772439,115600,0.0,1.0
2011-07-14,36.68,37.22,36.06,36.36,28.8498643097501,219500,0.0,1.0
2011-07-13,35.21,36.9,34.59,36.62,29.0561614692808,237400,0.13,1.0
2011-07-12,34.93,35.57,34.59,35.01,27.6804411711434,137700,0.0,1.0
2011-07-11,35.4,35.74,34.66,34.98,27.6567218556583,160800,0.0,1.0
2011-07-08,35.65,35.99,35.32,35.86,28.352488443222,124600,0.0,1.0
2011-07-07,35.71,37.0,34.9,36.21,28.6292137905485,169000,0.0,1.0
2011-07-06,34.91,35.36,34.22,35.26,27.8781021335195,108500,0.0,1.0
2011-07-05,34.06,35.07,33.7,35.03,27.6962540481335,147500,0.0,1.0
2011-07-01,33.76,34.34,33.65,34.12,26.9767681450846,124300,0.0,1.0
2011-06-30,33.72,34.0,33.42,33.76,26.6921363592631,136600,0.0,1.0
2011-06-29,32.58,33.91,32.42,33.58,26.5498204663523,243800,0.0,1.0
2011-06-28,31.97,32.48,31.73,32.41,25.6247671624324,108000,0.0,1.0
2011-06-27,32.57,33.2,31.83,31.88,25.2057259221951,121600,0.0,1.0
2011-06-24,32.5,32.76,31.99,32.69,25.8461474402936,433600,0.0,1.0
2011-06-23,31.73,32.55,31.23,32.49,25.6880186703927,138300,0.0,1.0
2011-06-22,32.88,32.96,32.06,32.16,25.4271062000563,189100,0.0,1.0
2011-06-21,32.61,33.38,32.32,33.03,26.114966349125,203700,0.0,1.0
2011-06-20,31.87,32.65,31.74,32.33,25.561515654472,242200,0.0,1.0
2011-06-17,31.21,32.41,31.06,32.0,25.3006031841356,278600,0.0,1.0
2011-06-16,30.41,31.06,30.17,30.9,24.430894949681,175900,0.0,1.0
2011-06-15,30.74,31.25,30.36,30.43,24.059292340414,169300,0.0,1.0
2011-06-14,30.71,31.56,30.3,31.04,24.5415850886116,298300,0.0,1.0
2011-06-13,30.87,31.29,30.05,30.18,23.8616313780379,302400,0.0,1.0
2011-06-10,31.51,31.69,30.45,30.63,24.2174211103148,200600,0.0,1.0
2011-06-09,32.57,32.82,31.45,31.73,25.0871293447695,293600,0.0,1.0
2011-06-08,36.01,36.06,32.19,32.42,25.6326736009274,787300,0.0,1.0
2011-06-07,36.05,36.53,34.4,34.51,27.2851192463913,415100,0.0,1.0
2011-06-06,36.63,36.69,35.64,35.83,28.3287691277369,241100,0.0,1.0
2011-06-03,36.22,37.03,36.22,36.7,29.0166292768056,178900,0.0,1.0
2011-06-02,37.31,37.35,36.7,36.79,29.0877872232609,264800,0.0,1.0
2011-06-01,37.92,37.92,37.05,37.28,29.475202709518,203700,0.0,1.0
2011-05-31,38.67,38.7,37.65,37.95,30.0049340886859,255500,0.0,1.0
2011-05-27,38.23,38.38,37.85,38.19,30.1946886125669,101000,0.0,1.0
2011-05-26,37.65,38.2,37.56,38.0,30.0444662811611,132400,0.0,1.0
2011-05-25,37.52,37.91,37.19,37.65,29.7677409338346,193700,0.0,1.0
2011-05-24,38.36,38.38,37.6,37.68,29.7914602493197,169900,0.0,1.0
2011-05-23,38.16,38.96,37.96,38.17,30.1788757355768,152900,0.0,1.0
2011-05-20,38.8,39.37,37.75,38.94,30.7876714996951,217300,0.0,1.0
2011-05-19,38.88,39.35,38.47,39.02,30.8509230076554,80200,0.0,1.0
2011-05-18,38.63,38.86,38.48,38.74,30.6295427297942,117400,0.0,1.0
2011-05-17,39.02,39.12,38.05,38.6,30.5188525908636,187200,0.0,1.0
2011-05-16,38.68,39.59,38.26,39.3,31.0723032855166,209700,0.0,1.0
2011-05-13,38.39,39.5,38.36,39.01,30.8430165691604,238400,0.0,1.0
2011-05-12,36.2,38.1,35.59,37.97,30.020746965676,186000,0.0,1.0
2011-05-11,37.27,37.28,36.11,36.45,28.8189683144295,150500,0.0,1.0
2011-05-10,36.53,37.55,36.19,37.36,29.5384542174784,158600,0.0,1.0
2011-05-09,36.01,36.41,35.39,36.21,28.6292137905485,102000,0.0,1.0
2011-05-06,35.9,36.66,35.43,36.18,28.6054944750634,366100,0.0,1.0
2011-05-05,35.14,35.9,34.21,35.72,28.2417983042914,291000,0.0,1.0
2011-05-04,34.51,35.76,34.19,35.69,28.2180789888063,333400,0.0,1.0
2011-05-03,33.25,34.61,32.9,34.54,27.3088385618764,299000,0.0,1.0
2011-05-02,34.46,34.46,33.06,33.32,26.3442530654812,215000,0.0,1.0
2011-04-29,34.31,34.45,33.88,34.35,27.1586162304706,125000,0.0,1.0
2011-04-28,34.28,34.41,33.71,34.3,27.1190840379954,66200,0.0,1.0
2011-04-27,33.79,34.4,33.56,34.33,27.1428033534805,132500,0.0,1.0
2011-04-26,33.48,34.0,33.29,33.65,26.6051655358176,166200,0.0,1.0
2011-04-25,33.16,33.5,32.78,33.42,26.4233174504317,110900,0.0,1.0
2011-04-21,33.74,33.88,33.0,33.32,26.3442530654812,104400,0.0,1.0
2011-04-20,33.93,34.48,33.47,33.74,26.676323482273,132500,0.0,1.0
2011-04-19,33.35,33.9,32.87,33.19,26.2414693650457,166800,0.0,1.0
2011-04-18,33.31,34.11,32.73,33.1,26.1703114185903,202400,0.0,1.0
2011-04-15,33.6,34.29,33.58,33.69,26.6367912897978,176700,0.0,1.0
2011-04-14,31.14,33.86,31.01,33.48,26.4707560814019,316300,0.0,1.0
2011-04-13,31.9,32.42,30.5,31.28,24.7313396124926,132300,0.13,1.0
2011-04-12,31.58,32.03,30.91,31.7,24.9596773548556,192900,0.0,1.0
2011-04-11,32.98,33.6,31.2,31.57,24.857319056555,291500,0.0,1.0
2011-04-08,35.06,35.06,32.82,32.96,25.9517654768467,302600,0.0,1.0
2011-04-07,34.52,34.98,33.95,34.2,26.92810616833,242000,0.0,1.0
2011-04-06,35.66,35.66,34.46,34.63,27.2666759242477,246300,0.0,1.0
2011-04-05,34.25,35.88,34.15,35.25,27.7548462699893,414300,0.0,1.0
2011-04-04,34.35,34.46,33.6,34.22,26.9438535988378,418600,0.0,1.0
2011-04-01,34.37,34.53,33.78,34.03,26.7942530090138,302900,0.0,1.0
2011-03-31,33.03,34.28,32.76,34.19,26.9202324530761,491300,0.0,1.0
2011-03-30,28.31,33.6,28.31,33.43,26.3218300937799,1969100,0.0,1.0
2011-03-29,24.92,25.16,24.38,25.01,19.6921618499981,187800,0.0,1.0
2011-03-28,24.07,24.52,23.97,24.34,19.1646229279869,80700,0.0,1.0
2011-03-25,24.12,24.74,23.85,23.86,18.7866845957999,104900,0.0,1.0
2011-03-24,23.81,24.16,23.55,23.9,18.8181794568154,68400,0.0,1.0
2011-03-23,23.28,23.65,22.94,23.49,18.4953571314056,49000,0.0,1.0
2011-03-22,23.41,23.72,23.13,23.26,18.314261680566,64900,0.0,1.0
2011-03-21,22.95,23.58,22.7,23.37,18.4008725483589,90700,0.0,1.0
2011-03-18,23.28,23.33,22.48,22.51,17.7237330365237,173200,0.0,1.0
2011-03-17,23.47,23.47,23.04,23.06,18.156787375488,66600,0.0,1.0
2011-03-16,23.35,23.44,22.97,23.03,18.1331662297263,101800,0.0,1.0
