,NEU_Open,NEU_High,NEU_Low,NEU_Close,NEU_Adj Close,NEU_Volume,NEU_Dividend Amount,NEU_Split Coefficient
2010-09-29,112.99,115.98,112.57,113.87,81.302471008016,111900,0.0,1.0
2010-09-28,110.18,114.47,108.59,114.05,81.430989887277,102900,0.0,1.0
2010-09-27,109.6,110.99,109.0,110.07,78.5892946680629,81000,0.0,1.0
2010-09-24,107.78,108.76,106.97,108.37,77.3755052528207,58300,0.0,1.0
2010-09-23,105.44,108.49,105.1,105.9,75.6119406318512,93100,0.0,1.0
2010-09-22,107.38,109.34,106.56,106.67,76.1617158375786,55000,0.0,1.0
2010-09-21,110.5,110.91,107.75,108.35,77.3612253773473,79300,0.0,1.0
2010-09-20,107.16,110.99,106.5,110.91,79.1890494379473,98000,0.0,1.0
2010-09-17,108.48,108.48,106.55,107.0,76.3973337828903,224300,0.0,1.0
2010-09-16,106.1,108.64,106.1,107.84,76.9970885527747,74800,0.0,1.0
2010-09-15,106.42,107.25,104.34,106.71,76.1902755885254,76500,0.0,1.0
2010-09-14,107.71,107.96,106.54,107.04,76.4258935338372,70700,0.0,1.0
2010-09-13,107.26,109.87,106.88,108.3,77.3255256886637,91900,0.375,1.0
2010-09-10,105.91,107.14,105.68,106.4,75.7067948771458,70600,0.0,1.0
2010-09-09,107.71,108.0,104.37,105.39,74.9881495498345,52400,0.0,1.0
2010-09-08,104.24,106.17,103.38,105.55,75.1019943541611,79900,0.0,1.0
2010-09-07,106.02,106.03,102.95,103.71,73.7927791044059,69200,0.0,1.0
2010-09-03,104.6,107.77,104.6,106.24,75.5929500728192,93500,0.0,1.0
2010-09-02,104.49,104.49,102.29,103.66,73.7572026030539,89700,0.0,1.0
2010-09-01,102.0,104.4,101.4,104.3,74.21258182036,110200,0.0,1.0
2010-08-31,98.03,101.21,97.31,100.53,71.530113618416,117200,0.0,1.0
2010-08-30,100.64,100.89,98.42,98.45,70.0501311621711,129000,0.0,1.0
2010-08-27,100.8,101.61,98.82,101.52,72.2345283451865,83600,0.0,1.0
2010-08-26,98.33,101.58,97.99,99.46,70.7687764894823,145500,0.0,1.0
2010-08-25,94.39,98.2,93.26,97.61,69.4524459394568,117800,0.0,1.0
2010-08-24,95.3,97.08,93.58,95.21,67.7447738745587,151500,0.0,1.0
2010-08-23,98.5,99.27,96.14,96.87,68.9259137194466,105000,0.0,1.0
2010-08-20,98.04,98.41,95.62,97.9,69.6587896472986,79900,0.0,1.0
2010-08-19,102.14,102.33,97.4,98.66,70.1995524678497,157700,0.0,1.0
2010-08-18,103.53,104.17,102.13,102.81,73.1524020800692,91900,0.0,1.0
2010-08-17,101.76,105.8,101.76,103.53,73.6647036995386,102100,0.0,1.0
2010-08-16,99.11,100.79,98.77,100.06,71.1956945057068,62600,0.0,1.0
2010-08-13,100.94,101.57,99.01,99.91,71.0889650016507,61400,0.0,1.0
2010-08-12,99.28,102.94,98.98,101.65,72.3270272487018,71300,0.0,1.0
2010-08-11,104.23,104.79,100.4,101.85,72.4693332541099,109900,0.0,1.0
2010-08-10,107.33,107.96,105.33,106.65,75.884677383906,85600,0.0,1.0
2010-08-09,107.35,109.63,106.9,109.29,77.7631166552938,71500,0.0,1.0
2010-08-06,106.24,108.59,105.41,106.8,75.9914068879621,80300,0.0,1.0
2010-08-05,104.7,109.19,104.26,108.01,76.8523582206816,135600,0.0,1.0
2010-08-04,104.71,106.18,103.3,105.38,74.9810342495641,208400,0.0,1.0
2010-08-03,110.9,110.92,108.14,109.81,78.1331122693551,106400,0.0,1.0
2010-08-02,109.84,111.06,109.0,110.82,78.8517575966663,135000,0.0,1.0
2010-07-30,105.26,108.45,104.97,107.19,76.2689035985081,51400,0.0,1.0
2010-07-29,108.0,109.55,105.65,107.18,76.2617882982376,120100,0.0,1.0
2010-07-28,107.89,108.77,106.02,106.12,75.5075664695744,59000,0.0,1.0
2010-07-27,109.99,110.43,107.58,107.78,76.6887063144622,71700,0.0,1.0
2010-07-26,107.5,109.58,107.07,109.58,77.9694603631357,131000,0.0,1.0
2010-07-23,103.79,107.38,103.74,106.91,76.0696751909366,121800,0.0,1.0
2010-07-22,100.3,104.57,100.3,104.52,74.369118426309,234900,0.0,1.0
2010-07-21,100.07,101.04,97.92,98.43,70.0359005616303,101800,0.0,1.0
2010-07-20,95.39,98.9,94.84,98.8,70.2991666716354,71100,0.0,1.0
2010-07-19,96.59,97.05,94.12,96.55,68.6982241107935,82000,0.0,1.0
2010-07-16,99.58,99.62,95.62,96.09,68.3709202983547,140800,0.0,1.0
2010-07-15,100.98,101.22,98.76,100.68,71.6368431224722,130600,0.0,1.0
2010-07-14,101.11,102.08,99.98,101.05,71.9001092324773,64700,0.0,1.0
2010-07-13,101.31,102.67,99.79,101.22,72.0210693370742,154700,0.0,1.0
2010-07-12,99.55,100.32,98.13,99.24,70.6122398835333,166300,0.0,1.0
2010-07-09,97.18,99.68,96.68,99.51,70.8043529908344,154500,0.0,1.0
2010-07-08,96.52,97.63,95.17,97.02,69.0326432235027,196800,0.0,1.0
2010-07-07,88.5,95.46,88.5,95.28,67.7945809764516,235200,0.0,1.0
2010-07-06,90.75,93.24,87.81,88.38,62.8850237898698,129100,0.0,1.0
2010-07-02,90.6,91.08,89.36,90.09,64.1017401361096,120700,0.0,1.0
2010-07-01,87.26,90.62,84.57,89.94,63.9950106320535,253800,0.0,1.0
2010-06-30,90.77,91.74,87.03,87.32,62.1308019612065,227400,0.0,1.0
2010-06-29,91.05,91.83,90.14,90.77,64.5855805544974,244900,0.0,1.0
2010-06-28,94.35,95.35,92.29,93.75,66.7059400350791,66900,0.0,1.0
2010-06-25,93.59,95.07,92.6,94.16,66.9976673461659,131400,0.0,1.0
2010-06-24,96.86,97.2,93.17,93.45,66.4924810269669,143500,0.0,1.0
2010-06-23,98.34,99.0,96.16,97.52,69.3884082370231,141400,0.0,1.0
2010-06-22,102.02,102.5,98.03,98.22,69.8864792559517,130400,0.0,1.0
2010-06-21,106.7,107.0,101.0,101.9,72.504909755462,123000,0.0,1.0
2010-06-18,102.39,105.45,101.65,104.95,74.6750763379366,162300,0.0,1.0
2010-06-17,102.94,103.45,100.0,102.3,72.7895217662783,75900,0.0,1.0
2010-06-16,101.31,104.56,101.31,103.23,73.4512446914263,94200,0.0,1.0
2010-06-15,99.88,102.54,99.62,102.49,72.9247124714161,86900,0.0,1.0
2010-06-14,101.72,102.18,98.92,99.32,70.6691622856966,79300,0.0,1.0
2010-06-11,98.1,100.28,95.57,100.16,71.2668475084109,85900,0.375,1.0
2010-06-10,96.79,98.41,95.85,97.95,69.4344030780211,138200,0.0,1.0
2010-06-09,94.83,98.15,93.86,94.49,66.981692157654,106200,0.0,1.0
2010-06-08,94.55,94.75,91.43,94.19,66.7690293610904,177900,0.0,1.0
2010-06-07,98.18,99.25,94.47,94.66,67.1022010757067,166700,0.0,1.0
2010-06-04,100.51,102.44,96.96,97.58,69.1721189622593,190600,0.0,1.0
2010-06-03,102.89,104.96,101.6,104.05,73.758546608148,156300,0.0,1.0
2010-06-02,100.0,103.55,98.77,103.55,73.4041086138753,174200,0.0,1.0
2010-06-01,101.72,104.58,100.32,100.34,71.1286166906446,183300,0.0,1.0
2010-05-28,103.78,105.77,102.0,102.96,72.9858717806335,216100,0.0,1.0
2010-05-27,99.16,104.06,98.91,104.04,73.7514578482625,232300,0.0,1.0
2010-05-26,98.5,98.99,95.96,96.75,68.5837518917666,267200,0.0,1.0
2010-05-25,92.1,97.59,91.09,97.33,68.9948999651229,188100,0.0,1.0
2010-05-24,94.06,97.49,94.06,95.56,67.7401894653976,211500,0.0,1.0
2010-05-21,90.42,96.04,90.39,94.06,66.6768754825795,340000,0.0,1.0
2010-05-20,94.39,94.96,91.69,92.03,65.2378572258324,217100,0.0,1.0
2010-05-19,99.04,99.04,94.17,97.3,68.9736336854666,443900,0.0,1.0
2010-05-18,103.93,105.6,100.11,100.55,71.2774806482391,103100,0.0,1.0
2010-05-17,103.4,104.66,98.97,101.9,72.2344632327754,146300,0.0,1.0
2010-05-14,105.55,105.55,102.07,102.84,72.9008066620081,109200,0.0,1.0
2010-05-13,107.79,109.19,106.1,106.63,75.5874466585951,89600,0.0,1.0
2010-05-12,105.42,108.36,105.42,107.86,76.4593641245059,148800,0.0,1.0
2010-05-11,104.94,106.78,104.11,105.37,74.6942629130279,116500,0.0,1.0
2010-05-10,106.62,108.86,103.7,106.95,75.8142869749296,256900,0.0,1.0
2010-05-07,96.35,101.39,94.9,98.99,70.1716341061083,247900,0.0,1.0
2010-05-06,102.64,104.63,91.64,98.28,69.6683321542411,264800,0.0,1.0
2010-05-05,103.39,105.94,100.44,103.42,73.3119547353644,158000,0.0,1.0
2010-05-04,108.79,110.03,103.69,105.34,74.6729966333715,287100,0.0,1.0
2010-05-03,109.77,112.11,109.53,111.77,79.2310692397184,155400,0.0,1.0
2010-04-30,114.69,115.4,109.86,110.0,77.976358739993,221400,0.0,1.0
2010-04-29,111.04,116.29,110.0,115.0,81.52073868272,317200,0.0,1.0
2010-04-28,109.88,110.98,108.33,109.24,77.4376129886985,121800,0.0,1.0
2010-04-27,112.27,113.46,109.38,109.47,77.600654466064,182000,0.0,1.0
2010-04-26,110.22,114.84,110.22,112.62,79.833613829982,189100,0.0,1.0
2010-04-23,108.22,111.22,107.09,111.15,78.7915661268203,212500,0.0,1.0
2010-04-22,110.57,110.95,101.86,107.8,76.4168315651932,530300,0.0,1.0
2010-04-21,112.89,113.86,110.47,112.17,79.5146196351366,188600,0.0,1.0
2010-04-20,112.22,113.02,110.5,112.95,80.067542906202,161400,0.0,1.0
2010-04-19,108.95,111.14,107.57,110.79,78.5363707709439,213500,0.0,1.0
2010-04-16,112.49,112.72,109.5,109.53,77.6431870253767,181300,0.0,1.0
2010-04-15,112.09,113.36,110.9,112.35,79.6422173130747,189300,0.0,1.0
2010-04-14,112.17,113.23,111.11,112.16,79.5075308752511,164900,0.0,1.0
2010-04-13,110.94,112.82,109.84,111.53,79.0609390024675,236900,0.0,1.0
2010-04-12,109.63,112.06,109.31,110.95,78.6497909291112,1995800,0.0,1.0
2010-04-09,108.86,109.82,108.39,109.09,77.3312815904168,110900,0.0,1.0
2010-04-08,108.03,110.0,107.22,108.7,77.054819954884,239800,0.0,1.0
2010-04-07,107.01,107.89,105.5,107.34,76.0907486104623,157500,0.0,1.0
2010-04-06,105.49,108.23,105.48,107.76,76.3884765256514,159500,0.0,1.0
2010-04-05,104.61,106.98,104.27,106.98,75.835553254586,64700,0.0,1.0
2010-04-01,104.0,104.91,103.0,104.59,74.1413396419625,84100,0.0,1.0
2010-03-31,103.15,104.67,102.99,102.99,73.0071380602898,113100,0.0,1.0
2010-03-30,105.56,106.62,103.39,103.8,73.5813276110116,117800,0.0,1.0
2010-03-29,104.84,107.05,104.37,105.46,74.758061751997,189700,0.0,1.0
2010-03-26,104.99,106.37,103.39,104.27,73.914499325628,60900,0.0,1.0
2010-03-25,107.28,109.3,104.88,104.9,74.3610911984116,190100,0.0,1.0
2010-03-24,103.69,107.58,102.44,106.25,75.3180737829478,241600,0.0,1.0
2010-03-23,104.5,104.85,102.14,103.9,73.6522152098662,213400,0.0,1.0
2010-03-22,98.14,104.6,98.14,104.53,74.0988070826498,316400,0.0,1.0
2010-03-19,99.6,104.63,97.46,99.6,70.604048459121,331800,0.0,1.0
2010-03-18,105.81,106.56,103.99,104.21,73.8719667663152,139000,0.0,1.0
2010-03-17,106.05,107.02,105.61,106.12,75.2259199044369,128300,0.0,1.0
2010-03-16,106.26,107.42,104.4,105.56,74.8289493508515,215800,0.0,1.0
2010-03-15,104.12,107.62,104.12,106.15,75.2471861840933,241000,0.0,1.0
2010-03-12,104.18,104.77,102.67,103.39,73.290688455708,155900,0.0,1.0
2010-03-11,101.89,103.58,100.12,103.51,73.3757535743335,187300,0.375,1.0
2010-03-10,100.6,102.33,100.58,102.1,72.1149775226399,201100,0.0,1.0
2010-03-09,100.62,102.28,100.08,100.87,71.2462074702124,129000,0.0,1.0
2010-03-08,100.96,101.3,100.17,100.92,71.2815233260021,113800,0.0,1.0
2010-03-05,99.39,101.63,98.94,100.7,71.1261335605273,218500,0.0,1.0
2010-03-04,93.66,98.93,93.66,98.44,69.5298568788313,321400,0.0,1.0
2010-03-03,92.17,93.39,91.82,92.73,65.4967861476435,134300,0.0,1.0
2010-03-02,91.24,92.87,91.1,91.96,64.9529219684815,129800,0.0,1.0
2010-03-01,89.75,91.12,88.0,91.02,64.2889838796345,138300,0.0,1.0
2010-02-26,89.27,89.74,88.07,89.05,62.8975391615189,79400,0.0,1.0
2010-02-25,89.44,89.75,88.01,89.49,63.2083186924686,74300,0.0,1.0
2010-02-24,90.09,91.99,89.32,90.97,64.2536680238448,84000,0.0,1.0
2010-02-23,92.5,92.91,89.67,89.69,63.3495821156276,113200,0.0,1.0
2010-02-22,91.15,92.81,90.88,92.22,65.1365644185882,139400,0.0,1.0
2010-02-19,88.74,91.5,88.74,90.64,64.0205833756325,107100,0.0,1.0
2010-02-18,89.05,89.52,88.62,89.35,63.1094342962573,74700,0.0,1.0
2010-02-17,88.72,90.48,87.12,89.38,63.1306238097312,173600,0.0,1.0
2010-02-16,87.6,88.24,86.85,88.2,62.2971696130934,99900,0.0,1.0
2010-02-12,83.91,87.4,83.39,87.0,61.4495890741398,161300,0.0,1.0
2010-02-11,84.37,85.84,83.35,85.28,60.2347236349729,141200,0.0,1.0
2010-02-10,83.39,85.06,82.98,84.35,59.5778487172838,180100,0.0,1.0
2010-02-09,82.56,84.21,82.37,83.38,58.8927211149629,247600,0.0,1.0
2010-02-08,84.6,85.43,81.8,81.94,57.8756244682185,161900,0.0,1.0
2010-02-05,87.69,87.69,81.87,84.71,59.8321228789699,273600,0.0,1.0
2010-02-04,89.45,90.66,86.8,87.08,61.5060944434034,312300,0.0,1.0
2010-02-03,89.64,90.66,87.59,90.28,63.7663092139464,350900,0.0,1.0
2010-02-02,89.05,89.75,86.14,88.29,62.360738153515,274700,0.0,1.0
2010-02-01,89.95,89.95,85.53,88.66,62.622075486359,415000,0.0,1.0
2010-01-29,99.95,102.75,90.18,90.22,63.7239301869988,595400,0.0,1.0
2010-01-28,111.64,111.71,105.61,106.06,74.911993301187,159500,0.0,1.0
2010-01-27,111.35,112.63,108.02,111.19,78.5354001052138,214500,0.0,1.0
2010-01-26,114.4,114.56,111.73,112.12,79.1922750229029,133900,0.0,1.0
2010-01-25,116.75,116.75,114.62,114.93,81.1770261182861,100500,0.0,1.0
2010-01-22,117.57,118.86,115.0,115.51,81.586690045447,159300,0.0,1.0
2010-01-21,121.54,121.99,118.0,118.0,83.3454196637758,184000,0.0,1.0
2010-01-20,119.27,121.46,117.35,120.8,85.323107588001,178900,0.0,1.0
2010-01-19,116.15,119.16,115.53,119.16,84.1647475180977,96800,0.0,1.0
2010-01-15,117.92,117.92,113.9,114.91,81.1628997759701,105800,0.0,1.0
2010-01-14,116.77,119.1,116.66,117.44,82.9498820789308,103700,0.0,1.0
2010-01-13,115.3,117.38,110.13,116.46,82.2576913054519,285300,0.0,1.0
2010-01-12,116.08,117.0,111.95,114.95,81.1911524606019,182700,0.0,1.0
2010-01-11,120.34,120.34,115.81,117.18,82.7662396288241,164500,0.0,1.0
2010-01-08,120.3,120.3,118.78,119.4,84.3342636258884,100200,0.0,1.0
2010-01-07,124.44,124.44,120.18,120.97,85.4431814976861,148600,0.0,1.0
2010-01-06,124.31,125.37,122.79,124.36,87.8375965202302,123600,0.0,1.0
2010-01-05,121.06,126.89,120.18,124.0,87.5833223585441,231400,0.0,1.0
2010-01-04,116.48,120.18,116.48,120.18,84.8851909762083,104300,0.0,1.0
2009-12-31,117.11,117.29,114.47,114.77,81.0640153797589,63900,0.0,1.0
2009-12-30,117.0,118.22,115.83,117.43,82.9428189077728,58900,0.0,1.0
2009-12-29,117.64,118.38,116.58,116.99,82.6320393768231,56900,0.0,1.0
2009-12-28,120.64,121.13,116.0,117.62,83.0770191597738,119300,0.0,1.0
2009-12-24,119.52,120.36,119.46,120.33,84.9911385435775,23500,0.0,1.0
2009-12-23,118.75,119.48,117.09,118.73,83.8610311583059,75100,0.0,1.0
2009-12-22,115.55,118.14,115.55,117.52,83.0063874481943,95800,0.0,1.0
2009-12-21,113.0,116.47,113.0,115.26,81.4101107664983,130300,0.0,1.0
2009-12-18,113.05,113.96,112.0,112.51,79.4677386980628,209200,0.0,1.0
2009-12-17,113.91,114.27,111.04,111.81,78.9733167170065,90100,0.0,1.0
2009-12-16,114.17,115.93,112.2,113.75,80.3435719216483,154500,0.0,1.0
2009-12-15,113.49,114.99,112.17,112.59,79.5242440673264,104700,0.0,1.0
2009-12-14,112.3,113.7,110.76,112.98,79.7997077424864,84500,0.0,1.0
2009-12-11,110.21,111.6,109.03,110.36,77.9491568991042,78900,0.375,1.0
2009-12-10,111.42,112.73,108.74,109.5,77.0798092784748,131300,0.0,1.0
2009-12-09,106.73,111.49,105.28,111.41,78.4243064083551,182200,0.0,1.0
2009-12-08,107.8,108.86,106.18,106.97,75.2988785252827,101100,0.0,1.0
2009-12-07,106.43,108.06,106.22,108.02,76.0379999841174,84700,0.0,1.0
2009-12-04,109.12,111.39,105.19,107.15,75.4255850610829,155400,0.0,1.0
2009-12-03,109.12,111.25,107.16,107.26,75.5030168329608,149900,0.0,1.0
2009-12-02,105.86,109.57,105.82,109.05,76.7630429389743,139900,0.0,1.0
2009-12-01,105.47,106.84,105.08,105.67,74.3837757667254,147900,0.0,1.0
2009-11-30,107.18,107.48,103.02,104.72,73.7150468277798,196200,0.0,1.0
2009-11-27,106.5,109.51,106.5,107.99,76.0168822281507,116700,0.0,1.0
2009-11-25,111.4,111.4,110.06,110.56,77.8259699892984,68900,0.0,1.0
2009-11-24,111.29,111.64,110.01,110.84,78.0230690449877,94400,0.0,1.0
2009-11-23,111.04,112.99,109.6,110.53,77.8048522333317,112000,0.0,1.0
2009-11-20,109.64,109.8,107.93,109.21,76.8756709707967,158500,0.0,1.0
2009-11-19,111.5,111.6,110.38,110.78,77.9808335330543,115700,0.0,1.0
2009-11-18,112.56,112.79,111.53,112.19,78.9733680634894,161800,0.0,1.0
2009-11-17,111.82,112.56,111.12,112.5,79.1915848751454,139800,0.0,1.0
2009-11-16,107.93,112.83,107.93,112.01,78.8466615276892,171900,0.0,1.0
2009-11-13,106.34,108.33,104.69,107.87,75.9324112042838,134900,0.0,1.0
2009-11-12,107.76,108.22,105.96,106.34,74.8554056499819,137500,0.0,1.0
2009-11-11,108.8,109.24,106.73,107.71,75.8197831724614,167800,0.0,1.0
2009-11-10,107.34,109.65,106.65,107.37,75.5804486048388,197200,0.0,1.0
2009-11-09,104.98,106.98,104.81,106.75,75.1440149815268,154900,0.0,1.0
2009-11-06,103.01,106.18,102.84,103.74,73.0252001328674,115000,0.0,1.0
2009-11-05,100.95,105.4,100.11,104.09,73.271573952479,161200,0.0,1.0
2009-11-04,101.9,101.96,99.65,100.31,70.6107367006741,338000,0.0,1.0
2009-11-03,94.43,101.68,94.43,101.23,71.258347883653,305000,0.0,1.0
2009-11-02,93.83,95.77,91.1,95.16,66.9855219263896,303700,0.0,1.0
2009-10-30,95.47,95.92,91.73,93.5,65.8170060962319,203300,0.0,1.0
2009-10-29,96.0,97.21,94.72,95.92,67.5205050775462,234300,0.0,1.0
2009-10-28,101.01,101.2,94.45,95.25,67.0488751942897,376700,0.0,1.0
2009-10-27,99.78,102.49,98.1,102.07,71.8496450507208,281700,0.0,1.0
2009-10-26,103.72,105.64,99.36,100.25,70.5685011887407,252800,0.0,1.0
2009-10-23,102.47,104.75,101.5,103.05,72.5394917456332,360500,0.0,1.0
2009-10-22,94.26,97.72,92.16,97.01,68.2877835443365,287800,0.0,1.0
2009-10-21,94.27,97.17,94.01,94.26,66.3519892473885,99400,0.0,1.0
2009-10-20,95.46,95.46,93.4,94.27,66.3590284993774,87800,0.0,1.0
2009-10-19,93.81,96.18,93.81,95.05,66.9080901545117,85900,0.0,1.0
2009-10-16,95.72,95.72,93.04,93.3,65.6762210564539,169800,0.0,1.0
2009-10-15,97.39,98.51,95.99,96.0,67.5768190934574,227500,0.0,1.0
2009-10-14,96.72,97.9,95.79,97.29,68.4848826000257,159300,0.0,1.0
2009-10-13,94.36,95.79,92.81,94.81,66.7391481067781,88600,0.0,1.0
2009-10-12,94.8,95.46,93.33,94.06,66.2112042076104,56300,0.0,1.0
2009-10-09,93.11,94.4,91.99,94.04,66.1971257036326,102100,0.0,1.0
2009-10-08,92.15,93.93,91.72,93.11,65.5424752686648,127100,0.0,1.0
2009-10-07,91.8,93.84,90.81,91.64,64.5077052262962,103500,0.0,1.0
2009-10-06,91.69,93.85,90.75,92.51,65.1201201493307,172900,0.0,1.0
2009-10-05,88.0,91.2,87.32,90.84,63.9445650671841,177900,0.0,1.0
2009-10-02,85.85,87.96,85.3,87.32,61.4667483670906,161900,0.0,1.0
2009-10-01,92.83,93.29,86.58,87.02,61.2555708074236,340500,0.0,1.0
2009-09-30,93.98,95.49,92.32,93.04,65.4932005047425,120500,0.0,1.0
2009-09-29,95.06,96.33,93.08,93.87,66.0774584198213,90500,0.0,1.0
2009-09-28,90.38,95.3,90.38,95.19,67.0066396823563,127000,0.0,1.0
2009-09-25,90.33,91.47,89.85,90.28,63.5503669558056,125100,0.0,1.0
2009-09-24,94.85,95.29,90.0,91.05,64.092389358951,165100,0.0,1.0
2009-09-23,95.84,97.22,93.86,93.93,66.1196939317547,103400,0.0,1.0
2009-09-22,94.51,96.29,93.31,95.62,67.3093275178791,78000,0.0,1.0
2009-09-21,94.03,95.47,92.88,93.77,66.0070658999323,104600,0.0,1.0
2009-09-18,95.49,96.82,94.17,94.58,66.5772453110333,275700,0.0,1.0
2009-09-17,91.52,95.35,90.55,95.33,67.105189210201,262600,0.0,1.0
2009-09-16,91.69,92.7,90.51,91.91,64.6977650299965,138400,0.0,1.0
2009-09-15,89.94,91.72,89.0,90.82,63.9304865632062,202700,0.0,1.0
2009-09-14,87.22,88.78,86.58,88.65,62.4029688816146,100400,0.0,1.0
2009-09-11,88.95,89.63,87.19,88.26,62.1284380540474,82200,0.25,1.0
2009-09-10,88.14,89.13,86.38,89.11,62.5496002146216,128000,0.0,1.0
2009-09-09,85.05,88.25,84.37,87.97,61.7493921095305,157700,0.0,1.0
2009-09-08,84.59,86.19,83.8,84.85,59.5593488745443,143900,0.0,1.0
2009-09-04,83.48,83.85,82.13,83.77,58.8012569855107,67900,0.0,1.0
2009-09-03,82.8,83.48,81.11,82.95,58.2256686993925,101900,0.0,1.0
2009-09-02,81.0,83.11,80.35,82.48,57.895758340276,149800,0.0,1.0
2009-09-01,82.53,85.5,80.28,80.95,56.8217948308116,235100,0.0,1.0
2009-08-31,82.86,83.51,82.14,83.12,58.3449979782219,158100,0.0,1.0
2009-08-28,85.48,86.32,82.9,83.85,58.8574119402539,105600,0.0,1.0
2009-08-27,85.0,85.65,82.18,84.65,59.4189614876863,173600,0.0,1.0
2009-08-26,86.24,87.76,84.38,85.05,59.6997362614024,222800,0.0,1.0
2009-08-25,84.33,87.73,84.12,86.13,60.4578281504361,464300,0.0,1.0
2009-08-24,79.55,83.83,79.55,83.54,58.6398114906239,400800,0.0,1.0
2009-08-21,79.73,80.33,78.85,79.12,55.5372502410601,136900,0.0,1.0
2009-08-20,78.05,79.27,77.62,78.89,55.3758047461733,102900,0.0,1.0
2009-08-19,74.71,78.42,74.28,78.01,54.7581002439977,137700,0.0,1.0
2009-08-18,73.77,76.25,73.01,75.67,53.115567817758,127900,0.0,1.0
2009-08-17,75.51,75.51,72.57,73.24,51.4098610674323,206100,0.0,1.0
2009-08-14,79.68,79.68,76.08,77.26,54.2316475432799,113300,0.0,1.0
2009-08-13,78.4,79.89,77.74,79.45,55.7688894293759,134900,0.0,1.0
2009-08-12,77.25,78.9,77.25,77.73,54.5615579023964,140700,0.0,1.0
2009-08-11,77.11,77.65,74.52,77.11,54.1263570031363,94100,0.0,1.0
2009-08-10,78.02,78.83,76.51,77.48,54.3860736688238,83300,0.0,1.0
2009-08-07,78.39,79.48,77.38,78.57,55.1511849272003,104600,0.0,1.0
2009-08-06,78.7,79.22,76.72,77.28,54.2456862819657,110100,0.0,1.0
2009-08-05,79.23,79.41,76.4,78.28,54.9476232162561,145400,0.0,1.0
2009-08-04,78.08,79.83,77.88,79.42,55.7478313213472,74000,0.0,1.0
2009-08-03,76.14,79.23,76.14,78.86,55.3547466381446,166800,0.0,1.0
2009-07-31,77.34,78.33,75.51,75.65,53.1015290790722,147600,0.0,1.0
2009-07-30,74.64,78.6,74.64,77.31,54.2667443899944,198100,0.0,1.0
2009-07-29,80.5,80.5,72.56,73.5,51.5923646703478,411700,0.0,1.0
2009-07-28,79.5,80.43,77.27,80.08,56.2111096979789,125900,0.0,1.0
2009-07-27,79.86,81.63,79.4,80.29,56.3585164541799,68400,0.0,1.0
2009-07-24,79.61,80.56,77.76,80.56,56.5480394264383,117000,0.0,1.0
2009-07-23,80.27,81.59,79.45,80.35,56.4006326702373,237400,0.0,1.0
2009-07-22,79.14,81.0,79.14,80.2,56.2953421300938,102800,0.0,1.0
2009-07-21,80.65,80.92,78.18,79.3,55.6635988892324,165300,0.0,1.0
2009-07-20,77.45,80.47,77.45,80.11,56.2321678060076,170600,0.0,1.0
2009-07-17,76.9,77.15,76.0,76.86,53.9508727695637,78300,0.0,1.0
2009-07-16,75.73,78.33,75.0,76.7,53.8385628600772,207000,0.0,1.0
2009-07-15,70.76,76.18,70.46,75.64,53.0945097097293,433700,0.0,1.0
2009-07-14,67.99,69.1,66.38,68.68,48.2090286470678,103100,0.0,1.0
2009-07-13,66.75,67.86,64.4,67.83,47.612382252921,88200,0.0,1.0
2009-07-10,66.91,68.45,65.58,66.67,46.798135409144,73500,0.0,1.0
2009-07-09,67.38,68.65,66.94,67.47,47.3596849565764,84100,0.0,1.0
2009-07-08,66.49,68.33,65.63,66.76,46.8613097332302,212900,0.0,1.0
2009-07-07,66.1,67.72,65.9,66.0,46.3278376631694,128700,0.0,1.0
2009-07-06,66.49,66.49,63.77,65.92,46.2716827084262,208100,0.0,1.0
2009-07-02,68.59,68.59,66.55,66.65,46.7840966704582,148400,0.0,1.0
2009-07-01,67.38,70.62,67.38,69.54,48.8126944105576,128000,0.0,1.0
2009-06-30,67.9,68.69,67.28,67.33,47.2614137857757,169400,0.0,1.0
2009-06-29,66.93,68.92,65.89,67.9,47.6615178383213,228200,0.0,1.0
2009-06-26,65.96,66.71,65.29,66.13,46.4190894646272,403200,0.0,1.0
2009-06-25,65.89,66.94,64.92,66.15,46.433128203313,165600,0.0,1.0
2009-06-24,65.71,67.69,64.99,65.57,46.0260047814245,134100,0.0,1.0
2009-06-23,65.75,66.36,64.39,65.25,45.8013849624516,183000,0.0,1.0
2009-06-22,69.88,69.89,65.44,65.47,45.9558110879955,231400,0.0,1.0
2009-06-19,71.0,71.69,69.18,70.62,49.5707862995913,276400,0.0,1.0
2009-06-18,69.42,71.62,68.81,69.98,49.1215466616454,164200,0.0,1.0
2009-06-17,68.91,71.35,67.44,69.93,49.0864498149309,180300,0.0,1.0
2009-06-16,71.54,72.4,68.88,69.19,48.567016483556,193900,0.0,1.0
2009-06-15,73.92,73.92,70.19,71.31,50.0551227842517,285000,0.0,1.0
2009-06-12,74.99,75.55,72.86,74.9,52.5750763783544,281700,0.0,1.0
2009-06-11,75.21,76.39,74.87,74.92,52.5891151170402,137400,0.25,1.0
2009-06-10,76.24,77.27,73.4,75.06,52.5121588490759,297800,0.0,1.0
2009-06-09,76.04,77.6,76.0,76.04,53.197769236394,196000,0.0,1.0
2009-06-08,77.68,77.81,74.3,75.45,52.7850037991311,190900,0.0,1.0
