,INGN_Open,INGN_High,INGN_Low,INGN_Close,INGN_Adj Close,INGN_Volume,INGN_Dividend Amount,INGN_Split Coefficient
2021-11-10,36.38,37.17,35.96,36.38,36.38,190421,0.0,1.0
2021-11-09,37.06,37.06,35.96,36.4,36.4,282245,0.0,1.0
2021-11-08,37.07,39.74,36.87,37.42,37.42,304664,0.0,1.0
2021-11-05,40.49,40.49,36.2501,36.92,36.92,581852,0.0,1.0
2021-11-04,39.18,39.48,38.1,38.88,38.88,207285,0.0,1.0
2021-11-03,38.44,39.68,38.44,39.28,39.28,300774,0.0,1.0
2021-11-02,40.03,40.03,37.68,38.38,38.38,336766,0.0,1.0
2021-11-01,39.71,40.23,39.325,39.66,39.66,182715,0.0,1.0
2021-10-29,39.56,39.94,38.92,39.65,39.65,187464,0.0,1.0
2021-10-28,39.555,40.01,38.8,39.53,39.53,445412,0.0,1.0
2021-10-27,40.0,40.31,38.99,39.23,39.23,194717,0.0,1.0
2021-10-26,40.975,41.06,39.89,39.98,39.98,161037,0.0,1.0
2021-10-25,41.3,41.6,40.77,40.81,40.81,86542,0.0,1.0
2021-10-22,41.62,41.83,40.7,41.28,41.28,139414,0.0,1.0
2021-10-21,41.77,42.15,41.45,41.77,41.77,190616,0.0,1.0
2021-10-20,41.87,42.115,41.4543,41.74,41.74,83473,0.0,1.0
2021-10-19,41.69,42.08,41.225,41.7,41.7,98864,0.0,1.0
2021-10-18,40.82,41.41,40.13,41.32,41.32,105004,0.0,1.0
2021-10-15,42.52,42.52,40.82,40.82,40.82,87447,0.0,1.0
2021-10-14,42.35,42.615,41.55,41.71,41.71,133288,0.0,1.0
2021-10-13,41.7,42.45,41.3,41.81,41.81,83518,0.0,1.0
2021-10-12,41.67,41.96,41.1101,41.76,41.76,96942,0.0,1.0
2021-10-11,42.66,43.0,41.39,41.44,41.44,105861,0.0,1.0
2021-10-08,42.22,42.935,41.8,42.82,42.82,124143,0.0,1.0
2021-10-07,42.56,43.42,42.255,42.34,42.34,97021,0.0,1.0
2021-10-06,42.94,44.27,41.505,42.19,42.19,87558,0.0,1.0
2021-10-05,42.85,44.3,42.85,43.44,43.44,107242,0.0,1.0
2021-10-04,43.71,43.92,42.46,42.85,42.85,105717,0.0,1.0
2021-10-01,43.37,44.26,42.5,44.0,44.0,247072,0.0,1.0
2021-09-30,44.64,44.75,42.96,43.09,43.09,234216,0.0,1.0
2021-09-29,45.09,46.09,44.15,44.26,44.26,150794,0.0,1.0
2021-09-28,46.39,46.39,44.98,45.0,45.0,134265,0.0,1.0
2021-09-27,46.89,47.21,45.9742,46.64,46.64,146009,0.0,1.0
2021-09-24,46.68,47.16,46.3522,46.92,46.92,85354,0.0,1.0
2021-09-23,47.19,47.74,46.61,46.73,46.73,107668,0.0,1.0
2021-09-22,46.64,47.87,45.82,46.75,46.75,112506,0.0,1.0
2021-09-21,47.0,48.05,46.53,46.75,46.75,192924,0.0,1.0
2021-09-20,48.25,48.8,45.71,46.42,46.42,216635,0.0,1.0
2021-09-17,48.9,49.65,48.41,49.25,49.25,612916,0.0,1.0
2021-09-16,49.4,50.21,48.39,48.57,48.57,236961,0.0,1.0
2021-09-15,48.51,49.89,48.01,48.73,48.73,299975,0.0,1.0
2021-09-14,49.16,49.89,47.59,48.51,48.51,407229,0.0,1.0
2021-09-13,50.05,50.05,47.98,48.64,48.64,252435,0.0,1.0
2021-09-10,50.08,50.74,48.31,49.55,49.55,301179,0.0,1.0
2021-09-09,58.38,58.38,49.24,50.33,50.33,893842,0.0,1.0
2021-09-08,58.62,59.94,58.17,59.55,59.55,117216,0.0,1.0
2021-09-07,60.4,61.78,58.32,58.52,58.52,188349,0.0,1.0
2021-09-03,60.31,61.0085,59.5299,60.91,60.91,80400,0.0,1.0
2021-09-02,60.51,60.71,59.01,60.36,60.36,103992,0.0,1.0
2021-09-01,59.59,60.81,56.92,60.57,60.57,104957,0.0,1.0
2021-08-31,59.0,59.43,58.31,59.19,59.19,102785,0.0,1.0
2021-08-30,59.89,61.44,58.88,59.0,59.0,98336,0.0,1.0
2021-08-27,58.33,60.03,57.9901,59.62,59.62,239599,0.0,1.0
2021-08-26,59.65,60.48,57.35,57.98,57.98,194418,0.0,1.0
2021-08-25,61.08,61.56,59.56,59.71,59.71,115052,0.0,1.0
2021-08-24,61.31,61.775,60.9,61.04,61.04,59130,0.0,1.0
2021-08-23,61.26,61.535,60.85,61.22,61.22,99890,0.0,1.0
2021-08-20,60.0,61.35,59.36,61.25,61.25,126589,0.0,1.0
2021-08-19,61.12,61.77,59.85,60.15,60.15,200488,0.0,1.0
2021-08-18,62.04,63.05,61.4,61.82,61.82,177508,0.0,1.0
2021-08-17,62.43,63.47,61.32,62.08,62.08,121726,0.0,1.0
2021-08-16,62.0,63.61,60.76,62.47,62.47,171970,0.0,1.0
2021-08-13,63.27,63.93,61.6,62.32,62.32,123815,0.0,1.0
2021-08-12,62.26,64.6,62.26,63.38,63.38,101461,0.0,1.0
2021-08-11,64.57,64.57,61.31,62.57,62.57,196298,0.0,1.0
2021-08-10,65.5,65.6,63.4,64.59,64.59,134321,0.0,1.0
2021-08-09,64.15,65.83,62.88,65.05,65.05,266493,0.0,1.0
2021-08-06,60.05,64.56,59.1469,64.28,64.28,492526,0.0,1.0
2021-08-05,65.39,68.25,52.21,60.29,60.29,1622577,0.0,1.0
2021-08-04,77.42,82.35,77.42,82.26,82.26,265757,0.0,1.0
2021-08-03,78.57,79.27,77.36,78.14,78.14,183008,0.0,1.0
2021-08-02,79.91,80.72,78.625,78.68,78.68,194649,0.0,1.0
2021-07-30,79.4,80.31,78.615,79.77,79.77,126029,0.0,1.0
2021-07-29,77.21,79.71,76.69,79.44,79.44,105975,0.0,1.0
2021-07-28,76.13,77.315,75.45,76.87,76.87,122811,0.0,1.0
2021-07-27,72.88,76.48,72.88,76.33,76.33,185657,0.0,1.0
2021-07-26,71.87,73.0,69.9547,72.87,72.87,91575,0.0,1.0
2021-07-23,70.05,71.88,69.37,71.71,71.71,123155,0.0,1.0
2021-07-22,69.47,69.95,68.3901,69.83,69.83,83458,0.0,1.0
2021-07-21,69.13,70.14,68.29,69.55,69.55,82450,0.0,1.0
2021-07-20,66.77,69.17,66.16,68.52,68.52,99226,0.0,1.0
2021-07-19,65.64,67.33,65.225,66.26,66.26,74932,0.0,1.0
2021-07-16,67.14,68.31,66.545,66.94,66.94,63190,0.0,1.0
2021-07-15,66.62,66.62,65.2,66.36,66.36,65563,0.0,1.0
2021-07-14,69.31,70.31,66.42,66.63,66.63,100434,0.0,1.0
2021-07-13,71.4,71.4,69.87,70.2,70.2,132285,0.0,1.0
2021-07-12,69.85,71.57,68.65,71.42,71.42,182357,0.0,1.0
2021-07-09,67.85,69.74,67.275,69.61,69.61,180193,0.0,1.0
2021-07-08,65.98,67.88,65.33,67.55,67.55,89309,0.0,1.0
2021-07-07,64.7,67.69,64.47,67.24,67.24,205536,0.0,1.0
2021-07-06,64.25,64.86,62.59,64.61,64.61,164162,0.0,1.0
2021-07-02,66.09,66.09,63.44,64.14,64.14,105658,0.0,1.0
2021-07-01,65.19,66.26,64.53,65.87,65.87,89009,0.0,1.0
2021-06-30,65.08,65.45,64.72,65.17,65.17,78272,0.0,1.0
2021-06-29,66.61,67.07,65.07,65.47,65.47,73456,0.0,1.0
2021-06-28,66.22,67.9175,65.94,66.35,66.35,120781,0.0,1.0
2021-06-25,67.63,68.73,66.16,66.5,66.5,423001,0.0,1.0
2021-06-24,69.05,69.59,67.28,67.72,67.72,74222,0.0,1.0
2021-06-23,68.42,69.495,66.685,68.77,68.77,133442,0.0,1.0
2021-06-22,66.99,68.48,64.18,68.42,68.42,95013,0.0,1.0
2021-06-21,67.05,67.61,66.075,67.01,67.01,122771,0.0,1.0
2021-06-18,66.09,67.55,66.09,66.95,66.95,189375,0.0,1.0
2021-06-17,66.52,67.92,65.27,67.02,67.02,86057,0.0,1.0
2021-06-16,65.69,66.99,65.05,66.61,66.61,103842,0.0,1.0
2021-06-15,63.53,65.65,63.06,65.64,65.64,81963,0.0,1.0
2021-06-14,64.47,64.53,62.915,63.5,63.5,103988,0.0,1.0
2021-06-11,62.61,64.68,62.61,64.47,64.47,104516,0.0,1.0
2021-06-10,62.53,63.21,61.48,62.45,62.45,54264,0.0,1.0
2021-06-09,63.63,63.63,62.11,62.37,62.37,68309,0.0,1.0
2021-06-08,63.14,64.67,62.22,63.26,63.26,86001,0.0,1.0
2021-06-07,63.72,65.32,62.4,62.77,62.77,105999,0.0,1.0
2021-06-04,62.25,64.25,61.69,63.72,63.72,246227,0.0,1.0
2021-06-03,57.85,59.8,57.42,59.49,59.49,224264,0.0,1.0
2021-06-02,60.58,61.61,58.0,58.26,58.26,522752,0.0,1.0
2021-06-01,62.2,62.2,60.01,60.34,60.34,365116,0.0,1.0
2021-05-28,62.96,63.37,61.6001,61.81,61.81,69421,0.0,1.0
2021-05-27,64.26,64.63,62.47,62.57,62.57,119701,0.0,1.0
2021-05-26,63.51,64.32,62.57,64.0,64.0,122107,0.0,1.0
2021-05-25,63.22,64.17,63.13,63.46,63.46,95415,0.0,1.0
2021-05-24,63.56,64.2,62.75,62.97,62.97,91554,0.0,1.0
2021-05-21,65.34,65.99,63.04,63.23,63.23,115417,0.0,1.0
2021-05-20,65.88,66.0,63.68,64.76,64.76,335205,0.0,1.0
2021-05-19,63.8,65.95,62.98,65.83,65.83,142786,0.0,1.0
2021-05-18,65.18,65.93,62.88,64.54,64.54,224371,0.0,1.0
2021-05-17,65.13,65.64,64.59,65.07,65.07,121113,0.0,1.0
2021-05-14,66.29,66.695,65.64,66.08,66.08,96732,0.0,1.0
2021-05-13,63.22,66.15,63.22,65.81,65.81,145842,0.0,1.0
2021-05-12,65.98,67.3235,62.97,63.18,63.18,132953,0.0,1.0
2021-05-11,64.0,66.95,64.0,66.76,66.76,111165,0.0,1.0
2021-05-10,66.06,66.17,64.675,65.35,65.35,123203,0.0,1.0
2021-05-07,65.92,67.88,64.785,66.61,66.61,91026,0.0,1.0
2021-05-06,66.03,66.7,64.86,66.02,66.02,128712,0.0,1.0
2021-05-05,69.0,69.0,63.96,65.83,65.83,149204,0.0,1.0
2021-05-04,67.87,67.87,65.79,67.09,67.09,166496,0.0,1.0
2021-05-03,65.77,68.41,64.85,68.22,68.22,172539,0.0,1.0
2021-04-30,65.42,66.08,65.18,65.39,65.39,114093,0.0,1.0
2021-04-29,66.99,67.6,65.01,66.19,66.19,172924,0.0,1.0
2021-04-28,64.3,66.9,63.8636,66.6,66.6,101363,0.0,1.0
2021-04-27,64.17,65.03,63.6,64.28,64.28,80386,0.0,1.0
2021-04-26,63.7,64.37,63.32,63.83,63.83,66039,0.0,1.0
2021-04-23,64.64,64.87,63.66,63.66,63.66,88906,0.0,1.0
2021-04-22,63.03,64.97,62.385,64.45,64.45,113634,0.0,1.0
2021-04-21,61.18,63.175,61.18,63.02,63.02,94704,0.0,1.0
2021-04-20,62.85,63.04,60.15,61.0,61.0,138233,0.0,1.0
2021-04-19,65.87,65.87,62.46,62.82,62.82,193234,0.0,1.0
2021-04-16,65.25,66.6637,63.86,65.73,65.73,134593,0.0,1.0
2021-04-15,63.07,66.07,62.02,65.45,65.45,229383,0.0,1.0
2021-04-14,59.29,63.27,59.04,62.7,62.7,241973,0.0,1.0
2021-04-13,55.93,60.02,55.57,59.5,59.5,211126,0.0,1.0
2021-04-12,54.35,55.98,53.125,55.72,55.72,122722,0.0,1.0
2021-04-09,52.5,54.27,52.17,54.03,54.03,134768,0.0,1.0
2021-04-08,52.52,52.52,51.8,52.5,52.5,105723,0.0,1.0
2021-04-07,52.13,53.69,51.81,52.03,52.03,184576,0.0,1.0
2021-04-06,52.27,53.13,51.65,52.16,52.16,138725,0.0,1.0
2021-04-05,53.13,53.9799,51.59,52.09,52.09,82466,0.0,1.0
2021-04-01,52.67,53.94,51.41,52.79,52.79,148522,0.0,1.0
2021-03-31,51.0,52.79,50.6119,52.52,52.52,177918,0.0,1.0
2021-03-30,49.36,50.81,49.055,50.59,50.59,120246,0.0,1.0
2021-03-29,48.15,50.16,47.06,49.77,49.77,194193,0.0,1.0
2021-03-26,48.02,48.57,46.89,48.28,48.28,112472,0.0,1.0
2021-03-25,46.52,48.19,45.63,47.81,47.81,82225,0.0,1.0
2021-03-24,47.94,48.96,46.89,46.89,46.89,107429,0.0,1.0
2021-03-23,48.84,48.84,46.77,47.44,47.44,174211,0.0,1.0
2021-03-22,50.76,51.43,49.16,49.34,49.34,156965,0.0,1.0
2021-03-19,50.37,52.84,49.485,50.92,50.92,270984,0.0,1.0
2021-03-18,51.06,52.73,50.64,50.72,50.72,147514,0.0,1.0
2021-03-17,51.35,52.29,50.54,51.75,51.75,138912,0.0,1.0
2021-03-16,52.61,52.84,51.58,51.97,51.97,89730,0.0,1.0
2021-03-15,51.41,52.95,51.33,52.7,52.7,187839,0.0,1.0
2021-03-12,51.52,52.09,50.51,51.62,51.62,186994,0.0,1.0
2021-03-11,51.2,51.99,50.37,51.37,51.37,203188,0.0,1.0
2021-03-10,49.55,51.225,49.55,50.8,50.8,116154,0.0,1.0
2021-03-09,48.11,49.85,48.11,48.98,48.98,128787,0.0,1.0
2021-03-08,48.12,49.26,47.18,47.74,47.74,150953,0.0,1.0
2021-03-05,46.12,48.33,45.61,47.82,47.82,191900,0.0,1.0
2021-03-04,48.21,48.21,44.43,46.32,46.32,248636,0.0,1.0
2021-03-03,49.42,49.42,47.2,48.34,48.34,202016,0.0,1.0
2021-03-02,52.61,52.61,49.47,49.47,49.47,134311,0.0,1.0
2021-03-01,53.84,53.84,51.5,53.14,53.14,180456,0.0,1.0
2021-02-26,52.91,55.03,52.37,52.49,52.49,365418,0.0,1.0
2021-02-25,53.91,56.25,51.89,52.76,52.76,309994,0.0,1.0
2021-02-24,50.97,51.99,49.4975,51.59,51.59,158856,0.0,1.0
2021-02-23,51.76,52.9,49.82,50.42,50.42,186972,0.0,1.0
2021-02-22,52.59,53.07,51.2,52.12,52.12,186476,0.0,1.0
2021-02-19,52.42,54.1,52.21,52.72,52.72,111814,0.0,1.0
2021-02-18,53.55,53.84,52.31,52.6,52.6,143076,0.0,1.0
2021-02-17,52.8,54.65,52.04,53.61,53.61,129959,0.0,1.0
2021-02-16,55.73,55.88,53.33,53.33,53.33,190020,0.0,1.0
2021-02-12,55.61,56.24,55.4807,55.72,55.72,90289,0.0,1.0
2021-02-11,55.66,56.46,54.8701,55.99,55.99,105647,0.0,1.0
2021-02-10,55.55,56.44,55.02,55.44,55.44,145207,0.0,1.0
2021-02-09,54.59,55.28,54.4368,55.25,55.25,125521,0.0,1.0
2021-02-08,53.95,54.62,53.39,54.48,54.48,131319,0.0,1.0
2021-02-05,51.78,53.15,51.41,52.98,52.98,109442,0.0,1.0
2021-02-04,51.55,52.1699,50.87,51.18,51.18,172273,0.0,1.0
2021-02-03,50.48,51.6973,50.1,51.47,51.47,155183,0.0,1.0
2021-02-02,50.38,50.9,49.62,50.48,50.48,148086,0.0,1.0
2021-02-01,49.49,50.6799,49.03,49.97,49.97,204998,0.0,1.0
2021-01-29,48.87,49.39,48.57,48.93,48.93,165123,0.0,1.0
2021-01-28,49.9,49.99,48.01,48.89,48.89,183808,0.0,1.0
2021-01-27,49.8,50.79,48.54,49.13,49.13,224235,0.0,1.0
2021-01-26,49.49,50.55,48.37,50.17,50.17,152449,0.0,1.0
2021-01-25,46.92,49.32,46.81,49.1,49.1,213181,0.0,1.0
2021-01-22,46.0,47.0,45.705,46.92,46.92,88540,0.0,1.0
2021-01-21,46.21,47.21,45.89,46.55,46.55,89794,0.0,1.0
2021-01-20,45.62,46.5055,45.1,46.06,46.06,170676,0.0,1.0
2021-01-19,44.28,45.9,44.28,45.58,45.58,198937,0.0,1.0
2021-01-15,44.98,45.895,43.75,43.97,43.97,233521,0.0,1.0
2021-01-14,46.62,46.695,44.62,45.39,45.39,156016,0.0,1.0
2021-01-13,48.88,49.13,46.545,46.6,46.6,119837,0.0,1.0
2021-01-12,48.21,49.41,48.0,48.88,48.88,90401,0.0,1.0
2021-01-11,45.68,48.23,44.8995,48.03,48.03,135742,0.0,1.0
2021-01-08,49.06,49.25,44.51,46.14,46.14,257777,0.0,1.0
2021-01-07,46.98,49.285,46.19,49.11,49.11,195790,0.0,1.0
2021-01-06,44.4,46.74,44.28,46.59,46.59,234629,0.0,1.0
2021-01-05,43.85,44.67,43.475,44.13,44.13,102084,0.0,1.0
2021-01-04,44.82,44.93,43.04,43.96,43.96,154683,0.0,1.0
2020-12-31,44.05,44.88,43.34,44.68,44.68,105669,0.0,1.0
2020-12-30,43.29,44.69,43.29,43.97,43.97,136272,0.0,1.0
2020-12-29,43.17,43.93,42.8,43.21,43.21,112699,0.0,1.0
2020-12-28,43.92,44.75,43.405,43.71,43.71,209325,0.0,1.0
2020-12-24,43.8,43.8,42.7,43.32,43.32,49781,0.0,1.0
2020-12-23,43.01,43.81,41.925,43.6,43.6,141762,0.0,1.0
2020-12-22,40.88,42.94,40.03,42.8,42.8,121565,0.0,1.0
2020-12-21,40.14,41.06,39.07,40.73,40.73,113826,0.0,1.0
2020-12-18,41.11,41.55,39.16,40.78,40.78,619678,0.0,1.0
2020-12-17,40.96,41.35,40.24,41.07,41.07,110742,0.0,1.0
2020-12-16,41.16,42.68,40.41,40.95,40.95,182214,0.0,1.0
2020-12-15,41.4,41.5,39.01,41.09,41.09,201927,0.0,1.0
2020-12-14,42.76,43.65,40.45,41.35,41.35,262129,0.0,1.0
2020-12-11,39.52,39.71,37.68,38.46,38.46,105579,0.0,1.0
2020-12-10,39.09,40.0,39.02,39.78,39.78,125627,0.0,1.0
2020-12-09,40.36,41.075,39.14,39.52,39.52,209111,0.0,1.0
2020-12-08,38.71,40.64,38.44,40.13,40.13,149952,0.0,1.0
2020-12-07,38.91,39.34,38.5,39.0,39.0,140978,0.0,1.0
2020-12-04,37.23,39.0,37.23,38.94,38.94,144911,0.0,1.0
2020-12-03,37.28,37.38,36.355,36.88,36.88,155010,0.0,1.0
2020-12-02,35.12,37.47,34.93,37.23,37.23,195146,0.0,1.0
2020-12-01,35.28,35.61,35.07,35.28,35.28,106498,0.0,1.0
2020-11-30,36.46,37.14,34.93,35.07,35.07,118343,0.0,1.0
2020-11-27,36.1,36.81,35.61,36.71,36.71,45203,0.0,1.0
2020-11-25,37.01,37.114,35.24,36.1,36.1,127210,0.0,1.0
2020-11-24,36.63,38.23,36.455,37.27,37.27,286843,0.0,1.0
2020-11-23,35.47,36.8446,34.5,36.06,36.06,311838,0.0,1.0
2020-11-20,36.05,36.96,35.29,35.47,35.47,166743,0.0,1.0
2020-11-19,34.65,36.48,34.22,36.34,36.34,158078,0.0,1.0
2020-11-18,34.27,34.94,34.19,34.41,34.41,176452,0.0,1.0
2020-11-17,33.65,34.57,33.37,34.28,34.28,187087,0.0,1.0
2020-11-16,33.65,34.6625,33.205,33.99,33.99,207030,0.0,1.0
2020-11-13,32.5,33.47,32.18,33.23,33.23,133176,0.0,1.0
2020-11-12,32.72,33.23,32.16,32.52,32.52,98751,0.0,1.0
2020-11-11,33.52,33.52,32.22,32.72,32.72,175401,0.0,1.0
2020-11-10,32.22,34.27,32.01,33.45,33.45,253963,0.0,1.0
2020-11-09,30.98,34.83,30.98,32.14,32.14,431471,0.0,1.0
2020-11-06,27.19,29.47,27.19,29.19,29.19,281118,0.0,1.0
2020-11-05,28.2,29.69,26.9,27.19,27.19,462521,0.0,1.0
2020-11-04,29.46,30.49,28.6601,29.94,29.94,149646,0.0,1.0
2020-11-03,29.5,29.54,28.1,29.28,29.28,174461,0.0,1.0
2020-11-02,29.24,29.6,27.6402,28.49,28.49,155497,0.0,1.0
2020-10-30,28.13,29.61,28.13,29.21,29.21,279550,0.0,1.0
2020-10-29,28.69,29.01,27.195,28.11,28.11,214463,0.0,1.0
2020-10-28,28.42,28.77,27.75,28.68,28.68,179438,0.0,1.0
2020-10-27,28.34,28.94,28.24,28.83,28.83,161338,0.0,1.0
2020-10-26,27.86,28.42,27.45,28.41,28.41,167984,0.0,1.0
2020-10-23,28.51,28.755,27.46,28.01,28.01,134776,0.0,1.0
2020-10-22,27.66,28.62,27.13,28.42,28.42,171871,0.0,1.0
2020-10-21,28.52,28.89,27.71,27.73,27.73,85088,0.0,1.0
2020-10-20,29.26,29.31,28.25,28.34,28.34,108314,0.0,1.0
2020-10-19,30.56,30.87,29.05,29.14,29.14,166861,0.0,1.0
2020-10-16,30.8,31.5,30.21,30.56,30.56,127858,0.0,1.0
2020-10-15,30.54,30.96,30.08,30.85,30.85,69096,0.0,1.0
2020-10-14,31.29,31.76,30.5,30.61,30.61,76432,0.0,1.0
2020-10-13,31.48,31.7,30.8,31.29,31.29,157416,0.0,1.0
2020-10-12,31.12,31.73,30.975,31.55,31.55,109830,0.0,1.0
2020-10-09,30.305,31.17,30.305,31.05,31.05,78641,0.0,1.0
2020-10-08,30.0,30.81,29.82,30.7,30.7,138544,0.0,1.0
2020-10-07,29.91,30.39,29.46,29.74,29.74,138483,0.0,1.0
2020-10-06,30.11,30.6,29.61,29.74,29.74,176532,0.0,1.0
2020-10-05,29.93,30.39,29.54,29.87,29.87,145463,0.0,1.0
2020-10-02,28.34,30.07,28.34,29.76,29.76,347312,0.0,1.0
2020-10-01,29.08,29.1543,28.26,28.79,28.79,107864,0.0,1.0
2020-09-30,29.21,29.94,28.64,29.0,29.0,190551,0.0,1.0
2020-09-29,28.45,29.39,28.39,29.14,29.14,213913,0.0,1.0
2020-09-28,28.81,29.23,28.31,28.41,28.41,205462,0.0,1.0
2020-09-25,27.46,28.47,27.24,28.43,28.43,155011,0.0,1.0
2020-09-24,27.67,27.915,27.27,27.51,27.51,322471,0.0,1.0
2020-09-23,29.0,29.37,27.71,27.77,27.77,210119,0.0,1.0
2020-09-22,28.63,28.98,28.225,28.94,28.94,207003,0.0,1.0
2020-09-21,28.11,28.63,27.44,28.51,28.51,341498,0.0,1.0
2020-09-18,28.92,29.11,27.905,28.77,28.77,507685,0.0,1.0
2020-09-17,28.31,28.75,28.0,28.61,28.61,163968,0.0,1.0
2020-09-16,28.16,29.02,27.965,28.64,28.64,186646,0.0,1.0
2020-09-15,28.04,28.5,27.99,28.13,28.13,135273,0.0,1.0
2020-09-14,27.31,28.15,27.27,27.81,27.81,158269,0.0,1.0
2020-09-11,27.45,27.7448,26.57,27.08,27.08,202044,0.0,1.0
2020-09-10,27.48,27.96,27.3,27.3,27.3,154214,0.0,1.0
2020-09-09,27.16,27.38,26.67,27.29,27.29,177907,0.0,1.0
2020-09-08,27.57,27.57,26.87,27.01,27.01,121002,0.0,1.0
2020-09-04,27.92,28.11,27.03,27.77,27.77,192845,0.0,1.0
2020-09-03,28.61,28.625,27.15,27.89,27.89,300088,0.0,1.0
2020-09-02,28.76,29.2,28.53,28.64,28.64,216674,0.0,1.0
2020-09-01,30.04,30.21,28.69,28.94,28.94,244479,0.0,1.0
2020-08-31,29.95,30.39,29.34,30.23,30.23,226254,0.0,1.0
2020-08-28,29.69,30.12,29.17,30.04,30.04,131308,0.0,1.0
2020-08-27,29.11,30.09,28.69,29.57,29.57,216769,0.0,1.0
2020-08-26,29.62,29.99,28.275,28.91,28.91,202272,0.0,1.0
2020-08-25,29.38,30.07,28.9,29.85,29.85,240888,0.0,1.0
2020-08-24,29.59,29.6,28.6,29.23,29.23,179706,0.0,1.0
2020-08-21,31.19,31.25,29.21,29.36,29.36,218987,0.0,1.0
2020-08-20,31.5,32.12,31.29,31.47,31.47,139418,0.0,1.0
2020-08-19,32.29,32.29,31.36,31.69,31.69,139983,0.0,1.0
2020-08-18,32.49,32.72,31.615,32.12,32.12,178584,0.0,1.0
2020-08-17,32.18,32.87,31.4119,32.39,32.39,123065,0.0,1.0
2020-08-14,32.35,32.99,31.79,31.99,31.99,84131,0.0,1.0
2020-08-13,32.14,32.84,31.97,32.49,32.49,109019,0.0,1.0
2020-08-12,32.36,32.95,31.84,32.17,32.17,147738,0.0,1.0
2020-08-11,32.61,33.32,31.85,31.98,31.98,250636,0.0,1.0
2020-08-10,34.72,35.22,32.3,32.44,32.44,302138,0.0,1.0
2020-08-07,34.16,35.34,33.93,34.9,34.9,192203,0.0,1.0
2020-08-06,34.32,34.67,32.925,34.24,34.24,429943,0.0,1.0
2020-08-05,31.98,35.44,28.5724,34.72,34.72,1196310,0.0,1.0
2020-08-04,30.0,31.43,29.22,30.64,30.64,602828,0.0,1.0
2020-08-03,30.78,30.85,29.28,29.82,29.82,414543,0.0,1.0
2020-07-31,32.32,32.96,30.14,30.7,30.7,391041,0.0,1.0
2020-07-30,30.97,33.19,30.59,32.52,32.52,549436,0.0,1.0
2020-07-29,30.36,31.695,30.0,31.31,31.31,1572754,0.0,1.0
2020-07-28,31.08,31.52,29.97,29.98,29.98,740037,0.0,1.0
2020-07-27,32.05,32.2024,30.77,30.99,30.99,580339,0.0,1.0
2020-07-24,33.14,33.75,31.87,31.91,31.91,351056,0.0,1.0
2020-07-23,33.34,34.085,32.12,32.98,32.98,504017,0.0,1.0
2020-07-22,36.08,36.64,34.94,34.97,34.97,191423,0.0,1.0
2020-07-21,36.58,37.449,35.93,35.99,35.99,253989,0.0,1.0
2020-07-20,36.81,37.17,35.66,36.11,36.11,111826,0.0,1.0
2020-07-17,36.0,37.45,35.58,36.86,36.86,171500,0.0,1.0
2020-07-16,37.01,37.01,35.55,35.95,35.95,141200,0.0,1.0
2020-07-15,35.07,37.5,35.01,37.05,37.05,288100,0.0,1.0
2020-07-14,34.2,35.18,34.19,34.93,34.93,264500,0.0,1.0
2020-07-13,36.06,36.39,34.11,34.21,34.21,306400,0.0,1.0
2020-07-10,34.87,35.71,34.5,35.61,35.61,142800,0.0,1.0
2020-07-09,36.0,36.08,34.28,34.84,34.84,167400,0.0,1.0
2020-07-08,36.53,37.11,35.15,35.87,35.87,138200,0.0,1.0
2020-07-07,37.33,37.71,36.39,36.57,36.57,189400,0.0,1.0
2020-07-06,36.85,37.66,36.41,37.31,37.31,145500,0.0,1.0
2020-07-02,36.36,36.99,35.88,36.27,36.27,184500,0.0,1.0
2020-07-01,35.59,36.39,35.27,35.86,35.86,131300,0.0,1.0
2020-06-30,35.0,35.62,34.41,35.52,35.52,147700,0.0,1.0
2020-06-29,34.92,35.69,34.17,34.92,34.92,293300,0.0,1.0
2020-06-26,34.88,35.28,34.4,34.74,34.74,463426,0.0,1.0
2020-06-25,34.3,34.96,33.86,34.9,34.9,198257,0.0,1.0
2020-06-24,35.36,35.7,33.44,33.81,33.81,237955,0.0,1.0
2020-06-23,34.79,36.0,34.74,35.76,35.76,252289,0.0,1.0
2020-06-22,34.33,34.55,32.76,34.35,34.35,231419,0.0,1.0
2020-06-19,34.5,34.9,33.42,34.35,34.35,426063,0.0,1.0
2020-06-18,33.83,35.08,33.67,34.24,34.24,195520,0.0,1.0
2020-06-17,34.3,34.83,33.45,34.05,34.05,192257,0.0,1.0
2020-06-16,35.31,36.0,33.57,34.09,34.09,255140,0.0,1.0
2020-06-15,32.38,35.4,32.31,34.4,34.4,443786,0.0,1.0
2020-06-12,34.45,34.61,31.59,32.855,32.855,638465,0.0,1.0
2020-06-11,35.5,35.5,33.32,33.32,33.32,643498,0.0,1.0
2020-06-10,40.26,40.28,36.36,37.39,37.39,700005,0.0,1.0
2020-06-09,40.64,41.035,39.9375,40.15,40.15,175109,0.0,1.0
2020-06-08,41.68,42.1,40.38,40.75,40.75,237808,0.0,1.0
2020-06-05,38.75,41.52,38.68,41.23,41.23,327235,0.0,1.0
2020-06-04,38.08,38.82,37.51,38.11,38.11,239262,0.0,1.0
2020-06-03,39.02,39.7,38.26,38.38,38.38,195083,0.0,1.0
