,HSKA_Open,HSKA_High,HSKA_Low,HSKA_Close,HSKA_Adj Close,HSKA_Volume,HSKA_Dividend Amount,HSKA_Split Coefficient
2011-01-04,4.9,4.95,4.84,4.9499,4.80921120983912,13100,0.0,1.0
2011-01-03,4.665,5.25,4.665,4.841,4.70340642575227,52600,0.0,1.0
2010-12-31,4.8,5.16,4.61,4.96,4.81902414206388,42100,0.0,1.0
2010-12-30,4.39,4.88,4.3,4.88,4.74129794622414,170000,0.0,0.1
2010-12-29,0.432,0.4487,0.43,0.43,4.17778302638603,159000,0.0,1.0
2010-12-28,0.4201,0.4742,0.4201,0.43,4.17778302638603,428000,0.0,1.0
2010-12-27,0.4265,0.4398,0.42,0.4349,4.22539032133787,113000,0.0,1.0
2010-12-23,0.435,0.4398,0.4217,0.4397,4.27202603884171,85000,0.0,1.0
2010-12-22,0.4479,0.4497,0.43,0.43,4.17778302638603,81000,0.0,1.0
2010-12-21,0.42,0.4498,0.4199,0.44,4.2749407711857,230000,0.0,1.0
2010-12-20,0.415,0.4348,0.4,0.415,4.03204640918651,448000,0.0,1.0
2010-12-17,0.4069,0.43,0.4069,0.415,4.03204640918651,207000,0.0,1.0
2010-12-16,0.4315,0.4315,0.405,0.42,4.08062528158635,285000,0.0,1.0
2010-12-15,0.4389,0.44,0.43,0.43,4.17778302638603,28000,0.0,1.0
2010-12-14,0.4326,0.439,0.426,0.43,4.17778302638603,19000,0.0,1.0
2010-12-13,0.45,0.45,0.4256,0.4494,4.3662690512974,205000,0.0,1.0
2010-12-10,0.445,0.4587,0.4301,0.45,4.37209851598538,34000,0.0,1.0
2010-12-09,0.4315,0.448,0.4314,0.44,4.2749407711857,47000,0.0,1.0
2010-12-08,0.4369,0.4646,0.43,0.4646,4.5139488233929,141000,0.0,1.0
2010-12-07,0.44,0.4498,0.4301,0.44,4.2749407711857,48000,0.0,1.0
2010-12-06,0.4301,0.4484,0.43,0.44,4.2749407711857,60000,0.0,1.0
2010-12-03,0.4411,0.469,0.4322,0.44,4.2749407711857,257000,0.0,1.0
2010-12-02,0.4689,0.4689,0.444,0.45,4.37209851598538,138000,0.0,1.0
2010-12-01,0.47,0.483,0.44,0.45,4.37209851598538,145000,0.0,1.0
2010-11-30,0.465,0.47,0.46,0.4699,4.56544242813673,15000,0.0,1.0
2010-11-29,0.47,0.47,0.4461,0.4461,4.3342069955135,30000,0.0,1.0
2010-11-26,0.46,0.48,0.4451,0.47,4.56641400558473,99000,0.0,1.0
2010-11-24,0.4699,0.4799,0.45,0.4501,4.37307009343337,74000,0.0,1.0
2010-11-23,0.4699,0.4701,0.4425,0.4698,4.56447085068873,170000,0.0,1.0
2010-11-22,0.4301,0.4798,0.4301,0.4612,4.48091519016101,114000,0.0,1.0
2010-11-19,0.4497,0.4497,0.423,0.435,4.22636189878586,123000,0.0,1.0
2010-11-18,0.426,0.4492,0.426,0.4492,4.3643258964014,44000,0.0,1.0
2010-11-17,0.4313,0.4498,0.426,0.43,4.17778302638603,144000,0.0,1.0
2010-11-16,0.4302,0.4498,0.4302,0.433,4.20693034982593,30000,0.0,1.0
2010-11-15,0.5,0.5,0.43,0.4498,4.37015536108938,277000,0.0,1.0
2010-11-12,0.445,0.4898,0.4402,0.4402,4.2768839260817,63000,0.0,1.0
2010-11-11,0.45,0.498,0.445,0.45,4.37209851598538,103000,0.0,1.0
2010-11-10,0.5,0.5,0.445,0.45,4.37209851598538,100000,0.0,1.0
2010-11-09,0.51,0.51,0.466,0.466,4.52755090766486,25000,0.0,1.0
2010-11-08,0.45,0.51,0.45,0.49,4.76072949518408,199000,0.0,1.0
2010-11-05,0.4599,0.46,0.4475,0.45,4.37209851598538,140000,0.0,1.0
2010-11-04,0.445,0.45,0.445,0.45,4.37209851598538,33000,0.0,1.0
2010-11-03,0.4315,0.45,0.4315,0.445,4.32351964358554,22000,0.0,1.0
2010-11-02,0.4311,0.45,0.4311,0.4337,4.21373139196191,14000,0.0,1.0
2010-11-01,0.46,0.46,0.43,0.444,4.31380386910557,57000,0.0,1.0
2010-10-29,0.4598,0.4598,0.44,0.45,4.37209851598538,44000,0.0,1.0
2010-10-28,0.46,0.46,0.44,0.46,4.46925626078505,131000,0.0,1.0
2010-10-27,0.45,0.46,0.44,0.45,4.37209851598538,25000,0.0,1.0
2010-10-26,0.45,0.46,0.446,0.45,4.37209851598538,62000,0.0,1.0
2010-10-25,0.48,0.4801,0.446,0.4497,4.36918378364139,58000,0.0,1.0
2010-10-22,0.446,0.4503,0.446,0.45,4.37209851598538,18000,0.0,1.0
2010-10-21,0.49,0.49,0.4425,0.46,4.46925626078505,35000,0.0,1.0
2010-10-20,0.465,0.465,0.43,0.46,4.46925626078505,90000,0.0,1.0
2010-10-19,0.4842,0.5,0.47,0.4701,4.56738558303272,13000,0.0,1.0
2010-10-18,0.4899,0.49,0.46,0.47,4.56641400558473,21000,0.0,1.0
2010-10-15,0.46,0.4897,0.46,0.4897,4.75781476284009,17000,0.0,1.0
2010-10-14,0.45,0.4785,0.45,0.46,4.46925626078505,12000,0.0,1.0
2010-10-13,0.4401,0.4801,0.4401,0.4601,4.47022783823305,31000,0.0,1.0
2010-10-12,0.49,0.49,0.44,0.44,4.2749407711857,126000,0.0,1.0
2010-10-11,0.5,0.5199,0.475,0.49,4.76072949518408,226000,0.0,1.0
2010-10-08,0.5,0.53,0.469,0.53,5.14936047438278,60000,0.0,1.0
2010-10-07,0.46,0.53,0.4434,0.499,4.84817146550378,368000,0.0,1.0
2010-10-06,0.47,0.4899,0.46,0.48,4.6635717503844,15000,0.0,1.0
2010-10-05,0.4988,0.4988,0.4601,0.4601,4.47022783823305,17000,0.0,1.0
2010-10-04,0.48,0.4987,0.4521,0.49,4.76072949518408,66000,0.0,1.0
2010-10-01,0.47,0.4887,0.45,0.48,4.6635717503844,29000,0.0,1.0
2010-09-30,0.44,0.47,0.44,0.45,4.37209851598538,46000,0.0,1.0
2010-09-29,0.44,0.51,0.44,0.47,4.56641400558473,42000,0.0,1.0
2010-09-28,0.45,0.4896,0.45,0.47,4.56641400558473,55000,0.0,1.0
2010-09-27,0.43,0.47,0.41,0.45,4.37209851598538,21000,0.0,1.0
2010-09-24,0.47,0.48,0.42,0.47,4.56641400558473,67000,0.0,1.0
2010-09-23,0.48,0.48,0.45,0.4639,4.50714778125693,13000,0.0,1.0
2010-09-22,0.45,0.46,0.422,0.46,4.46925626078505,20000,0.0,1.0
2010-09-21,0.47,0.47,0.42,0.46,4.46925626078505,30000,0.0,1.0
2010-09-20,0.5,0.5,0.4518,0.46,4.46925626078505,39000,0.0,1.0
2010-09-17,0.45,0.5,0.45,0.49,4.76072949518408,30000,0.0,1.0
2010-09-16,0.492,0.492,0.4515,0.4682,4.54892561152079,34000,0.0,1.0
2010-09-15,0.48,0.4915,0.48,0.49,4.76072949518408,6000,0.0,1.0
2010-09-14,0.47,0.4796,0.47,0.47,4.56641400558473,11000,0.0,1.0
2010-09-13,0.45,0.47,0.45,0.47,4.56641400558473,18000,0.0,1.0
2010-09-10,0.48,0.48,0.4203,0.45,4.37209851598538,70000,0.0,1.0
2010-09-09,0.49,0.49,0.47,0.49,4.76072949518408,11000,0.0,1.0
2010-09-08,0.46,0.51,0.46,0.4802,4.6655149052804,11000,0.0,1.0
2010-09-07,0.48,0.48,0.48,0.48,4.6635717503844,2000,0.0,1.0
2010-09-03,0.48,0.5,0.48,0.5,4.85788723998375,2000,0.0,1.0
2010-09-02,0.48,0.4999,0.48,0.4999,4.85691566253576,6000,0.0,1.0
2010-09-01,0.52,0.52,0.48,0.5,4.85788723998375,23000,0.0,1.0
2010-08-31,0.47,0.52,0.45,0.52,5.0522027295831,11000,0.0,1.0
2010-08-30,0.4501,0.4988,0.45,0.451,4.38181429046534,20000,0.0,1.0
2010-08-27,0.44,0.48,0.44,0.44,4.2749407711857,12000,0.0,1.0
2010-08-26,0.44,0.45,0.42,0.44,4.2749407711857,40000,0.0,1.0
2010-08-25,0.46,0.4656,0.44,0.45,4.37209851598538,13000,0.0,1.0
2010-08-24,0.46,0.47,0.45,0.4501,4.37307009343337,22000,0.0,1.0
2010-08-23,0.4801,0.4801,0.42,0.46,4.46925626078505,84000,0.0,1.0
2010-08-20,0.5,0.5,0.47,0.5,4.85788723998375,2000,0.0,1.0
2010-08-19,0.5,0.5,0.49,0.5,4.85788723998375,6000,0.0,1.0
2010-08-18,0.47,0.494,0.47,0.494,4.79959259310395,20000,0.0,1.0
2010-08-17,0.4601,0.49,0.4538,0.49,4.76072949518408,32000,0.0,1.0
2010-08-16,0.49,0.49,0.4615,0.49,4.76072949518408,32000,0.0,1.0
2010-08-13,0.4601,0.47,0.45,0.46,4.46925626078505,24000,0.0,1.0
2010-08-12,0.49,0.49,0.4899,0.49,4.76072949518408,3000,0.0,1.0
2010-08-11,0.47,0.494,0.4501,0.49,4.76072949518408,21000,0.0,1.0
2010-08-10,0.5,0.5,0.48,0.49,4.76072949518408,66000,0.0,1.0
2010-08-09,0.52,0.534,0.52,0.52,5.0522027295831,38000,0.0,1.0
2010-08-06,0.5,0.534,0.5,0.52,5.0522027295831,13000,0.0,1.0
2010-08-05,0.45,0.53,0.44,0.53,5.14936047438278,173000,0.0,1.0
2010-08-04,0.462,0.4701,0.45,0.45,4.37209851598538,63000,0.0,1.0
2010-08-03,0.49,0.5,0.462,0.462,4.48868780974499,44000,0.0,1.0
2010-08-02,0.52,0.52,0.49,0.49,4.76072949518408,57000,0.0,1.0
2010-07-30,0.5299,0.54,0.516,0.5201,5.0531743070311,14000,0.0,1.0
2010-07-29,0.52,0.53,0.52,0.5204,5.05608903937509,4000,0.0,1.0
2010-07-28,0.52,0.54,0.51,0.5399,5.24554664173446,3000,0.0,1.0
2010-07-27,0.56,0.56,0.539,0.54,5.24651821918245,12000,0.0,1.0
2010-07-26,0.54,0.55,0.51,0.5273,5.12312788328687,41000,0.0,1.0
2010-07-23,0.52,0.56,0.51,0.539,5.23680244470249,37000,0.0,1.0
2010-07-22,0.55,0.56,0.5,0.51,4.95504498478343,159000,0.0,1.0
2010-07-21,0.58,0.609,0.5515,0.5515,5.35824962570208,84000,0.0,1.0
2010-07-20,0.58,0.6,0.56,0.58,5.63514919838115,52000,0.0,1.0
2010-07-19,0.58,0.62,0.58,0.62,6.02378017757985,25000,0.0,1.0
2010-07-16,0.59,0.595,0.55,0.55,5.34367596398213,52000,0.0,1.0
2010-07-15,0.6,0.61,0.59,0.59,5.73230694318083,16000,0.0,1.0
2010-07-14,0.6,0.61,0.5821,0.59,5.73230694318083,28000,0.0,1.0
2010-07-13,0.61,0.61,0.59,0.601,5.83918046246047,15000,0.0,1.0
2010-07-12,0.6,0.63,0.5756,0.61,5.92662243278018,20000,0.0,1.0
2010-07-09,0.6,0.6397,0.5902,0.63,6.12093792237953,8000,0.0,1.0
2010-07-08,0.62,0.63,0.591,0.62,6.02378017757985,5000,0.0,1.0
2010-07-07,0.6016,0.62,0.59,0.59,5.73230694318083,59000,0.0,1.0
2010-07-06,0.61,0.65,0.58,0.58,5.63514919838115,105000,0.0,1.0
2010-07-02,0.6315,0.6315,0.6,0.62,6.02378017757985,60000,0.0,1.0
2010-07-01,0.62,0.68,0.6,0.66,6.41241115677855,19000,0.0,1.0
2010-06-30,0.63,0.63,0.6096,0.62,6.02378017757985,23000,0.0,1.0
2010-06-29,0.63,0.65,0.62,0.64,6.2180956671792,15000,0.0,1.0
2010-06-28,0.64,0.66,0.64,0.64,6.2180956671792,46000,0.0,1.0
2010-06-25,0.65,0.6501,0.64,0.65,6.31525341197888,133000,0.0,1.0
2010-06-24,0.65,0.69,0.605,0.68,6.6067266463779,27000,0.0,1.0
2010-06-23,0.6501,0.6501,0.63,0.65,6.31525341197888,14000,0.0,1.0
2010-06-22,0.6401,0.69,0.61,0.65,6.31525341197888,34000,0.0,1.0
2010-06-21,0.66,0.6601,0.6405,0.65,6.31525341197888,50000,0.0,1.0
2010-06-18,0.69,0.69,0.655,0.68,6.6067266463779,25000,0.0,1.0
2010-06-17,0.69,0.69,0.64,0.69,6.70388439117758,52000,0.0,1.0
2010-06-16,0.62,0.66,0.62,0.64,6.2180956671792,23000,0.0,1.0
2010-06-15,0.6501,0.6501,0.64,0.64,6.2180956671792,22000,0.0,1.0
2010-06-14,0.6799,0.6799,0.64,0.64,6.2180956671792,9000,0.0,1.0
2010-06-11,0.64,0.7,0.64,0.65,6.31525341197888,26000,0.0,1.0
2010-06-10,0.67,0.7,0.624,0.6422,6.23947037103513,76000,0.0,1.0
2010-06-09,0.67,0.7,0.67,0.67,6.50956890157823,44000,0.0,1.0
2010-06-08,0.69,0.69,0.67,0.68,6.6067266463779,40000,0.0,1.0
2010-06-07,0.7,0.73,0.6934,0.7,6.80104213597725,47000,0.0,1.0
2010-06-04,0.71,0.71,0.7,0.7,6.80104213597725,7000,0.0,1.0
2010-06-03,0.7,0.7201,0.7,0.72,6.9953576255766,7000,0.0,1.0
2010-06-02,0.69,0.72,0.69,0.7001,6.80201371342525,12000,0.0,1.0
2010-06-01,0.67,0.73,0.67,0.7199,6.99438604812861,31000,0.0,1.0
2010-05-28,0.69,0.69,0.67,0.67,6.50956890157823,14000,0.0,1.0
2010-05-27,0.67,0.71,0.67,0.69,6.70388439117758,43000,0.0,1.0
2010-05-26,0.649,0.7,0.6401,0.65,6.31525341197888,78000,0.0,1.0
2010-05-25,0.64,0.66,0.55,0.62,6.02378017757985,160000,0.0,1.0
2010-05-24,0.69,0.7,0.622,0.65,6.31525341197888,103000,0.0,1.0
2010-05-21,0.71,0.75,0.68,0.681,6.61644242085787,103000,0.0,1.0
2010-05-20,0.77,0.77,0.69,0.74,7.18967311517595,101000,0.0,1.0
2010-05-19,0.7301,0.75,0.7,0.75,7.28683085997563,70000,0.0,1.0
2010-05-18,0.74,0.77,0.73,0.77,7.48114634957498,12000,0.0,1.0
2010-05-17,0.7501,0.79,0.726,0.7401,7.19064469262395,41000,0.0,1.0
2010-05-14,0.78,0.81,0.78,0.81,7.86977732877368,11000,0.0,1.0
2010-05-13,0.73,0.829,0.7261,0.8,7.772619583974,22000,0.0,1.0
2010-05-12,0.73,0.75,0.7265,0.74,7.18967311517595,13000,0.0,1.0
2010-05-11,0.78,0.787,0.72,0.74,7.18967311517595,17000,0.0,1.0
2010-05-10,0.72,0.77,0.71,0.71,6.89819988077693,29000,0.0,1.0
2010-05-07,0.66,0.72,0.66,0.7,6.80104213597725,34000,0.0,1.0
2010-05-06,0.805,0.8065,0.6716,0.7075,6.87391044457701,401000,0.0,1.0
2010-05-05,0.83,0.86,0.8,0.8299,8.06312124092503,94000,0.0,1.0
2010-05-04,0.82,0.86,0.81,0.86,8.35556605277205,98000,0.0,1.0
2010-05-03,0.9,0.9,0.8313,0.84,8.1612505631727,83000,0.0,1.0
2010-04-30,0.9084,0.92,0.8802,0.9,8.74419703197075,73000,0.0,1.0
2010-04-29,0.86,0.92,0.86,0.8901,8.64801086461908,102000,0.0,1.0
2010-04-28,0.83,0.9,0.8,0.86,8.35556605277205,45000,0.0,1.0
2010-04-27,0.86,0.89,0.8401,0.87,8.45272379757173,34000,0.0,1.0
2010-04-26,0.8401,0.89,0.8401,0.88,8.5498815423714,52000,0.0,1.0
2010-04-23,0.86,0.88,0.8322,0.86,8.35556605277205,16000,0.0,1.0
2010-04-22,0.88,0.88,0.831,0.84,8.1612505631727,40000,0.0,1.0
2010-04-21,0.831,0.8799,0.831,0.87,8.45272379757173,22000,0.0,1.0
2010-04-20,0.88,0.88,0.83,0.86,8.35556605277205,30000,0.0,1.0
2010-04-19,0.84,0.88,0.83,0.8601,8.35653763022005,35000,0.0,1.0
2010-04-16,0.82,0.9,0.82,0.826,8.02522972045316,32000,0.0,1.0
2010-04-15,0.861,0.87,0.8311,0.841,8.17096633765267,39000,0.0,1.0
2010-04-14,0.86,0.91,0.86,0.87,8.45272379757173,23000,0.0,1.0
2010-04-13,0.88,0.91,0.878,0.88,8.5498815423714,60000,0.0,1.0
2010-04-12,0.81,0.93,0.81,0.899,8.73448125749079,113000,0.0,1.0
2010-04-09,0.8236,0.865,0.81,0.83,8.06409281837303,69000,0.0,1.0
2010-04-08,0.85,0.899,0.85,0.87,8.45272379757173,70000,0.0,1.0
2010-04-07,0.8,0.86,0.8,0.859,8.34585027829209,43000,0.0,1.0
2010-04-06,0.8,0.827,0.8,0.81,7.86977732877368,47000,0.0,1.0
2010-04-05,0.82,0.84,0.8,0.8,7.772619583974,166000,0.0,1.0
2010-04-01,0.85,0.85,0.82,0.84,8.1612505631727,27299,0.0,1.0
2010-03-31,0.83,0.89,0.82,0.82,7.96693507357335,59668,0.0,1.0
2010-03-30,0.82,0.87,0.82,0.84,8.1612505631727,45000,0.0,1.0
2010-03-29,0.86,0.86,0.83,0.84,8.1612505631727,41000,0.0,1.0
2010-03-26,0.85,0.86,0.84,0.85,8.25840830797238,55000,0.0,1.0
2010-03-25,0.8201,0.84,0.8,0.84,8.1612505631727,52000,0.0,1.0
2010-03-24,0.8405,0.87,0.8205,0.83,8.06409281837303,44000,0.0,1.0
2010-03-23,0.8602,0.88,0.84,0.84,8.1612505631727,27000,0.0,1.0
2010-03-22,0.8901,0.8975,0.82,0.82,7.96693507357335,21000,0.0,1.0
2010-03-19,0.91,0.91,0.785,0.89,8.64703928717108,262000,0.0,1.0
2010-03-18,0.93,0.93,0.89,0.9,8.74419703197075,28000,0.0,1.0
2010-03-17,0.94,0.95,0.9197,0.92,8.93851252157011,50000,0.0,1.0
2010-03-16,0.9,0.97,0.86,0.94,9.13282801116945,103000,0.0,1.0
2010-03-15,0.9,0.9,0.8498,0.9,8.74419703197075,59000,0.0,1.0
2010-03-12,0.95,0.95,0.84,0.87,8.45272379757173,202000,0.0,1.0
2010-03-11,0.9201,0.95,0.92,0.9399,9.13185643372146,39000,0.0,1.0
2010-03-10,0.95,0.9901,0.9,0.94,9.13282801116945,116000,0.0,1.0
2010-03-09,0.97,0.98,0.89,0.9,8.74419703197075,120000,0.0,1.0
2010-03-08,0.97,1.04,0.9118,0.9502,9.23192891086512,251000,0.0,1.0
2010-03-05,0.97,1.08,0.93,0.9699,9.42332966812048,320000,0.0,1.0
2010-03-04,0.91,0.99,0.88,0.93,9.03567026636978,375000,0.0,1.0
2010-03-03,0.8399,0.92,0.83,0.89,8.64703928717108,249000,0.0,1.0
2010-03-02,0.79,0.879,0.75,0.83,8.06409281837303,241000,0.0,1.0
2010-03-01,0.74,0.83,0.74,0.78,7.57830409437465,113000,0.0,1.0
2010-02-26,0.7,0.79,0.6789,0.7201,6.9963292030246,338000,0.0,1.0
2010-02-25,0.6999,0.7,0.65,0.7,6.80104213597725,98000,0.0,1.0
2010-02-24,0.7,0.7,0.66,0.7,6.80104213597725,188000,0.0,1.0
2010-02-23,0.7,0.7,0.63,0.655,6.36383228437872,162000,0.0,1.0
2010-02-22,0.63,0.7,0.63,0.69,6.70388439117758,169000,0.0,1.0
2010-02-19,0.6624,0.67,0.6218,0.635,6.16951679477937,45000,0.0,1.0
2010-02-18,0.69,0.6999,0.68,0.69,6.70388439117758,27000,0.0,1.0
2010-02-17,0.6601,0.6999,0.6506,0.6999,6.80007055852926,8000,0.0,1.0
2010-02-16,0.63,0.7,0.61,0.7,6.80104213597725,40000,0.0,1.0
2010-02-12,0.6401,0.709,0.6401,0.7,6.80104213597725,23000,0.0,1.0
2010-02-11,0.6899,0.7,0.65,0.7,6.80104213597725,40000,0.0,1.0
2010-02-10,0.68,0.69,0.63,0.68,6.6067266463779,7000,0.0,1.0
2010-02-09,0.66,0.69,0.6,0.69,6.70388439117758,33000,0.0,1.0
2010-02-08,0.66,0.6979,0.655,0.66,6.41241115677855,33000,0.0,1.0
2010-02-05,0.64,0.66,0.6205,0.66,6.41241115677855,34000,0.0,1.0
2010-02-04,0.62,0.67,0.6,0.64,6.2180956671792,34000,0.0,1.0
2010-02-03,0.67,0.67,0.61,0.619,6.01406440309989,44000,0.0,1.0
2010-02-02,0.63,0.65,0.62,0.62,6.02378017757985,24000,0.0,1.0
2010-02-01,0.62,0.64,0.62,0.62,6.02378017757985,14000,0.0,1.0
2010-01-29,0.59,0.6,0.57,0.5901,5.73327852062882,88000,0.0,1.0
2010-01-28,0.59,0.59,0.581,0.59,5.73230694318083,76000,0.0,1.0
2010-01-27,0.571,0.65,0.571,0.63,6.12093792237953,33000,0.0,1.0
2010-01-26,0.58,0.6989,0.56,0.69,6.70388439117758,55000,0.0,1.0
2010-01-25,0.551,0.6295,0.551,0.5903,5.73522167552482,32000,0.0,1.0
2010-01-22,0.63,0.6399,0.57,0.571,5.54770722806144,160000,0.0,1.0
2010-01-21,0.67,0.6798,0.62,0.63,6.12093792237953,79000,0.0,1.0
2010-01-20,0.7099,0.72,0.66,0.67,6.50956890157823,33000,0.0,1.0
2010-01-19,0.72,0.74,0.7,0.71,6.89819988077693,23000,0.0,1.0
2010-01-15,0.66,0.76,0.66,0.7201,6.9963292030246,74000,0.0,1.0
2010-01-14,0.66,0.78,0.66,0.76,7.3839886047753,178000,0.0,1.0
2010-01-13,0.69,0.73,0.632,0.66,6.41241115677855,128000,0.0,1.0
2010-01-12,0.8,0.82,0.6238,0.695,6.75246326357742,199000,0.0,1.0
2010-01-11,0.8,0.8,0.74,0.78,7.57830409437465,131000,0.0,1.0
2010-01-08,0.72,0.7489,0.67,0.7397,7.18675838283196,146000,0.0,1.0
2010-01-07,0.64,0.72,0.64,0.69,6.70388439117758,269000,0.0,1.0
2010-01-06,0.585,0.633,0.5702,0.628,6.10150637341959,80000,0.0,1.0
2010-01-05,0.639,0.639,0.5915,0.6,5.8294646879805,90000,0.0,1.0
2010-01-04,0.5223,0.63,0.5223,0.58,5.63514919838115,80000,0.0,1.0
2009-12-31,0.53,0.57,0.5223,0.5275,5.12507103818286,39000,0.0,1.0
2009-12-30,0.56,0.59,0.53,0.56,5.4408337087818,92000,0.0,1.0
2009-12-29,0.595,0.6,0.57,0.57,5.53799145358148,86000,0.0,1.0
2009-12-28,0.53,0.63,0.53,0.595,5.78088581558066,231000,0.0,1.0
2009-12-24,0.53,0.57,0.53,0.54,5.24651821918245,28000,0.0,1.0
2009-12-23,0.5,0.549,0.4916,0.53,5.14936047438278,221000,0.0,1.0
2009-12-22,0.45,0.51,0.44,0.5,4.85788723998375,266000,0.0,1.0
2009-12-21,0.48,0.48,0.44,0.47,4.56641400558473,58000,0.0,1.0
2009-12-18,0.47,0.47,0.4301,0.4301,4.17875460383402,100000,0.0,1.0
2009-12-17,0.48,0.55,0.45,0.451,4.38181429046534,503000,0.0,1.0
2009-12-16,0.43,0.5096,0.43,0.48,4.6635717503844,278000,0.0,1.0
2009-12-15,0.4199,0.43,0.4021,0.43,4.17778302638603,41000,0.0,1.0
2009-12-14,0.39,0.42,0.39,0.4199,4.07965370413836,94000,0.0,1.0
2009-12-11,0.41,0.41,0.4,0.4099,3.98249595933868,24000,0.0,1.0
2009-12-10,0.42,0.42,0.39,0.3998,3.88436663709101,28000,0.0,1.0
2009-12-09,0.4,0.4,0.3905,0.4,3.886309791987,18000,0.0,1.0
2009-12-08,0.38,0.42,0.38,0.39,3.78915204718733,21000,0.0,1.0
2009-12-07,0.445,0.445,0.39,0.42,4.08062528158635,42000,0.0,1.0
2009-12-04,0.4,0.42,0.3841,0.39,3.78915204718733,32000,0.0,1.0
2009-12-03,0.41,0.41,0.4,0.403,3.9154571154269,46000,0.0,1.0
2009-12-02,0.41,0.42,0.4011,0.4011,3.89699714391497,43000,0.0,1.0
2009-12-01,0.4021,0.44,0.401,0.4249,4.12823257653819,49000,0.0,1.0
2009-11-30,0.44,0.44,0.4002,0.43,4.17778302638603,11000,0.0,1.0
2009-11-27,0.41,0.4399,0.41,0.43,4.17778302638603,41000,0.0,1.0
2009-11-25,0.42,0.42,0.41,0.41,3.98346753678668,17000,0.0,1.0
2009-11-24,0.42,0.42,0.38,0.39,3.78915204718733,32000,0.0,1.0
2009-11-23,0.4,0.42,0.3913,0.42,4.08062528158635,9000,0.0,1.0
2009-11-20,0.4,0.42,0.3805,0.3998,3.88436663709101,60000,0.0,1.0
2009-11-19,0.42,0.43,0.4,0.4,3.886309791987,11000,0.0,1.0
2009-11-18,0.36,0.4399,0.36,0.42,4.08062528158635,39000,0.0,1.0
2009-11-17,0.41,0.4399,0.37,0.3999,3.885338214539,52000,0.0,1.0
2009-11-16,0.41,0.4399,0.41,0.41,3.98346753678668,38000,0.0,1.0
2009-11-13,0.42,0.43,0.41,0.42,4.08062528158635,61000,0.0,1.0
2009-11-12,0.412,0.4399,0.4107,0.4117,3.99998435340262,24000,0.0,1.0
2009-11-11,0.43,0.448,0.4107,0.415,4.03204640918651,26000,0.0,1.0
2009-11-10,0.43,0.445,0.43,0.445,4.32351964358554,400,0.0,1.0
2009-11-09,0.42,0.4489,0.42,0.4438,4.31186071420958,18000,0.0,1.0
2009-11-06,0.42,0.43,0.41,0.43,4.17778302638603,29000,0.0,1.0
2009-11-05,0.44,0.444,0.415,0.42,4.08062528158635,36000,0.0,1.0
2009-11-04,0.44,0.4489,0.4105,0.444,4.31380386910557,6000,0.0,1.0
2009-11-03,0.4107,0.4498,0.4001,0.421,4.09034105606632,15000,0.0,1.0
2009-11-02,0.44,0.4401,0.4107,0.42,4.08062528158635,31000,0.0,1.0
2009-10-30,0.45,0.45,0.4021,0.448,4.35266696702544,29000,0.0,1.0
2009-10-29,0.44,0.465,0.44,0.46,4.46925626078505,25000,0.0,1.0
2009-10-28,0.4,0.4497,0.4,0.42,4.08062528158635,32000,0.0,1.0
2009-10-27,0.45,0.48,0.402,0.402,3.90574134094694,144000,0.0,1.0
2009-10-26,0.48,0.48,0.42,0.43,4.17778302638603,122000,0.0,1.0
2009-10-23,0.48,0.5,0.46,0.48,4.6635717503844,43000,0.0,1.0
2009-10-22,0.451,0.47,0.45,0.47,4.56641400558473,50000,0.0,1.0
2009-10-21,0.45,0.47,0.44,0.47,4.56641400558473,43000,0.0,1.0
2009-10-20,0.44,0.4501,0.44,0.45,4.37209851598538,13000,0.0,1.0
2009-10-19,0.45,0.457,0.4317,0.44,4.2749407711857,65000,0.0,1.0
2009-10-16,0.458,0.46,0.441,0.45,4.37209851598538,23000,0.0,1.0
2009-10-15,0.4589,0.4589,0.42,0.4347,4.22344716644187,74000,0.0,1.0
2009-10-14,0.44,0.4589,0.43,0.43,4.17778302638603,69000,0.0,1.0
2009-10-13,0.46,0.46,0.42,0.4395,4.27008288394572,59000,0.0,1.0
2009-10-12,0.44,0.484,0.4325,0.44,4.2749407711857,61000,0.0,1.0
2009-10-09,0.46,0.47,0.43,0.47,4.56641400558473,71000,0.0,1.0
2009-10-08,0.43,0.45,0.43,0.44,4.2749407711857,47000,0.0,1.0
2009-10-07,0.4206,0.4599,0.42,0.42,4.08062528158635,90000,0.0,1.0
2009-10-06,0.43,0.45,0.42,0.42,4.08062528158635,61000,0.0,1.0
2009-10-05,0.44,0.44,0.426,0.44,4.2749407711857,28000,0.0,1.0
2009-10-02,0.43,0.44,0.41,0.439,4.26522499670573,26000,0.0,1.0
2009-10-01,0.45,0.46,0.41,0.43,4.17778302638603,134000,0.0,1.0
2009-09-30,0.45,0.468,0.44,0.44,4.2749407711857,49000,0.0,1.0
2009-09-29,0.44,0.47,0.44,0.4568,4.43816578244916,22000,0.0,1.0
2009-09-28,0.45,0.52,0.45,0.47,4.56641400558473,100000,0.0,1.0
2009-09-25,0.47,0.49,0.451,0.451,4.38181429046534,168000,0.0,1.0
2009-09-24,0.47,0.47,0.44,0.45,4.37209851598538,103000,0.0,1.0
2009-09-23,0.47,0.4708,0.4625,0.4625,4.49354569698497,131000,0.0,1.0
2009-09-22,0.47,0.49,0.4618,0.4618,4.48674465484899,43000,0.0,1.0
