,JLL_Open,JLL_High,JLL_Low,JLL_Close,JLL_Adj Close,JLL_Volume,JLL_Dividend Amount,JLL_Split Coefficient
2013-01-02,86.21,86.21,84.39,86.1,83.1643886295243,298200,0.0,1.0
2012-12-31,82.17,84.16,82.1,83.94,81.0780346290623,234600,0.0,1.0
2012-12-28,82.31,83.17,82.18,82.32,79.5132691287159,167500,0.0,1.0
2012-12-27,83.23,83.82,82.4,82.96,80.1314480918157,179300,0.0,1.0
2012-12-26,84.04,84.265,83.27,83.27,80.4308785270672,105300,0.0,1.0
2012-12-24,83.82,84.42,83.44,84.02,81.1553069994498,110900,0.0,1.0
2012-12-21,83.49,83.99,82.83,83.98,81.1166708142561,725900,0.0,1.0
2012-12-20,84.42,85.27,84.29,84.85,81.9570078422199,208600,0.0,1.0
2012-12-19,85.74,86.7935,83.0,84.53,81.64791836067,707200,0.0,1.0
2012-12-18,84.1,86.17,83.85,86.16,83.2223429073149,352700,0.0,1.0
2012-12-17,82.3,84.06,82.3,84.06,81.1939431846436,194100,0.0,1.0
2012-12-14,82.73,82.8148,81.94,82.08,79.2814520175534,300200,0.0,1.0
2012-12-13,83.42,83.876,82.035,82.53,79.716109100983,267800,0.0,1.0
2012-12-12,84.32,84.78,83.4,83.59,80.7399680086171,135300,0.0,1.0
2012-12-11,82.64,83.88,82.64,83.83,80.9717851197795,218200,0.0,1.0
2012-12-10,81.31,82.7275,81.2001,82.46,79.648495776894,321300,0.0,1.0
2012-12-07,81.31,81.82,80.52,81.72,78.9337263508098,198100,0.0,1.0
2012-12-06,81.26,81.48,80.54,81.01,78.2479340636209,250500,0.0,1.0
2012-12-05,81.57,82.27,80.36,81.25,78.4797511747833,205900,0.0,1.0
2012-12-04,81.48,82.21,80.67,81.33,78.5570235451708,195300,0.0,1.0
2012-12-03,82.47,82.47,80.94,81.53,78.7502044711395,229000,0.0,1.0
2012-11-30,81.65,82.4375,80.79,82.01,79.2138386934644,331100,0.0,1.0
2012-11-29,80.0,81.69,79.51,81.36,78.5860006840661,252800,0.0,1.0
2012-11-28,78.38,79.78,77.33,79.68,76.9632809059291,264700,0.0,1.0
2012-11-27,78.15,78.52,76.7013,78.36,75.6882867945357,149800,0.0,1.0
2012-11-26,78.18,78.75,77.72,78.29,75.6206734704466,120200,0.0,1.0
2012-11-23,77.47,78.31,76.0595,78.24,75.5723782389544,53400,0.0,1.0
2012-11-21,77.0,77.37,76.1879,76.89,74.2684069886657,111300,0.0,1.0
2012-11-20,76.2,76.99,75.83,76.77,74.1524984330845,148100,0.0,1.0
2012-11-19,75.98,76.72,75.53,76.59,73.9786355997127,153900,0.0,1.0
2012-11-16,73.61,75.1,72.97,74.99,72.4331881919631,231000,0.0,1.0
2012-11-15,73.93,74.33,72.56,73.53,71.0229674323916,132300,0.0,1.0
2012-11-14,75.97,76.83,73.76,74.11,71.5831921177008,164900,0.0,1.0
2012-11-13,74.69,75.95,74.3079,75.51,72.9354585994817,220600,0.2,1.0
2012-11-12,76.06,76.305,75.15,75.73,72.9547256602662,128300,0.0,1.0
2012-11-09,75.94,76.63,75.69,75.96,73.1762968592872,221300,0.0,1.0
2012-11-08,78.07,78.07,76.17,76.55,73.744675152428,217700,0.0,1.0
2012-11-07,78.53,79.5,77.76,77.94,75.0837358769463,195500,0.0,1.0
2012-11-06,79.82,80.11,78.965,80.01,77.0778766681354,172200,0.0,1.0
2012-11-05,78.5,79.56,77.84,79.36,76.4516971926413,148700,0.0,1.0
2012-11-02,80.0,80.07,78.6,78.61,75.7291824132249,489500,0.0,1.0
2012-11-01,77.92,80.69,77.15,79.7,76.7792372259767,520000,0.0,1.0
2012-10-31,74.64,78.47,74.48,77.74,74.891065269102,481300,0.0,1.0
2012-10-26,75.94,76.4149,73.96,75.17,72.415247958302,281000,0.0,1.0
2012-10-25,76.34,76.51,75.31,75.99,73.2051974504638,334700,0.0,1.0
2012-10-24,76.07,76.303,75.1,75.59,72.8198562347751,193100,0.0,1.0
2012-10-23,75.92,75.97,75.08,75.59,72.8198562347751,335300,0.0,1.0
2012-10-22,76.68,77.49,76.46,77.21,74.3804881583144,170600,0.0,1.0
2012-10-19,78.29,78.73,76.02,77.0,74.1781840200778,223300,0.0,1.0
2012-10-18,76.99,78.87,76.9529,78.75,75.864051838716,295100,0.0,1.0
2012-10-17,75.83,77.38,75.38,77.1,74.274519324,228600,0.0,1.0
2012-10-16,76.1,76.54,75.145,75.77,72.993259781835,149800,0.0,1.0
2012-10-15,75.15,75.9547,75.03,75.67,72.8969244779129,235600,0.0,1.0
2012-10-12,75.85,76.56,74.49,74.99,72.241844411242,177100,0.0,1.0
2012-10-11,75.35,76.55,75.19,75.76,72.9836262514428,213200,0.0,1.0
2012-10-10,76.34,76.34,74.42,74.52,71.7890684828078,236500,0.0,1.0
2012-10-09,77.69,77.69,75.85,76.13,73.3400668759549,232300,0.0,1.0
2012-10-08,77.31,78.26,77.27,77.71,74.8621646779253,197600,0.0,1.0
2012-10-05,77.85,78.28,77.31,77.74,74.891065269102,343200,0.0,1.0
2012-10-04,78.12,78.49,77.08,77.42,74.582792296551,304800,0.0,1.0
2012-10-03,77.74,78.8,77.14,77.68,74.8332640867487,227100,0.0,1.0
2012-10-02,77.35,78.08,76.96,77.47,74.6309599485121,204200,0.0,1.0
2012-10-01,76.59,77.99,76.4,77.07,74.2456187328234,314100,0.0,1.0
2012-09-28,76.86,76.86,75.861,76.35,73.5520045445837,193900,0.0,1.0
2012-09-27,77.41,77.8199,76.885,77.4,74.5635252357666,175800,0.0,1.0
2012-09-26,77.57,77.77,76.4201,76.95,74.1300163681167,288300,0.0,1.0
2012-09-25,79.84,79.88,77.18,77.19,74.36122109753,245000,0.0,1.0
2012-09-24,78.8,79.86,78.01,79.34,76.4324301318568,237800,0.0,1.0
2012-09-21,81.41,81.62,79.38,79.45,76.5383989661712,559100,0.0,1.0
2012-09-20,80.77,80.92,79.76,79.99,77.058609607351,271800,0.0,1.0
2012-09-19,80.91,81.86,80.62,81.49,78.5036391661837,201700,0.0,1.0
2012-09-18,81.13,81.76,80.16,80.77,77.810024977944,382200,0.0,1.0
2012-09-17,83.21,83.32,81.06,81.24,78.2628009063782,359900,0.0,1.0
2012-09-14,80.29,84.6,79.81,83.81,80.7386182171782,820600,0.0,1.0
2012-09-13,76.43,79.91,76.11,79.76,76.83703840833,444800,0.0,1.0
2012-09-12,75.1,76.45,74.8001,76.43,73.6290727877214,176000,0.0,1.0
2012-09-11,74.54,75.12,74.25,74.87,72.1262420465354,121300,0.0,1.0
2012-09-10,74.88,75.41,74.2901,74.43,71.7023667092778,158300,0.0,1.0
2012-09-07,73.98,75.35,73.8,74.99,72.241844411242,226900,0.0,1.0
2012-09-06,72.02,73.95,71.9801,73.85,71.1436219465292,339500,0.0,1.0
2012-09-05,72.54,72.73,70.9,71.61,68.9857111386724,344700,0.0,1.0
2012-09-04,72.01,72.9988,71.2,72.69,70.0261324210319,275200,0.0,1.0
2012-08-31,71.58,72.34,70.96,72.13,69.4866547190677,339800,0.0,1.0
2012-08-30,71.27,71.71,70.832,71.11,68.5040346190615,240400,0.0,1.0
2012-08-29,71.04,72.23,70.54,71.98,69.3421517631844,304500,0.0,1.0
2012-08-28,71.09,71.46,70.346,71.1,68.4944010886693,207900,0.0,1.0
2012-08-27,71.63,71.7765,70.65,71.28,68.6678046357292,248200,0.0,1.0
2012-08-24,71.21,71.85,70.81,71.5,68.879742304358,252000,0.0,1.0
2012-08-23,71.11,71.928,70.815,71.56,68.9375434867113,419900,0.0,1.0
2012-08-22,70.63,71.61,70.02,71.5,68.879742304358,417000,0.0,1.0
2012-08-21,70.66,72.05,70.24,70.74,68.1475939945494,490800,0.0,1.0
2012-08-20,71.46,71.8074,70.26,70.62,68.0319916298428,348700,0.0,1.0
2012-08-17,71.2,72.0,71.05,71.82,69.188015276909,225900,0.0,1.0
2012-08-16,71.06,71.47,70.08,71.08,68.4751340278848,244100,0.0,1.0
2012-08-15,69.64,71.09,69.64,70.86,68.263196359256,180000,0.0,1.0
2012-08-14,70.89,70.89,69.56,69.85,67.290209789642,405500,0.0,1.0
2012-08-13,69.83,70.56,69.83,70.48,67.8971222043518,482700,0.0,1.0
2012-08-10,69.9,70.45,69.56,70.22,67.6466504141541,333600,0.0,1.0
2012-08-09,70.18,70.47,69.58,70.31,67.7333521876841,494000,0.0,1.0
2012-08-08,68.03,70.34,66.82,70.09,67.5214145190553,505100,0.0,1.0
2012-08-07,67.55,69.15,67.55,68.69,66.1727202641448,325600,0.0,1.0
2012-08-06,67.49,68.43,67.17,67.46,64.987796025902,260100,0.0,1.0
2012-08-03,66.18,68.338,66.02,67.27,64.8047589484498,361100,0.0,1.0
2012-08-02,64.6,65.35,63.64,64.67,62.3000410464732,622200,0.0,1.0
2012-08-01,65.41,66.92,61.39,64.94,62.560146367063,1421200,0.0,1.0
2012-07-31,66.55,67.11,66.02,66.69,64.2460141857012,487700,0.0,1.0
2012-07-30,67.74,67.97,66.38,66.84,64.3905171415845,378600,0.0,1.0
2012-07-27,66.63,68.33,66.14,67.76,65.2768019376685,529300,0.0,1.0
2012-07-26,66.5,66.88,65.55,66.03,63.6102011798148,298200,0.0,1.0
2012-07-25,65.43,65.99,64.16,65.06,62.6757487317697,368500,0.0,1.0
2012-07-24,67.55,67.55,64.45,65.21,62.8202516876529,626500,0.0,1.0
2012-07-23,68.35,68.37,66.2,67.48,65.0070630866864,482400,0.0,1.0
2012-07-20,71.87,71.87,70.06,70.13,67.5599486406241,200700,0.0,1.0
2012-07-19,70.69,72.85,70.496,72.45,69.7949276916187,243500,0.0,1.0
2012-07-18,70.24,71.0,70.1231,70.79,68.1957616465105,556500,0.0,1.0
2012-07-17,69.92,70.59,68.59,70.56,67.9741904474895,191900,0.0,1.0
2012-07-16,70.1,70.18,68.99,69.64,67.0879056514055,166100,0.0,1.0
2012-07-13,69.14,70.51,69.0836,70.51,67.9260227955284,524600,0.0,1.0
2012-07-12,68.34,69.42,67.38,69.06,66.5291608886568,255400,0.0,1.0
2012-07-11,69.48,70.36,68.8,69.1,66.5676950102257,213900,0.0,1.0
2012-07-10,70.15,71.36,69.14,69.53,66.9819368170911,742500,0.0,1.0
2012-07-09,69.08,69.43,68.0,69.34,66.7988997396389,318400,0.0,1.0
2012-07-06,69.83,69.85,68.87,69.18,66.6447632533634,232400,0.0,1.0
2012-07-05,71.32,71.79,70.27,70.91,68.3113640112171,227600,0.0,1.0
2012-07-03,69.92,72.3,69.89,71.62,68.9953446690646,170600,0.0,1.0
2012-07-02,70.5,70.96,68.92,69.82,67.2613091984654,237900,0.0,1.0
2012-06-29,70.07,71.28,69.8,70.37,67.7911533700374,421200,0.0,1.0
2012-06-28,67.36,68.46,65.97,68.42,65.9126149435549,322200,0.0,1.0
2012-06-27,67.91,68.21,67.15,68.03,65.5369072582584,484000,0.0,1.0
2012-06-26,67.54,67.96,66.99,67.64,65.1611995729619,467300,0.0,1.0
2012-06-25,68.44,68.46,66.92,67.46,64.987796025902,244300,0.0,1.0
2012-06-22,70.21,70.66,69.06,69.82,67.2613091984654,733400,0.0,1.0
2012-06-21,73.34,73.7,69.65,69.87,67.3094768504265,361200,0.0,1.0
2012-06-20,72.98,73.94,72.07,73.45,70.7582807308405,274700,0.0,1.0
2012-06-19,71.88,73.53,71.63,73.2,70.517442471035,388800,0.0,1.0
2012-06-18,70.18,71.56,69.64,71.46,68.8412081827891,203400,0.0,1.0
2012-06-15,69.86,70.78,69.3,70.66,68.0705257514117,529700,0.0,1.0
2012-06-14,68.8,69.99,68.65,69.42,66.8759679827767,449600,0.0,1.0
2012-06-13,70.16,70.57,68.18,68.49,65.9800496563004,275300,0.0,1.0
2012-06-12,69.07,70.53,68.69,70.46,67.8778551435673,263500,0.0,1.0
2012-06-11,71.51,71.5162,68.51,68.57,66.0571178994381,184100,0.0,1.0
2012-06-08,69.95,70.64,69.05,70.63,68.041625160235,203100,0.0,1.0
2012-06-07,70.84,71.58,69.59,70.18,67.6081162925852,241400,0.0,1.0
2012-06-06,68.83,70.69,68.7601,70.24,67.6659174749385,339100,0.0,1.0
2012-06-05,66.35,68.1,65.78,68.03,65.5369072582584,532800,0.0,1.0
2012-06-04,69.32,69.77,66.15,66.56,64.1207782906023,502900,0.0,1.0
2012-06-01,70.56,70.88,68.84,68.88,66.3557573415969,383900,0.0,1.0
2012-05-31,71.86,73.16,71.11,72.5,69.8430953435798,343600,0.0,1.0
2012-05-30,73.12,73.25,71.29,72.14,69.4962882494599,308600,0.0,1.0
2012-05-29,73.13,74.43,72.556,74.24,71.5193296318257,213000,0.0,1.0
2012-05-25,71.87,72.98,71.86,72.24,69.5926235533821,203600,0.0,1.0
2012-05-24,72.51,72.6899,71.35,72.18,69.5348223710288,353700,0.0,1.0
2012-05-23,70.74,72.68,69.86,72.41,69.7563935700498,266000,0.0,1.0
2012-05-22,71.3,72.7,71.22,71.69,69.0627793818101,217000,0.0,1.0
2012-05-21,70.27,71.44,69.4,71.03,68.4269663759238,479800,0.0,1.0
2012-05-18,70.34,71.54,69.77,70.14,67.5695821710164,394500,0.0,1.0
2012-05-17,72.37,72.37,69.94,69.94,67.376911563172,379200,0.0,1.0
2012-05-16,75.3,75.7458,72.37,72.49,69.8334618131876,628400,0.0,1.0
2012-05-15,75.01,75.65,74.405,75.04,72.2900120632031,423100,0.0,1.0
2012-05-14,76.6,77.27,74.88,75.14,72.3863473671253,317500,0.0,1.0
2012-05-11,76.28,78.36,75.45,77.88,75.025934694593,225800,0.2,1.0
2012-05-10,78.35,78.61,76.51,77.34,74.3148794733584,334400,0.0,1.0
2012-05-09,77.38,78.3,75.8,77.58,74.5454919775426,272000,0.0,1.0
2012-05-08,78.04,78.51,76.7,78.34,75.2757649074592,329600,0.0,1.0
2012-05-07,79.52,80.07,78.68,78.97,75.8811227309428,459300,0.0,1.0
2012-05-04,82.71,82.71,79.89,80.03,76.8996612910896,506100,0.0,1.0
2012-05-03,85.15,85.3799,83.03,83.16,79.9072326998252,383400,0.0,1.0
2012-05-02,82.87,87.44,80.0,85.09,81.7617415876399,893800,0.0,1.0
2012-05-01,80.0,81.9,79.25,80.62,77.4665836972091,541700,0.0,1.0
2012-04-30,81.14,81.54,79.68,79.94,76.8131816020206,242000,0.0,1.0
2012-04-27,81.58,81.67,80.73,81.25,78.0719415206927,523900,0.0,1.0
2012-04-26,80.61,81.75,80.15,81.5,78.3121628792179,290500,0.0,1.0
2012-04-25,81.12,81.45,79.79,80.77,77.6107165123243,273000,0.0,1.0
2012-04-24,79.14,80.2,78.48,79.67,76.5537425348133,161500,0.0,1.0
2012-04-23,78.87,79.1,77.65,78.93,75.8426873135787,196000,0.0,1.0
2012-04-20,79.83,80.8,79.54,80.21,77.0726206692278,192500,0.0,1.0
2012-04-19,79.88,81.43,78.89,79.28,76.178997215514,226500,0.0,1.0
2012-04-18,80.36,80.62,79.37,79.81,76.6882664955875,224400,0.0,1.0
2012-04-17,79.49,81.81,79.49,80.98,77.8125024534854,220500,0.0,1.0
2012-04-16,80.44,80.8,78.47,78.65,75.5736393920305,354100,0.0,1.0
2012-04-13,81.32,81.57,79.79,79.86,76.7363107672925,221600,0.0,1.0
2012-04-12,79.33,81.68,79.33,81.57,78.3794248596049,243800,0.0,1.0
2012-04-11,78.92,79.58,78.08,79.17,76.0732998177629,174300,0.0,1.0
2012-04-10,79.78,80.2,77.68,77.8,74.7568867730448,394800,0.0,1.0
2012-04-09,80.11,80.29,79.55,79.78,76.6594399325644,338000,0.0,1.0
2012-04-05,81.66,82.1,81.48,81.68,78.485122257356,315800,0.0,1.0
2012-04-04,82.16,82.4,81.65,82.03,78.8214321592913,377300,0.0,1.0
2012-04-03,83.46,84.05,82.52,83.17,79.9168415541663,280200,0.0,1.0
2012-04-02,82.97,84.7,82.7,83.74,80.4645462516037,217800,0.0,1.0
2012-03-30,83.7,83.77,82.68,83.31,80.0513655149404,187600,0.0,1.0
2012-03-29,82.63,83.17,82.17,82.94,79.6958379043231,339400,0.0,1.0
2012-03-28,84.35,84.67,82.53,83.55,80.2819780191246,235600,0.0,1.0
2012-03-27,84.88,85.4,84.06,84.48,81.1756014728384,308800,0.0,1.0
2012-03-26,84.94,85.36,84.14,84.63,81.3197342879535,493000,0.0,1.0
2012-03-23,83.56,84.29,82.82,83.94,80.6567233384239,241000,0.0,1.0
2012-03-22,84.29,84.45,82.35,83.66,80.3876754168757,276800,0.0,1.0
2012-03-21,85.82,86.44,84.72,85.19,81.8578301310499,149300,0.0,1.0
2012-03-20,85.89,86.1,84.9,85.47,82.1268780525982,202400,0.0,1.0
2012-03-19,86.65,87.35,85.93,86.86,83.4625088059983,225800,0.0,1.0
2012-03-16,86.79,87.52,86.26,87.08,83.6739036015005,328200,0.0,1.0
2012-03-15,84.9,86.86,84.23,86.77,83.3760291169292,265900,0.0,1.0
2012-03-14,86.21,86.83,83.91,84.66,81.3485608509765,392600,0.0,1.0
2012-03-13,83.85,86.65,83.53,86.42,83.039719214994,401900,0.0,1.0
2012-03-12,82.85,83.82,82.51,83.5,80.2339337474195,317100,0.0,1.0
2012-03-09,82.64,83.91,81.79,82.86,79.618967069595,444100,0.0,1.0
2012-03-08,80.64,83.06,80.16,82.68,79.4460076914569,389900,0.0,1.0
2012-03-07,80.26,80.85,79.67,79.94,76.8131816020206,247400,0.0,1.0
2012-03-06,80.85,80.85,78.445,79.89,76.7651373303155,477600,0.0,1.0
2012-03-05,82.19,83.06,82.06,82.45,79.2250040416137,230300,0.0,1.0
2012-03-02,83.76,84.04,82.54,82.79,79.5517050892079,531600,0.0,1.0
2012-03-01,81.78,84.37,81.52,84.08,80.791247299198,599300,0.0,1.0
2012-02-29,80.74,82.23,80.51,81.41,78.2256831901488,419600,0.0,1.0
2012-02-28,80.66,81.45,79.95,80.59,77.4377571341861,303500,0.0,1.0
2012-02-27,80.5,80.97,79.29,80.71,77.5530633862782,492800,0.0,1.0
2012-02-24,82.47,82.47,81.15,81.31,78.1295946467387,257600,0.0,1.0
2012-02-23,81.15,82.9576,80.58,82.45,79.2250040416137,371400,0.0,1.0
2012-02-22,81.73,82.22,80.74,80.95,77.7836758904624,339400,0.0,1.0
2012-02-21,83.17,83.93,81.48,81.97,78.7637790332453,307900,0.0,1.0
2012-02-17,83.61,84.09,82.87,83.04,79.7919264477331,310400,0.0,1.0
2012-02-16,80.59,83.49,80.42,83.41,80.1474540583504,440600,0.0,1.0
2012-02-15,82.24,82.4799,80.06,80.43,77.28401546473,533600,0.0,1.0
2012-02-14,81.61,82.06,80.75,81.89,78.6869081985172,326400,0.0,1.0
2012-02-13,82.86,82.86,81.25,82.49,79.2634394589777,172700,0.0,1.0
2012-02-10,80.39,82.31,80.39,81.45,78.2641186075128,271500,0.0,1.0
2012-02-09,81.9,82.52,80.9,81.79,78.5908196551071,365700,0.0,1.0
2012-02-08,82.54,82.54,80.56,81.52,78.3313805878999,558900,0.0,1.0
2012-02-07,82.1,83.48,81.8529,82.96,79.7150556130051,527100,0.0,1.0
2012-02-06,80.97,82.66,80.76,82.3,79.0808712264985,521300,0.0,1.0
2012-02-03,81.54,81.94,80.91,81.44,78.2545097531718,536100,0.0,1.0
2012-02-02,80.21,80.71,80.11,80.37,77.2263623386839,352200,0.0,1.0
2012-02-01,78.8,80.54,77.84,80.3,77.1591003582969,799800,0.0,1.0
2012-01-31,75.29,81.81,74.49,78.76,75.6793367897816,1384400,0.0,1.0
2012-01-30,74.45,74.88,73.78,74.77,71.8454039077193,852900,0.0,1.0
2012-01-27,74.08,75.83,72.88,75.63,72.671765381046,431300,0.0,1.0
2012-01-26,74.92,76.72,74.87,75.31,72.3642820421337,903100,0.0,1.0
2012-01-25,72.77,74.8734,72.47,74.7,71.7781419273322,338000,0.0,1.0
2012-01-24,71.94,73.21,71.39,72.94,70.0869835633147,254200,0.0,1.0
2012-01-23,72.13,73.72,71.81,72.8,69.9524596025406,363100,0.0,1.0
2012-01-20,71.05,72.54,70.8,72.28,69.4527991768082,484300,0.0,1.0
2012-01-19,70.0,71.55,69.64,71.41,68.6168288491405,385200,0.0,1.0
2012-01-18,66.73,69.69,65.9,69.67,66.944888193805,334200,0.0,1.0
2012-01-17,66.94,68.37,66.62,66.74,64.1294938718896,247100,0.0,1.0
2012-01-13,66.97,67.06,65.03,66.68,64.0718407458435,340400,0.0,1.0
2012-01-12,67.77,68.08,65.8711,68.03,65.3690360818797,432500,0.0,1.0
2012-01-11,65.15,67.505,65.0,67.39,64.7540694040551,322900,0.0,1.0
2012-01-10,65.86,66.45,64.97,65.53,62.9668224966276,262200,0.0,1.0
2012-01-09,64.23,65.0,64.0,64.98,62.4383355078721,245900,0.0,1.0
2012-01-06,64.4,65.26,63.95,64.17,61.6600183062504,327400,0.0,1.0
2012-01-05,62.76,64.6,61.96,64.16,61.6504094519094,330700,0.0,1.0
2012-01-04,63.34,63.6476,62.48,63.21,60.7375682895136,277600,0.0,1.0
2012-01-03,63.2,66.03,62.97,63.44,60.9585719393568,564600,0.0,1.0
2011-12-30,60.61,62.04,60.61,61.26,58.863841693017,234600,0.0,1.0
2011-12-29,59.0,60.86,58.99,60.62,58.2488750151925,216400,0.0,1.0
2011-12-28,60.42,60.6,58.41,58.88,56.576934359857,209200,0.0,1.0
2011-12-27,60.18,61.43,59.99,60.49,58.1239599087594,116900,0.0,1.0
2011-12-23,61.27,61.27,59.99,60.58,58.2104395978284,179000,0.0,1.0
2011-12-22,60.54,61.77,60.28,61.15,58.7581442952659,178800,0.0,1.0
2011-12-21,59.44,60.71,58.56,60.48,58.1143510544184,219700,0.0,1.0
2011-12-20,58.21,59.97,58.21,59.8,57.4609489592298,285100,0.0,1.0
2011-12-19,59.45,59.45,56.51,56.9,54.6743812003374,473000,0.0,1.0
2011-12-16,59.18,60.62,58.42,58.92,56.6153697772211,815400,0.0,1.0
2011-12-15,59.01,59.73,58.22,58.56,56.2694510209448,327800,0.0,1.0
2011-12-14,57.19,58.54,57.05,58.04,55.7697905952123,522300,0.0,1.0
2011-12-13,60.3,60.99,57.5,57.81,55.5487869453691,500900,0.0,1.0
2011-12-12,60.77,62.06,59.11,60.09,57.739605735119,303200,0.0,1.0
2011-12-09,60.3,62.06,60.07,61.8,59.3827198274315,339400,0.0,1.0
2011-12-08,62.01,62.15,59.63,59.97,57.6242994830269,251400,0.0,1.0
2011-12-07,62.56,63.45,61.93,62.81,60.3532141158733,222000,0.0,1.0
2011-12-06,64.87,64.87,62.38,63.12,60.6510886004446,371600,0.0,1.0
2011-12-05,64.1,66.18,63.5037,64.7,62.1692875863239,309500,0.0,1.0
2011-12-02,63.87,64.41,62.59,62.84,60.3820406788963,234800,0.0,1.0
2011-12-01,64.08,64.94,62.54,62.87,60.4108672419193,306700,0.0,1.0
2011-11-30,60.7,64.63,60.65,64.42,61.9002396647756,1016300,0.0,1.0
2011-11-29,59.06,59.38,57.91,58.35,56.0676650797836,337600,0.0,1.0
2011-11-28,59.49,59.84,58.27,59.07,56.7595025923362,467100,0.0,1.0
2011-11-25,57.21,58.44,57.0332,57.27,55.0299088109547,140900,0.0,1.0
2011-11-23,57.63,57.93,57.13,57.51,55.2605213151389,574300,0.0,1.0
2011-11-22,57.07,58.81,56.51,58.4,56.1157093514886,504600,0.0,1.0
2011-11-21,57.14,58.18,55.88,57.54,55.2893478781619,636000,0.0,1.0
2011-11-18,59.33,59.33,57.73,58.5,56.2117978948987,302700,0.0,1.0
2011-11-17,60.99,61.15,58.28,58.63,56.3367130013318,365900,0.0,1.0
2011-11-16,60.29,62.32,59.98,60.95,58.5659672084458,387600,0.0,1.0
2011-11-15,60.24,61.99,59.5,61.29,58.89266825604,204700,0.0,1.0
2011-11-14,61.29,61.39,59.58,60.26,57.9029562589162,325500,0.0,1.0
2011-11-11,61.43,62.55,61.12,62.11,59.6805943120027,282700,0.0,1.0
2011-11-10,61.12,61.12,59.23,60.36,57.9990448023263,418100,0.15,1.0
2011-11-09,63.0,63.42,59.69,59.89,57.4047726526412,652100,0.0,1.0
2011-11-08,65.13,65.93,62.8,65.64,62.9161675892364,315600,0.0,1.0
2011-11-07,64.59,66.49,62.79,64.72,62.0343443993812,392900,0.0,1.0
2011-11-04,65.24,66.28,64.11,64.88,62.1877049541386,422900,0.0,1.0
2011-11-03,69.78,71.89,62.33,66.17,63.4241744268704,989700,0.0,1.0
2011-11-02,63.76,65.01,62.46,64.51,61.8330586712621,629500,0.0,1.0
2011-11-01,61.89,63.68,61.36,62.24,59.657255800641,816300,0.0,1.0
2011-10-31,68.19,68.39,64.62,64.62,61.9384940526578,567400,0.0,1.0
2011-10-28,65.3,72.048,65.3,69.87,66.970637255636,1048400,0.0,1.0
2011-10-27,65.24,66.1,64.42,65.05,62.3506505435684,967800,0.0,1.0
2011-10-26,63.27,63.27,60.93,62.31,59.7243510433474,553400,0.0,1.0
2011-10-25,62.9,64.02,61.42,62.06,59.4847251765389,762600,0.0,1.0
2011-10-24,59.38,64.0,59.02,63.68,61.0375007934579,612400,0.0,1.0
2011-10-21,57.12,59.17,56.98,59.16,56.7050651215604,606800,0.0,1.0
2011-10-20,55.8,56.69,54.28,56.54,54.1937860374075,392600,0.0,1.0
2011-10-19,58.48,58.48,54.94,55.62,53.3119628475523,627100,0.0,1.0
2011-10-18,55.8,59.22,54.95,58.77,56.3312487693392,436200,0.0,1.0
2011-10-17,58.85,59.15,55.5,55.69,53.3790580902586,532400,0.0,1.0
2011-10-14,59.17,59.38,57.32,59.09,56.6379698788541,475200,0.0,1.0
2011-10-13,57.41,59.85,55.98,58.55,56.1203780065477,769000,0.0,1.0
2011-10-12,55.53,58.58,55.46,58.01,55.6027861342414,599000,0.0,1.0
2011-10-11,55.43,56.7,54.99,55.24,52.9477315300034,688000,0.0,1.0
2011-10-10,53.31,56.24,53.31,56.17,53.8391397545309,631100,0.0,1.0
2011-10-07,54.63,55.23,51.53,51.97,49.8134251921483,814200,0.0,1.0
2011-10-06,52.67,55.47,51.81,54.68,52.4109695883523,878700,0.0,1.0
2011-10-05,50.71,53.44,49.01,52.65,50.4652075498674,669800,0.0,1.0
2011-10-04,46.55,50.65,46.01,50.52,48.4235951646591,1200000,0.0,1.0
2011-10-03,51.39,51.39,46.7,47.04,45.088003098685,989200,0.0,1.0
2011-09-30,54.58,54.63,51.35,51.81,49.6600646373909,816400,0.0,1.0
2011-09-29,54.72,55.75,54.06,55.7,53.388643124931,471900,0.0,1.0
2011-09-28,56.99,56.99,53.17,53.39,51.1745001156205,752300,0.0,1.0
2011-09-27,56.66,59.3,56.18,56.64,54.2896363841309,672000,0.0,1.0
2011-09-26,53.37,55.13,51.945,55.1,52.8135410445906,506900,0.0,1.0
2011-09-23,49.67,53.2,49.07,52.96,50.7623436247099,710700,0.0,1.0
2011-09-22,52.15,52.5,48.49,49.77,47.7047175642337,812000,0.0,1.0
2011-09-21,56.98,57.23,54.0,54.1,51.8550375773566,762000,0.0,1.0
2011-09-20,58.74,58.86,56.71,57.18,54.8072282564372,1318600,0.0,1.0
2011-09-19,59.83,60.03,58.41,58.68,56.2449834572881,453600,0.0,1.0
2011-09-16,62.48,62.98,60.47,61.3,58.7562625414411,362400,0.0,1.0
2011-09-15,61.52,63.02,60.99,62.49,59.8968816674495,511300,0.0,1.0
2011-09-14,59.58,60.66,58.46,60.56,58.046969975688,772800,0.0,1.0
2011-09-13,60.12,60.94,59.14,59.42,56.9542760230413,480200,0.0,1.0
2011-09-12,57.825,60.182,57.5,60.08,57.5868883114157,524100,0.0,1.0
2011-09-09,60.0,60.04,57.63,58.52,56.0916229025307,582700,0.0,1.0
2011-09-08,63.36,63.81,60.59,60.96,58.4303713625815,339700,0.0,1.0
