,NOC_Open,NOC_High,NOC_Low,NOC_Close,NOC_Adj Close,NOC_Volume,NOC_Dividend Amount,NOC_Split Coefficient
2005-11-14,55.3,56.32,55.2,56.16,33.8789505662519,1480100,0.0,1.0
2005-11-11,55.6,55.69,55.44,55.52,33.492865659514,1346900,0.0,1.0
2005-11-10,55.69,56.1,55.4,55.8,33.6617778062118,1399700,0.0,1.0
2005-11-09,55.05,56.15,54.8,55.75,33.6316149228729,1724700,0.0,1.0
2005-11-08,55.25,55.55,54.69,54.9,33.1188459061117,1670300,0.0,1.0
2005-11-07,55.26,55.38,55.07,55.28,33.3480838194873,1266900,0.0,1.0
2005-11-04,54.75,55.36,54.72,55.15,33.2696603228062,1703000,0.0,1.0
2005-11-03,54.27,54.85,54.27,54.52,32.889607992736,1595400,0.0,1.0
2005-11-02,54.14,54.63,54.12,54.2,32.6965655393671,2373600,0.0,1.0
2005-11-01,53.7,54.78,53.67,54.12,32.6483049260248,1972100,0.0,1.0
2005-10-31,53.9,54.27,53.18,53.65,32.3647738226392,2736000,0.0,1.0
2005-10-28,52.5,54.1,52.5,54.1,32.6362397726893,2484100,0.0,1.0
2005-10-27,52.77,53.0,52.3,52.33,31.5684737024922,1912600,0.0,1.0
2005-10-26,53.0,53.37,52.61,52.75,31.821841922539,3321900,0.0,1.0
2005-10-25,54.25,54.65,52.74,52.92,31.9243957258912,3211500,0.0,1.0
2005-10-24,52.7,54.41,52.7,53.9,32.5155882393337,1940500,0.0,1.0
2005-10-21,53.75,54.0236,52.73,52.73,31.8097767692034,3078400,0.0,1.0
2005-10-20,55.05,55.2,53.54,53.82,32.4673276259914,2119000,0.0,1.0
2005-10-19,53.65,55.33,53.65,55.31,33.3661815494906,2288200,0.0,1.0
2005-10-18,54.02,54.27,53.52,53.61,32.340643515968,1940600,0.0,1.0
2005-10-17,53.39,54.14,52.71,54.02,32.587979159347,2404700,0.0,1.0
2005-10-14,52.98,53.4,52.55,53.35,32.1837965226058,987400,0.0,1.0
2005-10-13,52.55,53.18,52.55,53.01,31.9786889159013,1814800,0.0,1.0
2005-10-12,52.35,53.0,52.26,52.6,31.7313532725223,1625600,0.0,1.0
2005-10-11,53.37,53.57,52.17,52.52,31.68309265918,2053500,0.0,1.0
2005-10-10,53.6,54.18,53.23,53.48,32.2622200192869,1529900,0.0,1.0
2005-10-07,54.35,54.35,53.54,54.05,32.6060768893504,1438200,0.0,1.0
2005-10-06,54.05,54.29,53.62,54.14,32.6603700793604,1346800,0.0,1.0
2005-10-05,53.99,54.39,53.81,53.97,32.5578162760081,2057600,0.0,1.0
2005-10-04,53.97,54.58,53.77,53.86,32.4914579326625,1684700,0.0,1.0
2005-10-03,54.1,54.19,53.58,53.88,32.5035230859981,2040600,0.0,1.0
2005-09-30,53.8,54.37,53.55,54.35,32.7870541893838,1804400,0.0,1.0
2005-09-29,54.06,54.25,53.54,53.85,32.4854253559948,1867000,0.0,1.0
2005-09-28,54.14,54.4,53.68,53.98,32.5638488526759,1853000,0.0,1.0
2005-09-27,53.5,53.81,52.95,53.67,32.3768389759747,1998100,0.0,1.0
2005-09-26,53.79,54.16,53.47,53.71,32.4009692826458,1764300,0.0,1.0
2005-09-23,53.84,54.11,53.41,53.74,32.4190670126492,1932300,0.0,1.0
2005-09-22,54.23,54.4,53.52,53.85,32.4854253559948,2034000,0.0,1.0
2005-09-21,55.58,55.95,53.86,54.39,32.8111844960549,1599500,0.0,1.0
2005-09-20,55.7,56.2,55.56,55.78,33.6497126528763,1251600,0.0,1.0
2005-09-19,56.32,56.51,55.65,55.86,33.6979732662185,2604400,0.0,1.0
2005-09-16,56.1,56.43,55.8,56.32,33.9754717929364,2191100,0.0,1.0
2005-09-15,56.01,56.05,55.5,55.95,33.7522664562285,1820000,0.0,1.0
2005-09-14,56.14,56.39,55.6,56.0,33.7824293395674,2151000,0.0,1.0
2005-09-13,57.21,57.21,56.13,56.16,33.8789505662519,1748500,0.0,1.0
2005-09-12,57.41,57.72,56.86,57.2,34.506338539701,1875100,0.0,1.0
2005-09-09,57.58,58.18,57.3,57.87,34.9105211764423,1385200,0.0,1.0
2005-09-08,57.2,57.72,56.96,57.66,34.7838370664189,1841900,0.0,1.0
2005-09-07,57.14,57.43,57.04,57.33,34.5847620363822,1367700,0.0,1.0
2005-09-06,56.86,57.1,56.546,57.04,34.4098173130166,2683000,0.0,1.0
2005-09-02,56.2,57.11,56.1,56.9,34.3253612396676,4243800,0.0,1.0
2005-09-01,55.95,56.39,55.78,56.04,33.8065596462386,909700,0.0,1.0
2005-08-31,56.04,56.24,55.19,56.09,33.8367225295775,1291700,0.0,1.0
2005-08-30,55.63,55.99,55.44,55.89,33.7160709962219,1017800,0.0,1.0
2005-08-29,55.24,56.08,55.15,55.97,33.7643316095641,900000,0.0,1.0
2005-08-26,55.6,55.83,55.29,55.55,33.5109633895174,978100,0.0,1.0
2005-08-25,55.56,55.75,55.39,55.7,33.6014520395341,863100,0.26,1.0
2005-08-24,56.28,56.54,55.71,55.72,33.4573428813945,1394400,0.0,1.0
2005-08-23,56.37,56.5,56.07,56.18,33.7335521011619,1072000,0.0,1.0
2005-08-22,55.89,56.48,55.84,56.32,33.8176157767433,1083200,0.0,1.0
2005-08-19,55.96,55.98,55.61,55.7,33.4453337848829,925200,0.0,1.0
2005-08-18,55.6,55.76,55.4,55.73,33.4633474296503,1060800,0.0,1.0
2005-08-17,55.72,55.87,55.42,55.59,33.3792837540689,870700,0.0,1.0
2005-08-16,55.76,56.13,55.6,55.91,33.571429298255,1326500,0.0,1.0
2005-08-15,55.06,55.78,55.04,55.75,33.475356526162,1435600,0.0,1.0
2005-08-12,54.99,55.31,54.91,55.19,33.1391018238364,1182600,0.0,1.0
2005-08-11,54.96,55.25,54.88,54.98,33.0130063104643,1395300,0.0,1.0
2005-08-10,55.35,55.8,54.73,54.92,32.9769790209294,1579900,0.0,1.0
2005-08-09,55.7,55.76,55.12,55.2,33.1451063720922,2728100,0.0,1.0
2005-08-08,55.41,55.69,55.22,55.27,33.1871382098829,996900,0.0,1.0
2005-08-05,55.65,55.85,55.41,55.42,33.2772064337201,1047300,0.0,1.0
2005-08-04,55.57,55.91,55.32,55.76,33.4813610744178,1067500,0.0,1.0
2005-08-03,55.26,55.66,55.25,55.55,33.3552655610457,1779800,0.0,1.0
2005-08-02,55.37,55.49,55.01,55.29,33.1991473063945,2206400,0.0,1.0
2005-08-01,55.6,55.82,55.45,55.48,33.313233723255,1679600,0.0,1.0
2005-07-29,56.08,56.29,55.45,55.45,33.2952200784875,1476300,0.0,1.0
2005-07-28,57.5,57.5,56.18,56.18,33.7335521011619,1571700,0.0,1.0
2005-07-27,56.8,57.07,56.42,56.7,34.0457886104643,1791200,0.0,1.0
2005-07-26,56.57,56.91,56.28,56.81,34.1118386412782,1564400,0.0,1.0
2005-07-25,56.1,56.67,56.01,56.57,33.9677294831387,792500,0.0,1.0
2005-07-22,56.39,56.4,55.85,56.27,33.7875930354643,1085600,0.0,1.0
2005-07-21,55.44,56.63,55.23,56.31,33.8116112284875,2503400,0.0,1.0
2005-07-20,54.65,55.5,54.43,55.44,33.2892155302317,1485500,0.0,1.0
2005-07-19,55.1,55.29,54.58,54.8,32.9049244418596,1388500,0.0,1.0
2005-07-18,55.46,55.47,54.91,54.92,32.9769790209294,855300,0.0,1.0
2005-07-15,55.35,55.85,55.18,55.69,33.4393292366271,1273800,0.0,1.0
2005-07-14,55.25,55.78,55.2,55.35,33.2351745959294,1119800,0.0,1.0
2005-07-13,55.2,55.43,55.15,55.3,33.2051518546503,979100,0.0,1.0
2005-07-12,55.3,55.49,54.8,55.08,33.0730517930224,980700,0.0,1.0
2005-07-11,55.75,55.8,55.28,55.3,33.2051518546503,1795600,0.0,1.0
2005-07-08,54.75,55.07,54.5,54.96,33.0009972139527,1111700,0.0,1.0
2005-07-07,54.41,54.9,54.1,54.8,32.9049244418596,1325700,0.0,1.0
2005-07-06,54.98,55.14,54.32,54.55,32.7548107354643,1386200,0.0,1.0
2005-07-05,55.22,55.35,54.85,55.03,33.0430290517434,953400,0.0,1.0
2005-07-01,55.29,55.48,55.03,55.32,33.217160951162,873600,0.0,1.0
2005-06-30,55.14,56.1,55.14,55.25,33.1751291133713,1630100,0.0,1.0
2005-06-29,55.75,55.85,55.33,55.73,33.4633474296503,671600,0.0,1.0
2005-06-28,55.0,55.82,54.79,55.67,33.4273201401154,1180500,0.0,1.0
2005-06-27,54.59,54.74,54.06,54.6,32.7848334767434,1371800,0.0,1.0
2005-06-24,55.2,55.31,54.7,54.77,32.8869107970922,1308500,0.0,1.0
2005-06-23,56.0,56.12,55.33,55.33,33.2231654994178,763900,0.0,1.0
2005-06-22,55.87,56.2,55.78,55.97,33.6074565877899,1139400,0.0,1.0
