,PVH_Open,PVH_High,PVH_Low,PVH_Close,PVH_Adj Close,PVH_Volume,PVH_Dividend Amount,PVH_Split Coefficient
2011-05-20,68.47,68.47,65.24,65.77,64.5458553140082,1574900,0.0,1.0
2011-05-19,68.42,69.33,67.59,69.1,67.8138756606047,399900,0.0,1.0
2011-05-18,67.48,68.4,67.43,68.02,66.7539771698166,366800,0.0,1.0
2011-05-17,67.8,68.5,66.57,67.29,66.0375643010433,759500,0.0375,1.0
2011-05-16,69.54,69.81,67.87,68.22,66.9129647858181,723100,0.0,1.0
2011-05-13,70.08,70.69,69.37,69.85,68.5117354190765,422000,0.0,1.0
2011-05-12,69.11,70.48,68.69,70.39,69.0413894938983,387000,0.0,1.0
2011-05-11,69.89,70.0,68.75,69.24,67.9134224827037,712900,0.0,1.0
2011-05-10,69.25,70.29,68.99,69.95,68.6098195070064,495200,0.0,1.0
2011-05-09,67.77,69.19,67.34,69.04,67.7172543068438,1000100,0.0,1.0
2011-05-06,70.34,70.34,66.92,67.53,66.2361845791014,1305500,0.0,1.0
2011-05-05,67.35,70.4,67.21,69.62,68.2861420168376,1145000,0.0,1.0
2011-05-04,67.77,68.45,66.6701,67.8,66.5010116165123,886400,0.0,1.0
2011-05-03,69.26,69.67,67.03,67.66,66.3636938934104,1171800,0.0,1.0
2011-05-02,70.62,70.88,68.87,69.4,68.0703570233917,856300,0.0,1.0
2011-04-29,71.38,71.48,70.23,70.41,69.0610063114842,764000,0.0,1.0
2011-04-28,71.1,71.81,70.47,71.54,70.1693565050928,731400,0.0,1.0
2011-04-27,69.44,71.57,69.35,71.54,70.1693565050928,938400,0.0,1.0
2011-04-26,70.06,70.15,68.56,69.16,67.8349552123597,869600,0.0,1.0
2011-04-25,68.72,69.82,68.54,69.43,68.0997822497706,757300,0.0,1.0
2011-04-21,69.17,69.17,67.98,68.88,67.5603197661559,562000,0.0,1.0
2011-04-20,67.64,70.1,67.5,68.81,67.4916609046049,1623800,0.0,1.0
2011-04-19,66.18,67.24,65.9,66.26,64.9905166623909,823100,0.0,1.0
2011-04-18,65.38,66.13,64.65,65.96,64.6962643986011,552000,0.0,1.0
2011-04-15,66.7,67.21,65.83,66.4,65.1278343854929,647600,0.0,1.0
2011-04-14,65.51,67.26,65.51,66.61,65.3338109701458,1222800,0.0,1.0
2011-04-13,66.34,66.398,65.39,66.13,64.863007348082,967700,0.0,1.0
2011-04-12,64.55,66.22,64.14,65.85,64.5883719018781,1043100,0.0,1.0
2011-04-11,64.07,65.4,64.02,65.0,63.7546571544734,766400,0.0,1.0
2011-04-08,65.19,65.38,63.48,64.08,62.8522835455178,536900,0.0,1.0
2011-04-07,65.26,66.46,64.9,64.97,63.7252319280945,792500,0.0,1.0
2011-04-06,66.47,66.88,64.68,65.24,63.9900589655053,605400,0.0,1.0
2011-04-05,65.43,66.83,65.35,66.09,64.82377371291,979800,0.0,1.0
2011-04-04,66.42,66.89,65.02,65.43,64.1764187325723,723800,0.0,1.0
2011-04-01,65.61,66.72,65.17,66.18,64.912049392047,1118000,0.0,1.0
2011-03-31,64.25,65.16,63.91,65.03,63.7840823808524,1075000,0.0,1.0
2011-03-30,64.91,64.91,63.95,64.52,63.2838535324096,1841600,0.0,1.0
2011-03-29,62.32,65.42,61.75,65.2,63.9508253303334,4047400,0.0,1.0
2011-03-28,60.7,62.02,59.89,60.17,59.0171957074564,2838100,0.0,1.0
2011-03-25,59.31,60.86,58.77,60.4,59.2427891096953,1229800,0.0,1.0
2011-03-24,57.71,59.3,57.71,59.08,57.9480791490199,1463300,0.0,1.0
2011-03-23,56.36,58.14,55.1,57.36,56.2610328366246,1736200,0.0,1.0
2011-03-22,57.34,57.6,56.36,56.53,55.4469349068059,1162100,0.0,1.0
2011-03-21,57.64,57.8102,56.82,57.15,56.0550562519717,1084700,0.0,1.0
2011-03-18,60.25,60.25,56.59,56.72,55.6332946738728,1435700,0.0,1.0
2011-03-17,61.12,61.15,59.38,59.43,58.2913734567747,881900,0.0,1.0
2011-03-16,60.26,61.31,59.45,59.95,58.8014107140105,673400,0.0,1.0
2011-03-15,59.31,60.78,58.76,60.38,59.2231722921093,694300,0.0,1.0
2011-03-14,62.02,62.36,60.41,61.05,59.8803356812401,613000,0.0375,1.0
2011-03-11,60.72,62.85,60.42,62.68,61.441365917743,716300,0.0,1.0
2011-03-10,61.86,62.27,61.02,61.43,60.2160674589495,792100,0.0,1.0
2011-03-09,60.94,63.02,60.94,62.82,61.5785993451279,852700,0.0,1.0
2011-03-08,60.64,61.88,60.08,61.14,59.9317982165094,579800,0.0,1.0
2011-03-07,61.33,61.51,59.14,60.47,59.2750382425961,1172500,0.0,1.0
2011-03-04,61.3,61.77,60.85,61.31,60.0984388069053,702300,0.0,1.0
2011-03-03,59.89,61.61,59.51,61.33,60.118043582246,806200,0.0,1.0
2011-03-02,58.98,59.92,58.875,59.18,58.0105302331211,718200,0.0,1.0
2011-03-01,60.12,61.9,58.59,59.08,57.9125063564176,1400800,0.0,1.0
2011-02-28,60.55,61.0,59.5742,60.01,58.82412840976,599500,0.0,1.0
2011-02-25,59.75,60.81,59.47,60.26,59.0691881015187,1207400,0.0,1.0
2011-02-24,59.0,60.02,58.74,59.48,58.3046018632316,1370200,0.0,1.0
2011-02-23,59.21,60.25,57.83,58.86,57.69685382767,1609300,0.0,1.0
2011-02-22,58.27,60.7,58.0,59.26,58.0889493344839,2652600,0.0,1.0
2011-02-18,59.01,59.38,58.39,58.65,57.4910036865927,1116200,0.0,1.0
2011-02-17,60.17,60.17,58.75,58.93,57.7654705413624,1339600,0.0,1.0
2011-02-16,61.6,61.6,60.0301,60.13,58.9417570618042,1037800,0.0,1.0
2011-02-15,61.59,62.21,60.65,61.14,59.9317982165094,969100,0.0,1.0
2011-02-14,62.2,62.25,61.18,61.82,60.5983605780931,682700,0.0,1.0
2011-02-11,61.88,62.51,61.69,62.02,60.7944083315,550300,0.0,1.0
2011-02-10,62.0,62.26,60.9,62.13,60.9022345958739,1056000,0.0,1.0
2011-02-09,63.32,64.4,62.27,62.43,61.1963062259843,1448600,0.0,1.0
2011-02-08,62.7,63.37,61.631,63.22,61.9706948519418,1134000,0.0,1.0
2011-02-07,61.62,63.57,61.01,62.77,61.5295874067762,1409200,0.0,1.0
2011-02-04,59.03,62.27,58.74,61.56,60.343498498664,1595800,0.0,1.0
2011-02-03,57.81,59.53,57.79,58.93,57.7654705413624,703700,0.0,1.0
2011-02-02,58.71,58.75,57.12,57.79,56.6479983469427,842800,0.0,1.0
2011-02-01,58.89,59.35,58.25,58.86,57.69685382767,1113600,0.0,1.0
2011-01-31,58.16,58.75,57.36,58.37,57.2165368318229,1010600,0.0,1.0
2011-01-28,59.54,59.73,57.67,58.05,56.9028604263718,741100,0.0,1.0
2011-01-27,59.39,60.0,58.9,59.6,58.4222305152758,963700,0.0,1.0
2011-01-26,59.0,59.88,58.25,59.58,58.4026257399351,885300,0.0,1.0
2011-01-25,58.32,58.58,57.47,58.56,57.4027821975595,537100,0.0,1.0
2011-01-24,57.12,59.27,57.12,58.6,57.4419917482409,1400100,0.0,1.0
2011-01-21,58.59,58.59,56.27,56.83,55.7069691305893,1100100,0.0,1.0
2011-01-20,58.6,59.21,57.95,58.1,56.9518723647235,830600,0.0,1.0
2011-01-19,59.42,59.51,58.36,58.67,57.5106084619334,665900,0.0,1.0
2011-01-18,60.32,60.4799,58.82,59.59,58.4124281276054,1265400,0.0,1.0
2011-01-14,60.39,60.73,59.8,60.54,59.3436549562885,518800,0.0,1.0
2011-01-13,60.5,60.8,60.12,60.34,59.1476072028815,855000,0.0,1.0
2011-01-12,60.57,60.7499,60.0,60.28,59.0887928768594,765300,0.0,1.0
2011-01-11,60.27,61.0,59.32,59.94,58.7555116960676,2100400,0.0,1.0
2011-01-10,58.85,61.93,58.7301,61.79,60.568953415082,1720000,0.0,1.0
2011-01-07,60.0,60.29,58.02,58.92,57.7556681536921,2030200,0.0,1.0
2011-01-06,62.55,62.6,60.44,61.13,59.921995828839,996700,0.0,1.0
2011-01-05,61.23,62.73,60.62,62.66,61.4217611424023,909200,0.0,1.0
2011-01-04,63.47,63.56,61.08,61.57,60.3533008863344,909900,0.0,1.0
2011-01-03,63.76,63.95,62.52,63.26,62.0099044026232,582300,0.0,1.0
2010-12-31,63.78,63.9,62.93,63.01,61.7648447108645,465100,0.0,1.0
2010-12-30,63.38,64.26,63.33,63.84,62.5784428875034,378900,0.0,1.0
2010-12-29,63.66,64.38,63.46,63.53,62.2745688697226,537900,0.0,1.0
2010-12-28,65.01,65.27,63.46,63.61,62.3529879710854,624900,0.0,1.0
2010-12-27,65.57,65.57,64.58,64.92,63.637100755901,447000,0.0,1.0
2010-12-23,66.15,66.95,65.12,65.59,64.2938607298144,718000,0.0,1.0
2010-12-22,67.76,67.76,65.5701,65.95,64.6467466859469,676200,0.0,1.0
2010-12-21,67.11,67.48,66.53,67.39,66.0582905104771,470700,0.0,1.0
2010-12-20,67.85,68.0445,66.75,66.94,65.6171830653114,738500,0.0,1.0
2010-12-17,66.67,67.7897,66.65,67.59,66.254338263884,1148500,0.0,1.0
2010-12-16,65.95,66.72,65.65,66.65,65.3329138228713,1044100,0.0,1.0
2010-12-15,66.43,66.83,65.61,65.64,64.3428726681661,905300,0.0,1.0
2010-12-14,68.19,68.35,66.3,66.49,65.1760756201457,1328900,0.0,1.0
2010-12-13,69.45,69.98,68.01,68.13,66.7836671980828,931500,0.0,1.0
2010-12-10,69.28,69.719,68.44,69.18,67.8129179034694,541000,0.0,1.0
2010-12-09,69.14,69.31,68.65,69.18,67.8129179034694,661300,0.0,1.0
2010-12-08,69.13,69.58,67.79,68.55,67.1953674802375,774100,0.0,1.0
2010-12-07,70.07,70.5,68.57,68.8,67.4404271719962,1022400,0.0,1.0
2010-12-06,70.27,70.33,68.9,69.38,68.0089656568764,795900,0.0,1.0
2010-12-03,70.72,72.42,68.5,70.0,68.616713692438,2166200,0.0,1.0
2010-12-02,70.08,71.62,69.12,71.23,69.8224073758908,1305000,0.0,1.0
2010-12-01,69.29,70.72,69.26,70.02,68.6363184677787,1222900,0.0,1.0
2010-11-30,66.9,68.43,66.51,67.84,66.4993979556427,2486000,0.0,1.0
2010-11-29,67.04,68.1,66.63,67.86,66.5190027309834,853200,0.0,1.0
2010-11-26,66.87,67.77,66.77,67.54,66.2053263255323,278300,0.0,1.0
2010-11-24,65.83,67.6,65.3,67.53,66.1955239378619,895000,0.0,1.0
2010-11-23,64.11,65.66,64.0,64.75,63.4704601655051,717800,0.0,1.0
2010-11-22,63.52,65.42,63.02,65.3,64.0095914873743,629600,0.0,1.0
2010-11-19,62.63,64.07,62.56,64.01,62.7450834778993,570900,0.0,1.0
2010-11-18,62.28,63.15,62.05,62.85,61.6080065081389,724200,0.0,1.0
2010-11-17,59.84,61.69,59.68,61.54,60.3238937233233,1088500,0.0,1.0
2010-11-16,59.76,60.35,59.06,59.5,58.3242066385723,1387000,0.0375,1.0
2010-11-15,61.6,62.42,59.99,60.08,58.8556512256212,1364100,0.0,1.0
2010-11-12,61.88,62.23,59.48,59.52,58.3070632647965,1568100,0.0,1.0
2010-11-11,62.26,63.015,61.91,62.49,61.2165386998846,1011500,0.0,1.0
2010-11-10,64.42,64.43,62.79,63.15,61.8630887965709,1810300,0.0,1.0
2010-11-09,64.99,66.17,64.83,65.53,64.1945876300758,1317400,0.0,1.0
2010-11-08,64.02,65.05,63.88,65.01,63.6851845235958,850800,0.0,1.0
2010-11-05,63.0,64.39,62.9,64.32,63.009245786151,804600,0.0,1.0
2010-11-04,62.53,63.2,61.9,63.1,61.8141077286401,1017300,0.0,1.0
2010-11-03,61.93,62.05,60.56,61.36,60.1095665646491,845000,0.0,1.0
2010-11-02,62.24,62.58,61.13,61.8,60.5405999624399,907400,0.0,1.0
2010-11-01,61.74,62.38,61.37,61.6,60.3446756907168,1250000,0.0,1.0
2010-10-29,60.82,61.61,60.72,61.34,60.0899741374768,910800,0.0,1.0
2010-10-28,62.0,62.0,60.39,60.96,59.7177180212029,933100,0.0,1.0
2010-10-27,62.35,62.35,60.52,61.47,60.2173249140968,1021300,0.0,1.0
2010-10-26,62.42,63.34,62.07,62.97,61.6867569520201,1016200,0.0,1.0
2010-10-25,62.52,63.44,62.38,62.63,61.3536856900908,1236100,0.0,1.0
2010-10-22,61.06,62.13,60.97,61.73,60.4720264673368,358000,0.0,1.0
2010-10-21,61.08,61.38,60.578,60.98,59.7373104483752,1441000,0.0,1.0
2010-10-20,60.43,61.155,60.22,60.67,59.4336278272044,868200,0.0,1.0
2010-10-19,61.37,62.01,59.58,60.02,58.7968739441043,1805000,0.0,1.0
2010-10-18,62.97,63.27,62.19,62.47,61.1969462727123,732100,0.0,1.0
2010-10-15,64.13,64.13,62.32,62.92,61.6377758840893,728200,0.0,1.0
2010-10-14,62.9,63.7,62.8,63.45,62.1569752041555,593400,0.0,1.0
2010-10-13,63.5,63.68,62.93,62.97,61.6867569520201,547800,0.0,1.0
2010-10-12,62.17,63.32,61.34,63.04,61.7553304471232,667100,0.0,1.0
2010-10-11,63.06,63.7,62.12,62.56,61.2851121949877,652800,0.0,1.0
2010-10-08,62.85,63.99,62.655,63.11,61.8239039422263,571000,0.0,1.0
2010-10-07,62.46,63.23,62.06,62.78,61.5006288938831,710500,0.0,1.0
2010-10-06,62.05,62.24,61.4,61.93,60.6679507390599,792800,0.0,1.0
2010-10-05,61.25,62.94,61.01,62.41,61.1381689911954,750000,0.0,1.0
2010-10-04,61.73,61.99,59.54,60.54,59.3062770505843,1079200,0.0,1.0
2010-10-01,60.86,61.39,59.76,59.99,58.7674853033458,887300,0.0,1.0
2010-09-30,59.72,60.6,58.69,60.16,58.9340209343104,1044300,0.0,1.0
2010-09-29,58.89,59.6588,58.59,59.3,58.0915465659011,834500,0.0,1.0
2010-09-28,58.9,59.09,57.3,59.05,57.8466412262472,801400,0.0,1.0
2010-09-27,58.68,59.8,58.53,58.73,57.5331623914902,770400,0.0,1.0
2010-09-24,57.93,59.72,57.93,58.79,57.5919396730072,803000,0.0,1.0
2010-09-23,57.51,58.15,56.93,57.06,55.8971947226023,587600,0.0,1.0
2010-09-22,59.33,59.55,57.52,58.19,57.0041668578378,944400,0.0,1.0
2010-09-21,60.02,60.09,58.6525,59.1,57.895622294178,1049700,0.0,1.0
2010-09-20,58.26,60.18,58.1,60.02,58.7968739441043,1718700,0.0,1.0
2010-09-17,56.88,58.19,56.543,58.08,56.8964085083901,2551900,0.0,1.0
2010-09-16,56.02,57.01,56.02,56.28,55.1330900628822,427200,0.0,1.0
2010-09-15,56.47,57.18,56.01,56.46,55.309421907433,497000,0.0,1.0
2010-09-14,55.62,57.0,55.52,56.5,55.3486067617776,691400,0.0,1.0
2010-09-13,54.5,56.376,54.38,56.13,54.9861468590898,905800,0.0,1.0
2010-09-10,54.67,54.93,53.84,53.89,52.791795015791,525500,0.0,1.0
2010-09-09,55.39,55.99,53.98,54.36,53.2522170543403,1049200,0.0,1.0
2010-09-08,53.22,55.8,52.76,54.07,52.9681268603418,3882900,0.0,1.0
2010-09-07,50.71,51.1318,50.4,50.5,49.4708786100844,856100,0.0,1.0
2010-09-03,51.08,51.7,50.39,51.1,50.0586514252537,852700,0.0,1.0
2010-09-02,47.76,50.57,47.76,50.33,49.3043429791197,1149900,0.0,1.0
2010-09-01,46.97,48.63,46.83,47.92,46.9434555048563,922500,0.0,1.0
2010-08-31,45.1,46.84,44.69,45.68,44.7491036615575,1128600,0.0,1.0
2010-08-30,46.71,47.1492,45.58,45.66,44.7295112343852,626900,0.0,1.0
2010-08-27,45.96,47.37,44.79,47.08,46.1205735636193,984600,0.0,1.0
2010-08-26,46.94,47.0,45.14,45.32,44.3964399724559,995900,0.0,1.0
2010-08-25,45.69,46.94,45.5405,46.6,45.6503553114838,1667900,0.0,1.0
2010-08-24,47.87,47.88,46.29,46.33,45.3858575446576,1146000,0.0,1.0
2010-08-23,49.75,50.47,48.85,48.85,47.8545033683688,524500,0.0,1.0
2010-08-20,48.95,49.59,48.04,49.39,48.3834989020212,428500,0.0,1.0
2010-08-19,50.04,50.18,48.89,49.17,48.1679822031257,429000,0.0,1.0
2010-08-18,49.67,50.99,49.092,50.29,49.2651581247751,522000,0.0,1.0
2010-08-17,49.3,50.89,49.08,49.83,48.814532299812,646800,0.0,1.0
2010-08-16,48.53,49.4199,48.12,48.32,47.3353040483025,1006000,0.0375,1.0
2010-08-13,50.68,50.71,49.18,49.24,48.1991494874304,674000,0.0,1.0
2010-08-12,49.04,51.015,49.0,50.77,49.6968078691479,638700,0.0,1.0
2010-08-11,52.16,52.16,50.12,50.24,49.1780111748275,864700,0.0,1.0
2010-08-10,52.67,53.71,52.5504,53.27,52.1439620876405,426200,0.0,1.0
2010-08-09,53.37,53.88,53.02,53.78,52.643181548213,461800,0.0,1.0
2010-08-06,52.18,53.32,52.12,53.1,51.977555600783,586500,0.0,1.0
2010-08-05,52.77,53.42,52.27,53.0,51.8796694320433,445200,0.0,1.0
2010-08-04,51.65,53.46,51.47,53.33,52.2026937888843,898700,0.0,1.0
2010-08-03,52.98,53.09,51.15,51.18,50.0981411609807,930400,0.0,1.0
2010-08-02,52.9,53.45,52.68,53.41,52.2810027238761,735300,0.0,1.0
2010-07-30,50.55,52.15,50.28,51.89,50.7931329590326,818000,0.0,1.0
2010-07-29,51.11,51.77,49.94,51.44,50.3526451997039,1326000,0.0,1.0
2010-07-28,50.6,51.43,50.3,50.65,49.5793444666603,968600,0.0,1.0
2010-07-27,53.11,53.2,50.63,50.85,49.7751168041397,1120200,0.0,1.0
2010-07-26,51.17,52.57,50.8,52.53,51.4196044389667,644500,0.0,1.0
2010-07-23,49.71,51.67,49.35,51.17,50.0883525441067,921100,0.0,1.0
2010-07-22,48.42,50.43,48.17,50.05,48.992027454222,990200,0.0,1.0
2010-07-21,47.61,47.9275,46.53,47.18,46.1826944113925,786800,0.0,1.0
2010-07-20,45.43,47.54,45.11,47.23,46.2316374957624,910600,0.0,1.0
2010-07-19,45.27,46.17,44.57,46.06,45.0863693215078,1148200,0.0,1.0
2010-07-16,47.11,47.3295,44.98,45.15,44.1956051859765,741100,0.0,1.0
2010-07-15,48.18,48.37,46.7,47.58,46.5742390863513,783900,0.0,1.0
2010-07-14,48.86,49.29,48.0,48.23,47.2104991831594,844100,0.0,1.0
2010-07-13,48.01,49.23,47.896,48.95,47.9152795980853,771600,0.0,1.0
2010-07-12,47.75,48.19,46.26,47.11,46.1141740932747,801000,0.0,1.0
2010-07-09,47.69,48.09,47.05,47.95,46.9364179106882,904100,0.0,1.0
2010-07-08,46.61,47.91,45.9,47.66,46.6525480213431,1837500,0.0,1.0
2010-07-07,43.22,45.79,43.06,45.64,44.6752474128011,1803100,0.0,1.0
2010-07-06,46.36,47.0,42.81,43.01,42.1008411749468,1701900,0.0,1.0
2010-07-02,46.53,46.7,44.99,45.47,44.5088409259436,956900,0.0,1.0
2010-07-01,46.3,46.86,44.38,46.35,45.370239210853,1526700,0.0,1.0
2010-06-30,45.77,47.35,45.45,46.27,45.2919302758612,1170300,0.0,1.0
2010-06-29,48.08,48.2,45.36,45.75,44.7829221984147,1662300,0.0,1.0
2010-06-28,50.19,50.66,48.79,49.05,48.013165766825,860900,0.0,1.0
2010-06-25,49.88,50.75,49.336,50.25,49.1877997917014,1396700,0.0,1.0
2010-06-24,50.97,50.97,49.6,49.71,48.659214480507,885000,0.0,1.0
2010-06-23,51.12,51.68,49.4,51.2,50.1177183947286,1200400,0.0,1.0
2010-06-22,53.76,54.6,51.01,51.05,49.9708891416191,959700,0.0,1.0
2010-06-21,56.24,56.24,53.25,53.57,52.4376205938596,1227200,0.0,1.0
2010-06-18,55.11,55.92,54.42,54.93,53.7688724887196,721500,0.0,1.0
2010-06-17,55.54,56.03,54.85,55.2,54.0331651443168,1007900,0.0,1.0
2010-06-16,55.9,56.62,55.38,55.61,54.4344984361496,1542200,0.0,1.0
2010-06-15,54.47,57.12,54.0575,57.0,55.7951161816315,1604300,0.0,1.0
2010-06-14,53.56,54.96,53.5,54.09,52.9466286713061,894800,0.0,1.0
2010-06-11,52.15,54.0,51.8,53.14,52.0167100682789,713500,0.0,1.0
2010-06-10,52.36,53.92,52.36,53.25,52.1243848538926,818900,0.0,1.0
2010-06-09,50.55,53.06,50.55,51.44,50.3526451997039,1502800,0.0,1.0
2010-06-08,49.4,50.46,47.58,50.05,48.992027454222,1939900,0.0,1.0
2010-06-07,51.24,51.86,48.79,48.97,47.9348568318332,1046300,0.0,1.0
2010-06-04,53.0,53.49,50.78,51.06,49.980677758493,760200,0.0,1.0
2010-06-03,53.86,54.73,53.2,54.55,53.3969050475087,1356100,0.0,1.0
2010-06-02,52.28,53.3,51.44,53.27,52.1439620876405,1552100,0.0,1.0
2010-06-01,54.17,54.55,52.06,52.14,51.0378483808818,1171700,0.0,1.0
2010-05-28,55.77,56.57,54.26,54.73,53.5731001512402,1820700,0.0,1.0
2010-05-27,54.62,56.08,54.3,56.04,54.8554089617303,1298100,0.0,1.0
2010-05-26,54.27,55.29,53.2,53.27,52.1439620876405,1284100,0.0,1.0
2010-05-25,51.66,54.04,50.34,53.93,52.7900108013226,2480700,0.0,1.0
2010-05-24,54.02,55.749,54.01,54.28,53.1326123919115,2226100,0.0,1.0
2010-05-21,50.0,53.82,49.96,52.98,51.8600921982954,2039700,0.0,1.0
2010-05-20,52.56,53.01,50.79,51.41,50.323279349082,3143300,0.0,1.0
2010-05-19,55.93,56.56,53.81,54.3,53.1521896256595,2023500,0.0,1.0
2010-05-18,56.86,58.49,55.72,56.29,55.1001243835796,1964200,0.0375,1.0
2010-05-17,58.09,58.57,55.58,57.52,56.2666398214637,1208900,0.0,1.0
2010-05-14,58.67,58.8025,57.01,57.89,56.6285775254613,880800,0.0,1.0
2010-05-13,61.5,62.17,58.76,59.29,57.9980715405873,1234200,0.0,1.0
2010-05-12,61.54,62.18,60.96,61.79,60.4435965675981,771400,0.0,1.0
2010-05-11,58.84,62.77,58.75,61.18,59.8468884610075,1654500,0.0,1.0
2010-05-10,57.11,59.76,57.05,59.58,58.2817524437206,1469800,0.0,1.0
2010-05-07,57.65,58.27,54.63,54.8,53.605908592076,1767400,0.0,1.0
2010-05-06,59.94,60.84,53.86,58.18,56.9122584285946,2723800,0.0,1.0
2010-05-05,61.66,63.24,58.8,60.41,59.0936667526882,1455500,0.0,1.0
2010-05-04,63.24,63.27,62.0,62.53,61.1674719755933,1008400,0.0,1.0
2010-05-03,62.96,65.22,62.96,64.36,62.9575962953652,1517600,0.0,1.0
2010-04-30,65.27,65.75,62.89,63.01,61.6370127807794,1291100,0.0,1.0
2010-04-29,64.14,65.91,64.13,65.41,63.9847168067097,769800,0.0,1.0
2010-04-28,64.72,65.59,63.17,63.57,62.1848103868298,1333400,0.0,1.0
2010-04-27,66.06,66.38,64.11,64.31,62.908685794825,1367800,0.0,1.0
2010-04-26,66.79,67.24,65.7,66.24,64.7966311156773,1629200,0.0,1.0
2010-04-23,67.88,68.18,66.65,67.05,65.5889812244287,5589700,0.0,1.0
2010-04-22,65.14,67.5,65.0,67.08,65.6183275247529,1812700,0.0,1.0
2010-04-21,62.39,65.84,62.39,65.64,64.2097051091947,2092500,0.0,1.0
2010-04-20,63.23,63.52,61.97,62.43,61.0696509745129,978300,0.0,1.0
2010-04-19,63.38,63.92,61.54,62.84,61.4707170789426,943600,0.0,1.0
2010-04-16,63.91,64.83,63.3,63.71,62.3217597883424,1057900,0.0,1.0
2010-04-15,63.91,64.62,63.76,64.25,62.8499931941767,823900,0.0,1.0
2010-04-14,62.68,64.25,62.68,64.16,62.7619542932043,706300,0.0,1.0
2010-04-13,62.75,63.035,62.51,62.86,61.4902812791587,673400,0.0,1.0
2010-04-12,62.8,63.0,62.13,62.75,61.3826781779702,872000,0.0,1.0
2010-04-09,61.68,62.67,61.68,62.67,61.3044213771059,1218600,0.0,1.0
2010-04-08,59.79,61.39,59.05,61.31,59.974055762412,989700,0.0,1.0
2010-04-07,60.13,60.48,59.53,59.93,58.6241259475021,777300,0.0,1.0
2010-04-06,59.99,60.2,59.5,60.08,58.7708574491227,821100,0.0,1.0
2010-04-05,58.29,60.3,58.29,60.03,58.7219469485825,1087000,0.0,1.0
2010-04-01,57.76,58.37,57.52,58.27,57.0002973295669,954400,0.0,1.0
2010-03-31,56.97,57.8,56.88,57.36,56.110126219735,1039000,0.0,1.0
2010-03-30,56.92,57.37,56.46,57.08,55.8362274167098,548600,0.0,1.0
2010-03-29,56.98,57.57,55.88,57.02,55.7775348160616,1002700,0.0,1.0
2010-03-26,55.56,57.07,55.55,57.03,55.7873169161696,941700,0.0,1.0
2010-03-25,56.93,57.28,55.44,55.52,54.3102197998551,1151400,0.0,1.0
2010-03-24,55.92,56.84,55.09,56.7,55.4645076126042,1582200,0.0,1.0
2010-03-23,56.57,56.88,55.01,56.09,54.8677995060136,2206300,0.0,1.0
2010-03-22,53.46,56.07,52.97,55.43,54.2221808988827,1712000,0.0375,1.0
2010-03-19,53.73,54.48,53.25,53.73,52.5236900833275,1418100,0.0,1.0
2010-03-18,54.22,54.75,53.62,54.08,52.8658321181156,1172500,0.0,1.0
2010-03-17,53.78,54.18,53.09,54.18,52.9635869851979,1135600,0.0,1.0
2010-03-16,52.64,53.899,52.61,53.78,52.5725675168687,2330600,0.0,1.0
2010-03-15,52.0,54.64,51.25,52.4,51.2235503511327,4416500,0.0,1.0
2010-03-12,47.82,48.78,47.44,47.74,46.6681735450969,634900,0.0,1.0
2010-03-11,45.94,48.37,45.71,47.67,46.5997451381392,1776800,0.0,1.0
2010-03-10,45.6,46.45,45.41,46.28,45.2409524856951,588400,0.0,1.0
2010-03-09,46.01,46.78,45.46,45.71,44.6837497433259,780600,0.0,1.0
2010-03-08,44.42,46.645,44.35,46.24,45.2018505388622,1511700,0.0,1.0
2010-03-05,43.19,44.31,43.13,44.31,43.3151816041735,902700,0.0,1.0
2010-03-04,42.63,43.0,42.49,42.9,41.9368379783129,990600,0.0,1.0
2010-03-03,43.89,43.89,42.38,42.44,41.4871655897342,1443100,0.0,1.0
2010-03-02,44.31,44.59,43.85,44.14,43.1489983301336,513200,0.0,1.0
2010-03-01,43.61,44.32,43.5,44.3,43.3054061174653,400300,0.0,1.0
2010-02-26,43.09,43.61,42.97,43.52,42.5429181542232,401800,0.0,1.0
2010-02-25,42.61,43.03,42.33,42.99,42.0248173586869,458700,0.0,1.0
2010-02-24,42.56,43.28,42.41,43.22,42.2496535529763,478900,0.0,1.0
2010-02-23,42.15,42.79,41.9,42.5,41.5458185099836,432000,0.0,1.0
2010-02-22,42.35,42.51,42.15,42.36,41.4089616960684,328900,0.0,1.0
2010-02-19,42.71,42.99,42.13,42.38,41.4285126694848,502100,0.0,1.0
2010-02-18,42.39,42.73,42.28,42.68,41.7217772707318,408900,0.0,1.0
2010-02-17,41.6,43.07,41.5,42.38,41.4285126694848,1247000,0.0,1.0
2010-02-16,40.46,40.87,40.08,40.85,39.9328632031254,422700,0.0,1.0
2010-02-12,39.56,40.25,39.26,40.22,39.3170075405068,443500,0.0,1.0
2010-02-11,39.16,39.93,38.9,39.87,38.9748655057187,370500,0.0,1.0
2010-02-10,39.03,39.51,38.86,39.13,38.2514794893096,442000,0.0,1.0
2010-02-09,38.94,39.5,38.65,39.26,38.3785608165166,353700,0.0,1.0
2010-02-08,38.86,39.42,38.47,38.6,37.7333786937733,578300,0.0,1.0
2010-02-05,39.52,39.52,38.25,38.69,37.8213580741474,1108200,0.0,1.0
2010-02-04,39.67,40.41,39.5,39.54,38.6522744443471,747900,0.0,1.0
2010-02-03,40.34,40.35,39.74,40.04,39.1410487797587,691400,0.0,1.0
